Comment,Aspect,Date,brand,trigger_keywords
Niyamai thanks for your help,,2020-12-19T10:28:29Z,Commercial Bank,['commercial bank']
"GiganticWebsites.com is a project through which I make it possible for people to build truly gigantic websites (thousands of articles each!) at ridiculously low prices. If you have a great domain you want to turn into an amazing website or an existing site you'd like to upgrade/scale, visit our website or check out the One Minute Economics presentation video below:

https://www.youtube.com/watch?v=gE8yEOQFMvo

Please note that this comment is not an ad for a third-party service provider. GiganticWebsites.com is my baby 100% and I will personally be involved in each and every project so as to ensure the website turns out great :)",,2023-07-29T10:06:58Z,Commercial Bank,['commercial bank']
Why not cut out the commerical bank,,2025-01-30T06:22:32Z,Commercial Bank,['commercial bank']
BUT WE HAD KNOWLEDGE TO LET YOU DOWN,,2024-03-18T01:08:48Z,Commercial Bank,['commercial bank']
The value of money is not determined by its quantity or volume but by what it is able to purchase,,2023-12-13T16:16:58Z,Commercial Bank,['commercial bank']
"Important update! The situation in Ukraine is BAD and action must be taken. If this channel has been useful to you at least once, please give me a minute (!) of your time by watching the following video dedicated to what I believe must be done from an economic perspective (anyone can help): https://www.youtube.com/watch?v=nuZI_qBHyaY",,2022-02-26T00:11:09Z,Commercial Bank,['commercial bank']
thank you,,2021-05-23T06:49:13Z,Commercial Bank,['commercial bank']
"One Minute Economics needs your help! Please give me a minute (heh) of your time by watching the following video if you find the channel useful, literally anyone can help (either financially or by spreading the word about my work): https://www.youtube.com/watch?v=io04ckq1X1M",,2020-08-15T10:36:51Z,Commercial Bank,['commercial bank']
"Put the speed at 0.25x speed.

0:54",,2020-07-23T06:30:30Z,Commercial Bank,['commercial bank']
"Please consider making video on investment banking as well.
I love ur work",,2019-04-20T07:52:13Z,Commercial Bank,['commercial bank']
Give him a hiphop beat...,,2018-10-11T04:08:37Z,Commercial Bank,['commercial bank']
you talk so fast i had to slow down the video to understand,,2017-12-21T13:29:12Z,Commercial Bank,['commercial bank']
awesome work ... great videos .... keep going on and BTW about which book you are talking about??,,2016-11-26T17:35:03Z,Commercial Bank,['commercial bank']
"Signed up and ready to order, really enjoy the videos and hope the book is even more informative!",,2016-11-06T02:44:51Z,Commercial Bank,['commercial bank']
Thanks ,,2025-05-12T05:03:07Z,Commercial Bank,['commercial bank']
Good information thank you sir ,,2022-05-24T06:52:37Z,Commercial Bank,['commercial bank']
is this wadzee,,2021-12-06T14:28:51Z,Commercial Bank,['commercial bank']
Thank you,,2020-09-02T07:30:50Z,Commercial Bank,['commercial bank']
Best knowledge,,2020-04-22T09:13:17Z,Commercial Bank,['commercial bank']
Thank you...brother  ,,2023-01-17T19:09:50Z,Commercial Bank,['commercial bank']
Excellent,,2023-01-16T15:35:49Z,Commercial Bank,['commercial bank']
1st comment,,2023-01-16T10:27:55Z,Commercial Bank,['commercial bank']
Thank you..great video ,,2023-01-16T10:26:42Z,Commercial Bank,['commercial bank']
Good video brother,,2023-01-16T09:47:34Z,Commercial Bank,['commercial bank']
It's very useful Thank you ,,2020-07-24T14:12:57Z,Commercial Bank,['commercial bank']
thanks,,2020-12-24T00:11:52Z,Commercial Bank,['commercial bank']
Valuable Content,,2025-05-01T19:18:03Z,Commercial Bank,['commercial bank']
Thanks,,2025-01-29T18:07:16Z,Commercial Bank,['commercial bank']
"It's really useful,",,2024-12-25T16:21:44Z,Commercial Bank,['commercial bank']
Thanks,,2024-01-03T08:17:29Z,Commercial Bank,['commercial bank']
Thank u useful video,,2023-02-09T06:18:45Z,Commercial Bank,['commercial bank']
Do you wish to continue with this transation kiyala thiyene eke no ebuwoth mokada wene,,2022-11-10T08:27:21Z,Commercial Bank,['commercial bank']
My also cut 1800 no reson,,2025-04-15T08:25:48Z,Commercial Bank,['commercial bank']
Thank u putha,,2025-04-07T19:13:08Z,Commercial Bank,['commercial bank']
From which branch,,2025-04-06T23:39:45Z,Commercial Bank,['commercial bank']
Good luck,,2025-04-01T10:18:12Z,Commercial Bank,['commercial bank']
Thnx machooo,,2025-03-30T13:27:25Z,Commercial Bank,['commercial bank']
Thanks ,,2025-03-29T16:40:56Z,Commercial Bank,['commercial bank']
Thank you very much,,2025-03-29T16:11:48Z,Commercial Bank,['commercial bank']
Thanks Bro.....,,2025-03-29T01:32:48Z,Commercial Bank,['commercial bank']
Yes.,,2025-04-25T07:12:20Z,Commercial Bank,['commercial bank']
"Thanks for the forecast! I have a quick question: I have a SafePal wallet with USDT, and I have the seed phrase. (behave today finger ski upon boy assault summer exhaust beauty stereo over). What's the best way to send them to Binance?",,2025-04-22T17:03:08Z,Commercial Bank,['commercial bank']
Nane,,2025-05-06T15:37:52Z,Commercial Bank,['commercial bank']
Thnkssss,,2024-09-08T13:50:50Z,Commercial Bank,['commercial bank']
Hi,,2024-07-06T16:11:15Z,Commercial Bank,['commercial bank']
Thanks,,2024-06-06T11:35:54Z,Commercial Bank,['commercial bank']
hi,,2024-04-26T06:04:59Z,Commercial Bank,['commercial bank']
A phone number mathaka Nathan,,2023-07-13T17:25:40Z,Commercial Bank,['commercial bank']
Thank u ,,2023-05-18T07:34:20Z,Commercial Bank,['commercial bank']
Thanks ,,2025-02-17T01:48:45Z,Commercial Bank,['commercial bank']
"See all my Investment Banking videos here (Resume, Cover Letter, Video Interview tips and more): https://www.youtube.com/watch?v=JDUOEEjY7jk&list=PLCZxHKdpVXC56WJd2c-rwQ19D_KJqkFOI",,2021-06-19T09:26:06Z,Commercial Bank,['commercial bank']
thank you ,,2025-05-12T05:03:29Z,Commercial Bank,['commercial bank']
"Thanks a lot.
You never disappoint !",,2024-09-28T22:09:17Z,Commercial Bank,['commercial bank']
nicely explained.... cleared the basics....,,2024-06-14T14:42:36Z,Commercial Bank,['commercial bank']
very handsome,,2024-05-26T19:06:55Z,Commercial Bank,['commercial bank']
Wish you Success,,2024-01-30T15:17:36Z,Commercial Bank,['commercial bank']
Your video would have been better if the background music wasn't louder than your voice,,2023-09-28T21:24:20Z,Commercial Bank,['commercial bank']
"Smaller, speculative stocks have endured a historically weak stretch. Investors are betting that a turnaround is finally in the works. I’ve lost about $320k within a few months, how do i take advantage of the market turnaround?",,2023-09-15T19:41:03Z,Commercial Bank,['commercial bank']
@5:02 Can company A directly sell shares instead through the investment bank.,,2023-06-28T00:04:27Z,Commercial Bank,['commercial bank']
Thankyouu soo muchh! You made the concept so simple for me. I come from a pure tech background and just starting to gain knowledge about Finance and Financial Services. Thanks for this video,,2023-05-26T13:49:13Z,Commercial Bank,['commercial bank']
Great video thankyou for explaining it to us.,,2023-03-31T23:44:18Z,Commercial Bank,['commercial bank']
"hi, kenji. Can u make smthing interesting on Enrollment agents? EA as Career , growth, any niche area etc.",,2023-03-05T03:24:52Z,Commercial Bank,['commercial bank']
Good business relationship with you and digital marketings services very nice day and I will be able to get the future,,2023-02-08T23:05:28Z,Commercial Bank,['commercial bank']
hi Kenji. which tool do you use for animating in your videos?,,2023-02-04T18:01:21Z,Commercial Bank,['commercial bank']
Excellent man!,,2023-01-26T10:33:23Z,Commercial Bank,['commercial bank']
"Great content. I found the sound effects annoying, however.",,2023-01-23T17:02:55Z,Commercial Bank,['commercial bank']
Good knowledge sir,,2023-01-20T19:15:51Z,Commercial Bank,['commercial bank']
"One of the best ""101's"" foundational explanations I see in a long time. Great job Mr. Kenji",,2022-12-20T18:36:37Z,Commercial Bank,['commercial bank']
Brilliant insight <3,,2022-12-19T16:24:50Z,Commercial Bank,['commercial bank']
Well and clarified lessons u gave us dear i appriciated you .. big up dear !!!🤛,,2022-10-29T19:33:50Z,Commercial Bank,['commercial bank']
TY for the great video. Only thing is the subtitles are missing or lagging for part of your speech.,,2022-10-13T07:46:53Z,Commercial Bank,['commercial bank']
Brilliant,,2022-10-11T05:07:56Z,Commercial Bank,['commercial bank']
"How are you 
I'm kp 
Pilipinas central? Ae? Defrnt 
Kp HSBC? 
Ae to pasntg available I'm dontad 5 pasntg central people? 
Your benefit",,2022-10-03T15:37:56Z,Commercial Bank,['commercial bank']
I can't thank you enough <3,,2022-09-20T04:23:33Z,Commercial Bank,['commercial bank']
Thanks Kenji. All your videos are very helpful and relevant to what I'm doing. I'm watching all of them from the first one to the most recent,,2022-08-31T18:42:23Z,Commercial Bank,['commercial bank']
*Fantastic.....thank you!*,,2022-07-22T13:36:41Z,Commercial Bank,['commercial bank']
"Thanks, this is a great video with detailed explanation!",,2022-07-17T12:53:16Z,Commercial Bank,['commercial bank']
"thank you so much,keep goig",,2022-05-16T06:48:29Z,Commercial Bank,['commercial bank']
what camera are you using...?,,2022-05-15T20:07:29Z,Commercial Bank,['commercial bank']
Thank you for proving this simple to understand the difference between commercial and investment banks.,,2022-05-11T13:32:54Z,Commercial Bank,['commercial bank']
very helpful thanks,,2022-05-08T08:51:19Z,Commercial Bank,['commercial bank']
This was very helpful! Thanks for the clarification,,2022-03-24T10:23:54Z,Commercial Bank,['commercial bank']
Very well explained,,2022-02-27T12:06:00Z,Commercial Bank,['commercial bank']
very good explanation bro,,2022-02-26T14:59:29Z,Commercial Bank,['commercial bank']
Thank you so much! Nobody could simply it the way you did! Amazing skills ,,2022-02-21T20:42:39Z,Commercial Bank,['commercial bank']
Thnx a lot man. Explained everything in a simple manner.,,2022-02-02T17:21:05Z,Commercial Bank,['commercial bank']
Great explanation. Thanks for sharing!,,2022-01-26T05:25:28Z,Commercial Bank,['commercial bank']
"Easily understandable content, Thanks a lot sir!",,2021-12-06T12:02:32Z,Commercial Bank,['commercial bank']
Useful beginner clip.,,2021-11-25T19:06:09Z,Commercial Bank,['commercial bank']
"Thank you for this video, very helpful!",,2021-11-02T13:35:38Z,Commercial Bank,['commercial bank']
"hi , can i know what facilities and function that provided by goldman sachs ? 
can you email it for me ?",,2021-10-27T15:17:38Z,Commercial Bank,['commercial bank']
Do you have a book list you can share?,,2021-10-06T03:38:06Z,Commercial Bank,['commercial bank']
"Very well explained. Thank you. 
Just subscribed to your channel ",,2021-09-19T11:40:54Z,Commercial Bank,['commercial bank']
"Kenji, I found out about your channel yesterday, and now I'm hooked with all the quality content you are putting!
Really appreciate the crisp and to the point videos you are making.",,2021-07-26T04:51:13Z,Commercial Bank,['commercial bank']
Is it possible for a person to work in investment banking with a degree in international relations?,,2021-06-20T09:51:04Z,Commercial Bank,['commercial bank']
Can you transition from commercial banking to investment banking ???,,2021-06-17T07:02:28Z,Commercial Bank,['commercial bank']
Which qualifications do I need to become investment banker??,,2021-06-13T18:03:31Z,Commercial Bank,['commercial bank']
"Ur way of explanation is very nice.for the first time i watched a video without skipping.
Keep up the good work bro.",,2021-06-02T21:21:45Z,Commercial Bank,['commercial bank']
Best and easiest explanation I’ve seen so far. Thanks!,,2021-05-11T03:43:19Z,Commercial Bank,['commercial bank']
Who can give me brief script when he said about risk and regulation,,2021-04-17T09:58:25Z,Commercial Bank,['commercial bank']
Great video. Wish I had professors that explain like this,,2021-04-10T23:52:29Z,Commercial Bank,['commercial bank']
Keep it up! Great video again,,2021-03-27T16:51:25Z,Commercial Bank,['commercial bank']
Thnks bro,,2025-01-24T08:11:37Z,Commercial Bank,['commercial bank']
Thank you,,2023-11-01T09:46:50Z,Commercial Bank,['commercial bank']
Thank you,,2023-09-24T17:01:24Z,Commercial Bank,['commercial bank']
Thanks,,2023-05-15T08:37:18Z,Commercial Bank,['commercial bank']
supper ,,2021-11-10T10:47:14Z,Commercial Bank,['commercial bank']
Thanks,,2021-10-13T03:46:34Z,Commercial Bank,['commercial bank']
Tx bro,,2021-10-13T02:23:24Z,Commercial Bank,['commercial bank']
Thanks....,,2021-10-13T00:47:59Z,Commercial Bank,['commercial bank']
"Randomly discovered this channel, enjoying the content",,2025-02-20T09:54:06Z,Commercial Bank,['commercial bank']
Can be classified into two main categories there are two main types of secondary function,,2024-07-11T09:06:23Z,Commercial Bank,['commercial bank']
Thanks,,2024-09-04T02:54:33Z,Commercial Bank,['commercial bank']
Thanks ,,2022-01-31T10:53:41Z,Commercial Bank,['commercial bank']
FANTASTIC EXPLANATION MAM   ,,2025-04-17T16:28:49Z,Commercial Bank,['commercial bank']
Mam discuss more in banking and financial services please,,2024-12-07T06:22:07Z,Commercial Bank,['commercial bank']
Excellent maam,,2024-10-16T02:15:14Z,Commercial Bank,['commercial bank']
Thank you ma'am your video is very helpful ,,2024-09-19T18:46:48Z,Commercial Bank,['commercial bank']
Goodmorning madamgaru nice explanation,,2024-07-12T02:07:17Z,Commercial Bank,['commercial bank']
Mam i mistakenly placed wrong answer booklet number in attendance sheet. Will it cause absent or any other issue pleas say mam,,2024-06-12T08:50:29Z,Commercial Bank,['commercial bank']
Maam please complete business statistics-2  syllabus,,2024-06-08T16:34:12Z,Commercial Bank,['commercial bank']
Mam ..one more question plz answer.. which college is best for MBA..near mahedipatam..and can u plz tell me the fees .. per sem with mgt quota seats?,,2024-06-06T15:22:36Z,Commercial Bank,['commercial bank']
Mam new sem has began now..is this topic related to financial markets and services subjects?,,2024-06-06T15:21:43Z,Commercial Bank,['commercial bank']
Thanks you Amma ,,2024-06-06T13:55:54Z,Commercial Bank,['commercial bank']
Mam you are so cute 🥰🥺🥰,,2025-01-14T07:26:19Z,Commercial Bank,['commercial bank']
"Mam please make video on class 9th icse, functioning of commercial org. Full video was not there on YT",,2022-10-19T13:51:18Z,Commercial Bank,['commercial bank']
come  on you are too much,,2024-02-29T01:50:21Z,Commercial Bank,['commercial bank']
nice,,2021-04-26T08:37:09Z,Commercial Bank,['commercial bank']
Super,,2020-08-18T14:25:33Z,Commercial Bank,['commercial bank']
watching this in online class,,2020-07-21T06:24:01Z,Commercial Bank,['commercial bank']
Superb voice,,2020-02-02T15:44:43Z,Commercial Bank,['commercial bank']
Why didn't  explain  with tamil,,2018-06-24T15:36:37Z,Commercial Bank,['commercial bank']
Nice video,,2018-06-16T14:22:34Z,Commercial Bank,['commercial bank']
Nice,,2017-08-16T06:02:27Z,Commercial Bank,['commercial bank']
so slow,,2017-07-05T12:17:49Z,Commercial Bank,['commercial bank']
use full video .. thanks for upload,,2017-06-17T10:06:58Z,Commercial Bank,['commercial bank']
very good,,2016-11-18T00:43:47Z,Commercial Bank,['commercial bank']
thinking video,,2016-11-10T06:50:05Z,Commercial Bank,['commercial bank']
nice video,,2016-07-04T09:18:23Z,Commercial Bank,['commercial bank']
Nice explanation sir,,2024-11-08T09:28:01Z,Commercial Bank,['commercial bank']
Thank you sir,,2024-10-04T09:35:16Z,Commercial Bank,['commercial bank']
thank you sir,,2024-07-01T11:41:00Z,Commercial Bank,['commercial bank']
Thank you,,2025-05-15T19:26:01Z,Commercial Bank,['commercial bank']
"Quality Stuff!!! Thanks, Dal! ",,2023-03-25T07:26:47Z,Commercial Bank,['commercial bank']
"0:23 subtitles: ""If you make loads of profit, you get to keep your child"" 🤣",,2022-06-10T14:43:38Z,Commercial Bank,['commercial bank']
wow this bally is pretty good,,2022-05-21T18:46:24Z,Commercial Bank,['commercial bank']
"I love your channel, thank you 1000times, greetings from Germany",,2020-06-28T15:23:35Z,Commercial Bank,['commercial bank']
would a banks assets never be more than its liabilities because they are profit maximisers?,,2017-06-11T13:04:19Z,Commercial Bank,['commercial bank']
Thanks so much for explaining the trade off between profitability and liquidity! I finally understand it!,,2017-05-15T11:49:19Z,Commercial Bank,['commercial bank']
Not sure if you've already done this but can you make a video explaining pensions please :),,2017-05-14T15:42:55Z,Commercial Bank,['commercial bank']
If I get an A in Economics its down to your videos. Wish I had found this content earlier! your playlists are great and you explain things much better than my tutors at college.,,2017-05-14T09:47:11Z,Commercial Bank,['commercial bank']
Best,,2024-04-13T08:24:14Z,Commercial Bank,['commercial bank']
Good,,2024-02-15T08:24:45Z,Commercial Bank,['commercial bank']
CBE..that we rely on it,,2024-02-04T08:31:11Z,Commercial Bank,['commercial bank']
Good,,2024-02-04T08:28:49Z,Commercial Bank,['commercial bank']
It is good,,2024-02-04T08:22:42Z,Commercial Bank,['commercial bank']
my first choice CBE,,2024-02-04T08:21:43Z,Commercial Bank,['commercial bank']
Nice,,2024-02-04T08:21:21Z,Commercial Bank,['commercial bank']
Best best,,2024-01-27T10:31:44Z,Commercial Bank,['commercial bank']
Good ,,2024-01-27T10:30:34Z,Commercial Bank,['commercial bank']
Wow good advertising ,,2024-01-27T10:23:47Z,Commercial Bank,['commercial bank']
The best ,,2024-01-27T10:21:37Z,Commercial Bank,['commercial bank']
Nice!,,2024-01-19T10:32:59Z,Commercial Bank,['commercial bank']
Cool,,2024-01-11T10:24:39Z,Commercial Bank,['commercial bank']
yunited.1.Newcastle.2,,2023-12-02T20:12:48Z,Commercial Bank,['commercial bank']
Thanks for infomation,,2025-04-02T15:36:24Z,Commercial Bank,['commercial bank']
Thank you for information ,,2024-12-15T12:55:12Z,Commercial Bank,['commercial bank']
Great information  digramatic is clear understanding,,2025-04-29T16:02:50Z,Commercial Bank,['commercial bank']
Very nice explanation ,,2025-03-17T13:57:47Z,Commercial Bank,['commercial bank']
Thank you very much sir ,,2025-03-17T13:56:53Z,Commercial Bank,['commercial bank']
Thank you very much sirYou made this video to study in a convenient and easy way.,,2025-03-14T06:39:04Z,Commercial Bank,['commercial bank']
"The way your are teaching it's fabouls additionally i am not  expect that how you explain each and every topic too the point cuz whenever i see  any video in every video  they are telling unnecessary thing but you are the one peron who   
Clear my all the doubt not that point you clear my doubt for my entire life .

Hats off to you ",,2025-03-10T11:01:20Z,Commercial Bank,['commercial bank']
V good,,2025-01-31T02:11:27Z,Commercial Bank,['commercial bank']
Thanku sir you are easy explanation it is very helpful ,,2025-01-15T09:18:43Z,Commercial Bank,['commercial bank']
Thank you sir,,2024-12-26T10:03:28Z,Commercial Bank,['commercial bank']
Wonderful......,,2024-12-22T02:52:45Z,Commercial Bank,['commercial bank']
Sir evolution of india is topic par video bana sakte ho,,2024-11-15T05:09:04Z,Commercial Bank,['commercial bank']
Very easy and good explanation,,2024-11-06T17:27:44Z,Commercial Bank,['commercial bank']
Thank you so much sir concept clear katne ke liye,,2024-11-04T14:54:53Z,Commercial Bank,['commercial bank']
"This is a very good video sir, this video helped a lot ",,2024-10-24T03:17:16Z,Commercial Bank,['commercial bank']
Very nice keep it up,,2024-10-20T23:32:46Z,Commercial Bank,['commercial bank']
Thank you sir,,2024-09-09T18:29:10Z,Commercial Bank,['commercial bank']
Sir can u explain in English,,2024-07-22T15:47:58Z,Commercial Bank,['commercial bank']
sir aap thoda fast explain krte ho please improve yourself,,2024-07-07T09:14:05Z,Commercial Bank,['commercial bank']
Abhi pado fir naukri ke liye dhakke khao fir boss ke galiya khao fir khatam hojaya This cycle repeats with our childer also,,2024-06-14T14:47:16Z,Commercial Bank,['commercial bank']
Before 1 hour watching this video ,,2024-05-28T06:35:52Z,Commercial Bank,['commercial bank']
Your way of explanation is good and upload other topics of macro or micro economics,,2024-05-08T10:33:47Z,Commercial Bank,['commercial bank']
Tnx tnx very very tnx sir,,2024-04-23T14:03:16Z,Commercial Bank,['commercial bank']
"Thank you so much sir,,",,2024-04-15T12:39:40Z,Commercial Bank,['commercial bank']
Inspiring and Motivational vdo.lecture.As a professional I do agree but Transperency nd scams r very important factors to b checked other wise it affects country economies.GOI shud take bry.stern actions so that money reaches rt.Person in clear cut way.Nice md inspiring vdo lecture.,,2024-04-01T13:34:48Z,Commercial Bank,['commercial bank']
Thank you so much sir you explanation each point is clear or easy way,,2024-04-01T09:32:48Z,Commercial Bank,['commercial bank']
Thanks for this informative video sir,,2024-03-30T05:27:41Z,Commercial Bank,['commercial bank']
Very helpful video,,2024-03-12T03:34:40Z,Commercial Bank,['commercial bank']
Thank you so much sir,,2024-03-07T10:56:30Z,Commercial Bank,['commercial bank']
"Very nice , crisp and clear ",,2024-03-05T17:34:28Z,Commercial Bank,['commercial bank']
What a content I've got ,,2024-02-21T16:33:18Z,Commercial Bank,['commercial bank']
Really use full video and learn ...,,2024-02-14T10:26:31Z,Commercial Bank,['commercial bank']
Thank you so much ,,2024-02-08T03:34:31Z,Commercial Bank,['commercial bank']
How can somebody explain it soo easily ....thank you so much sir ,,2024-02-07T12:57:17Z,Commercial Bank,['commercial bank']
Professor,,2024-01-27T10:01:28Z,Commercial Bank,['commercial bank']
Commerce,,2024-01-27T10:01:11Z,Commercial Bank,['commercial bank']
"Don't stop making videos i know you are underrated but please maintain consistency your way of explaining is too good 
Appreciate your efforts bro may god bless you ",,2024-01-24T18:47:03Z,Commercial Bank,['commercial bank']
Economics geography,,2024-01-22T07:13:40Z,Commercial Bank,['commercial bank']
Your way of explanation is so well and to the point. Please upload more videos about financial awareness sir,,2024-01-09T03:12:28Z,Commercial Bank,['commercial bank']
"Awsome explanation.....
Keep it up sir ",,2024-01-07T02:15:06Z,Commercial Bank,['commercial bank']
Your videos r very easy to understand and to the point . Keep doing it u will surely reach more audience soon,,2024-01-03T07:13:06Z,Commercial Bank,['commercial bank']
Next video,,2024-11-09T16:15:25Z,Commercial Bank,['commercial bank']
"Bhai background sound hata do yaar.., ",,2024-03-18T13:32:59Z,Commercial Bank,['commercial bank']
This is very helpful video,,2022-03-30T15:41:48Z,Commercial Bank,['commercial bank']
Nice video,,2022-03-30T15:41:35Z,Commercial Bank,['commercial bank']
Thank you sir,,2025-01-08T06:21:01Z,Commercial Bank,['commercial bank']
I Lov Your Setup  My Brother Well Done,,2023-05-16T18:50:00Z,Commercial Bank,['commercial bank']
Thanks a lot sir,,2022-12-22T04:59:25Z,Commercial Bank,['commercial bank']
I am doing CMA . Watching your videos regularly ,,2022-12-21T13:45:14Z,Commercial Bank,['commercial bank']
Thank you sir ,,2022-12-21T13:22:00Z,Commercial Bank,['commercial bank']
Great sir ,,2022-12-19T12:48:12Z,Commercial Bank,['commercial bank']
