Comment,Aspect,Date
Thank you for proving this simple to understand the difference between commercial and investment banks.,,2022-05-11T13:32:54Z
very helpful thanks,,2022-05-08T08:51:19Z
This was very helpful! Thanks for the clarification,,2022-03-24T10:23:54Z
Very well explained,,2022-02-27T12:06:00Z
very good explanation bro,,2022-02-26T14:59:29Z
Thank you so much! Nobody could simply it the way you did! Amazing skills ,,2022-02-21T20:42:39Z
Thnx a lot man. Explained everything in a simple manner.,,2022-02-02T17:21:05Z
Great explanation. Thanks for sharing!,,2022-01-26T05:25:28Z
"Easily understandable content, Thanks a lot sir!",,2021-12-06T12:02:32Z
Useful beginner clip.,,2021-11-25T19:06:09Z
"Thank you for this video, very helpful!",,2021-11-02T13:35:38Z
"hi , can i know what facilities and function that provided by goldman sachs ? 
can you email it for me ?",,2021-10-27T15:17:38Z
Do you have a book list you can share?,,2021-10-06T03:38:06Z
"Very well explained. Thank you. 
Just subscribed to your channel ",,2021-09-19T11:40:54Z
"Kenji, I found out about your channel yesterday, and now I'm hooked with all the quality content you are putting!
Really appreciate the crisp and to the point videos you are making.",,2021-07-26T04:51:13Z
oh i work in capital one,,2021-06-23T07:13:04Z
Is it possible for a person to work in investment banking with a degree in international relations?,,2021-06-20T09:51:04Z
Can you transition from commercial banking to investment banking ???,,2021-06-17T07:02:28Z
Which qualifications do I need to become investment banker??,,2021-06-13T18:03:31Z
"Ur way of explanation is very nice.for the first time i watched a video without skipping.
Keep up the good work bro.",,2021-06-02T21:21:45Z
Best and easiest explanation I’ve seen so far. Thanks!,,2021-05-11T03:43:19Z
Who can give me brief script when he said about risk and regulation,,2021-04-17T09:58:25Z
Great video. Wish I had professors that explain like this,,2021-04-10T23:52:29Z
Keep it up! Great video again,,2021-03-27T16:51:25Z
Thanks ,,2025-02-17T01:48:45Z
Thnks bro,,2025-01-24T08:11:37Z
Thank you,,2023-11-01T09:46:50Z
Thank you,,2023-09-24T17:01:24Z
Thanks,,2023-05-15T08:37:18Z
Account nomber kianne mona ankayada,,2022-05-12T14:13:08Z
Thanks,,2021-10-13T03:46:34Z
Tx bro,,2021-10-13T02:23:24Z
Thanks....,,2021-10-13T00:47:59Z
Can be classified into two main categories there are two main types of secondary function,,2024-07-11T09:06:23Z
Thanks,,2024-09-04T02:54:33Z
"Randomly discovered this channel, enjoying the content",,2025-02-20T09:54:06Z
Thanks ,,2022-01-31T10:53:41Z
come  on you are too much,,2024-02-29T01:50:21Z
watching this in online class,,2020-07-21T06:24:01Z
Marathi me hona tha sir,,2018-07-09T17:36:59Z
Why didn't  explain  with tamil,,2018-06-24T15:36:37Z
use full video .. thanks for upload,,2017-06-17T10:06:58Z
thinking video,,2016-11-10T06:50:05Z
beta plz chote classes ke liye bhi video banao,,2024-11-13T18:54:35Z
"Mam please make video on class 9th icse, functioning of commercial org. Full video was not there on YT",,2022-10-19T13:51:18Z
FANTASTIC EXPLANATION MAM   ,,2025-04-17T16:28:49Z
Mam discuss more in banking and financial services please,,2024-12-07T06:22:07Z
Thank you ma'am your video is very helpful ,,2024-09-19T18:46:48Z
Goodmorning madamgaru nice explanation,,2024-07-12T02:07:17Z
Mam i mistakenly placed wrong answer booklet number in attendance sheet. Will it cause absent or any other issue pleas say mam,,2024-06-12T08:50:29Z
Maam please complete business statistics-2  syllabus,,2024-06-08T16:34:12Z
Mam ..one more question plz answer.. which college is best for MBA..near mahedipatam..and can u plz tell me the fees .. per sem with mgt quota seats?,,2024-06-06T15:22:36Z
Mam new sem has began now..is this topic related to financial markets and services subjects?,,2024-06-06T15:21:43Z
Thanks you Amma ,,2024-06-06T13:55:54Z
CBE..that we rely on it,,2024-02-04T08:31:11Z
my first choice CBE,,2024-02-04T08:21:43Z
Wow good advertising ,,2024-01-27T10:23:47Z
The best ,,2024-01-27T10:21:37Z
Cool,,2024-01-11T10:24:39Z
yunited.1.Newcastle.2,,2023-12-02T20:12:48Z
Ayye english c thibunoth bed ,,2025-03-27T03:49:03Z
This is very helpful video,,2022-03-30T15:41:48Z
Great information  digramatic is clear understanding,,2025-04-29T16:02:50Z
Very nice explanation ,,2025-03-17T13:57:47Z
Thank you very much sir ,,2025-03-17T13:56:53Z
Thank you very much sirYou made this video to study in a convenient and easy way.,,2025-03-14T06:39:04Z
"The way your are teaching it's fabouls additionally i am not  expect that how you explain each and every topic too the point cuz whenever i see  any video in every video  they are telling unnecessary thing but you are the one peron who   
Clear my all the doubt not that point you clear my doubt for my entire life .

Hats off to you ",,2025-03-10T11:01:20Z
Thanku sir you are easy explanation it is very helpful ,,2025-01-15T09:18:43Z
Thank you sir,,2024-12-26T10:03:28Z
Sir evolution of india is topic par video bana sakte ho,,2024-11-15T05:09:04Z
Very easy and good explanation,,2024-11-06T17:27:44Z
Thank you so much sir concept clear katne ke liye,,2024-11-04T14:54:53Z
"This is a very good video sir, this video helped a lot ",,2024-10-24T03:17:16Z
Thank you sir,,2024-09-09T18:29:10Z
Sir can u explain in English,,2024-07-22T15:47:58Z
sir aap thoda fast explain krte ho please improve yourself,,2024-07-07T09:14:05Z
Abhi pado fir naukri ke liye dhakke khao fir boss ke galiya khao fir khatam hojaya This cycle repeats with our childer also,,2024-06-14T14:47:16Z
Before 1 hour watching this video ,,2024-05-28T06:35:52Z
Your way of explanation is good and upload other topics of macro or micro economics,,2024-05-08T10:33:47Z
"Thank you so much sir,,",,2024-04-15T12:39:40Z
Inspiring and Motivational vdo.lecture.As a professional I do agree but Transperency nd scams r very important factors to b checked other wise it affects country economies.GOI shud take bry.stern actions so that money reaches rt.Person in clear cut way.Nice md inspiring vdo lecture.,,2024-04-01T13:34:48Z
Thank you so much sir you explanation each point is clear or easy way,,2024-04-01T09:32:48Z
Thanks for this informative video sir,,2024-03-30T05:27:41Z
Very helpful video,,2024-03-12T03:34:40Z
Thank you so much sir,,2024-03-07T10:56:30Z
"Very nice , crisp and clear ",,2024-03-05T17:34:28Z
What a content I've got ,,2024-02-21T16:33:18Z
Really use full video and learn ...,,2024-02-14T10:26:31Z
Thank you so much ,,2024-02-08T03:34:31Z
How can somebody explain it soo easily ....thank you so much sir ,,2024-02-07T12:57:17Z
Professor,,2024-01-27T10:01:28Z
"Don't stop making videos i know you are underrated but please maintain consistency your way of explaining is too good 
Appreciate your efforts bro may god bless you ",,2024-01-24T18:47:03Z
Economics geography,,2024-01-22T07:13:40Z
Your way of explanation is so well and to the point. Please upload more videos about financial awareness sir,,2024-01-09T03:12:28Z
"Awsome explanation.....
Keep it up sir ",,2024-01-07T02:15:06Z
Your videos r very easy to understand and to the point . Keep doing it u will surely reach more audience soon,,2024-01-03T07:13:06Z
Thanks for infomation,,2025-04-02T15:36:24Z
Thank you for information ,,2024-12-15T12:55:12Z
