Comment,Aspect,Date
Thanks,,2025-01-29T18:07:16Z
"It's really useful,",,2024-12-25T16:21:44Z
Thanks,,2024-01-03T08:17:29Z
Thank u useful video,,2023-02-09T06:18:45Z
Do you wish to continue with this transation kiyala thiyene eke no ebuwoth mokada wene,,2022-11-10T08:27:21Z
Thanks ,,2025-02-17T01:48:45Z
Thnks bro,,2025-01-24T08:11:37Z
Thank you,,2023-11-01T09:46:50Z
Thank you,,2023-09-24T17:01:24Z
Thanks,,2023-05-15T08:37:18Z
supper ,,2021-11-10T10:47:14Z
Thanks,,2021-10-13T03:46:34Z
Tx bro,,2021-10-13T02:23:24Z
Thanks....,,2021-10-13T00:47:59Z
You have full talent to explain any confusion  of economic l am impressed by your confidence ,,2025-04-03T23:52:39Z
"Thank you ma,am",,2025-03-06T02:07:16Z
Very well explained ,,2024-11-03T15:06:47Z
"Informative video, keep posting that kind of content ",,2023-10-19T13:02:45Z
Informative video ma'am thanks,,2023-10-18T09:17:17Z
Thanks,,2024-09-04T02:54:33Z
Can be classified into two main categories there are two main types of secondary function,,2024-07-11T09:06:23Z
"See all my Investment Banking videos here (Resume, Cover Letter, Video Interview tips and more): https://www.youtube.com/watch?v=JDUOEEjY7jk&list=PLCZxHKdpVXC56WJd2c-rwQ19D_KJqkFOI",,2021-06-19T09:26:06Z
thank you ,,2025-05-12T05:03:29Z
"Thanks a lot.
You never disappoint !",,2024-09-28T22:09:17Z
nicely explained.... cleared the basics....,,2024-06-14T14:42:36Z
very handsome,,2024-05-26T19:06:55Z
Wish you Success,,2024-01-30T15:17:36Z
Your video would have been better if the background music wasn't louder than your voice,,2023-09-28T21:24:20Z
"Smaller, speculative stocks have endured a historically weak stretch. Investors are betting that a turnaround is finally in the works. I’ve lost about $320k within a few months, how do i take advantage of the market turnaround?",,2023-09-15T19:41:03Z
@5:02 Can company A directly sell shares instead through the investment bank.,,2023-06-28T00:04:27Z
Thankyouu soo muchh! You made the concept so simple for me. I come from a pure tech background and just starting to gain knowledge about Finance and Financial Services. Thanks for this video,,2023-05-26T13:49:13Z
Great video thankyou for explaining it to us.,,2023-03-31T23:44:18Z
"hi, kenji. Can u make smthing interesting on Enrollment agents? EA as Career , growth, any niche area etc.",,2023-03-05T03:24:52Z
Good business relationship with you and digital marketings services very nice day and I will be able to get the future,,2023-02-08T23:05:28Z
hi Kenji. which tool do you use for animating in your videos?,,2023-02-04T18:01:21Z
Excellent man!,,2023-01-26T10:33:23Z
"Great content. I found the sound effects annoying, however.",,2023-01-23T17:02:55Z
Good knowledge sir,,2023-01-20T19:15:51Z
"One of the best ""101's"" foundational explanations I see in a long time. Great job Mr. Kenji",,2022-12-20T18:36:37Z
Brilliant insight <3,,2022-12-19T16:24:50Z
Well and clarified lessons u gave us dear i appriciated you .. big up dear !!!🤛,,2022-10-29T19:33:50Z
TY for the great video. Only thing is the subtitles are missing or lagging for part of your speech.,,2022-10-13T07:46:53Z
Brilliant,,2022-10-11T05:07:56Z
I can't thank you enough <3,,2022-09-20T04:23:33Z
Thanks Kenji. All your videos are very helpful and relevant to what I'm doing. I'm watching all of them from the first one to the most recent,,2022-08-31T18:42:23Z
*Fantastic.....thank you!*,,2022-07-22T13:36:41Z
"Thanks, this is a great video with detailed explanation!",,2022-07-17T12:53:16Z
"thank you so much,keep goig",,2022-05-16T06:48:29Z
what camera are you using...?,,2022-05-15T20:07:29Z
Thank you for proving this simple to understand the difference between commercial and investment banks.,,2022-05-11T13:32:54Z
very helpful thanks,,2022-05-08T08:51:19Z
This was very helpful! Thanks for the clarification,,2022-03-24T10:23:54Z
Very well explained,,2022-02-27T12:06:00Z
very good explanation bro,,2022-02-26T14:59:29Z
Thank you so much! Nobody could simply it the way you did! Amazing skills ,,2022-02-21T20:42:39Z
Thnx a lot man. Explained everything in a simple manner.,,2022-02-02T17:21:05Z
Great explanation. Thanks for sharing!,,2022-01-26T05:25:28Z
"Easily understandable content, Thanks a lot sir!",,2021-12-06T12:02:32Z
Useful beginner clip.,,2021-11-25T19:06:09Z
"Thank you for this video, very helpful!",,2021-11-02T13:35:38Z
"hi , can i know what facilities and function that provided by goldman sachs ? 
can you email it for me ?",,2021-10-27T15:17:38Z
Do you have a book list you can share?,,2021-10-06T03:38:06Z
"Very well explained. Thank you. 
Just subscribed to your channel ",,2021-09-19T11:40:54Z
"Kenji, I found out about your channel yesterday, and now I'm hooked with all the quality content you are putting!
Really appreciate the crisp and to the point videos you are making.",,2021-07-26T04:51:13Z
Is it possible for a person to work in investment banking with a degree in international relations?,,2021-06-20T09:51:04Z
Can you transition from commercial banking to investment banking ???,,2021-06-17T07:02:28Z
Which qualifications do I need to become investment banker??,,2021-06-13T18:03:31Z
"Ur way of explanation is very nice.for the first time i watched a video without skipping.
Keep up the good work bro.",,2021-06-02T21:21:45Z
Best and easiest explanation I’ve seen so far. Thanks!,,2021-05-11T03:43:19Z
Who can give me brief script when he said about risk and regulation,,2021-04-17T09:58:25Z
Great video. Wish I had professors that explain like this,,2021-04-10T23:52:29Z
Keep it up! Great video again,,2021-03-27T16:51:25Z
"Randomly discovered this channel, enjoying the content",,2025-02-20T09:54:06Z
come  on you are too much,,2024-02-29T01:50:21Z
nice,,2021-04-26T08:37:09Z
Super,,2020-08-18T14:25:33Z
watching this in online class,,2020-07-21T06:24:01Z
Superb voice,,2020-02-02T15:44:43Z
Marathi me hona tha sir,,2018-07-09T17:36:59Z
Why didn't  explain  with tamil,,2018-06-24T15:36:37Z
Nice video,,2018-06-16T14:22:34Z
Nice,,2017-08-16T06:02:27Z
so slow,,2017-07-05T12:17:49Z
use full video .. thanks for upload,,2017-06-17T10:06:58Z
very good,,2016-11-18T00:43:47Z
thinking video,,2016-11-10T06:50:05Z
nice video,,2016-07-04T09:18:23Z
"Mam please make video on class 9th icse, functioning of commercial org. Full video was not there on YT",,2022-10-19T13:51:18Z
FANTASTIC EXPLANATION MAM   ,,2025-04-17T16:28:49Z
Mam discuss more in banking and financial services please,,2024-12-07T06:22:07Z
Excellent maam,,2024-10-16T02:15:14Z
Thank you ma'am your video is very helpful ,,2024-09-19T18:46:48Z
Goodmorning madamgaru nice explanation,,2024-07-12T02:07:17Z
Mam i mistakenly placed wrong answer booklet number in attendance sheet. Will it cause absent or any other issue pleas say mam,,2024-06-12T08:50:29Z
Maam please complete business statistics-2  syllabus,,2024-06-08T16:34:12Z
Mam ..one more question plz answer.. which college is best for MBA..near mahedipatam..and can u plz tell me the fees .. per sem with mgt quota seats?,,2024-06-06T15:22:36Z
Mam new sem has began now..is this topic related to financial markets and services subjects?,,2024-06-06T15:21:43Z
Thanks you Amma ,,2024-06-06T13:55:54Z
Nice explanation sir,,2024-11-08T09:28:01Z
Thank you sir,,2024-10-04T09:35:16Z
thank you sir,,2024-07-01T11:41:00Z
Thank you,,2025-05-15T19:26:01Z
"Quality Stuff!!! Thanks, Dal! ",,2023-03-25T07:26:47Z
"0:23 subtitles: ""If you make loads of profit, you get to keep your child"" 🤣",,2022-06-10T14:43:38Z
wow this bally is pretty good,,2022-05-21T18:46:24Z
"I love your channel, thank you 1000times, greetings from Germany",,2020-06-28T15:23:35Z
would a banks assets never be more than its liabilities because they are profit maximisers?,,2017-06-11T13:04:19Z
Thanks so much for explaining the trade off between profitability and liquidity! I finally understand it!,,2017-05-15T11:49:19Z
Not sure if you've already done this but can you make a video explaining pensions please :),,2017-05-14T15:42:55Z
If I get an A in Economics its down to your videos. Wish I had found this content earlier! your playlists are great and you explain things much better than my tutors at college.,,2017-05-14T09:47:11Z
Best,,2024-04-13T08:24:14Z
Good,,2024-02-15T08:24:45Z
CBE..that we rely on it,,2024-02-04T08:31:11Z
Good,,2024-02-04T08:28:49Z
It is good,,2024-02-04T08:22:42Z
my first choice CBE,,2024-02-04T08:21:43Z
Nice,,2024-02-04T08:21:21Z
Best best,,2024-01-27T10:31:44Z
Good ,,2024-01-27T10:30:34Z
Wow good advertising ,,2024-01-27T10:23:47Z
The best ,,2024-01-27T10:21:37Z
Nice!,,2024-01-19T10:32:59Z
Cool,,2024-01-11T10:24:39Z
yunited.1.Newcastle.2,,2023-12-02T20:12:48Z
Nice sir,,2024-08-06T00:33:28Z
Thanks sir,,2024-07-17T02:32:03Z
Sir what is only CRR or SLR is given,,2024-06-03T04:39:50Z
Nice sir,,2023-05-18T13:07:19Z
Superb sir,,2022-06-25T13:58:41Z
Next video,,2024-11-09T16:15:25Z
Great information  digramatic is clear understanding,,2025-04-29T16:02:50Z
Very nice explanation ,,2025-03-17T13:57:47Z
Thank you very much sir ,,2025-03-17T13:56:53Z
Thank you very much sirYou made this video to study in a convenient and easy way.,,2025-03-14T06:39:04Z
"The way your are teaching it's fabouls additionally i am not  expect that how you explain each and every topic too the point cuz whenever i see  any video in every video  they are telling unnecessary thing but you are the one peron who   
Clear my all the doubt not that point you clear my doubt for my entire life .

Hats off to you ",,2025-03-10T11:01:20Z
V good,,2025-01-31T02:11:27Z
Bohot atcha hain sir   thank you so much itna atchi tarah samjane ke liyee,,2025-01-28T14:58:55Z
Thanku sir you are easy explanation it is very helpful ,,2025-01-15T09:18:43Z
Thank you sir,,2024-12-26T10:03:28Z
Wonderful......,,2024-12-22T02:52:45Z
Sir evolution of india is topic par video bana sakte ho,,2024-11-15T05:09:04Z
Very easy and good explanation,,2024-11-06T17:27:44Z
Thank you so much sir concept clear katne ke liye,,2024-11-04T14:54:53Z
"This is a very good video sir, this video helped a lot ",,2024-10-24T03:17:16Z
Very nice keep it up,,2024-10-20T23:32:46Z
Thank you sir,,2024-09-09T18:29:10Z
Sir can u explain in English,,2024-07-22T15:47:58Z
sir aap thoda fast explain krte ho please improve yourself,,2024-07-07T09:14:05Z
Abhi pado fir naukri ke liye dhakke khao fir boss ke galiya khao fir khatam hojaya This cycle repeats with our childer also,,2024-06-14T14:47:16Z
Before 1 hour watching this video ,,2024-05-28T06:35:52Z
Your way of explanation is good and upload other topics of macro or micro economics,,2024-05-08T10:33:47Z
Tnx tnx very very tnx sir,,2024-04-23T14:03:16Z
"Thank you so much sir,,",,2024-04-15T12:39:40Z
Inspiring and Motivational vdo.lecture.As a professional I do agree but Transperency nd scams r very important factors to b checked other wise it affects country economies.GOI shud take bry.stern actions so that money reaches rt.Person in clear cut way.Nice md inspiring vdo lecture.,,2024-04-01T13:34:48Z
Thank you so much sir you explanation each point is clear or easy way,,2024-04-01T09:32:48Z
Thanks for this informative video sir,,2024-03-30T05:27:41Z
Very helpful video,,2024-03-12T03:34:40Z
Thank you so much sir,,2024-03-07T10:56:30Z
"Very nice , crisp and clear ",,2024-03-05T17:34:28Z
What a content I've got ,,2024-02-21T16:33:18Z
Really use full video and learn ...,,2024-02-14T10:26:31Z
Thank you so much ,,2024-02-08T03:34:31Z
How can somebody explain it soo easily ....thank you so much sir ,,2024-02-07T12:57:17Z
Professor,,2024-01-27T10:01:28Z
Commerce,,2024-01-27T10:01:11Z
"Don't stop making videos i know you are underrated but please maintain consistency your way of explaining is too good 
Appreciate your efforts bro may god bless you ",,2024-01-24T18:47:03Z
Economics geography,,2024-01-22T07:13:40Z
Your way of explanation is so well and to the point. Please upload more videos about financial awareness sir,,2024-01-09T03:12:28Z
"Awsome explanation.....
Keep it up sir ",,2024-01-07T02:15:06Z
Your videos r very easy to understand and to the point . Keep doing it u will surely reach more audience soon,,2024-01-03T07:13:06Z
"Bhai background sound hata do yaar.., ",,2024-03-18T13:32:59Z
This is very helpful video,,2022-03-30T15:41:48Z
Nice video,,2022-03-30T15:41:35Z
Well job,,2025-01-02T13:17:46Z
Well job,,2025-01-02T13:17:40Z
Mashallah ,,2024-11-19T17:13:17Z
Vry nyc explained,,2023-12-05T15:04:11Z
Very nice explanation ,,2023-03-22T06:06:54Z
Nice sir ji buht acha apny explain kiya🥰🥰,,2023-02-07T15:09:40Z
Thank you so much sir ,,2022-12-15T19:27:49Z
Thanks Sir🤓,,2022-11-17T04:06:10Z
Thanku so much sir .........,,2022-01-25T12:20:16Z
Thank u sir ,,2022-01-05T08:53:12Z
Mashallah,,2021-10-07T11:17:24Z
Thank you ,,2021-09-01T14:23:06Z
Thanks Bro,,2021-07-31T07:02:35Z
Thank you,,2021-01-03T15:35:36Z
thnx bro,,2020-12-31T03:54:07Z
Very nice.. thnqq,,2020-11-17T03:27:37Z
Very nice and easy explaination ,,2020-11-13T03:30:11Z
Nice explanation,,2020-09-22T14:46:08Z
Great,,2020-09-09T05:52:40Z
thanx bro,,2020-06-02T12:44:24Z
Thx great job,,2020-05-20T17:26:58Z
Thanks,,2020-03-03T04:35:23Z
Nice,,2020-02-19T01:36:12Z
Awesome!!!,,2025-04-23T11:52:42Z
I think the first few parts of the story can still work with the money multiplier but I agree that the facrt a lot of countries set the reserve requirement to zero means money creation can just go into infinity along with on demand reserves.,,2025-04-09T02:04:59Z
"Money is debt. It means I will pay you. Pay you what? Gold, Silver and copper. Or other resources such as Uranium or Lithium. Money is not a resource. It's a record or a debt to you, or your debt to someone else.",,2025-04-05T21:39:01Z
"I think I understand the refutation, but from what I understand, its not at the main point of the money multiplier effect.  This argument doesn't refute that money is created and loaned again and again (the money does multiply!).  All it basically says is the the reserve requirement is not the true limit to the effect - the effect is still there!  You could have titled this video ""The money multiplier effect is worse than you thought!"" no?",,2025-04-04T03:48:18Z
thank god there is zero institutional support for the gold standard,,2025-03-10T06:50:11Z
ohno mankiw's book was a lie  (not an intentional lie i guess but yk),,2025-03-08T13:41:58Z
Came here thinking a fundamental misunderstanding when it came to our creation of finance.  Not so.  The steps are semantics.  We are governed by IOUs when it comes to labour and market.  We are torn by the ownership of resources.  Banks can laugh.  Governments can weep.  Exchange will always be with us.,,2025-03-06T16:42:09Z
"So in summary, the money generation functions exactly like the money multiplier theory says, just by a slightly different mechanism. And the end result is the same.",,2025-03-06T08:48:50Z
i didn’t understand a thing ,,2025-01-06T09:41:46Z
"""If the American people ever allow private banks to control the issue of their currency, first by inflation, then by deflation, the banks and corporations that will grow up around them will deprive the people of all property until their children wake up homeless"" -Thomas Jefferson",,2024-12-30T04:30:40Z
Thanks for this wonderful explanation,,2024-12-21T11:18:02Z
too many inconsistencies in this video,,2024-11-18T12:31:27Z
banks dont create money we do,,2024-10-14T21:38:09Z
"Monopoly money at its best! 🧐
They just print it different colors and stickers for the rarity it holds. 
Sounds like a pyramid scheme ",,2024-10-07T01:03:27Z
Economy is itself pyramid scheme.,,2024-09-29T06:52:32Z
"Why is it so easy to learn wrong things in the university, when it comes to finance?",,2024-09-18T05:47:07Z
Profesor Richard Werner proved this empirically. As long as the bank is large enough.,,2024-09-15T10:34:31Z
"No man should ever have the right to create money for free that another man has to work for. Every man should refuse to work for and hold a money that another man can create for free, thereby diluting them and stealing from them. All roads lead to Bitcoin. That is now inevitable. This corrupt and evil fiat monetary system, whereby some can create money out of thin air, for free, to the dilutional cost, detriment and impoverishment of others, will be destroyed. That is why Bitcoin was born. Bitcoin is gunpowder. Adopt it and record your wealth on its immutable and incorruptible ledger; or become its victim.",,2024-07-07T04:27:37Z
I don’t understand this I am so confuse,,2024-05-31T19:18:43Z
“You can print money but you can’t print wealth”,,2024-05-26T03:46:57Z
"8:17 you can find reserve requirements here: 
https://en.wikipedia.org/wiki/Reserve_requirement",,2024-04-11T02:05:36Z
Thanks!,,2024-03-05T08:04:45Z
So simply put; banks make profits on money they created out of thin air… ?,,2024-02-28T19:07:18Z
"magine a dollar as an inch on a ruler. A foot of lumber cost 12 inches.  Today that equates to $12 dollars.  

We counterfeit a couple trillion dollars to add to existing supply.  Now back to our lumber.  A foot of lumber still costs 12 inches.  However, the dollar no longer equates to an inch, but instead because of the added units, equates to 1/3rd of an inch.   12 inches now equates to $36 dollars.",,2024-02-18T09:40:26Z
Thank you for pointing this out. Very informative video.,,2024-01-26T13:25:52Z
"Hey Joeri, thanks for explaining so well. However, isnt there another dimension of multiplying?

The koney banks lend to a company is paid out as wages or saleries or as income for suppliers which in turn spend the money on other companies  goods or workers.

So each Euro or Dollar can be used several times if not saved or taxed away too early.

Shouldn't this determine how much or little circulating money we need to run all required transactions of our economy.
Is this a multiplyer effect?
Thanks for any response! ",,2024-01-23T13:27:55Z
"Thanks.

I made a video on the outdated story some time ago. 

This new way of looking things at is a breath of fresh air.",,2023-12-18T00:02:40Z
"Great vid, reminds me of Prof. Richard Werner's vids",,2023-11-26T23:55:37Z
"I think it's funny you point at the latest text book in economics. Because this time it's really the last word in economics, we promise. Obviously Harris work has it flaws. But all you do is adding more numbers, variables. When in reality economics isn't even a proper science. Like the social ""sciences"" you look at surveys and numbers from the past. And what you bring back is a vast space for interpretation. There is a reason the original Nobel price didn't have a economics category and it was sponsored. I'd be careful with telling people your word is the final word. At the end of the day Harris has his numbers and you have yours. For true understanding you're both likely further away than you hope. Else you got numbers who can predict tomorrow stock prices.",,2023-11-25T08:58:36Z
"Thanks for this. It's annoying that the same myths are still taught in business courses. It's no wonder the public doesn't understand economics, when so many economists either also don't understand it, or are lying to them.",,2023-11-24T05:48:01Z
Usury is unlawful legalised fraud.,,2023-10-21T21:06:26Z
"So what about the difference between currency and money? Seems like an oversight. Banks create currency, not money",,2023-10-15T20:50:57Z
Thanks for this explanation,,2023-10-07T15:18:15Z
"Great video! Thank you! Somehow the last point of this wasn't clear to me...

but that ultimatley translates to ""the people feelings about the future"" from the Johnny Harris, that you commented on ->
let me explain:
If not reserve requirements is the limit to the money creation (but still - in the countries with bigger requirements it might be? -> could you confirm/deny that that could ever happen that the teoretical limit from the Money Multipilier Story was ever hit?) than all the individual decisions of the people (if people feel like they want to go for run-bank -> the banks are forced to limit their creation, lowering amount of the money in the economy -> eventually lowering prices/firing people etc.), same with ""loan Demand"" -> if people (or institutions) doesn't feel like the investment is worth their money - they would not lend money and ultimatley the amount of money in the economy would fall as well...


Somehow I just got entirely new light on ""economic news"" -> they have MUCH more power than I ever thought that they actually have. Going against the flow is in fact much harder than I tought (on a macro scale at least, for small average Joes there's still a lot of room to exploit any situation)",,2023-10-06T09:46:08Z
" Key Takeaways for quick navigation:

00:00  Understanding Money Creation
02:04  How Banks Create Money
05:26  Timing and Money Creation
07:15  Constraints on Money Creation
11:20  Further Reading and Recap

Made with HARPA AI",,2023-09-20T14:02:20Z
We the People is securities! You must explain that to plus all other assets in the land!,,2023-09-08T08:31:08Z
What is the difference with a full reserve or let's say 90% reserve system?,,2023-09-06T16:42:09Z
"This video is correct but is incomplete.

Banks create money - indeed.
Banks create RISK ***

This means that we need to associate each change in the money supply with a change in total economic risk.

Bankers create Risk.",,2023-09-01T07:38:02Z
"Huh.... To be honest... I thought I was being taught something fundamentally different. But what is the difference with the ''other youtube videos''? I've watched this video 3 times but have to admit I can't tell the difference. Banks just create money, right? Isn't this also told in other videos?",,2023-07-21T11:34:06Z
"Research public law 73-10 … government will pay your debt, dollar for dollar…..",,2023-07-13T00:35:51Z
"focusing on the fractional reserve element hoodwinks people to not see the elephant in the room, which is private entity's having the extreme privilege of money creation and receiving the interest payments on that newly created money which of course is the primary cause of inequality and poverty on a global scale..",,2023-07-11T04:51:59Z
So your video admits/confirms most economists and bankers do not understand how money creation and the economy works. Doesn't seem much original research has been done over the decades to find proof about how the economy works - so much for economics being called a science.,,2023-07-05T15:46:09Z
Love a good throwback to see humble origins,,2023-06-24T15:52:44Z
Tbe fed has eliminated reserve requirements now so that leads to what?,,2023-06-22T02:23:28Z
"Why when explaining this sort of things there are no clear numbers involved in simple form, ""explain it like I am between 5 and 15 years old"" or are they scared people will find it easy to point out their errors or/and maybe it would be just a lot of very hard work to make it clear? as always it is best starting at the beginning...",,2023-06-19T08:45:24Z
not healpfull,,2023-05-14T20:57:30Z
"It's not a myth, it's a lie.",,2023-04-01T21:58:42Z
How timely,,2023-03-20T12:46:33Z
"Coming here to hear ""Bank run still take place"" right after the SVB falling due to a bank run is just incredible. ",,2023-03-17T15:28:45Z
it was never there money you are the money the ENERGY currency ????? the cash flow.,,2023-01-23T13:16:01Z
"I watched the movie ""ECONOMIA"" more recently.  IT is interesting. Oeconomia - ZDFmediathek
https://www.zdf.de/filme/dokumentarfilm-in-3sat/oeconomia-104.html",,2023-01-01T20:56:16Z
A hard thank you! I am not an econ major so the original money multiplier theory has puzzled me for years -- it just doesn't make sense to me!,,2022-09-05T20:34:35Z
This is the only guy who looks for the truth and tells the truth,,2022-08-19T05:28:38Z
"how do you even start with an incorrect premise here if not for disinformation, we’d assume that the people who run the system knows how it works…",,2022-07-23T04:27:29Z
He did his post-doc at UCT?,,2022-06-26T11:41:39Z
"omg money multiplier theory sounds so much more complicated and also if the money multiplier theory was correct, then the money supply and demand circles would be much less controllable. no wonder there are groups of people who are so worried about ""unstoppable money printing""..",,2022-06-22T13:21:15Z
Is that still the case here in the US & that’s super interesting?,,2022-06-04T11:53:10Z
"The federal reserve which there is nothing federal about it and above the U.S congress.... creates money from nothing, lends it to the US Government and we the people pay the interest for generations to come. Printing money from nothing devalues the currency and creates inflation. There.... not you know more than 10 seconds ago.",,2022-05-31T17:24:41Z
@MoneyMacro Brilliant video. Thank you so much for your hard work!,,2022-05-16T23:52:12Z
"as an undergrad studying to enroll on a master's, this video is most welcome (although it won't be used for ANPEC, but it's still cool to learn about it before getting into a program). what model describes this idea? would you have any studying recs for it? I ask this because I'm never fully comfortable with a theory before learning its formalization. I tried going to your in-depth discussion, but the blog link is broken 

edit: I know there are other recs (besides the blog post) on the description, but what I'm excited about is to learn about a formal model, not necessarily the (informal) ideas that surround this theory",,2022-05-16T17:25:26Z
wow. just found out the truth about money creation and it's crazy. I don't know why I took so long to watch your videos even after subscribing your channel long ago. thanks for the video..! looking forward to your other videos. also your reference about the CORE is fantastic. The,,2022-05-14T21:37:37Z
"Maybe sompary tell us why we have no money except for food and rent it seems like , in modern age we so have triple",,2022-03-02T19:23:16Z
"Improve the microphone, please... it makes easier to understand for non native English speakers :)",,2022-03-01T22:33:12Z
It's clear BS,,2022-02-27T19:49:38Z
"Thank you for making this video! Have you done a video about (debt) deflation yet? In my opinion is deflation only a problem in the current system, because money is based on debt.
What's your take on that? Is money as debt sustainable?",,2022-02-16T22:39:16Z
loving these videos. Thank you!,,2022-02-16T15:23:15Z
Fantastic content! What a weird concept.,,2022-02-06T23:38:08Z
I know for a fact you are related to elon musk,,2022-01-31T00:56:48Z
so what do i need to start a bank,,2022-01-26T20:40:21Z
"@5:40 you say that the money created by the central bank land's in the economy, is it the similar way as Zimbabwe example where government issues bond to the central bank which creates the money which inturn the government pay's the people which then enters the banks to create the so called  money multiplier effect ?",,2022-01-24T19:06:13Z
Great video.,,2022-01-08T15:03:07Z
Thank you for the explanation. I learned about this through Jeff Snider. The majority of people still believe in the so called bank reserves.,,2021-12-19T16:26:21Z
thanks,,2021-12-13T22:41:57Z
"If commercial banks create money and, according to many sources, that money represents around 95-97% of the money supply... And also considering that inflation happens when the money supply grows faster than production... Would it be reasonable to think that most of the inflation is caused by commercial banks?",,2021-12-07T13:56:57Z
So we pay interest in the money that doesn't exist/created out of nothing? I wish I had that privilege...,,2021-11-24T14:15:42Z
