Comment,Aspect,Date
"Thank you for this video, very helpful!",,2021-11-02T13:35:38Z
"hi , can i know what facilities and function that provided by goldman sachs ? 
can you email it for me ?",,2021-10-27T15:17:38Z
Do you have a book list you can share?,,2021-10-06T03:38:06Z
"Very well explained. Thank you. 
Just subscribed to your channel ",,2021-09-19T11:40:54Z
"Kenji, I found out about your channel yesterday, and now I'm hooked with all the quality content you are putting!
Really appreciate the crisp and to the point videos you are making.",,2021-07-26T04:51:13Z
oh i work in capital one,,2021-06-23T07:13:04Z
Is it possible for a person to work in investment banking with a degree in international relations?,,2021-06-20T09:51:04Z
Can you transition from commercial banking to investment banking ???,,2021-06-17T07:02:28Z
Which qualifications do I need to become investment banker??,,2021-06-13T18:03:31Z
"Ur way of explanation is very nice.for the first time i watched a video without skipping.
Keep up the good work bro.",,2021-06-02T21:21:45Z
Best and easiest explanation I’ve seen so far. Thanks!,,2021-05-11T03:43:19Z
Who can give me brief script when he said about risk and regulation,,2021-04-17T09:58:25Z
Great video. Wish I had professors that explain like this,,2021-04-10T23:52:29Z
Keep it up! Great video again,,2021-03-27T16:51:25Z
"Randomly discovered this channel, enjoying the content",,2025-02-20T09:54:06Z
Thnks bro,,2025-01-24T08:11:37Z
Thank you,,2023-11-01T09:46:50Z
Thank you,,2023-09-24T17:01:24Z
Thanks,,2023-05-15T08:37:18Z
Thanks,,2021-10-13T03:46:34Z
Tx bro,,2021-10-13T02:23:24Z
Thanks....,,2021-10-13T00:47:59Z
Can be classified into two main categories there are two main types of secondary function,,2024-07-11T09:06:23Z
Thanks,,2024-09-04T02:54:33Z
beta plz chote classes ke liye bhi video banao,,2024-11-13T18:54:35Z
"Mam please make video on class 9th icse, functioning of commercial org. Full video was not there on YT",,2022-10-19T13:51:18Z
come  on you are too much,,2024-02-29T01:50:21Z
watching this in online class,,2020-07-21T06:24:01Z
Marathi me hona tha sir,,2018-07-09T17:36:59Z
Why didn't  explain  with tamil,,2018-06-24T15:36:37Z
use full video .. thanks for upload,,2017-06-17T10:06:58Z
thinking video,,2016-11-10T06:50:05Z
Please  booke eyesera mehonun eyuligni ye etiopia bankeroch 1000 537249955 kehager wuch negni likotibibet asibe new,,2024-12-31T18:14:16Z
CBE..that we rely on it,,2024-02-04T08:31:11Z
my first choice CBE,,2024-02-04T08:21:43Z
Wow good advertising ,,2024-01-27T10:23:47Z
The best ,,2024-01-27T10:21:37Z
Cool,,2024-01-11T10:24:39Z
yunited.1.Newcastle.2,,2023-12-02T20:12:48Z
Thank you sir,,2024-10-04T09:35:16Z
thank you sir,,2024-07-01T11:41:00Z
Thanks sir,,2024-07-17T02:32:03Z
Sir what is only CRR or SLR is given,,2024-06-03T04:39:50Z
FANTASTIC EXPLANATION MAM   ,,2025-04-17T16:28:49Z
Mam discuss more in banking and financial services please,,2024-12-07T06:22:07Z
Thank you ma'am your video is very helpful ,,2024-09-19T18:46:48Z
Mam i mistakenly placed wrong answer booklet number in attendance sheet. Will it cause absent or any other issue pleas say mam,,2024-06-12T08:50:29Z
Maam please complete business statistics-2  syllabus,,2024-06-08T16:34:12Z
Mam ..one more question plz answer.. which college is best for MBA..near mahedipatam..and can u plz tell me the fees .. per sem with mgt quota seats?,,2024-06-06T15:22:36Z
Mam new sem has began now..is this topic related to financial markets and services subjects?,,2024-06-06T15:21:43Z
Thanks you Amma ,,2024-06-06T13:55:54Z
Vry nyc explained,,2023-12-05T15:04:11Z
Very nice explanation ,,2023-03-22T06:06:54Z
Nice sir ji buht acha apny explain kiya🥰🥰,,2023-02-07T15:09:40Z
Thank you so much sir ,,2022-12-15T19:27:49Z
Thanks Sir🤓,,2022-11-17T04:06:10Z
Thanku so much sir .........,,2022-01-25T12:20:16Z
Thank you ,,2021-09-01T14:23:06Z
Thanks Bro,,2021-07-31T07:02:35Z
Thank you,,2021-01-03T15:35:36Z
thnx bro,,2020-12-31T03:54:07Z
Very nice.. thnqq,,2020-11-17T03:27:37Z
Very nice and easy explaination ,,2020-11-13T03:30:11Z
thanx bro,,2020-06-02T12:44:24Z
Thx great job,,2020-05-20T17:26:58Z
Thanks,,2020-03-03T04:35:23Z
This is very helpful video,,2022-03-30T15:41:48Z
"https://www.youtube.com/watch?v=iiKr-i022mY   The Progressive Growth of the Money Supply Principle (year 2013) tells us the exact quantity of new money the economy needs to works correctly, driving us to the Wicksell interest rate or natural interest. This principle will force central banks to change monetary policy.",,2020-10-04T17:51:26Z
"I have finished watching this video completely.
()

I am a Taiwanese who cares about the global affairs.
()

And, sadly, most of my fellow Taiwanese don't really care about the world.
()

Hopefully Taiwan can become increasingly globally-aware and globally-competitive. 
()

God bless Taiwan. 
()",,2019-07-28T07:19:10Z
