Comment,Date,language
මේකෙ තනිකරම වෙන්නෙ බොරුවක් මම ගිය පාර intake එකට දැම්ම exam ලිව්ව ඇක්වයිනාස් එකේ pass උනා ඊට පස්සෙ interview level 3 select උනා ඊට පස්සෙ head office එකේ තමයි ඒක තිබ්බෙ ඇතුලෙන් ඔක්කොම අරගෙන තියෙන්නෙ වැඩ කරන කවුරුත් ඉන්නවද අහනව හැමතැනම interview ඉවර වෙන්නත් කලින් exam ලියපු නැති අයට පත්වීම් දීලත් ඉවරයි ලැජ්ජයි සම්පත් බැංකුව ,2025-05-19T09:09:34Z,si
A/l S 2k thiyenne apply karanna puluwanda,2025-05-19T08:10:18Z,si
,2025-05-19T04:55:35Z,
සියළුම  සුදුසුකම් තියෙනවා.මගේ පුතාට වයස තමා ගැටළු. මෙය හරිම අසාධාරණයි,2025-05-18T15:48:18Z,si
korona nisa exam kal giya resale enna late una me samaga daruwange wayasath giya. Illana age eka 26 weth kala yuthui,2025-05-18T12:12:15Z,si
බැංකු වල ඒව ඔක්කොම එක පාර gazzet කරලා. අධ්‍යාපන සුදුසුකම් සේරම තිබිලත් වයස 25 හින්දා apply කරන්න බෑ. මේක හරිම අසදරණයි. ,2025-05-18T10:16:45Z,si
sampath bank eke trainee staff assistant ta salary kohomada,2025-05-18T10:04:08Z,other
Ibsl eke cours ekk karl thiyenw nm kohomada,2025-05-18T08:06:23Z,other
23 age puluwnd sir,2025-05-18T06:09:08Z,si
හරිම අසාධාරණයි. වයස මටිටම 26 වත් කරන්න .,2025-05-17T18:51:06Z,si
"Sir meka aurudu 2kda 
Nttn masa 6k da",2025-05-17T14:59:22Z,si
Cinamon හොටෙල්    එකෙ   train   කරලද ගන්නෙ,2025-05-17T11:36:37Z,si
එක සැරයක් sampath bank එකේ exam කරපු කෙනෙකුට ආය apply කරන්න බැරිද,2025-05-17T10:42:59Z,si
2002 december mata apply karnna barida sir .thawma 22,2025-05-17T10:27:09Z,si
Sir math hoynwa den godk kl idn campus yn gmn krnn training ekak management training ekak,2025-05-17T07:42:06Z,si
මට සප්100 ක් ගන්න උදවු කරන්න පුලුවන්ද,2025-05-17T06:29:43Z,si
Thank you ,2025-05-17T05:59:11Z,en
Salary kohomd lebenne mewata,2025-05-17T05:36:36Z,other
Training period ek kochchrd,2025-05-17T05:25:10Z,other
Training period eka kochchra kalayakd?,2025-05-17T04:55:04Z,si
Anith okkoma සුදුසුකම් තියෙනවා .....english s tiyenne danna ba ned ,2025-05-17T04:20:09Z,si
Sir me vacancy eke post eke dala thiyenne age eke 23  but appy karnakota 18-22 kiylane thiyenne,2025-05-17T04:00:28Z,other
Okt exam akk thiyenawad,2025-05-17T03:46:04Z,si
Mn online apply kara trainee staff assistant thanathurata mt campus yanna enakal online apply kr eth kisima msg ekkwth nane,2025-05-17T03:21:02Z,si
2002 september ayt apply krnn barida mekata,2025-05-17T02:58:21Z,si
Campus yna kenekt aydum krnn puluwanda danta,2025-05-17T02:26:13Z,si
මේකෙ exam ඒම නැද්ද,2025-05-17T02:05:30Z,si
Bank ekata gihin internship thiyanawada kiyala ahala cv dekak dunnath kamak na needa,2025-05-17T01:00:09Z,si
"Sir boc ekt apply krnn plwn  24  ho ita adu kiyala tyenne 
Mata 24  i masa 7 k wenawa itim apply krnn beid",2025-05-16T17:07:54Z,si
"Sir ,I am 23 years  old by now.won't I be able to apply for this",2025-05-16T17:05:02Z,en
Internship krddi salary ekk labenwd?,2025-05-16T16:58:14Z,other
Ka,2025-05-16T16:55:43Z,en
සර් degree කරන කෙනෙක් මෙවට apply කරලා ගියොත් degree ලැබුනට පස්සෙ ඒ හරහා උසස් වීම් යන්න පුලුවන් ද,2025-05-16T16:55:09Z,si
Computer couse ekk karapu girl kenekt rathnapura awatin job ekk hoya gnn beri weida,2025-05-16T16:38:27Z,si
සුදුසුකම් තිබුනත් මොකද  මේ වයස  අඩුම 27 පහළ  හරි ගන්න ඕනෑ වයස 26 කෝස් සේරම  කරලා digre එක menegermant ඒත්  චාන්ස්  එකක්  නැද්ද,2025-05-16T16:37:18Z,si
Peon job එකක් හොයාගන්න විදිහක් නැද්ද ?,2025-05-16T16:28:41Z,si
Computer ekkind fill krnn oni,2025-05-16T16:15:02Z,other
අයියේ ikman එකේ තියන bank job vecancy බොරු එවා නේද,2025-05-16T16:12:36Z,si
Thanks a lot ,2025-05-16T16:08:43Z,en
🧡,2025-04-14T16:25:36Z,other
Awesome ,2025-03-23T21:47:18Z,en
,2025-03-23T14:03:03Z,
Thank you Sampath Bank,2025-03-22T05:19:48Z,other
Thank you Sampath Bank,2025-03-22T05:19:23Z,other
"This is an amazing art work. Actors do their best I think. Everything is superb. One thing I felt badly, It's better if we say ""Thaththa"" (or a better word) instead of ""Loku unnehe"".",2025-03-17T14:58:27Z,en
This will reach 1M within one year. (now  203views - 2025/03/07  - 11 days ago uploaded),2025-03-07T17:03:27Z,en
Wowww ,2025-03-01T16:03:06Z,other
Nice wok sampath bank. Keep it up good work. And one of the great commercials ever produced .,2025-02-27T06:33:07Z,en
Grate work...keep it up....,2025-02-24T03:05:35Z,en
Laksa5ta poliya kiyak wirhara da,2025-02-28T04:22:57Z,other
Maga bank account eka laksa daka marak hiyenawa dan ekata poliya kiyak athida man salli demma pothata 2021k,2024-09-15T13:54:46Z,si
ලක්ෂ 1350000 කට මාසය අවසන් වන විට පොලිය කීයද,2024-08-26T11:31:33Z,si
Laksha 10ta masekata poliya kiyak wenawada.?,2024-08-14T11:54:19Z,si
Brother ...5million wage deposit karanawanm daanna hoda fixed diposit d?? ..natthn itawada hoda solution tiyeda??.. plzz help me,2024-07-02T04:38:49Z,ta
"Saving account tiyeddi 
Online money market account ekak open karala ekata trafer karanna පුළුවන් da",2024-06-27T11:44:31Z,si
ලකශ 10 ට දවසට කීයක් ලැබෙනවද 7% පොලියට,2024-06-24T11:15:11Z,si
Poliya savings account ekata yawanna puluwanda,2024-06-20T04:21:20Z,si
Mama money market account ake open kare 5/18. Dan one month iwari tama poliya watila na.natnam poliya watenna mase antimateda ?,2024-06-19T16:54:21Z,si
Normal saving account ekak tiyenawa eka tiyeddi oka hadanna puluwanda,2024-06-14T02:21:29Z,si
Laksa 5 mashata kiyada poliya gawanne,2024-06-13T11:37:30Z,other
Com bank keeyada brother,2024-06-12T13:04:13Z,en
ලක්ෂ 10 ට  මාස 3ට කියක් ෙදනවද,2024-06-12T10:55:44Z,si
Me normal account dha?,2024-06-12T08:53:00Z,en
ලක්ස 5 ඩිපොසිට් කරොත් මාසෙට ගන්න පුළුවන් පොලිය කියද සම්පත් බෑන්ක් එකේ,2024-06-12T06:32:25Z,si
Ndb money market hodai 10.15% gewanawa,2024-06-11T17:11:18Z,other
Combank eke kiyada,2024-06-11T17:02:45Z,other
500000 /sati 04 kiyada,2024-06-11T15:54:53Z,other
Fix ekak open krna one gaanakin puluwan  da,2025-05-15T01:19:15Z,si
Fd eke recipt eka nathi unoth kohomada hada ganne.,2025-05-14T15:48:27Z,si
"100,000k fix krnn puluwanda...poliya vitrak masikawa gann puluwanda..",2025-05-09T03:36:19Z,si
දන්න එකෙක් බැංකුවල සල්ලි දාන්න එපා,2025-05-08T03:43:00Z,si
ඉදිරියේදි රේට් අඩුවෙයි ද?,2025-05-07T13:10:08Z,si
Laksha kiyatada,2025-05-06T15:12:23Z,other
Rata inna aya kohomada enne,2025-05-06T14:51:29Z,si
,2025-05-06T11:30:35Z,
"Why Darling mechra aduwela thiyenne
Rates?
Ekata ethuvak thiyanawada?",2025-03-06T02:34:04Z,si
Thank  you  very much for your comprehensive presentation,2025-02-28T23:59:42Z,en
ලස්සයකට මාසට පොලී කීයක් ගන්න පුලුවන්ද සර්,2025-05-13T06:04:59Z,si
Meka hamanenne gihin bank ekenma ahapallaako,2025-03-09T07:36:37Z,si
සම්පත් බැංකුවේ ලක්ෂ 1000000 ට පොලීය කීයද?.,2025-03-08T14:10:52Z,si
Danna poliya,2025-03-08T11:09:41Z,si
"ලක්ෂ 5,mahset,පොලිය කියන්න f.d",2025-03-04T00:04:39Z,si
100000 poliya kiyada maseda,2025-03-03T08:31:57Z,other
බැංකු දෙකේම මේ ගනන් වලට මාසෙකට කියක් ලැබෙයිද,2025-03-01T16:48:27Z,si
500000%6.50=32.500÷12=2708 man hithanne mehemada hari..,2025-03-01T15:22:34Z,other
100000/= මාසිකව  පොලිය කීයක් වෙයිද,2025-03-01T14:55:21Z,si
ලක්ෂ යක්  දැම්මෙත් මාසිකව  පොලිය කියද,2025-03-01T12:56:44Z,si
Laksa 5ta.masyata poleya keyada,2025-03-01T12:14:17Z,other
100000  poliya maseta kiyada,2025-03-01T11:55:30Z,other
ලක්ෂයක් දැම්මොත් මාසෙට කීයද,2025-03-01T09:57:07Z,si
1000000  f.d  maa sekata ke yak. Ganna. Pulu wan da. ?,2025-03-01T09:31:59Z,si
100000k demmoth maseta kiyak wage lebenawada,2025-03-01T06:38:24Z,si
කෝ මේ දාලා තියෙන ඒවට රිප්ලයි,2025-03-01T06:21:02Z,si
ලක්ෂ 50 ට මාසෙට පොලිය කියද,2025-03-01T05:26:04Z,si
WILL WHT BE REDUCED,2025-03-01T04:45:03Z,en
"40,00000/= keeyak lebenawada",2025-03-01T04:35:27Z,si
calculator karala danna malli,2025-03-01T01:21:48Z,si
Thank you .,2025-02-28T16:12:29Z,en
Sampath maney market laksha 5 ta maseta poliya kiyada,2025-02-28T13:50:14Z,other
ලක්ෂ 10 ට මාසිකව පොලිය කියක්ඩ්ඩ,2025-02-28T11:13:25Z,si
ලක්ෂ 40ක 50ක මුදලක් තැන්පත් කරන්න  හොදම විදිහි සදහන් කරන්න මම විදෙස් ගත ඉන්නේ,2025-02-28T08:56:50Z,si
Ane  mama deamaauruadaka  koamsal  aeke  mata. Leamuane. Nh poalisiaya ,2025-02-28T07:56:48Z,si
ලක්ශ පහකට මාසිකව කීයක් ලැබෙයිද,2025-02-28T02:20:44Z,si
300000kata monthly  interest kiyada,2025-02-28T01:56:37Z,other
කැල්කුලේට් කරන හැටි කියා දෙන්නකො,2025-02-27T17:36:50Z,si
500000  masika poliya kiyada,2025-02-27T15:31:35Z,other
Lk 10 k දැම්මොත් poliya masika kiyada.,2025-02-27T14:47:35Z,si
ලක්ෂ 7ක් කමාසල් බැංකුවෙ දැමිමාම මාසෙකට පොලිය කීයද.,2025-02-27T14:37:24Z,si
Commercial eke 100000 dammoth maseta kiyak hambawenawad poliy,2025-02-27T14:37:04Z,si
Laksa 10 kiyak labanwada,2025-02-27T13:51:16Z,other
,2025-02-27T13:13:00Z,
5 million,2025-02-27T12:41:45Z,en
රැ ලක්ස පහක් සමිපත් බැංකුවෙි තැන්පත් කලොත් මාසෙකට පොලිය මුදල කියක් ලැබෙනවද?,2025-02-27T08:51:06Z,si
මට විස්තර  දැන ගන්න කෝහොමද,2025-02-27T06:31:51Z,si
මට ලංකාවෙ කොමෙන්ෂල් එකේ කවුන්ට් එකක් තියෙනවා තියෙනවා. මං ඒකට කොහොමද එහෙම කරන්නේ දැන් මම රට්නේ,2025-02-27T05:36:24Z,si
NDB  Wealth   එකේ  money  market  account  එකේ  පොලිය  8.1% යි.,2025-02-27T05:10:41Z,si
15.00000 kiya da,2025-02-26T22:30:04Z,other
,2025-02-26T17:07:41Z,
,2025-02-26T17:07:30Z,
සම්පත් බැංකුවේ ලක්ෂ පහක් දැම්මොත් මාසෙකට පොලිය කීයක් ගන්න පුළුවන්ද,2025-02-26T16:55:44Z,si
Money market wedakne,2025-02-26T16:16:59Z,en
5000000,2025-02-26T15:47:53Z,other
"500,000 kiyada",2025-02-26T15:29:52Z,other
ලක්ෂයක් දෙම්මොත් මාසෙට පොලිය කියද පිළිතුරක් දෙන්න මල්ලි ,2025-02-26T14:38:52Z,si
Loan against fd එකක් ගන්න හොඳම බැංකුව මොකද්ද ? පොලිය පරතරය අඩුම?,2025-04-25T08:53:56Z,si
ලංකා බැංකුවට වඩා පොලිය වැඩි යි,2025-04-20T01:11:55Z,si
20laksha  dammoth  fd 5y  maseta kiyak ganna hakide? Ane?,2025-04-16T17:14:26Z,si
13month walata 8.5% denne ne..8%denne,2025-04-10T11:45:33Z,other
ටැක්ස් එක කැපෙනවාද,2025-04-07T11:57:04Z,si
වයස 60 කෙනේක්ට fixed ඩානවානමි කියඩ,2025-04-01T06:19:47Z,si
J,2025-03-31T02:13:49Z,other
Malli bank ඔක්කොම ekata videos oni,2025-03-31T00:26:00Z,si
අවුරුදු පහකට දාලා මාසිකව පොලිය ගන්න බැරිද,2025-03-30T21:16:09Z,si
Senior citizen  ona,2025-03-30T17:21:31Z,en
සම්පත් බැන්කුවේ අවුරැදු දහයකට ඉස්තීර තැන්පතුවක් දාන්න බැරිද,2025-03-30T09:45:08Z,si
ජ්‍යෙෂිඨ පූරවැසි තැන්පතු පොලිය වෙනස් වෙලාද කියන්නකෝ,2025-03-30T08:31:38Z,si
සම්පත් බැංකුවේ ස්ථාවර තැන්පතු සඳහා දැන් online ක්‍රමයට ණය ලබා ගන්න බැරි ඇයි,2025-03-30T08:08:02Z,si
අයියේ මට පොඩි ගැටළුවක් වුණා සල්ලි deposit කරන් කොට...,2025-03-09T17:52:21Z,si
Salli ganna video akak nedda,2025-03-01T09:26:53Z,si
Thank you ,2025-02-23T03:39:03Z,en
Good ,2024-12-06T01:31:52Z,en
Aiye ara bank number eka illanne e salli tika transer karana kenageda 🤔,2024-10-29T14:25:48Z,si
Sampath bank ATM ithiri kotasuth danna,2024-09-18T13:35:33Z,si
"Dan oya vidihiyata neme tikak venas vela e vidihath kiya denna
Sammath bank",2024-09-11T04:17:25Z,si
Mata wena kenekta salli danna oni.id no ekai phone nmbr ekai thamage ekda danna oni netthan api salli dna kenageda,2024-09-03T07:24:20Z,si
Boc atm cad වල රහස් අංකය cad එකෙම තිනවා නෙද,2024-07-20T09:38:39Z,si
වෙනත් බැංකුවක cdm එකකින් සල්ලි දාන්න බැරිද,2024-07-17T01:34:46Z,si
Do you know the manufacturer of this CDM machine ? Thanks,2024-05-28T13:35:38Z,en
Thanks dear ,2024-04-29T04:40:35Z,en
සම්පත් බැන්කුවෙ සල්ලි ගන්නෙ කොමද,2024-04-21T20:11:04Z,si
Thank you aiye. Godak watinawa ,2024-04-02T01:25:14Z,other
,2024-03-05T03:54:02Z,
Thank you so much aiye ,2024-02-08T09:30:04Z,en
Thanks kiyala denawata,2024-01-20T07:26:25Z,si
Ekapara kiyak deposit karanna puluwanda,2023-12-30T09:59:18Z,si
sampath bank cheque deposit machine ganath video ekak karanna puluwan da,2023-12-30T07:20:28Z,si
එලම...,2023-12-15T12:20:02Z,si
"වෙන කාගේ හරි ID නම්බර් එකක් දෙන්න බැරිද?අපේම එක ඕනද,අමතකයි වගේනම් හදිස්සියේවත්,එහෙම කලොත් අව්ල්ද",2023-11-24T06:09:01Z,si
Bro okata oya bank eke account ekak oneda,2023-10-24T10:18:21Z,si
Thank u bruh,2023-09-29T21:27:18Z,en
Tnq bro,2023-09-21T11:29:42Z,other
salli ganna widihath kiyannko man palaweni para karana nisa ahuwe,2023-09-13T15:14:10Z,si
Tnk you baby you so cute ,2023-07-14T13:35:58Z,en
ගොඩක් thanks.අයියෙ,2023-07-04T01:11:40Z,si
දාන්න පුලුවන් අවම ගාන කීයද,2023-06-28T14:48:34Z,si
sampath CDM මශින් එකෙන් boc එකවුන්ට් එකකට සල්ලි Deposit කරන්න පුලුවන්ද,2023-04-04T09:20:32Z,si
Adinti kad eka denna oni kageda,2023-03-30T00:38:55Z,si
thank,2023-03-26T10:20:11Z,en
"වෙන බැන්කු වලින් සම්පත් බැංකුවට සල්ලි එවන්න පුලුවන් ද?
Kiyannako plz🥺",2023-03-17T07:45:51Z,si
ඔතන telephone no eka Id nomber එකයි දාන්න ඔනේ අපි මුදල් දාන ගිනුමේ කෙනාගේ Details ද අයියේ නැත්තන්,2023-03-03T23:04:12Z,si
I'd eka ape ekada ganna kenageda,2023-02-24T05:26:23Z,si
ලන්කාවෙ ඕන තැනක මේවගෙ මැශින්මද තියෙන්නෙ අය්යෙ,2023-01-20T03:18:59Z,si
Eka vatinva,2023-01-18T23:27:17Z,si
Card pin eka koheda thiyenne card eke,2023-01-08T13:35:09Z,si
Atm mashine eken cash withdrawal karana widiyath one,2022-12-31T17:09:34Z,en
Ayye oke essella ape wistharada denna oni,2022-12-31T14:57:11Z,si
bank number eka thiyena kenage da id eka danna on,2022-12-12T15:13:37Z,si
Mageca  you're an life saver,2022-12-12T08:27:42Z,si
Thanks,2022-11-10T04:47:18Z,en
ඔය බෑන්ක් එකෙන් වෙන් බෑන්ක් account එකකට සල්ලි යවන්න පුලුවන්ද,2022-11-02T15:28:17Z,si
Superior bro,2022-10-26T13:12:27Z,other
Good Good   ,2022-10-21T18:40:05Z,en
මේ ගණුදෙනුව කරාට පස්සේ අනිවාර්යයෙන් මෙක බැංකු පොතේ ලකුණු කරගන්න ඕනෙද 🤔,2022-09-19T07:26:18Z,si
thank you,2022-09-07T01:42:53Z,en
යොමු අංකය කියන්නෙ මොකක්ද,2022-07-31T13:29:28Z,si
මෙ අයියෙ bank කාඩ් එකෙ අයිති කාරයාගෙ id nambar එකද ගහන්න ඔන,2022-07-08T19:22:02Z,si
වෙන කෙනෙක්ගෙ sampath bank account ekakata salli දානකොටත් මේ විදියටම නේද,2022-07-05T06:46:40Z,si
වෙන කෙනෙකුට සල්ලි දානව නම් lD/mobile number කාගෙ එකද දාන්නෙ,2022-07-03T18:19:10Z,si
Thank you aiye godk watinwa,2022-06-15T07:23:00Z,other
Kage id ekd dnna one,2022-06-13T01:47:51Z,other
Id number eka aniwarenma denna onida,2022-05-29T02:46:26Z,si
5000ta wada aduwen danna barida,2022-05-29T01:35:47Z,si
අම්මො  එකසල්ලි ටික ගිල්ල නෙ🥵,2022-04-13T01:05:18Z,si
Good job brother,2022-03-19T14:36:00Z,en
thank you ,2022-03-08T12:44:37Z,en
"අයියේ සුපිරියි හොදේ තව විඩියො අරන් එන්න 
ජය වේවා ",2022-03-06T17:05:47Z,si
Thank u,2022-02-22T04:54:45Z,en
"මට කියන්න පුළුවන්ද රැ ලක්ශ 20 ක් වගේ මුදලක් fixed deposit එකක් දානවා නම් හොද පොලියක් ගන්න  කොහොමද කරන්න ඔනේ 
කොච්චර වගේ ගන්න පුළුවන්ද",2025-02-04T22:07:25Z,si
ස්තාවර තැන්පත් කිරීමක් ලබා ගැනීමට ගන්නා වේලාව ගැන සොයාබැලීම ගනුදෙනුකරුවන්ට පහසුවක් වේවි,2024-11-22T08:40:25Z,si
,2024-10-04T12:43:47Z,
,2024-03-03T18:24:42Z,
10%   Per year ??,2025-04-17T12:19:07Z,en
Poliya hodai pan kanna,2025-04-17T08:06:34Z,ta
Yako oka kiyanna deyakda,2025-04-16T16:22:02Z,ta
yes ,2025-04-15T13:15:52Z,en
Yes ,2025-04-15T10:07:46Z,en
Aiyo poliyen toffee kannath be,2025-04-15T07:59:00Z,ta
Thanks ,2025-05-20T07:15:44Z,en
^⁠_⁠^ Thanks ,2025-05-01T04:26:16Z,en
Thank you ,2025-04-20T13:17:42Z,en
Thank you dr,2025-04-19T12:12:55Z,en
Thank you,2025-04-14T19:46:36Z,en
Thanks ,2025-04-06T15:24:52Z,en
App ekha mokhada kiym nh . Ane mnda,2025-04-05T13:50:13Z,other
Meken pitarata ginumakata salli yawanna barida,2025-04-05T10:40:58Z,si
Thank you,2025-03-10T06:53:24Z,en
Mobile  no eka maru karana vidihath video  ekak karannako please,2025-01-26T17:13:42Z,si
Yawana account eka save karanna puluwan neda eka daannakooo api nitharama yawana ekak apata save karagaththama yawanna pahasuinee,2024-12-08T13:56:34Z,si
මට මුදල් යවන්න තිබ්බෙ ප්‍රයිවට් ලිමිටඩ් එකවුන්ට් එකට .ඒකට සල්ලි යවන්න බෑ කිවුවා .මම මොක්ක ද කරන්නෙ,2024-12-07T13:16:58Z,si
"Mage eke transfer krna yakota from account kiyna eka touch krama
Mage account eka penan nane. E nisa salli transfer krna bene",2024-11-04T14:49:18Z,si
Meke otp illan nedda,2024-07-15T11:53:18Z,si
Meke boc bank eka na neda🤔,2024-07-15T07:29:47Z,si
සම්පත් USD account එකකින්  RS account එකකට සල්ලි දාද්දි Amount එක  USD වලින්ද දාන්න ඕනේ නැත්තන්  RS වලින්ද  plz rly,2024-07-14T02:04:37Z,si
Transfer karaddi wena bank ekakata kiyak fee ekak aya karanawada rs30kda,2024-05-28T02:06:06Z,si
ගලේවෙල සම්පත් බැංකුවේ  දුර කථන අංකය දෙන්න පුළුවන් ද,2025-03-18T13:19:35Z,si
මේ staff assistant  කියන්නේ කාර්යාල සහකරුද,2024-05-29T16:02:31Z,si
Bank eken password ekak denne nadda,2024-09-07T06:46:54Z,si
Malli ,2025-05-05T10:12:25Z,other
Tank,2025-05-04T08:06:22Z,en
Masa 4rata 5k dammoth,2025-05-04T07:05:31Z,si
Thanks yes,2025-05-04T04:21:52Z,en
"Thanks for the analysis! I have a quick question: My OKX wallet holds some USDT, and I have the seed phrase. (wonder obey dial dash soon tank spike scout region undo zero such). What's the best way to send them to Binance?",2025-05-04T03:58:31Z,en
Sir mage O/L english S thiyenne ethkota mn deveni sere aye O/L karoth english vitharak eka ara palaveni sere sahathiket sambnda karata kamak nedd,2025-05-24T04:20:08Z,si
"Sir mata o/l English walataw s thiyenne.mata art  2024  A/l B1,C2  english s thiyenawa mata karanna puluwanda",2025-05-23T10:45:22Z,si
Sir mt o/l english wltai maths walti C thiynw 2025 A/L  results Art wlin A2i  C1i  genrel english wlt S thiynw sir mt apply krnn puluwnd plzzzzz reply sir 🥺,2025-05-22T16:15:09Z,si
මට frist shy එකේ english walata S...third shy එකෙන් තමයි මේකට apply කරන්න හැදුවේ....හැබැයි 3rd shy එකේදි english ලිව්වේ නෑ...මට o/l english වලට A ekak තියෙනවා...එහෙම apply karann puluwand mekata...3rd shy eke english nathuwa first shy eke english walin aulk nadd demmata,2025-05-22T13:39:20Z,si
"සර් තාම ඇප්ලයි කරන්න පුළුවන්ද, මං HNDA කරන කෙනෙක්. ඒක ප්‍රශ්නයක් නෑ නේද",2025-05-21T11:02:00Z,si
ABC a/l tbbama apply krn barida,2025-05-21T04:26:32Z,si
"Sir mn Uni UG thama 2nd yr. Meka thiyenne school leaverslt thiyena ek d ,  nthnm permanent job ekat gnn assistant d",2025-05-20T09:51:13Z,si
O/l maths wlta S thibila commers C thibila A/L commers karala A2 B1 thibunoth aplly krnna barida ,2025-05-19T12:43:30Z,si
A/l s 3 apply krnn bda,2025-05-19T08:57:13Z,en
S2k bio stream eken thiyna ayata baridha ,2025-05-18T13:44:25Z,si
Api me job ekat select unoth apit 6 months walin wge ain wenna puluwnd university yann patngththma,2025-05-18T04:56:10Z,si
Link ekak na ne,2025-05-18T01:50:43Z,si
2001 ayata puluwanda,2025-05-17T11:24:50Z,si
Age 23 nm puluwn da,2025-05-17T10:25:32Z,si
Exame ekkin passeda interview call karanne,2025-05-16T06:27:56Z,en
Second shy english c tiyn ayta bhda,2025-05-13T02:15:44Z,en
කවද වෙනකන් apply කරන්න පුලුවන් ද,2025-05-12T04:16:45Z,si
"මට Ol english වලට B තියේ Al result B3 Arts, Z 1.0930 ඒත් මට Al english F   ඒලෙවල් කාලෙ english භාවිතා උනේම නැති නිසා දැන් මතක නැනෙ..ඇප්ලයි කරල අවුලක් වෙයිද",2025-05-11T13:42:38Z,si
Degree තියන අයටත් වයස බලපානවද බැංකු වලට ඇප්ලයී කරන්න ,2025-05-11T09:51:51Z,si
