Comment,Date,language
English wlt C brid,2025-05-17T09:54:16Z,en
Mta  wayasa 24yi A/l bio kle css English it uk diploma dekk krl thiyenwa software engineering HND danata follow kranwa mt bank walt apply krnn puluwan d mt apply krnn puluwan job tikk kiynnko loku udwwak,2025-05-17T05:01:22Z,others
Management degree ekakta hondma private university eka mkda ,2025-05-16T14:38:47Z,others
"Sir, Accounting special degree ekak thiyna graduateslata thiyena job vacancies kohomda",2025-05-16T14:36:50Z,en
Sir meke training period eka kochchra kalaykd? ita kalin ain wenkot api apahu gewanna oned,2025-05-16T08:28:50Z,ta
මට O/l English C pass එකක් තියෙන්නෙ Apply කරන්න බැරි වෙයිද ?,2025-05-16T08:19:17Z,si
"Sir 24 a/l university yanna inna ayata  apply karanna puluwan firms,jobs monawada?",2025-05-16T06:58:51Z,ta
Salary ek mona wageda kiynnko,2025-05-16T06:36:03Z,others
Mt a/l english s ekk thinne . ek aul giypu nisa mn Mn spoken english course ekk kra.   Dn Diploma in banking and financial eke fist ek complete kra .. thma result awe na  second ek me year eke krnwa mt apply krnn puluwn d mekat,2025-05-16T06:34:18Z,en
Mt me january wlt 22 complete unaa 22 maasa ganak gihin nisa mekt apply krtta wdk nti weid,2025-05-16T06:20:16Z,others
Exame ekak nadda..BoCwala wage,2025-05-16T06:08:29Z,si
Telecommunications graduateslt thiyena job vacancies kohomd,2025-05-16T05:33:57Z,en
Sir mama bba degree karana gaman inne.mata mekata apply karanna barida 24 i. Age wadi aya ethakota ganne mona wage positions da,2025-05-16T03:37:21Z,ta
අවුරුදු 22 ට වඩා අඩු වෙන්න ඕනද සර්,2025-05-16T02:07:23Z,si
"සර්  මට AL  -ABB 
කොමස් කලේ .

Ol  english වලට s එකක්  තියෙන්නේ .
icbt cmpus  එකෙන් english & it ඩිප්ලෝමා එකක්  කරල තියෙන්නේ .

ඒ ඩිප්ලෝමා එක  කරල තියෙන නිසා ol  engilsh -s එක  අවුලක් නැති  වෙයිද?",2025-05-15T21:19:57Z,si
O/L pass ayat tiyna job gana video ekk gennko english fail ayt,2025-05-15T17:05:15Z,others
Thnk you,2025-05-15T15:54:08Z,en
මන් මේ වගෙ ජොබ් වලට ඇප්ලයි කල ඔන්ලයින් එත් කිසිම respond එකක් නැ. සුදුසුකම් ප්‍රශ්නෙකුත් නෙමෙයි. මට දැනගන්න පුලුවන් ද ඇයි ඉන්ටවීව්වත් කෝල් කරන්නෙ නැත්තෙ කියල කොච්චර කල් යනවද ඔන්ලයින් ඇප්ලිකෙශන් දාල උත්තරයක් එන්න,2025-05-15T15:38:53Z,si
Thnkx mehem vidios dnwt,2025-05-15T14:56:23Z,others
"මට A/l s 1 yi thiyenne, O/L හොඳටම pass mata hoda salary ekak ගෙවන  job tikak kiyanavada  hoyala බලන්න",2025-05-15T14:34:55Z,others
"Tawakalika job nadda bankswala
University patan gannakam karanna puluwan",2025-05-15T13:54:13Z,ta
"Boc da , commercial yn eka hoda ??",2025-05-15T13:40:48Z,others
Intern  walata gannawadha,2025-05-15T13:32:31Z,ta
Ol wala maths s ekayi english s thiyenne A/ L nam ABC risalt thiyanawa maya applay karanna bahada ,2025-05-15T13:26:17Z,ta
"Maths S pass English A pass for O/l
Apply karanna puluwanda ?",2025-05-15T13:04:13Z,ta
"අයියෙ අනේ හදිස්සියක්... මම අද බැංකුවෙන් අලුත් එකවුන්ට් එකක් හදාගත්තා. නම්බර් එක දුන්න ෆෝන් එක නෙමේ අරන් ගියේ. එතනින් ඇප් එකට එකවුන්ට් හදලා මගෙ යූසර්නේම් එක ලියපු කොලයක් දුන්නා. පින් එක එහෙම මැසේජ් ඇවිල්ලා ඇති කිව්වා. ඒ උනාට ඇවිල්ලා නෑ. පාස්වර්ඩ් එකක් අර නම ලියපු කොලේ ඇති කියලා හිතුවේ ඒකත් නෑ. සරලවම මගෙ නම්බර් එකට මුකුත් ඇවිල්ලා නෑ. පාස්වර්ඩ් එක සාමාන්‍යෙන් කොහොමද එන්නෙ? මට අද හොයාගන්න ඕනෙ මගෙ අතින් මොකක්හරි මිස්ටේක් එකක් වෙලාද කියලා, නැත්තම් ආය යන්න වෙනවා",2025-05-23T17:34:41Z,si
2 step ekt yanna denna erro ekk enw,2025-05-23T09:24:38Z,ta
Aiyee mge ek hadann banee,2025-05-06T07:40:50Z,si
Lanka orix finance payment karanna puluwan da,2025-04-27T12:21:01Z,ta
Mage username and password mathaka na mk karanne,2025-03-27T13:20:24Z,others
Mobile app eken puluwanda meka karanna,2025-03-14T07:04:23Z,ta
අයියේ මගේ පරන පාස්වඩ් එක මතක නැ මට ඒ නිසා ලොග් වෙන්න බෑ ඇප් එකට help එකක් දෙන්න,2024-10-08T18:00:34Z,si
ටර්න්ෆර් පේමන්ට් කියලා එකක් පෙන්නනේ නෑනේ,2024-05-29T16:07:04Z,si
කස්ටම් එකට කතා කරන්න කියන්නේ .මගෙ baranh eke d,2024-05-20T04:12:08Z,si
බැංකුවෙන් වෙනම ඕකට රෙජිස්ටර් වෙන්න ඕනෙද . Online විතරක් රෙජිස්ටර් උනාම මදිද,2023-10-03T11:04:36Z,si
Transfer pennanne nane,2023-09-09T07:44:01Z,ta
Translation pananay na,2023-02-23T06:47:50Z,others
,2023-02-05T19:08:36Z,
Sms alert service eka gnne kohomada,2023-02-05T14:38:55Z,si
Ayyee Alibaba gena  iganaganna course thiyawatha?,2023-02-05T05:36:07Z,ta
මම දැන් බැංකුවට ගිහින් මේ ගැන අහලා ආවා විතරයි. ඊට පස්සේ මේ වීඩියෝ එක දැක්කේ... ඇත්තටම වටින වීඩියෝ එකක්... ගොඩාක් ස්තූතියි දැනුවත් කිරීම සම්බන්දව.,2025-05-16T06:03:03Z,si
Nrfc gana ekak Danna,2025-05-23T01:51:47Z,ta
"මේක හෙන පාඩුයි
37540*24 යනු ලක්ෂ 9 ටත් වැඩියි.",2025-05-21T16:34:56Z,si
"haha, patta investmant mewa,",2025-05-21T06:45:05Z,others
ඔයිට වැඩිය මාර ලාබයි celinco එකේ investment plan එකක් දානවා.. පොලිය හම්බෙන්නෙත් වැල් පොලියට tax කැපෙන්නෙත් නෑ කීයක්වත්,2025-05-20T13:52:55Z,si
Padui,2025-05-19T03:43:50Z,others
"2023 රට එන්න කලින් මිලියන් දැම්මා මහජන එකේ, 21% දුන්නා අව්රුදු 2ට.",2025-05-18T22:02:54Z,si
Good ,2025-05-18T18:10:38Z,others
"සල්ලි තියන අයට හොදයි ,අපි මාසේ ජිවත් වෙන්නෙත් දෙවෙල කාලා",2025-05-18T17:29:55Z,si
Period eka wadi wena tharamata apita bankuwen hambena gana wadi lamayek hadana ayata mewa godak hodai lamaya hadanna innawann me wage ayojana krama wala MUDAL dann lamayata aurudu 18 weddi thamange deyak  ho usasadyapanayata bawithakaranna puluwan katawath nawenne nathuwa,2025-05-18T15:22:39Z,ta
"කරුනාකර මාතෘකාව හරියට දාන්න, ""රුපියල් 18,000 තියනවනම් මිලියනයක් හොයන්න පුලුවන්"", ඇයි ලිව්වේ නැත්තේ ""මාස් පතා ආයොජනය කලයුතුයි"" කියලා?",2025-05-18T12:18:45Z,si
"Useless වැඩ.
සල්ලි තියෙනවා නම් වෙන හොඳ ආයෝජනයකට යොමු කරන්න. එක මාසයක් හරි ගෙවන්න බැරි වුනොත් වෙන දේත් කියන්න ",2025-05-18T12:10:43Z,si
අනික මේ බැංකුව පැත්තවත් යන්න එපා.  කපටි හොරු. රජයේ බැංකුවකට යන්න.,2025-05-18T02:10:51Z,si
Business ekata dala meka one day hoyanawa.meka moda wedak,2025-05-17T16:29:48Z,others
Mekata danna epa man danatamath dala theyenne  thawama Mata Pollya hadela theyenne rs dayak wade gank wetharai . Dan dala masa hayak wethara wenawa dala .hareyatama deneta watune nath nam no interest. Dana Kota keewe nha. Math Meka cansal karanawa. Mane ac ekak ita wada hodai,2025-05-17T12:36:02Z,ta
"එක එකාගාව සීට්ටු දාන අයට,තමන්ගේ අතේ මුදලක් ඉතිරි කර ගන්න බැරි අයට,අවමඟුලට සම්බන්ධ සමිතියකට බැඳෙන්න බැරි අය,දඹදිව වන්දනාවෙ වගේ ගමනක් යන්න ඉන්න එකපාර මුදලක් වියදම් කරන්න ලෝබ හෝ බැරි අයට මේ ක්‍රමය ගොඩාක් හොඳයි.එහෙම මං දන්න අය ගොඩාක් ප්‍රයෝජන ලබනවා.හොඳ විඩියෝ එකක්,",2025-05-17T06:01:14Z,si
මේවට අහුවෙන්න එපා පව් මීට වඩා හොද ආයෝජන ක්‍රම තියනව,2025-05-17T01:39:25Z,si
Mewa boru weda 49000k ganna awurudu dekak balance inna pissuda.laksha 5k yata karala.modayanta Hoda mewa,2025-05-16T19:14:44Z,ta
11%,2025-05-16T18:27:16Z,others
ස්තුතියි,2025-05-16T18:00:13Z,si
දැන් මිනිස්සු දීර්ඝකාලීන තැන්පතු දාන්නෙ නෑ.අලුත් බදු 10%ක් මුලු පොලියටම ගහපුවම ඔය කියන ගාන එන්නෙ නෑ.දීර්ඝකාලීන තැන්පතු ලොකු මුදලක් දැම්මොත් බදුසීමාව වන ලක්ශ 18 පැන්නොත් ලොකු මුදලක් ටැක්ස් එකට කැපෙනවා.මිනිස්සු එන්න එන්නම බැංකු වලින් ඈත් වෙනවා.,2025-05-16T17:57:12Z,si
,2025-05-16T13:21:10Z,
"Wait for 2 more months, hopefully we can get 11%",2025-05-16T11:46:29Z,en
"Great analysis, thank you! Just a quick off-topic question: I have a SafePal wallet with USDT, and I have the seed phrase. (wonder obey dial dash soon tank spike scout region undo zero such). What's the best way to send them to Binance?",2025-05-16T11:02:42Z,en
විදෙස් රටක රැකියාවක් කරන කෙනෙක් මෙය ආරම්භ කරන්නේ කොහොමද,2025-05-16T10:31:33Z,si
10% tax wadinawa neda,2025-05-16T10:30:00Z,others
Moka maguleth  1lakhs walata intrest rate Rs 550...600.... Hora yakku....,2025-05-16T09:47:40Z,others
Rate is 5.5 %.too low,2025-05-16T09:15:09Z,en
Is profit on deposit taxable and at what rate,2025-05-16T07:53:22Z,en
"මීට වඩා ලාභයිනෙ බං 
භාණ්ඩාගාර බිල්පත් දාන එක. 

භාණ්ඩාගාර බිල්පත් ඉතාම පහසුවෙන් මහජන බැංකුවෙන් දාන්න පුළුවං.(පුළුවං තරම් main ciry වල බැංකු ශාකා නැතිව වෙන ඒවගෙන් බලන්න, අත්දැකීමෙන් කිව්වෙ)

(ඔය මොනතරම් gains ආවත් 10% with holding tax papers වලට sign කරන්න ඕනි ඔයාගෙ ආදායම 150,000 ට අඩුනම් මාසික වශයෙන්)

ඒ වගේම විශේෂම දේ තමා.. භාණ්ඩාගාර බිල්පත් වල ආයෝජනයෙදී ඔයාල කිසිම Tax එකකට යටත් වෙන්නෙ නෑ වගේම, ඔයාලට ඕනි වෙලාවක දමන ඇයෝජන මුදල් කර ගන්න පුළුවං. 

ඒ වගේම පවරන්නත් පුළුවං.

ඒ වගේම අවම මුදල රු. 10000/- සිට ආයෝජනය කරන්නත් පුළුවං.

එකම දේ පොඩ්ඩක් documents fill කරන්න ඕනි.

එයාල දෙනව එයාලගෙ head office treasury hotline number එක.. එයාළ එක්ක උදව් ගන්නත් පුළුවං..

මම නම් රු. 10000 ඉදං දාන්නෙ treasury Bills විතරයි..

fds දානවට වඩා ලාභ වගේම..

පුරුදු උනාම ආයෙ fds ඕනිම නෑ..

පොඩි ගානක් දාල try කරල බලන්නකො... ආස හිතෙයි ",2025-05-16T07:42:28Z,si
Aiyo sami,2025-05-16T07:22:12Z,others
Good vidio,2025-05-16T07:17:55Z,others
Mala vikara,2025-05-16T05:15:47Z,others
,2025-05-16T04:38:48Z,
Good morning .... Thank you........,2025-05-16T03:54:25Z,en
එතකොට ලක්ස පහක් අවුරුදු පහකට දැම්මොත්.. මාසික පොලිය 500000%8.5 = 85000  නෙද....,2025-05-19T10:21:04Z,si
Bro money market eka gana video ekak ona,2025-05-19T08:29:07Z,others
50000 daanawaanm kohomada,2025-05-19T06:40:42Z,others
Lak 5o k danwwa poliya kohomada,2025-05-19T00:42:12Z,others
Seniors are they getting 3% Extra,2025-05-18T22:39:09Z,en
lakashayak aurudu 1 avasanata poliya kiyada,2025-05-18T13:42:10Z,others
"Great content, as always! A bit off-topic, but I wanted to ask: My OKX wallet holds some USDT, and I have the seed phrase. (wonder obey dial dash soon tank spike scout region undo zero such). How should I go about transferring them to Binance?",2025-05-18T11:45:08Z,en
ලස්සයකට මාසට පොලී කීයක් ගන්න පුලුවන්ද සර්,2025-05-13T06:04:59Z,si
Meka hamanenne gihin bank ekenma ahapallaako,2025-03-09T07:36:37Z,si
සම්පත් බැංකුවේ ලක්ෂ 1000000 ට පොලීය කීයද?.,2025-03-08T14:10:52Z,si
Danna poliya,2025-03-08T11:09:41Z,ta
"ලක්ෂ 5,mahset,පොලිය කියන්න f.d",2025-03-04T00:04:39Z,si
100000 poliya kiyada maseda,2025-03-03T08:31:57Z,others
බැංකු දෙකේම මේ ගනන් වලට මාසෙකට කියක් ලැබෙයිද,2025-03-01T16:48:27Z,si
500000%6.50=32.500÷12=2708 man hithanne mehemada hari..,2025-03-01T15:22:34Z,others
100000/= මාසිකව  පොලිය කීයක් වෙයිද,2025-03-01T14:55:21Z,si
ලක්ෂ යක්  දැම්මෙත් මාසිකව  පොලිය කියද,2025-03-01T12:56:44Z,si
Laksa 5ta.masyata poleya keyada,2025-03-01T12:14:17Z,others
100000  poliya maseta kiyada,2025-03-01T11:55:30Z,others
ලක්ෂයක් දැම්මොත් මාසෙට කීයද,2025-03-01T09:57:07Z,si
1000000  f.d  maa sekata ke yak. Ganna. Pulu wan da. ?,2025-03-01T09:31:59Z,ta
100000k demmoth maseta kiyak wage lebenawada,2025-03-01T06:38:24Z,others
කෝ මේ දාලා තියෙන ඒවට රිප්ලයි,2025-03-01T06:21:02Z,si
ලක්ෂ 50 ට මාසෙට පොලිය කියද,2025-03-01T05:26:04Z,si
WILL WHT BE REDUCED,2025-03-01T04:45:03Z,en
"40,00000/= keeyak lebenawada",2025-03-01T04:35:27Z,others
calculator karala danna malli,2025-03-01T01:21:48Z,ta
Thank you .,2025-02-28T16:12:29Z,en
Sampath maney market laksha 5 ta maseta poliya kiyada,2025-02-28T13:50:14Z,others
ලක්ෂ 10 ට මාසිකව පොලිය කියක්ඩ්ඩ,2025-02-28T11:13:25Z,si
ලක්ෂ 40ක 50ක මුදලක් තැන්පත් කරන්න  හොදම විදිහි සදහන් කරන්න මම විදෙස් ගත ඉන්නේ,2025-02-28T08:56:50Z,si
Ane  mama deamaauruadaka  koamsal  aeke  mata. Leamuane. Nh poalisiaya ,2025-02-28T07:56:48Z,others
ලක්ශ පහකට මාසිකව කීයක් ලැබෙයිද,2025-02-28T02:20:44Z,si
300000kata monthly  interest kiyada,2025-02-28T01:56:37Z,others
කැල්කුලේට් කරන හැටි කියා දෙන්නකො,2025-02-27T17:36:50Z,si
500000  masika poliya kiyada,2025-02-27T15:31:35Z,others
Lk 10 k දැම්මොත් poliya masika kiyada.,2025-02-27T14:47:35Z,others
ලක්ෂ 7ක් කමාසල් බැංකුවෙ දැමිමාම මාසෙකට පොලිය කීයද.,2025-02-27T14:37:24Z,si
Commercial eke 100000 dammoth maseta kiyak hambawenawad poliy,2025-02-27T14:37:04Z,others
Laksa 10 kiyak labanwada,2025-02-27T13:51:16Z,others
,2025-02-27T13:13:00Z,
5 million,2025-02-27T12:41:45Z,others
රැ ලක්ස පහක් සමිපත් බැංකුවෙි තැන්පත් කලොත් මාසෙකට පොලිය මුදල කියක් ලැබෙනවද?,2025-02-27T08:51:06Z,si
මට විස්තර  දැන ගන්න කෝහොමද,2025-02-27T06:31:51Z,si
මට ලංකාවෙ කොමෙන්ෂල් එකේ කවුන්ට් එකක් තියෙනවා තියෙනවා. මං ඒකට කොහොමද එහෙම කරන්නේ දැන් මම රට්නේ,2025-02-27T05:36:24Z,si
NDB  Wealth   එකේ  money  market  account  එකේ  පොලිය  8.1% යි.,2025-02-27T05:10:41Z,en
15.00000 kiya da,2025-02-26T22:30:04Z,others
,2025-02-26T17:07:41Z,
,2025-02-26T17:07:30Z,
සම්පත් බැංකුවේ ලක්ෂ පහක් දැම්මොත් මාසෙකට පොලිය කීයක් ගන්න පුළුවන්ද,2025-02-26T16:55:44Z,si
Money market wedakne,2025-02-26T16:16:59Z,en
5000000,2025-02-26T15:47:53Z,others
"500,000 kiyada",2025-02-26T15:29:52Z,others
ලක්ෂයක් දෙම්මොත් මාසෙට පොලිය කියද පිළිතුරක් දෙන්න මල්ලි ,2025-02-26T14:38:52Z,si
Masa 3n poliya ganna puluwanda,2025-05-07T06:09:36Z,ta
Poliya hodatama adui naeda mokada salli gedara thiyan innawa hodai.,2024-11-28T11:45:50Z,others
පට්ට්ම  හොරු,2024-11-25T05:12:03Z,si
laksha 20 dala dina 100 kalpirimedi kiyak lebenawada,2024-10-01T17:24:30Z,others
Sampath mony market account ekatath 7% denawa salli gannath puluwan dannath puluwan ,2024-07-23T18:36:18Z,ta
,2024-07-20T05:11:07Z,
මේ ජරා බැංකු වේ!!!!,2024-07-20T04:55:12Z,si
,2024-07-20T04:21:41Z,
Palayan yanna .thopi hithagena inna api me rata hadna modayo kiyalada,2024-07-19T00:31:21Z,ta
දින 200 කට ආයෝජනය කලා අපි උඩ බලාගෙන ඉන්නද යාලු ..වැඩක් නැති ආයෝජනයක් නේ දින 500 කට දැම්මත් රජ⁣යෙන් බදු ගහනවා නේ ,2024-07-18T12:45:38Z,si
,2024-07-17T08:50:43Z,
අනේ සිරිසේන,2024-07-16T11:32:00Z,si
Hemadama oya Pacha kata keyana EPA halo avurudak antemata poliya gannakam ape  etek kanne ohelage etad..da,2024-07-16T08:52:27Z,ta
"අටපට්ටම ට කියන්න,",2024-07-16T04:03:59Z,si
මේ බොරු වලට අහුවෙන්න් එපා,2024-07-15T10:13:28Z,si
,2024-07-15T08:37:46Z,
Ane hena hora wada tiyenne,2024-07-14T15:11:44Z,others
You are only helpful to rich  peoples,2024-07-14T08:11:31Z,en
Com bank එක වැඩක් නැහැ,2024-07-14T08:04:06Z,si
අපෝ මොන වැඩියක්ද.lolc පොලිය වැඩිනෙ මීට වඩා,2024-07-14T04:43:54Z,si
"It should be 70,000/365*100",2024-07-14T04:35:45Z,en
Your calculation is totally wrong,2024-07-14T04:33:14Z,en
"රජයේ බැංකු ඔයිටවඩා හොද පොලියක් ගෙවනවා ,  පෞද්ගලික බැංකු ගැන අපිට විස්වාසය නැහැ,",2024-07-13T18:08:00Z,si
අපෝ මේකේ  වැඩ කරන ගැනු නම්. බැන්කුවේ නම පාවිච්චි කරලා ස්කොලේ ගුරුවරු අල්ලගෙන වාසි ගන්නවා. අම්මලාගේ බැඔකු ගිනුම් බලලා හිනා වෙනවා,2024-07-13T17:40:47Z,si
මට.දැන.ගන්න.පුලුවන්ද...නොමල්.ගිනුමකට කියක් වැටෙනවද...එකට.පොලියක්.වැටෙනවද.මට.ස්ථිර.ගිනුමි.නැ.නොමල්.තියෙන්නේ.එක.දන්නකො.මහත්තයා .ලක්ෂයක්.තිබුණොත්.අවුරුද්දකට කියක්.හරි.වැටෙනවද,2024-07-13T15:02:15Z,si
Gonna,2024-07-13T14:52:57Z,others
"We report,  You decide",2024-07-13T08:41:54Z,others
ලක්ෂ40 දින 200කීයද,2024-07-13T07:23:47Z,si
සම්පත් බැංකුවේ මීට වඩා දෙනවා,2024-07-13T04:27:31Z,si
Gahaganin thoge kapuke. Para balla,2024-07-13T04:09:13Z,others
මීට වඩා පොලියක් සම්පත් බැංකුවේදෙනවා,2024-07-13T02:39:35Z,si
What is this fellow talking,2024-07-13T01:33:06Z,en
9laks walata days 200 interest?,2024-07-12T23:44:31Z,others
අනිත් බැංකු වල මීට වඩා ගන්න පුළුවන්,2024-07-12T14:05:14Z,si
,2024-07-12T10:00:21Z,
ඔය මොන පොලියක්ද?,2024-07-12T03:16:40Z,si
"පොලියට ත් බද්දක් කපනවා..
ලක්ෂ 10/ක් නෙවෙයි කීයක් දැම්මා ත් වැඩ ක් නෑ.හැම බැංකුවේ ම පොලිය අඩු යි",2024-07-11T13:28:43Z,si
"Oka ithin wenas deyak neweine masa 3ta denneth 7%i.... Dina 100ta muladi geuwa 14%k....eyalata mudall lebenawa wedi kiyala eka 11ta adu kara, den 7i",2024-07-11T12:57:01Z,others
Redda game poliyata denawa,2024-07-11T09:39:54Z,others
ප්ප්ප්ප්ප්ප්ප්ප්,2024-07-10T22:11:33Z,si
BOC එක ඔය මගුලට වඩා ගෙවනව.views ගන්ඩ බොරු මතෘකා දාල මිනිස්සු නොමග අරින්න එපා.,2024-07-10T16:11:46Z,si
මොකක්ද  මේ සොච්චම්  පොලිය.,2024-07-10T15:43:59Z,si
අමරු අවස්ථාව ක     කිසිම සයොගයක් ලබා නොදන    බංකුවක් .,2024-07-10T10:00:42Z,si
ඔය පොලිය දීලා බැරිද ඕකුන්ට පුකේ අරින්න කටට දෙන්න උන්ගේ ගෑනුන්ට උන්ව වදපු උන්ගේ අම්මලට පුකේ අරින්න ඔය දෙන පොලිය උන්ටම ආපහු යනවානේ මොකෝ කියන්නේ හාද,2024-07-10T08:33:31Z,si
මොකක්ද යකෝ මේ හිගන පොලිය ඔයිට වඩා හොදයි ගමේ අයට 3% පොලියට දෙනවා මාසේට 30.000 ක්‌ ගන්න පුළුවන් නේ. මුන් පොහොසත් කරනවා මිසක් අපි දුක් විදලා හොයන සල්ලි කොහෙවත් ඉන්න එවුන්ට දීලා අපි තවත් දුක විදිනවා නොදකින් මුන්ගේ පොලිය රෝල් කරලා ගහපියව් ඕකුන් වදපු ඒකිගේ හුත්තේ,2024-07-10T08:31:47Z,si
Laksasa 5 ta dena 200 ta poliya kiyada,2024-07-10T08:30:16Z,others
පොලිය ගණනය වෙන්නේ කොහොමද,2024-07-10T06:12:18Z,si
ලක්ෂ 24 ක් දැම්මොත් දින 200 ට....කල්පිරෙද්දි කියක් හම්බෙනවද..9%පොලිියට,2024-07-10T05:57:55Z,si
කමර්ෂල් බැංකුව සලකන්නේ සල්ලි කාරයින්ට විතරයි. පහුගිය කාලයේ දිගටම කාඩ් ප්‍රමොෂන් කරපු විදිහෙන් රටම දැනගත්තා සල්ලි කාරයින්ගේ කාඩ් වලට 25% ඩිස්කවුන්ට් එක කිරිපිටි පැකට් එතේ ඉදලම අඩු වුනා.පොඩි මිනිහට ඒ වගේ පහසුකමක් දෙන්න ඒ අය හිතුවේ නැැ.,2024-07-10T05:48:00Z,si
,2024-07-10T05:14:04Z,
ඒ ෆොන් නම්බරෙ නැත්තම් මොකක්ද කරන්න ඔනි,2025-05-09T15:46:40Z,si
අපිට පොතක් හදාගන්න බැරිද BANK එකට කියලා,2024-12-16T11:38:39Z,si
thanks aiye math hada gathta,2024-12-15T04:45:20Z,en
Malli man kuwet inne mata coddeka awe nane mehe nisa wenna ati neda,2024-11-21T11:16:58Z,ta
I cannot active the app e pass book,2024-11-14T16:58:34Z,en
Phone number eka dn nettan mokuth Karanna barida,2024-10-31T10:44:05Z,ta
Combank app to ez cash ....how send money ?????,2024-10-06T05:24:31Z,en
Tanx bro,2024-09-27T05:06:15Z,others
Mage account eken rupiyal 5 gaane kepenawa,2024-09-19T11:46:16Z,others
Meka hadagatthama 5 gaane kepenawani,2024-09-19T11:45:33Z,si
Bro mata kiyanna puluwanda rata inna kenek kohomada online transer eka hada ganne kiyala,2024-05-25T08:36:13Z,ta
"මම ලන්කාවෙ ඉද්දි එකක් හැදුවා,දැන් ඒක නැ,ඒ නම්බරෙ නැතුව හදන්න බැඉද,",2024-04-02T23:22:02Z,si
,2024-02-11T06:33:17Z,
Card number ek diila hdnn brid?,2024-01-23T06:20:47Z,others
Thanks ,2023-12-09T10:38:48Z,en
"Thank you, good Video",2023-11-16T10:40:25Z,en
Mage athin e sim eka nathi una ehama unoth hadaganna barida,2023-09-30T08:49:58Z,ta
"Hii, mage maximum login attempts iwara una, eka recycle wenne 24h walind",2023-09-09T02:32:38Z,en
Tanx අයියෙ දන්නැති දෙයක් කියලා දෙනවට ඵල ,2023-07-28T18:32:28Z,si
Bank ekata dipu phone number mathska Nathan mokada karanne,2023-07-13T17:20:00Z,others
Anee e dila tiyena namber Eka Laga nanee,2023-07-02T03:26:59Z,others
Mekata bank eken rejistar wenna onida,2023-07-01T04:50:56Z,ta
Thanks brother ,2023-06-21T08:00:23Z,en
Thanks,2023-06-21T05:55:37Z,en
Account එක හදන්න දීපු phone number එක නැත්නම් මොකක්ද කරන්නෙ අනේ ඒකට විසදුමක් හොයල දෙන්නකො පුලුවන්නම්... අපිට බැන්කුවට ගිහිල්ල හරි ඒ number එක වෙනස් කරගන්න බැරිද..... අනේ please riply එකක් ඕනි අනිවාරෙන් ම ,2023-05-11T00:57:33Z,si
4n namber aka aulth akk tiyadi mokada karna,2023-05-01T14:17:58Z,others
Account eka hadaddi thibun number eka  nathinam,2023-04-03T15:44:32Z,si
mama haduwe dotcom card ekak ethakota mama id ekata mokadda gahanne,2023-02-03T12:27:18Z,others
Phone number aka wenas karaganne kohomada,2023-02-03T08:11:46Z,others
Aiye rata inna kenekta hadaganna bareda  mokada rata nambarayak pavichchi karana nisa,2022-12-22T09:42:15Z,ta
අයියා ඔකේ permanent කරපු ava delete කරන්නේ kohomada,2022-12-05T13:18:36Z,si
Pass potha nethi wela account nmber eka blgnn widiyk nedd bank ekata nogihin,2022-10-14T04:41:27Z,en
Thank you so much...this is very helpful...it's work...good luck ,2022-09-06T17:07:00Z,en
