Comment,Date
අනේ සිරිසේන,2024-07-16T11:32:00Z
Hemadama oya Pacha kata keyana EPA halo avurudak antemata poliya gannakam ape  etek kanne ohelage etad..da,2024-07-16T08:52:27Z
"අටපට්ටම ට කියන්න,",2024-07-16T04:03:59Z
මේ බොරු වලට අහුවෙන්න් එපා,2024-07-15T10:13:28Z
,2024-07-15T08:37:46Z
Ane hena hora wada tiyenne,2024-07-14T15:11:44Z
You are only helpful to rich  peoples,2024-07-14T08:11:31Z
Com bank එක වැඩක් නැහැ,2024-07-14T08:04:06Z
අපෝ මොන වැඩියක්ද.lolc පොලිය වැඩිනෙ මීට වඩා,2024-07-14T04:43:54Z
"It should be 70,000/365*100",2024-07-14T04:35:45Z
Your calculation is totally wrong,2024-07-14T04:33:14Z
"රජයේ බැංකු ඔයිටවඩා හොද පොලියක් ගෙවනවා ,  පෞද්ගලික බැංකු ගැන අපිට විස්වාසය නැහැ,",2024-07-13T18:08:00Z
අපෝ මේකේ  වැඩ කරන ගැනු නම්. බැන්කුවේ නම පාවිච්චි කරලා ස්කොලේ ගුරුවරු අල්ලගෙන වාසි ගන්නවා. අම්මලාගේ බැඔකු ගිනුම් බලලා හිනා වෙනවා,2024-07-13T17:40:47Z
මට.දැන.ගන්න.පුලුවන්ද...නොමල්.ගිනුමකට කියක් වැටෙනවද...එකට.පොලියක්.වැටෙනවද.මට.ස්ථිර.ගිනුමි.නැ.නොමල්.තියෙන්නේ.එක.දන්නකො.මහත්තයා .ලක්ෂයක්.තිබුණොත්.අවුරුද්දකට කියක්.හරි.වැටෙනවද,2024-07-13T15:02:15Z
Gonna,2024-07-13T14:52:57Z
"We report,  You decide",2024-07-13T08:41:54Z
ලක්ෂ40 දින 200කීයද,2024-07-13T07:23:47Z
සම්පත් බැංකුවේ මීට වඩා දෙනවා,2024-07-13T04:27:31Z
Gahaganin thoge kapuke. Para balla,2024-07-13T04:09:13Z
මීට වඩා පොලියක් සම්පත් බැංකුවේදෙනවා,2024-07-13T02:39:35Z
What is this fellow talking,2024-07-13T01:33:06Z
9laks walata days 200 interest?,2024-07-12T23:44:31Z
අනිත් බැංකු වල මීට වඩා ගන්න පුළුවන්,2024-07-12T14:05:14Z
,2024-07-12T10:00:21Z
ඔය මොන පොලියක්ද?,2024-07-12T03:16:40Z
"පොලියට ත් බද්දක් කපනවා..
ලක්ෂ 10/ක් නෙවෙයි කීයක් දැම්මා ත් වැඩ ක් නෑ.හැම බැංකුවේ ම පොලිය අඩු යි",2024-07-11T13:28:43Z
"Oka ithin wenas deyak neweine masa 3ta denneth 7%i.... Dina 100ta muladi geuwa 14%k....eyalata mudall lebenawa wedi kiyala eka 11ta adu kara, den 7i",2024-07-11T12:57:01Z
Redda game poliyata denawa,2024-07-11T09:39:54Z
ප්ප්ප්ප්ප්ප්ප්ප්,2024-07-10T22:11:33Z
BOC එක ඔය මගුලට වඩා ගෙවනව.views ගන්ඩ බොරු මතෘකා දාල මිනිස්සු නොමග අරින්න එපා.,2024-07-10T16:11:46Z
මොකක්ද  මේ සොච්චම්  පොලිය.,2024-07-10T15:43:59Z
අමරු අවස්ථාව ක     කිසිම සයොගයක් ලබා නොදන    බංකුවක් .,2024-07-10T10:00:42Z
ඔය පොලිය දීලා බැරිද ඕකුන්ට පුකේ අරින්න කටට දෙන්න උන්ගේ ගෑනුන්ට උන්ව වදපු උන්ගේ අම්මලට පුකේ අරින්න ඔය දෙන පොලිය උන්ටම ආපහු යනවානේ මොකෝ කියන්නේ හාද,2024-07-10T08:33:31Z
මොකක්ද යකෝ මේ හිගන පොලිය ඔයිට වඩා හොදයි ගමේ අයට 3% පොලියට දෙනවා මාසේට 30.000 ක්‌ ගන්න පුළුවන් නේ. මුන් පොහොසත් කරනවා මිසක් අපි දුක් විදලා හොයන සල්ලි කොහෙවත් ඉන්න එවුන්ට දීලා අපි තවත් දුක විදිනවා නොදකින් මුන්ගේ පොලිය රෝල් කරලා ගහපියව් ඕකුන් වදපු ඒකිගේ හුත්තේ,2024-07-10T08:31:47Z
Laksasa 5 ta dena 200 ta poliya kiyada,2024-07-10T08:30:16Z
පොලිය ගණනය වෙන්නේ කොහොමද,2024-07-10T06:12:18Z
ලක්ෂ 24 ක් දැම්මොත් දින 200 ට....කල්පිරෙද්දි කියක් හම්බෙනවද..9%පොලිියට,2024-07-10T05:57:55Z
කමර්ෂල් බැංකුව සලකන්නේ සල්ලි කාරයින්ට විතරයි. පහුගිය කාලයේ දිගටම කාඩ් ප්‍රමොෂන් කරපු විදිහෙන් රටම දැනගත්තා සල්ලි කාරයින්ගේ කාඩ් වලට 25% ඩිස්කවුන්ට් එක කිරිපිටි පැකට් එතේ ඉදලම අඩු වුනා.පොඩි මිනිහට ඒ වගේ පහසුකමක් දෙන්න ඒ අය හිතුවේ නැැ.,2024-07-10T05:48:00Z
,2024-07-10T05:14:04Z
ලස්සයකට මාසට පොලී කීයක් ගන්න පුලුවන්ද සර්,2025-05-13T06:04:59Z
Meka hamanenne gihin bank ekenma ahapallaako,2025-03-09T07:36:37Z
සම්පත් බැංකුවේ ලක්ෂ 1000000 ට පොලීය කීයද?.,2025-03-08T14:10:52Z
Danna poliya,2025-03-08T11:09:41Z
"ලක්ෂ 5,mahset,පොලිය කියන්න f.d",2025-03-04T00:04:39Z
100000 poliya kiyada maseda,2025-03-03T08:31:57Z
බැංකු දෙකේම මේ ගනන් වලට මාසෙකට කියක් ලැබෙයිද,2025-03-01T16:48:27Z
500000%6.50=32.500÷12=2708 man hithanne mehemada hari..,2025-03-01T15:22:34Z
100000/= මාසිකව  පොලිය කීයක් වෙයිද,2025-03-01T14:55:21Z
ලක්ෂ යක්  දැම්මෙත් මාසිකව  පොලිය කියද,2025-03-01T12:56:44Z
Laksa 5ta.masyata poleya keyada,2025-03-01T12:14:17Z
100000  poliya maseta kiyada,2025-03-01T11:55:30Z
ලක්ෂයක් දැම්මොත් මාසෙට කීයද,2025-03-01T09:57:07Z
1000000  f.d  maa sekata ke yak. Ganna. Pulu wan da. ?,2025-03-01T09:31:59Z
100000k demmoth maseta kiyak wage lebenawada,2025-03-01T06:38:24Z
කෝ මේ දාලා තියෙන ඒවට රිප්ලයි,2025-03-01T06:21:02Z
ලක්ෂ 50 ට මාසෙට පොලිය කියද,2025-03-01T05:26:04Z
WILL WHT BE REDUCED,2025-03-01T04:45:03Z
"40,00000/= keeyak lebenawada",2025-03-01T04:35:27Z
calculator karala danna malli,2025-03-01T01:21:48Z
Thank you .,2025-02-28T16:12:29Z
Sampath maney market laksha 5 ta maseta poliya kiyada,2025-02-28T13:50:14Z
ලක්ෂ 10 ට මාසිකව පොලිය කියක්ඩ්ඩ,2025-02-28T11:13:25Z
ලක්ෂ 40ක 50ක මුදලක් තැන්පත් කරන්න  හොදම විදිහි සදහන් කරන්න මම විදෙස් ගත ඉන්නේ,2025-02-28T08:56:50Z
Ane  mama deamaauruadaka  koamsal  aeke  mata. Leamuane. Nh poalisiaya ,2025-02-28T07:56:48Z
ලක්ශ පහකට මාසිකව කීයක් ලැබෙයිද,2025-02-28T02:20:44Z
300000kata monthly  interest kiyada,2025-02-28T01:56:37Z
කැල්කුලේට් කරන හැටි කියා දෙන්නකො,2025-02-27T17:36:50Z
500000  masika poliya kiyada,2025-02-27T15:31:35Z
Lk 10 k දැම්මොත් poliya masika kiyada.,2025-02-27T14:47:35Z
ලක්ෂ 7ක් කමාසල් බැංකුවෙ දැමිමාම මාසෙකට පොලිය කීයද.,2025-02-27T14:37:24Z
Commercial eke 100000 dammoth maseta kiyak hambawenawad poliy,2025-02-27T14:37:04Z
Laksa 10 kiyak labanwada,2025-02-27T13:51:16Z
,2025-02-27T13:13:00Z
5 million,2025-02-27T12:41:45Z
රැ ලක්ස පහක් සමිපත් බැංකුවෙි තැන්පත් කලොත් මාසෙකට පොලිය මුදල කියක් ලැබෙනවද?,2025-02-27T08:51:06Z
මට විස්තර  දැන ගන්න කෝහොමද,2025-02-27T06:31:51Z
මට ලංකාවෙ කොමෙන්ෂල් එකේ කවුන්ට් එකක් තියෙනවා තියෙනවා. මං ඒකට කොහොමද එහෙම කරන්නේ දැන් මම රට්නේ,2025-02-27T05:36:24Z
NDB  Wealth   එකේ  money  market  account  එකේ  පොලිය  8.1% යි.,2025-02-27T05:10:41Z
15.00000 kiya da,2025-02-26T22:30:04Z
,2025-02-26T17:07:41Z
,2025-02-26T17:07:30Z
සම්පත් බැංකුවේ ලක්ෂ පහක් දැම්මොත් මාසෙකට පොලිය කීයක් ගන්න පුළුවන්ද,2025-02-26T16:55:44Z
Money market wedakne,2025-02-26T16:16:59Z
5000000,2025-02-26T15:47:53Z
"500,000 kiyada",2025-02-26T15:29:52Z
ලක්ෂයක් දෙම්මොත් මාසෙට පොලිය කියද පිළිතුරක් දෙන්න මල්ලි ,2025-02-26T14:38:52Z
ඒ ෆොන් නම්බරෙ නැත්තම් මොකක්ද කරන්න ඔනි,2025-05-09T15:46:40Z
අපිට පොතක් හදාගන්න බැරිද BANK එකට කියලා,2024-12-16T11:38:39Z
thanks aiye math hada gathta,2024-12-15T04:45:20Z
Malli man kuwet inne mata coddeka awe nane mehe nisa wenna ati neda,2024-11-21T11:16:58Z
I cannot active the app e pass book,2024-11-14T16:58:34Z
Phone number eka dn nettan mokuth Karanna barida,2024-10-31T10:44:05Z
Combank app to ez cash ....how send money ?????,2024-10-06T05:24:31Z
Tanx bro,2024-09-27T05:06:15Z
Mage account eken rupiyal 5 gaane kepenawa,2024-09-19T11:46:16Z
Meka hadagatthama 5 gaane kepenawani,2024-09-19T11:45:33Z
Bro mata kiyanna puluwanda rata inna kenek kohomada online transer eka hada ganne kiyala,2024-05-25T08:36:13Z
"මම ලන්කාවෙ ඉද්දි එකක් හැදුවා,දැන් ඒක නැ,ඒ නම්බරෙ නැතුව හදන්න බැඉද,",2024-04-02T23:22:02Z
,2024-02-11T06:33:17Z
Card number ek diila hdnn brid?,2024-01-23T06:20:47Z
Thanks ,2023-12-09T10:38:48Z
"Thank you, good Video",2023-11-16T10:40:25Z
Mage athin e sim eka nathi una ehama unoth hadaganna barida,2023-09-30T08:49:58Z
"Hii, mage maximum login attempts iwara una, eka recycle wenne 24h walind",2023-09-09T02:32:38Z
Tanx අයියෙ දන්නැති දෙයක් කියලා දෙනවට ඵල ,2023-07-28T18:32:28Z
Bank ekata dipu phone number mathska Nathan mokada karanne,2023-07-13T17:20:00Z
Anee e dila tiyena namber Eka Laga nanee,2023-07-02T03:26:59Z
Mekata bank eken rejistar wenna onida,2023-07-01T04:50:56Z
Thanks brother ,2023-06-21T08:00:23Z
Thanks,2023-06-21T05:55:37Z
Account එක හදන්න දීපු phone number එක නැත්නම් මොකක්ද කරන්නෙ අනේ ඒකට විසදුමක් හොයල දෙන්නකො පුලුවන්නම්... අපිට බැන්කුවට ගිහිල්ල හරි ඒ number එක වෙනස් කරගන්න බැරිද..... අනේ please riply එකක් ඕනි අනිවාරෙන් ම ,2023-05-11T00:57:33Z
4n namber aka aulth akk tiyadi mokada karna,2023-05-01T14:17:58Z
Account eka hadaddi thibun number eka  nathinam,2023-04-03T15:44:32Z
mama haduwe dotcom card ekak ethakota mama id ekata mokadda gahanne,2023-02-03T12:27:18Z
Phone number aka wenas karaganne kohomada,2023-02-03T08:11:46Z
Aiye rata inna kenekta hadaganna bareda  mokada rata nambarayak pavichchi karana nisa,2022-12-22T09:42:15Z
අයියා ඔකේ permanent කරපු ava delete කරන්නේ kohomada,2022-12-05T13:18:36Z
Pass potha nethi wela account nmber eka blgnn widiyk nedd bank ekata nogihin,2022-10-14T04:41:27Z
Thank you so much...this is very helpful...it's work...good luck ,2022-09-06T17:07:00Z
Bank statement ekak ganna baida oken,2022-08-27T02:06:07Z
අනේ මට commercial කොමර්ශල් බැංකුවේ himaw හරි වට්ස් අප් හරි නම්බර් එකක් එවන්න ප්ලීස්,2022-08-13T06:59:16Z
වෙන කෙනෙක් salli dammahama අපිට messege ekak ena widiyat hadaganne kohomad,2022-08-11T08:28:12Z
Thanks ,2022-07-20T07:42:56Z
Phone number එක දාපු එකමයි ඇප් එකට දැම්මෙ.  ඒත් invalid කියල එනවනේ,2022-07-11T07:29:13Z
සල්ලි යවන එවන විදිහ කියලා... බැලන්ස් බලන්න උගන්නන්න එපා යකෝ,2022-07-02T03:48:31Z
Mata app eka hadaganna baruwa hitiye.kiyala dunnata bohoma isthuthii.godak pin,2022-06-27T05:37:42Z
Thank ,2022-06-24T05:22:00Z
Thanks bro,2022-06-07T19:28:47Z
මසේට කියක් කැපෙනවද ඔකෙන්,2022-05-22T03:10:56Z
