Comment,Date
Pubg ගහන අය like එකක් දාලා ID එක දීලා යන්න කෝ,2021-02-20T09:39:24Z
Bank transfer karanna beridha?,2021-02-20T09:25:56Z
super ,2021-02-20T09:08:57Z
heart එකක් දැන්වත් pls දාන්නko chanux aiye,2021-02-20T08:39:24Z
wena monawa kiyannada ela kollek,2021-02-20T08:17:22Z
2021 අලුත්ම සින්දුව මෙන්න https://youtu.be/ZrjhfHH0hzg,2021-02-20T07:55:44Z
අනේ  DJI  Mavic mini 2  ගැන  unboxing  එකක්  ගේන්න්කෝ,2021-02-20T07:36:21Z
Uba video okama balatiyanawa asawatama habai oya unboks karana okama tackgajate mata hinayake vitharai aiya,2021-02-20T07:36:16Z
UnBOXING video ekak one plz,2021-02-20T07:34:45Z
ගූ bank එකක් hnb කියන්නෙ,2021-02-20T07:20:32Z
Oyage number akak danna puluwan da,2021-02-20T07:08:51Z
"Ayiye podi prashnayak,oyata poddak katha karala dena ganna ona plss",2021-02-20T07:08:15Z
Ane ayye gold play button eka unbox korannako,2021-02-20T06:58:52Z
Enne kohomada,2021-02-20T06:37:07Z
Aiiye phone ekata software update ewanne kohenda,2021-02-20T06:36:51Z
Alienware laptop gena video ekak karannako aiye,2021-02-20T06:19:04Z
Super chanux bro,2021-02-20T06:03:33Z
Keep it up superb chanux අයියේ,2021-02-20T05:49:05Z
You tube free Nam upload freeda bro,2021-02-20T05:47:49Z
මම මේක භාවිතා කරනවා ගොඩක් හොඳයි .,2021-02-20T05:42:53Z
එල කොල්ලෝ ,2021-02-20T05:08:51Z
9  \c,2021-02-20T04:43:42Z
"නියමයි,ගොඩාක් වටිනවා.",2021-02-20T04:23:35Z
Chanux aiya ape HNB debit card eke thiyena mudal pramanaya dena ganna berida oken .,2021-02-20T03:56:25Z
අදත් ආවා,2021-02-20T03:48:36Z
https://youtube.com/channel/UCzLCgksSQHNw_bShWMdBxzA,2021-02-20T03:41:02Z
,2021-02-20T03:26:48Z
ane aiye GTA 5  game play one,2021-02-20T03:20:05Z
සබ්ස්ක්රය්බ්  1000   ගන්න  විදිය   දාන්න   වීඩියෝ 1  ඕනි,2021-02-20T03:19:35Z
එක වැදගත් නෑ මගේ වයස අවුරුදු දාහතරයි,2021-02-20T03:13:44Z
"goldenplay button eka unbox karanna niyamithai kiyalath dan maasayak wenawa
koo chanux eka",2021-02-20T03:11:16Z
වෙන bank ekkt diposhit krnn..පුලුවන් ද..,2021-02-20T03:07:06Z
Diposhit puluwn dd..,2021-02-20T03:06:11Z
Ayye huawei y7A phone eka ganath one,2021-02-20T02:57:37Z
Ayye huawei y7A phone eka ganath oneeeee,2021-02-20T02:57:02Z
HNB account එකක් නැතුව වෙන bank account  එකක්  ඕකට ඇඩ් කරලා payment කරාම එයාලා අපේ account eken ගානක් කපා ගනීද.,2021-02-20T02:55:08Z
Fortnite gameply ekak one ayako,2021-02-20T02:49:29Z
"Apahu"" sinhala geek show ekata එහෙමත් නැත්තං chanux bro youtube chanel ekata kiyana kallata"" කැමති aya ko",2021-02-20T02:47:49Z
can i use this app offline?,2021-02-20T02:36:23Z
Video එක නම්. හොදයි අය්යේ මේ. ගේම් එක ගැන video එකක් කරන්නකෝ. Cutie garden,2021-02-20T02:25:51Z
Video එක නම්. හොදයි අය්යේ මේ. ගේම් එක ගැන video එකක් කරන්නකෝ. Cutie garden,2021-02-20T02:25:51Z
🤝,2021-02-20T02:02:48Z
,2021-02-20T01:44:09Z
good everyone need this in these days,2021-02-20T01:40:43Z
apinam ready,2021-02-20T01:37:50Z
Wow,2021-02-20T01:37:28Z
ඕකෙන්ම bank account ekaka හදාගන්න පුළුවන් ද,2021-02-20T01:37:19Z
,2021-02-20T01:31:53Z
https://youtu.be/Gnjpzf9nwv8,2021-02-20T01:15:46Z
පුලුවන් අය මට subscribe 500ක් ගන්න උදව් කරන්න මමත් අවංකවම උදව් කරනවා,2021-02-20T01:15:39Z
පුලුවන් අය මට subscribe 500ක් ගන්න උදව් කරන්න මමත් අවංකවම උදව් කරනවා,2021-02-20T01:15:32Z
පුලුවන් අය මට subscribe 500ක් ගන්න උදව් කරන්න මමත් අවංකවම උදව් කරනවා,2021-02-20T01:15:26Z
ps5 ultimate gaming setup ekath dannakoo,2021-02-20T01:13:16Z
"One of the the best app I got
So many offers & easy payment methods
Best wallet app ",2021-02-20T01:03:21Z
Nice bro,2021-02-20T00:54:20Z
Supper  app  eka.,2021-02-20T00:50:52Z
Ado one plus nord gane danpko vidio ekk,2021-02-20T00:25:01Z
Niyamai aiya.,2021-02-19T23:24:50Z
app story eke nane app eka,2021-02-19T22:42:45Z
".has anybody here watched ""Nervous so much"" on youtube ??? 🤣🤣🤣",2021-02-19T21:45:45Z
Mge tec hero,2021-02-19T19:46:41Z
,2021-02-19T19:42:45Z
Mata sapota  karannako,2021-02-19T19:21:51Z
Good,2021-02-19T19:17:27Z
,2021-02-19T19:16:34Z
anuka di silwa kiyanne kauda aiye,2021-02-19T19:02:25Z
"I don't like to know about mobile phones & technology .
Btw I love to listen  Chanux ayya's speaking way and love to watch his all videos ",2021-02-19T19:02:12Z
"*තෙරුවන්සරණයි! යාලුවනේ*

*තවත් කෙනෙක්ගේ දියුණුවක් දැකලා හදවතින්ම සතුටු වෙන්න පුලුවන් ආදරණීය හදවත්වලින් ඉල්ලන අහිංසක ඉල්ලිමක්*

*නිදහසේ අහන්න පුලුවන් ලස්සන සිංදු ටිකක් මගේ චැනල් එකේ තියෙනවා, ඇවිත් බලන්න, හොදයිනම්  සහයෝගයක් දෙන්න.සහයෝගය ඕනී යාලුවොත් එන්න comment එකක් දාන්න*

*තෙරුවන්සරණයි! 
පරිස්සමෙන් ඉන්න*.....",2021-02-19T19:01:43Z
Chargers?,2021-02-19T18:36:24Z
236 Comment 718 Like.,2021-02-19T18:29:27Z
Samsung Note 20 ultra එක හැදුවද? Chanux bro,2021-02-19T18:23:42Z
🤣,2021-02-19T18:22:03Z
HNB na bro 🤐,2021-02-19T18:17:23Z
Aiye onama bank account ekak add karanna puluwanda,2021-02-19T18:09:32Z
"Niyama app ekak supiri 
Thank you chanux aiye",2021-02-19T18:06:22Z
වැඩිම like ප්‍රමාණයක් තියෙන comment එකක් සහ chanux අයියා ගෙන් love එකක් එකක් ගන්න බලාගෙන ඉන්න අය කවුද ? ,2021-02-19T17:56:41Z
ඔකෙන් පුලුවන්ද රීලොඩ් දගන්නත්,2021-02-19T17:45:58Z
Bank transfer karanna option ekak nene app eke. Eka thamai aula.,2021-02-19T17:40:23Z
සුපිරි සුපිරි ,2021-02-19T17:34:53Z
"එල එල  chanux 
",2021-02-19T17:33:52Z
Chanux ,2021-02-19T17:23:57Z
කෝ බලන්න හැමදාම chanux ගේ videos බලන කට්ටිය,2021-02-19T17:23:56Z
නිදාගන්න හැදුවා විතරයි අනෙ,2021-02-19T17:20:39Z
Nidiyanna yaddi me video eka balapu kattiya me konata,2021-02-19T17:18:27Z
Adeh,2021-02-19T17:17:04Z
pavichi karala thiyana wa,2021-02-19T17:16:44Z
Super video.,2021-02-19T17:16:06Z
ela kollo,2021-02-19T17:11:01Z
තේ එකක් බිස්කට් එකක් අරගෙන ලෑස්ති වෙන්න දෙයක් නෑ රෑට කාලා ඉන්නේ. 🤣🤣🤣🤣🤣,2021-02-19T17:10:13Z
patta,2021-02-19T17:09:33Z
අයියා huawei celia  assistant gana video ekak oni,2021-02-19T17:09:28Z
I trust u,2021-02-19T17:05:27Z
Lanka qr tiyenne kohed?,2021-02-19T17:02:50Z
Super,2021-02-19T17:00:51Z
Superb ,2021-02-19T16:58:53Z
whatapp unband karanna khda,2021-02-19T16:57:32Z
chanux ayiya gan thama  akak ganna Bari Una aya ko ,2021-02-19T16:57:20Z
Razer laptops gana video ekak one,2021-02-19T16:55:42Z
golden button කපරක්කුඉ පරක්කුයි කියන කට්ටිය  like එකක් දාගෙනයන්න,2021-02-19T16:55:41Z
Ela,2021-02-19T16:55:23Z
Chanux ayye mn laga 26800mAh battery ekak tiyena phone ekak tiyenwa habay display gihilla display ekak hoyaganna na ,2021-02-19T16:54:51Z
කෝ අනේ gold button එක..🤔🤔🤨,2021-02-19T16:53:31Z
kawda chanux brota kemithi like karana yata,2021-02-19T16:53:26Z
ජයවේවා ,2021-02-19T16:53:13Z
"🥂.
අහලා බලන්න ඇසිපියන් 
https://youtu.be/ORtzCwgcvE0
සම්පූර්ණ ගීතයම රසවිඳ, හොඳයි නම් channel එකත් sub කරලා ගීතයේ හොඳ නරක comment එකකින් කියන්න 
ඔබට ජය ",2021-02-19T16:52:55Z
Supiri video ekak chanux bro bannema hida ewa..,2021-02-19T16:51:26Z
https://youtu.be/V7nHWHneo3c,2021-02-19T16:50:51Z
Ape mudal walata lebena arakshawa kohomada?video ekak danna,2025-05-11T14:31:37Z
bank wala labagena athi rate kohomada dannako,2025-05-11T14:20:13Z
මගේ HNB ගිණුමක් තියෙනවා කොහොමද තැන්පතුවක් දාගන්නෙ.  මම ඉන්නෙ පිටරට,2025-05-09T13:59:52Z
ඉඩම් උකස් පොලී අනුපාතය කීයද  hnb,2025-05-01T14:23:54Z
Ahurudu..2kata..dala..masan..poliya..ganna..laksa..39kta..keyada,2025-04-24T08:49:31Z
අද,2025-02-27T16:10:27Z
Sishshathweta thegi dennedda oyala  anith bank wala denawa.,2025-01-31T15:52:19Z
විශ්‍රාමිකයන්ට සාදාරන පොලියක් ලබා දෙන්න,2025-01-29T04:41:19Z
බෙහෙවින්ම ස්තුතියි දැනුවත් කිරීම ගැන ඔබතුමාට ,2025-01-22T10:07:20Z
"මේවා වැඩකට ඇති පොලි නොවේ.විශ්‍රාමිකයින් ට අඩු ගානේ 11%,12% වත් දෙන බැංකුව ක් ගැන දැනුවත් කරන්න. එහෙම නැතිනම් භාන්ඩාගාර බිල් පත් වල විශ්වාසයක් ඇත්ව මුදල් ආයෝජනය කල හැකි ක්‍රමයක් කියා දෙන්න.මේවා හැමදාම කියන බයිලානේ.ස්තුති .",2025-01-22T09:28:03Z
"Anay..may..boru danna. Apa..YouTube..akay..saile..hoyanawa 

Borukarayo",2025-01-20T10:53:26Z
ඔයා කියන දේ කිසිම වැදගත් කමක් නැත.,2025-01-20T06:54:00Z
Boru baila..mewa balala ape kalaya nasthi wenawa..pissu,2025-01-19T19:28:38Z
Ma tikiri Lankawa... Badupoliya adukalada,2025-01-19T14:59:53Z
රට ඉන්න කෙනෙක්ට ගොඩක් ස්තූතියි දැනුවත් කිරිමට කොහොමද ගිණුමක් ඕපන් කරන්නෙ,2025-01-19T14:19:45Z
 ලැබෙන පොලි අනුපාතය ගණනය කරලා තියෙන්නේ ඔයා බදු මුදල් අයින් කරලද?,2025-01-19T09:59:57Z
Pass එක මුලිම්ම ඉල්ලන්නෙ අපෙ කාඩ් එකෙ අංක 6 ද,2025-02-24T03:44:05Z
Watina vidieo ekk digatama oya wage watima widieo tikk genna,2025-01-09T14:22:28Z
Nickname ekata mokada danne,2025-01-02T03:59:13Z
Nice content ,2024-11-26T04:08:12Z
"frimi aluth update eke full function vedio ekak genna, aluth debit card eke design ekath pennanna pulwnda",2024-11-17T16:04:51Z
වීඩියෝ එකක් හොය මින් ඉද්දි දැක්කෙ දැන් දාලා තියෙන්නේ  ,2024-10-05T06:11:58Z
,2024-10-05T03:53:12Z
ohoma karala Othanadi enter karanna ena coad ekamada api card eka dala salli gannakotath enter karanna ona,2025-05-17T00:09:11Z
Ethakota bilak 4n ekata enawada,2025-05-10T01:33:30Z
Danawd?,2025-03-24T08:14:03Z
Bro hnb ek add karapu acc delete karn puluwand,2025-03-24T08:13:52Z
,2025-01-12T06:56:50Z
,2025-01-08T13:43:24Z
Money market ginum kramaya tiyenne  privet banku wala vitaraida.,2024-08-17T01:47:21Z
ලක්ශ 60 ක් දැම්මොත්  අවුරුද්දට කොච්චර පොලියක් හැදෙනවද,2024-07-13T08:28:25Z
Money market අවදානම්,2024-07-09T10:41:28Z
e kiwwe laksa 5k mammoth master 35k enawa kiyalada,2024-07-09T08:02:12Z
Perez Kenneth Miller Scott Thompson Sharon,2024-09-24T07:01:43Z
Without card? How,2024-12-26T21:05:05Z
ATM Fee saver app is very helpful for every traveller :),2023-06-22T20:05:09Z
"Video Pudichi Irrutha Like Share Pannuga 
Travel Tech Family..",2021-05-22T15:00:02Z
"Reserve reference na enna 
My reference na enna bro and athila nanga enna kudukkanum",2025-04-23T04:40:18Z
one digital banking app la 2 accounts Epdi maintain pannalam?,2025-04-10T14:20:14Z
Brother hnb digital banking use pani bank account open panamudiyuma,2025-01-01T06:44:23Z
Hnb digital banking App I'll name change Panna mudijuma,2024-12-12T06:32:24Z
Gi ithu account open pannure techniquea,2024-12-10T01:27:02Z
Thanks,2024-11-16T12:43:57Z
"Hi bro anthe transfer pannum pothu MY reference, receiver reference Endu irukkean athukku enna ender pandrendu oru vedio podungge bro",2024-10-17T07:54:37Z
Bro ippa visa card  illadi onu panna mudiyatha naa velinadulla  irukka athunalla visa card  illa plz solluga efpdi onu panurathu,2024-08-28T11:05:29Z
Bro e book history delete pannalama?,2024-05-09T07:24:44Z
Nan deposit panniddan .athai eppidi stop pannuvathu?,2024-05-08T15:34:02Z
"Anna password, username maranthal enna seyjalam",2024-05-04T16:20:18Z
Alert number change please tell me bro,2024-02-24T10:22:51Z
Please share a video Corporate Net banking for how to login for new user,2023-11-18T03:40:22Z
,2023-11-18T03:38:26Z
Peoples pay opn anna,2023-08-08T12:32:38Z
bro kiratti kat peman ental enna,2023-06-22T19:39:42Z
Anna card Illama epdi apps use pannura,2023-05-03T13:27:50Z
Enakku kurunagala HNB  bank no vendum,2023-03-15T13:45:25Z
,2023-02-26T13:33:24Z
Bro transfer pannurathula amound ku kila 2 keduruku athu ennathu bro,2023-02-09T14:41:38Z
Yes it is useful. But also say how  to get a  pdf receipt  after making a fund Transfer,2023-01-16T14:02:38Z
Thanks bro,2023-01-02T14:21:28Z
Bro Debit Card Online payments activela இருக்குது எண்டத எப்படி App மூலமா தெரிஞ்சு கொள்ளலாம்????,2022-12-14T08:23:41Z
