Comment,Date
Apply link ekak nedda?,2025-05-19T00:46:52Z
Internship yanna berid 6 months walin ain wenna puluwnd ,2025-05-18T17:44:26Z
Ane pls kynko mekt 20 wenidt interview gyoth hrid kyl,2025-05-18T17:16:37Z
Island wideද?,2025-05-18T16:25:29Z
First  ,2025-05-18T15:42:40Z
මම ඉන්නෙ පිටරට මගේ HNB ගිණුමක් තියෙනවා..කොහොමද ස්ථාවර තැන්පතුව ක් දාන්නෙ,2025-05-09T14:03:32Z
Fixed deposit ekak end karanne kohomada obligation app eke,2025-03-09T03:01:18Z
Bank ekata nogihin e bank haraha deposit karsnna puluwanda.kalin deposit karala nati kenekta.,2025-01-25T05:05:09Z
H n b pinas nambar akak denna ko,2025-01-20T05:35:33Z
,2025-05-23T11:59:29Z
Očekuju je ključna riječ  Lažovi,2025-05-23T09:01:33Z
Tako je najavio prije dvije godine,2025-05-23T06:36:26Z
Nije se pomaknuo sa mjesta njihov guverner,2025-05-22T19:50:29Z
"Vujo, osušio si se od svojh laži! Prodao si našu kunu i sad trgovci dižu cijene 100 posto.",2025-05-22T19:42:15Z
Ape mudal walata lebena arakshawa kohomada?video ekak danna,2025-05-11T14:31:37Z
bank wala labagena athi rate kohomada dannako,2025-05-11T14:20:13Z
මගේ HNB ගිණුමක් තියෙනවා කොහොමද තැන්පතුවක් දාගන්නෙ.  මම ඉන්නෙ පිටරට,2025-05-09T13:59:52Z
ඉඩම් උකස් පොලී අනුපාතය කීයද  hnb,2025-05-01T14:23:54Z
Ahurudu..2kata..dala..masan..poliya..ganna..laksa..39kta..keyada,2025-04-24T08:49:31Z
අද,2025-02-27T16:10:27Z
Sishshathweta thegi dennedda oyala  anith bank wala denawa.,2025-01-31T15:52:19Z
විශ්‍රාමිකයන්ට සාදාරන පොලියක් ලබා දෙන්න,2025-01-29T04:41:19Z
බෙහෙවින්ම ස්තුතියි දැනුවත් කිරීම ගැන ඔබතුමාට ,2025-01-22T10:07:20Z
"මේවා වැඩකට ඇති පොලි නොවේ.විශ්‍රාමිකයින් ට අඩු ගානේ 11%,12% වත් දෙන බැංකුව ක් ගැන දැනුවත් කරන්න. එහෙම නැතිනම් භාන්ඩාගාර බිල් පත් වල විශ්වාසයක් ඇත්ව මුදල් ආයෝජනය කල හැකි ක්‍රමයක් කියා දෙන්න.මේවා හැමදාම කියන බයිලානේ.ස්තුති .",2025-01-22T09:28:03Z
"Anay..may..boru danna. Apa..YouTube..akay..saile..hoyanawa 

Borukarayo",2025-01-20T10:53:26Z
ඔයා කියන දේ කිසිම වැදගත් කමක් නැත.,2025-01-20T06:54:00Z
Boru baila..mewa balala ape kalaya nasthi wenawa..pissu,2025-01-19T19:28:38Z
Ma tikiri Lankawa... Badupoliya adukalada,2025-01-19T14:59:53Z
රට ඉන්න කෙනෙක්ට ගොඩක් ස්තූතියි දැනුවත් කිරිමට කොහොමද ගිණුමක් ඕපන් කරන්නෙ,2025-01-19T14:19:45Z
 ලැබෙන පොලි අනුපාතය ගණනය කරලා තියෙන්නේ ඔයා බදු මුදල් අයින් කරලද?,2025-01-19T09:59:57Z
Pass එක මුලිම්ම ඉල්ලන්නෙ අපෙ කාඩ් එකෙ අංක 6 ද,2025-02-24T03:44:05Z
Watina vidieo ekk digatama oya wage watima widieo tikk genna,2025-01-09T14:22:28Z
Nickname ekata mokada danne,2025-01-02T03:59:13Z
ohoma karala Othanadi enter karanna ena coad ekamada api card eka dala salli gannakotath enter karanna ona,2025-05-17T00:09:11Z
Ethakota bilak 4n ekata enawada,2025-05-10T01:33:30Z
Danawd?,2025-03-24T08:14:03Z
Bro hnb ek add karapu acc delete karn puluwand,2025-03-24T08:13:52Z
,2025-01-12T06:56:50Z
,2025-01-08T13:43:24Z
For M SC HORTICULTURE by Cuet pg score card ???? When counselling will start?,2025-05-24T07:28:27Z
Main campus ka name bataiye sayad srinagar h aur kya main campus me ballb hai kya 5 years law please pata karke bata digiye i request you pls main campus me ballb hai ya nhi aur main campus ka name,2025-05-14T02:33:43Z
Kya hi kahu wow,2025-04-27T09:23:50Z
