Comment,Date,language
Meken bank transfer karanna puluwan da?,2022-01-08T04:19:58Z,ta
Api karana transfer wlt ganak kpnwda..?,2021-12-30T06:44:57Z,si
It's excellent,2021-11-05T08:14:30Z,si
Oyage අත විතරයි පෙන්නේ phone eka penne nh,2021-09-18T08:08:28Z,si
5.35 Mona pin tha add karanda one,2021-09-07T09:03:03Z,si
Bank acount ta tarnfar karanna puluvamda,2021-09-01T01:23:55Z,ta
Moeny transfer karanna pulivamda,2021-09-01T01:21:15Z,ta
Wenath bank akakata gewanne kohomada,2021-08-25T09:26:50Z,si
"mama solo app eka dagattha, mata eka cvv eka mata maga card eka last anka 3n gahanna denne nane, ekata mokada keranne, mokakada e Era eka ???",2021-08-04T17:03:02Z,ta
වෙන bank එකකට සල්ලි යවන්න බැරිද,2021-07-17T09:01:19Z,si
Bro me app ekata txt tiyanawadha?,2021-07-06T16:43:54Z,ta
Credit cards couldn't add... I tried several times and different cards...,2021-06-17T14:57:21Z,en
Water bill electricity bill gewannath puluwanda,2021-06-12T00:26:43Z,ta
direct money transwer karanna puluwanda?,2021-06-11T19:13:31Z,ta
Meka flash account eka wageda?ethakota onema bank ekaka account ekak link kranna puluwanda?,2021-06-11T18:52:21Z,ta
Vena bank ekakta salli transar krnne komda,2021-06-07T04:14:16Z,si
Me welawe hetiyta loku udawwk una.me video eka.thank you so much.,2021-06-05T05:37:54Z,si
"Me peoples bank account eka PayPal ekatai ,google AdSense ekata link karana video ekak danna puluwanda ?",2021-05-31T11:01:11Z,ta
2000 like eka magen ,2021-05-29T13:02:19Z,si
Wena ewata transfer  karanna puluwanda,2021-05-25T08:53:26Z,ta
Niyamai ..,2021-05-23T13:23:24Z,si
Account eke salli thiyenna oneda?,2021-05-23T03:24:16Z,en
අනේ කවුරු හරි කියනවද solo app එකෙන් වෙන bank එහෙක account එහෙකට සල්ලි දාාන්නෙ කොහොමද කියල ලොකු උදව්වක්,2021-05-06T06:49:13Z,si
Hnb digital app gana krnnko,2021-04-16T04:46:30Z,si
Meka app eke pitaratakata wadakaranawada lankawe account ekakata add karoth,2021-03-26T11:06:15Z,si
,2021-03-14T15:02:42Z,
One of the best app i got,2021-03-14T14:32:32Z,en
This is the best digital wallet I have used in Sri lanka. Has made payments 100 times easier by HNB.,2021-03-02T16:58:50Z,en
M,2021-03-01T18:27:04Z,si
Ayye shop ekakata gihilla hariwidiyata phone eken pay karana widiya gana video ekak karanna,2021-03-01T17:40:04Z,ta
SOLO by HNB ,2021-02-26T08:26:26Z,en
Chanux aiyee oya phone ekak reset karana eka pilibadawa video ekak karannakooo. Eka 4n ekata hodada nadda kiyalawath danaganna. From android 4n,2021-02-26T06:53:23Z,ta
Solo niyamai... ez cash app eke thiyenawa ape wallet ekata QR ekak.. e wage Solo wallet ekata salli ganna puluwam wenna QR ekak denawanan hondai..,2021-02-25T17:03:30Z,ta
සුපිරි ,2021-02-24T17:12:18Z,si
Huawei y7a eke login wennabane error enawa,2021-02-24T02:46:24Z,si
Wireless headset ගැන විඩියෝ එකක් කරන්න පුළුවන් ද,2021-02-24T01:59:37Z,si
Chanux academy eke programming nawaththapu තැනින් patan ganna,2021-02-23T04:58:40Z,ta
Hi අයියා,2021-02-22T15:39:22Z,si
මමත් use කරනවා. පට්ට ලේසි. (Example-SLT Bill එකේ QR එක scan කරාම ගානත් auto වැටෙනවා. Finger print එක දෙන්න විතරයි තියෙන්නෙ. ),2021-02-22T15:03:12Z,si
,2021-02-22T13:02:07Z,
Aiya me online free fire video ekak  ada havasa danndako please,2021-02-22T06:00:35Z,si
අයියේ ඔයාට පුලුවන්නම්. පෝන් එකේ ඩිස්පෙලෙ එක ටිවි එකට ගන්න පුලුවන් විදිහේ විඩියෝ එකක් කරන්නකෝ. දැන් තියෙන ඔනම පෝන් එක්කට සෙට් වෙන ඔනම ටීවි එක්කට සෙට් වෙන කේබල් එකක් කියන්න. USB  නැතුව,2021-02-22T02:27:17Z,si
ලංකා qr ස්කෑන් කරලම ඕකෙන්  pay කරතහකිද,2021-02-22T01:58:05Z,si
වෙන bankවල trance and bill paymentවල දී feeඑකක් add වෙනවා ද,2021-02-22T01:08:36Z,si
Anee aiye podi awlak phon ekee puluwan nann danma udawwak ooona call gaddi aiye watenawa not  registered on network kiyala call gannath baa enneth naa puluwan  udawwak aiye,2021-02-21T23:42:46Z,ta
ඉංග්‍රීසි මුල සිට ම ඉගෙනගන්න අප හා එක්වන්න,2021-02-21T18:39:54Z,si
Anuk de silva ,2021-02-21T11:53:05Z,si
අය්යෙ studio tour එකක් දෙන්නකො.studio එකක් හදන්න ideas ගන්න ඕන.,2021-02-21T11:43:25Z,si
,2021-02-21T09:33:41Z,
Niyamai  chanux අයියේ,2021-02-21T06:28:11Z,si
seller kenek kohomada meka araganne? online payment gateway 1k ganna bari insta walin wage business karana or podiyata website ekak hadala  business karana ayata meka eyalage business ekata use karanna bari da?,2021-02-21T05:42:34Z,ta
download kara use kare na thaa,2021-02-21T04:37:26Z,si
bank to bank pay karanna pluwanda,2021-02-21T04:28:29Z,ta
The application is not in App Store for iPhones,2021-02-21T00:12:07Z,en
Solo app eken salli sheya karanna berida wena bank account walata...aiya,2021-02-20T16:33:05Z,ta
Patta app ekk,2021-02-20T16:20:51Z,si
පට්ට,2021-02-20T15:56:33Z,si
Niyama solo app eka ..ratama kamathi da koheda,2021-02-20T15:15:47Z,si
This will lead us to a new era...,2021-02-20T14:24:13Z,en
,2021-02-20T13:30:56Z,
Can you tell me how to find out if our phone is infected?,2021-02-20T12:34:25Z,en
https://youtu.be/UsaRtWsNDt4,2021-02-20T11:53:53Z,other
පට්ට!!!,2021-02-20T11:53:19Z,si
Ayiye koo gold play botton eka.,2021-02-20T10:56:33Z,si
Poco m3 review ekak dannako,2021-02-20T10:06:28Z,ta
Hudek mage me wyayamaya raja sapa pinisa nowana athra chanux bro gen reply ekak bala poroththuwen bawa karunawen salakanna,2021-02-20T09:55:07Z,ta
නියමයි,2021-02-20T09:49:44Z,si
Pubg ගහන අය like එකක් දාලා ID එක දීලා යන්න කෝ,2021-02-20T09:39:24Z,si
Bank transfer karanna beridha?,2021-02-20T09:25:56Z,ta
super ,2021-02-20T09:08:57Z,si
heart එකක් දැන්වත් pls දාන්නko chanux aiye,2021-02-20T08:39:24Z,si
wena monawa kiyannada ela kollek,2021-02-20T08:17:22Z,ta
2021 අලුත්ම සින්දුව මෙන්න https://youtu.be/ZrjhfHH0hzg,2021-02-20T07:55:44Z,si
අනේ  DJI  Mavic mini 2  ගැන  unboxing  එකක්  ගේන්න්කෝ,2021-02-20T07:36:21Z,si
Uba video okama balatiyanawa asawatama habai oya unboks karana okama tackgajate mata hinayake vitharai aiya,2021-02-20T07:36:16Z,si
UnBOXING video ekak one plz,2021-02-20T07:34:45Z,si
ගූ bank එකක් hnb කියන්නෙ,2021-02-20T07:20:32Z,si
Oyage number akak danna puluwan da,2021-02-20T07:08:51Z,ta
"Ayiye podi prashnayak,oyata poddak katha karala dena ganna ona plss",2021-02-20T07:08:15Z,ta
Ane ayye gold play button eka unbox korannako,2021-02-20T06:58:52Z,ta
Enne kohomada,2021-02-20T06:37:07Z,si
Aiiye phone ekata software update ewanne kohenda,2021-02-20T06:36:51Z,si
Alienware laptop gena video ekak karannako aiye,2021-02-20T06:19:04Z,ta
Super chanux bro,2021-02-20T06:03:33Z,ta
Keep it up superb chanux අයියේ,2021-02-20T05:49:05Z,si
You tube free Nam upload freeda bro,2021-02-20T05:47:49Z,ta
මම මේක භාවිතා කරනවා ගොඩක් හොඳයි .,2021-02-20T05:42:53Z,si
එල කොල්ලෝ ,2021-02-20T05:08:51Z,si
9  \c,2021-02-20T04:43:42Z,si
"නියමයි,ගොඩාක් වටිනවා.",2021-02-20T04:23:35Z,si
Chanux aiya ape HNB debit card eke thiyena mudal pramanaya dena ganna berida oken .,2021-02-20T03:56:25Z,ta
අදත් ආවා,2021-02-20T03:48:36Z,si
https://youtube.com/channel/UCzLCgksSQHNw_bShWMdBxzA,2021-02-20T03:41:02Z,other
,2021-02-20T03:26:48Z,
ane aiye GTA 5  game play one,2021-02-20T03:20:05Z,si
සබ්ස්ක්රය්බ්  1000   ගන්න  විදිය   දාන්න   වීඩියෝ 1  ඕනි,2021-02-20T03:19:35Z,si
එක වැදගත් නෑ මගේ වයස අවුරුදු දාහතරයි,2021-02-20T03:13:44Z,si
"goldenplay button eka unbox karanna niyamithai kiyalath dan maasayak wenawa
koo chanux eka",2021-02-20T03:11:16Z,ta
වෙන bank ekkt diposhit krnn..පුලුවන් ද..,2021-02-20T03:07:06Z,si
Diposhit puluwn dd..,2021-02-20T03:06:11Z,si
Ayye huawei y7A phone eka ganath one,2021-02-20T02:57:37Z,si
Ayye huawei y7A phone eka ganath oneeeee,2021-02-20T02:57:02Z,si
HNB account එකක් නැතුව වෙන bank account  එකක්  ඕකට ඇඩ් කරලා payment කරාම එයාලා අපේ account eken ගානක් කපා ගනීද.,2021-02-20T02:55:08Z,si
Fortnite gameply ekak one ayako,2021-02-20T02:49:29Z,si
"Apahu"" sinhala geek show ekata එහෙමත් නැත්තං chanux bro youtube chanel ekata kiyana kallata"" කැමති aya ko",2021-02-20T02:47:49Z,ta
can i use this app offline?,2021-02-20T02:36:23Z,en
Video එක නම්. හොදයි අය්යේ මේ. ගේම් එක ගැන video එකක් කරන්නකෝ. Cutie garden,2021-02-20T02:25:51Z,si
Video එක නම්. හොදයි අය්යේ මේ. ගේම් එක ගැන video එකක් කරන්නකෝ. Cutie garden,2021-02-20T02:25:51Z,si
🤝,2021-02-20T02:02:48Z,other
,2021-02-20T01:44:09Z,
good everyone need this in these days,2021-02-20T01:40:43Z,en
apinam ready,2021-02-20T01:37:50Z,si
Wow,2021-02-20T01:37:28Z,si
ඕකෙන්ම bank account ekaka හදාගන්න පුළුවන් ද,2021-02-20T01:37:19Z,si
,2021-02-20T01:31:53Z,
https://youtu.be/Gnjpzf9nwv8,2021-02-20T01:15:46Z,other
පුලුවන් අය මට subscribe 500ක් ගන්න උදව් කරන්න මමත් අවංකවම උදව් කරනවා,2021-02-20T01:15:39Z,si
පුලුවන් අය මට subscribe 500ක් ගන්න උදව් කරන්න මමත් අවංකවම උදව් කරනවා,2021-02-20T01:15:32Z,si
පුලුවන් අය මට subscribe 500ක් ගන්න උදව් කරන්න මමත් අවංකවම උදව් කරනවා,2021-02-20T01:15:26Z,si
ps5 ultimate gaming setup ekath dannakoo,2021-02-20T01:13:16Z,ta
"One of the the best app I got
So many offers & easy payment methods
Best wallet app ",2021-02-20T01:03:21Z,en
Nice bro,2021-02-20T00:54:20Z,ta
Supper  app  eka.,2021-02-20T00:50:52Z,si
Ado one plus nord gane danpko vidio ekk,2021-02-20T00:25:01Z,si
Niyamai aiya.,2021-02-19T23:24:50Z,si
app story eke nane app eka,2021-02-19T22:42:45Z,si
".has anybody here watched ""Nervous so much"" on youtube ??? 🤣🤣🤣",2021-02-19T21:45:45Z,en
Mge tec hero,2021-02-19T19:46:41Z,en
,2021-02-19T19:42:45Z,
Mata sapota  karannako,2021-02-19T19:21:51Z,ta
Good,2021-02-19T19:17:27Z,si
,2021-02-19T19:16:34Z,
anuka di silwa kiyanne kauda aiye,2021-02-19T19:02:25Z,si
"I don't like to know about mobile phones & technology .
Btw I love to listen  Chanux ayya's speaking way and love to watch his all videos ",2021-02-19T19:02:12Z,en
"*තෙරුවන්සරණයි! යාලුවනේ*

*තවත් කෙනෙක්ගේ දියුණුවක් දැකලා හදවතින්ම සතුටු වෙන්න පුලුවන් ආදරණීය හදවත්වලින් ඉල්ලන අහිංසක ඉල්ලිමක්*

*නිදහසේ අහන්න පුලුවන් ලස්සන සිංදු ටිකක් මගේ චැනල් එකේ තියෙනවා, ඇවිත් බලන්න, හොදයිනම්  සහයෝගයක් දෙන්න.සහයෝගය ඕනී යාලුවොත් එන්න comment එකක් දාන්න*

*තෙරුවන්සරණයි! 
පරිස්සමෙන් ඉන්න*.....",2021-02-19T19:01:43Z,si
Chargers?,2021-02-19T18:36:24Z,en
236 Comment 718 Like.,2021-02-19T18:29:27Z,si
Samsung Note 20 ultra එක හැදුවද? Chanux bro,2021-02-19T18:23:42Z,ta
🤣,2021-02-19T18:22:03Z,other
HNB na bro 🤐,2021-02-19T18:17:23Z,ta
Aiye onama bank account ekak add karanna puluwanda,2021-02-19T18:09:32Z,ta
"Niyama app ekak supiri 
Thank you chanux aiye",2021-02-19T18:06:22Z,si
වැඩිම like ප්‍රමාණයක් තියෙන comment එකක් සහ chanux අයියා ගෙන් love එකක් එකක් ගන්න බලාගෙන ඉන්න අය කවුද ? ,2021-02-19T17:56:41Z,si
ඔකෙන් පුලුවන්ද රීලොඩ් දගන්නත්,2021-02-19T17:45:58Z,si
Bank transfer karanna option ekak nene app eke. Eka thamai aula.,2021-02-19T17:40:23Z,ta
සුපිරි සුපිරි ,2021-02-19T17:34:53Z,si
"එල එල  chanux 
",2021-02-19T17:33:52Z,si
Chanux ,2021-02-19T17:23:57Z,si
කෝ බලන්න හැමදාම chanux ගේ videos බලන කට්ටිය,2021-02-19T17:23:56Z,si
නිදාගන්න හැදුවා විතරයි අනෙ,2021-02-19T17:20:39Z,si
Nidiyanna yaddi me video eka balapu kattiya me konata,2021-02-19T17:18:27Z,ta
Adeh,2021-02-19T17:17:04Z,si
pavichi karala thiyana wa,2021-02-19T17:16:44Z,si
Super video.,2021-02-19T17:16:06Z,si
ela kollo,2021-02-19T17:11:01Z,si
තේ එකක් බිස්කට් එකක් අරගෙන ලෑස්ති වෙන්න දෙයක් නෑ රෑට කාලා ඉන්නේ. 🤣🤣🤣🤣🤣,2021-02-19T17:10:13Z,si
patta,2021-02-19T17:09:33Z,si
අයියා huawei celia  assistant gana video ekak oni,2021-02-19T17:09:28Z,si
I trust u,2021-02-19T17:05:27Z,si
Lanka qr tiyenne kohed?,2021-02-19T17:02:50Z,si
Super,2021-02-19T17:00:51Z,si
Superb ,2021-02-19T16:58:53Z,si
whatapp unband karanna khda,2021-02-19T16:57:32Z,ta
chanux ayiya gan thama  akak ganna Bari Una aya ko ,2021-02-19T16:57:20Z,ta
Razer laptops gana video ekak one,2021-02-19T16:55:42Z,si
golden button කපරක්කුඉ පරක්කුයි කියන කට්ටිය  like එකක් දාගෙනයන්න,2021-02-19T16:55:41Z,si
Ela,2021-02-19T16:55:23Z,si
Chanux ayye mn laga 26800mAh battery ekak tiyena phone ekak tiyenwa habay display gihilla display ekak hoyaganna na ,2021-02-19T16:54:51Z,ta
කෝ අනේ gold button එක..🤔🤔🤨,2021-02-19T16:53:31Z,si
kawda chanux brota kemithi like karana yata,2021-02-19T16:53:26Z,ta
ජයවේවා ,2021-02-19T16:53:13Z,si
"🥂.
අහලා බලන්න ඇසිපියන් 
https://youtu.be/ORtzCwgcvE0
සම්පූර්ණ ගීතයම රසවිඳ, හොඳයි නම් channel එකත් sub කරලා ගීතයේ හොඳ නරක comment එකකින් කියන්න 
ඔබට ජය ",2021-02-19T16:52:55Z,si
Supiri video ekak chanux bro bannema hida ewa..,2021-02-19T16:51:26Z,ta
https://youtu.be/V7nHWHneo3c,2021-02-19T16:50:51Z,other
ATM Fee saver app is very helpful for every traveller :),2023-06-22T20:05:09Z,si
"Video Pudichi Irrutha Like Share Pannuga 
Travel Tech Family..",2021-05-22T15:00:02Z,en
Alert number change please tell me bro,2024-02-24T10:22:51Z,ta
Please share a video Corporate Net banking for how to login for new user,2023-11-18T03:40:22Z,en
,2023-11-18T03:38:26Z,
Peoples pay opn anna,2023-08-08T12:32:38Z,ta
bro kiratti kat peman ental enna,2023-06-22T19:39:42Z,ta
Anna card Illama epdi apps use pannura,2023-05-03T13:27:50Z,ta
Enakku kurunagala HNB  bank no vendum,2023-03-15T13:45:25Z,ta
,2023-02-26T13:33:24Z,
Bro transfer pannurathula amound ku kila 2 keduruku athu ennathu bro,2023-02-09T14:41:38Z,ta
Yes it is useful. But also say how  to get a  pdf receipt  after making a fund Transfer,2023-01-16T14:02:38Z,en
Thanks bro,2023-01-02T14:21:28Z,ta
Bro Debit Card Online payments activela இருக்குது எண்டத எப்படி App மூலமா தெரிஞ்சு கொள்ளலாம்????,2022-12-14T08:23:41Z,ta
மிகவும் பயனுள்ள பதிவு நன்றி தம்பி. வீட்டில் இருக்கும் எங்களை போன்ற பெண்களுக்கு இந்த பதிவு ஒரு மிகவும் பயனுள்ளதாக உள்ளது.,2022-11-26T07:58:34Z,ta
But application ipo work pannalla bro enna issues?,2022-11-18T15:43:15Z,ta
Debit card illama eppady bro active panra??,2022-10-19T08:56:50Z,ta
Too looooooong,2022-09-02T21:47:26Z,si
Indha(HNB) app la srilanka la irundhu india ku money pay panna mudiyuma?,2022-06-01T07:09:14Z,ta
Super sharing,2022-05-25T06:50:41Z,en
Bro already use pannirunthan aana ippo marupadiyum install Panna user name wrong nu solluthu,2022-05-13T04:40:37Z,ta
Hnb very good mobile app,2022-04-25T07:20:34Z,en
Bro qr code scans panna elluma,2022-04-09T03:54:34Z,ta
Hnb digital banking or comb bank ithila ethu best?,2022-03-30T03:29:43Z,en
பொபல்க்கு வரவேன்டியா பணாத்தை இதில் பொரமுடியிம்மா நண்ப,2022-02-21T07:08:09Z,ta
ஒண்லையின்னில்  ஏன்பண்ணும் பணாத்தை பொட்ரு கொல்ல முடியிமா  நண்ப தழிழலிழ் பதில்,2022-02-20T11:41:13Z,ta
Itha use panni forign adress ku pay pannalaama bro,2022-02-14T07:53:20Z,ta
Bro debit card pin  no yenga irikida,2021-12-10T10:24:48Z,ta
Super definition thanks,2021-12-04T14:23:23Z,en
Online moolam hnb bank account create pannalama,2021-11-29T09:17:27Z,ta
"thanks  bro , how to delete transactions  histroy?",2021-11-11T14:49:01Z,ta
How Can I change my registered mobile number to a new number ?should I visit the bank or can I do it online?,2021-11-09T16:02:37Z,en
bro debit card pin enga iruku..im a new user..so edhunu puriyamatengudhu..urgentt pls rply bro,2021-10-29T07:56:10Z,ta
Clear & Detail information.,2021-10-25T12:11:04Z,en
Useful video,2021-10-13T04:35:25Z,si
Bro after o/l hnb bank la loan apply pannalama?,2021-10-05T09:50:49Z,ta
Sinhala,2021-09-30T16:31:36Z,si
CoinDCX use panni crypto currency moolama money withdraw pannalum ifsc coad illama,2021-09-17T12:20:32Z,ta
Super bro,2021-09-05T04:19:05Z,ta
Card ille bro en uncle eranthutaru card ille but avaru card edukala so acount online banking edukalama,2021-09-01T01:15:59Z,ta
Card illena active panne mudiyatha bro,2021-09-01T01:14:45Z,ta
Bro money transfer pannurathu purila adhula yaruku pay pannuravangata account details ah kodukanum,2021-08-29T14:33:19Z,ta
Phoneku Reload pannalaama bro na intha app use panre bro very useful ,2021-08-28T08:50:23Z,ta
Super ,2021-08-14T17:55:10Z,si
Bro reload podattda pending endu varuthu athu kku enna panra thu bro konjam sollunga,2021-08-03T17:55:14Z,ta
Please tell how to transfer fund from HNB savings account to HNB credit card through Digital Banking App .,2021-07-31T12:04:44Z,en
"Anna enaku oru help
Srilanka la irinthu indaiku money anupalama online moolama? 
Because srilankan government stop transaction",2021-07-21T08:12:01Z,ta
Bro transactions delete Panalama bro?,2021-07-13T12:05:44Z,ta
How to change my phone number,2021-07-09T14:44:20Z,en
Bro eppadi online la Bill pay panniradhunu video poduggala edhula,2021-07-06T15:26:54Z,ta
Bro edhukku tex/= eeukku rane?endha register panna,2021-07-06T15:13:51Z,ta
bro how to use from laptop with same user and password coz i yey its not working please can you advise,2021-07-02T21:34:05Z,ta
bro showing debit frozen?,2021-06-27T17:55:58Z,ta
Nice ithu ungda A/C 018020133511,2021-06-25T12:50:23Z,en
Credit card kasu poda mudiyatha bro hnb card kku,2021-06-16T03:29:24Z,ta
Bro reference என்றால் என்ன,2021-06-14T06:55:31Z,ta
brother HNB Digital Banking la irundhu Commerial or Boc Bank Account ku Cash Tranfer Panna Mudiuma,2021-06-14T06:29:36Z,ta
"Hi anna, itha use panni indian bank accountuku money send pannalama ?? Plz reply or foreign accountuku(india) money eppidi transfer pannrathunu explain pannunga....Tq",2021-06-11T15:02:54Z,ta
BOC app la neraya bugs irkuu but HNB best,2021-06-11T08:25:04Z,si
"Good app
Very clear explanation 
Why don't you try @solo by hnb app",2021-06-06T06:40:18Z,en
"Hi bro
Nanum hnb digital banking app than use pannuran.
Entha apps a oru account madduma use panna mudiyum",2021-06-05T13:12:17Z,ta
Utility payments kku extra fees irukka bro,2021-06-04T06:48:06Z,ta
It’s good but can’t understand tamil ,2021-06-03T18:07:37Z,en
Anna AL exam onlinela private ahh eppidi apply panrathu video podunka,2021-06-01T03:09:08Z,ta
Nanum use panren bro,2021-05-31T09:59:41Z,ta
Online banking use panradhukki charges eppidi bro,2021-05-31T02:16:34Z,ta
Bro intha app use panni vara bank account akkalukku money annuppalaamaa bro,2021-05-30T15:07:21Z,ta
Usefull vdo ,2021-05-29T04:00:31Z,si
Please do it for NSB bank,2021-05-29T03:55:41Z,en
OTP விளங்கவில்லை,2021-05-28T03:44:15Z,ta
com bank patthi vidieo podunka bro,2021-05-27T13:16:37Z,ta
Can pay another banks Credit card payment by hnb online,2021-05-26T17:06:04Z,en
Bank cheque ah paththi full video onnu podunga,2021-05-26T10:02:08Z,en
Five time kedudan anna,2021-05-26T10:01:35Z,ta
Anna bank cheque ah paththi sollunga anna,2021-05-26T10:01:22Z,ta
"Very useful, and a well narrated update",2021-05-26T05:18:33Z,en
Super bro,2021-05-25T07:48:19Z,ta
"Anna, people's bank ku sollungale",2021-05-24T03:48:24Z,ta
"HI Anna May 31 st ku piragu YouTube monetization enable aagichina appo US tax info submit panna 30% tax vettuvangala
Please sollunga anna plz most of small Youtuber ku ithu periya doubt ...",2021-05-23T19:05:35Z,ta
"HI Anna May 31 st ku piragu YouTube monetization enable aagichina appo US tax info submit panna 30% tax vettuvangala
Please sollunga anna plz most of small Youtuber ku ithu periya doubt ...",2021-05-23T19:05:30Z,ta
"HI Anna May 31 st ku piragu YouTube monetization enable aagichina appo US tax info submit panna 30% tax vettuvangala
Please sollunga anna plz most of small Youtuber ku ithu periya doubt ...",2021-05-23T19:05:25Z,ta
"HI Anna May 31 st ku piragu YouTube monetization enable aagichina appo US tax info submit panna 30% tax vettuvangala
Please sollunga anna plz most of small Youtuber ku ithu periya doubt ...",2021-05-23T19:04:57Z,ta
Anna boc online banking app pathiyum video podunga anna,2021-05-23T12:22:48Z,ta
Nan bavikiren semma,2021-05-23T10:57:59Z,si
Bro அப்படியே boc online bank பற்றியும் கொஞ்சம் சொன்னா suppara இருக்கும்.,2021-05-23T07:43:24Z,ta
Bro enda phone La hnb digital banking app support panala enda phone model j2 2015 model ethula entha app support pannatha,2021-05-23T06:54:33Z,ta
Vannakam thala video romba use ful,2021-05-23T05:48:37Z,ta
Bro how to send mony india ku pls sollunga epdi send panrathu indiavuku,2021-05-23T04:53:09Z,ta
"Tnx Anna and super video 
Commercial bank app pathi sollunga",2021-05-23T04:38:56Z,ta
Bro airtel time based pakkege irukka,2021-05-23T04:24:04Z,ta
Bro India kku Mony sent pannalama,2021-05-23T04:00:22Z,ta
Best money transfer app paththi podunga bro,2021-05-23T03:41:59Z,ta
"Super Bro 
Thank you ",2021-05-22T20:22:39Z,ta
Also boc good,2021-05-22T20:13:25Z,si
Bro Samsung F41 review podunga,2021-05-22T20:11:17Z,ta
,2021-05-22T18:12:59Z,
Bro Iq opinion support ahutha,2021-05-22T18:11:08Z,ta
super,2021-05-22T17:13:18Z,si
"I don't miss your videos 🤗
I like your videos
Good information for us",2021-05-22T17:11:08Z,en
Hi,2021-05-22T16:41:13Z,si
Today Ennota Corona Positive Story video potirukan support pannunga friends 🤝,2021-05-22T16:31:23Z,si
Com bank online banking patri Oru video poadunga bro,2021-05-22T16:03:24Z,ta
Keep it up brooo ,2021-05-22T15:56:14Z,ta
New Background with pc & Video resolution also good.,2021-05-22T15:54:05Z,en
"Hi bro,
Very very useful information.
Eppidi oru video ekkaaka rompa days wait panniddu erunthan bro...
Thank you so much..
Keep it up bro ",2021-05-22T15:50:41Z,ta
Alibaba online shopping app சம்மந்தமாகவும் ஒரு பொருளை எவ்வாறு வாங்குவது பற்றி Video போடுங்க bro.... Pls.....,2021-05-22T15:47:59Z,ta
"Credit card epdi edukura bro plz bro tell me
EMI la epdi product vankuran plz",2021-05-22T15:33:12Z,ta
Online Bank Fund Transfer video ondu podunga bro,2021-05-22T15:28:53Z,ta
Hi bro iq options earning video podunga,2021-05-22T15:25:55Z,ta
"Video Pudichi Irrutha Like Share Pannuga 
Travel Tech Family..",2021-05-22T15:00:02Z,en
"NtB Frimi யை விடவா???
Unlimited Data என்று சொல்லும் அனைத்தும் ஏமாற்று வேலை

Mobitel postpaid & prepaid சுத்த Waste பயன்படுத்த வேண்டாம்",2021-05-22T14:47:42Z,ta
Ez cash topup karanna baa needa,2024-04-27T12:57:07Z,ta
Email aka add karanne kohomada?,2024-03-29T12:49:09Z,si
වවගගනමම්ස්න්ංන්,2024-03-25T09:41:39Z,si
Best work brother,2024-03-24T02:56:08Z,ta
Bank account number eke 15 digits thiyenw.. app eka 12 digits.. ethkot mk,2024-03-20T03:36:01Z,si
Thnx good,2024-03-14T17:46:24Z,si
Good thnx,2024-03-14T17:45:52Z,si
Wrong account number sending money how to refund,2024-03-06T15:25:13Z,en
Block unama vena phone ekakin haduvakida,2024-03-04T07:37:56Z,si
Aiye me app ekata dawasa gane kiyak hari kepenawada ape account eken,2024-02-24T19:06:00Z,si
