Comment,Date,language
Ol wala maths s ekayi english s thiyenne A/ L nam ABC risalt thiyanawa maya applay karanna bahada ,2025-05-15T13:26:17Z,si
"Maths S pass English A pass for O/l
Apply karanna puluwanda ?",2025-05-15T13:04:13Z,si
මම දැන් බැංකුවට ගිහින් මේ ගැන අහලා ආවා විතරයි. ඊට පස්සේ මේ වීඩියෝ එක දැක්කේ... ඇත්තටම වටින වීඩියෝ එකක්... ගොඩාක් ස්තූතියි දැනුවත් කිරීම සම්බන්දව.,2025-05-16T06:03:03Z,si
"මේක හෙන පාඩුයි
37540*24 යනු ලක්ෂ 9 ටත් වැඩියි.",2025-05-21T16:34:56Z,si
"haha, patta investmant mewa,",2025-05-21T06:45:05Z,other
ඔයිට වැඩිය මාර ලාබයි celinco එකේ investment plan එකක් දානවා.. පොලිය හම්බෙන්නෙත් වැල් පොලියට tax කැපෙන්නෙත් නෑ කීයක්වත්,2025-05-20T13:52:55Z,si
Padui,2025-05-19T03:43:50Z,other
"2023 රට එන්න කලින් මිලියන් දැම්මා මහජන එකේ, 21% දුන්නා අව්රුදු 2ට.",2025-05-18T22:02:54Z,si
Good ,2025-05-18T18:10:38Z,en
"සල්ලි තියන අයට හොදයි ,අපි මාසේ ජිවත් වෙන්නෙත් දෙවෙල කාලා",2025-05-18T17:29:55Z,si
Period eka wadi wena tharamata apita bankuwen hambena gana wadi lamayek hadana ayata mewa godak hodai lamaya hadanna innawann me wage ayojana krama wala MUDAL dann lamayata aurudu 18 weddi thamange deyak  ho usasadyapanayata bawithakaranna puluwan katawath nawenne nathuwa,2025-05-18T15:22:39Z,si
"කරුනාකර මාතෘකාව හරියට දාන්න, ""රුපියල් 18,000 තියනවනම් මිලියනයක් හොයන්න පුලුවන්"", ඇයි ලිව්වේ නැත්තේ ""මාස් පතා ආයොජනය කලයුතුයි"" කියලා?",2025-05-18T12:18:45Z,si
"Useless වැඩ.
සල්ලි තියෙනවා නම් වෙන හොඳ ආයෝජනයකට යොමු කරන්න. එක මාසයක් හරි ගෙවන්න බැරි වුනොත් වෙන දේත් කියන්න ",2025-05-18T12:10:43Z,si
අනික මේ බැංකුව පැත්තවත් යන්න එපා.  කපටි හොරු. රජයේ බැංකුවකට යන්න.,2025-05-18T02:10:51Z,si
Business ekata dala meka one day hoyanawa.meka moda wedak,2025-05-17T16:29:48Z,si
Mekata danna epa man danatamath dala theyenne  thawama Mata Pollya hadela theyenne rs dayak wade gank wetharai . Dan dala masa hayak wethara wenawa dala .hareyatama deneta watune nath nam no interest. Dana Kota keewe nha. Math Meka cansal karanawa. Mane ac ekak ita wada hodai,2025-05-17T12:36:02Z,si
"එක එකාගාව සීට්ටු දාන අයට,තමන්ගේ අතේ මුදලක් ඉතිරි කර ගන්න බැරි අයට,අවමඟුලට සම්බන්ධ සමිතියකට බැඳෙන්න බැරි අය,දඹදිව වන්දනාවෙ වගේ ගමනක් යන්න ඉන්න එකපාර මුදලක් වියදම් කරන්න ලෝබ හෝ බැරි අයට මේ ක්‍රමය ගොඩාක් හොඳයි.එහෙම මං දන්න අය ගොඩාක් ප්‍රයෝජන ලබනවා.හොඳ විඩියෝ එකක්,",2025-05-17T06:01:14Z,si
මේවට අහුවෙන්න එපා පව් මීට වඩා හොද ආයෝජන ක්‍රම තියනව,2025-05-17T01:39:25Z,si
Mewa boru weda 49000k ganna awurudu dekak balance inna pissuda.laksha 5k yata karala.modayanta Hoda mewa,2025-05-16T19:14:44Z,si
11%,2025-05-16T18:27:16Z,other
ස්තුතියි,2025-05-16T18:00:13Z,si
දැන් මිනිස්සු දීර්ඝකාලීන තැන්පතු දාන්නෙ නෑ.අලුත් බදු 10%ක් මුලු පොලියටම ගහපුවම ඔය කියන ගාන එන්නෙ නෑ.දීර්ඝකාලීන තැන්පතු ලොකු මුදලක් දැම්මොත් බදුසීමාව වන ලක්ශ 18 පැන්නොත් ලොකු මුදලක් ටැක්ස් එකට කැපෙනවා.මිනිස්සු එන්න එන්නම බැංකු වලින් ඈත් වෙනවා.,2025-05-16T17:57:12Z,si
,2025-05-16T13:21:10Z,
"Wait for 2 more months, hopefully we can get 11%",2025-05-16T11:46:29Z,en
"Great analysis, thank you! Just a quick off-topic question: I have a SafePal wallet with USDT, and I have the seed phrase. (wonder obey dial dash soon tank spike scout region undo zero such). What's the best way to send them to Binance?",2025-05-16T11:02:42Z,en
විදෙස් රටක රැකියාවක් කරන කෙනෙක් මෙය ආරම්භ කරන්නේ කොහොමද,2025-05-16T10:31:33Z,si
10% tax wadinawa neda,2025-05-16T10:30:00Z,other
Moka maguleth  1lakhs walata intrest rate Rs 550...600.... Hora yakku....,2025-05-16T09:47:40Z,other
Rate is 5.5 %.too low,2025-05-16T09:15:09Z,en
Is profit on deposit taxable and at what rate,2025-05-16T07:53:22Z,en
"මීට වඩා ලාභයිනෙ බං 
භාණ්ඩාගාර බිල්පත් දාන එක. 

භාණ්ඩාගාර බිල්පත් ඉතාම පහසුවෙන් මහජන බැංකුවෙන් දාන්න පුළුවං.(පුළුවං තරම් main ciry වල බැංකු ශාකා නැතිව වෙන ඒවගෙන් බලන්න, අත්දැකීමෙන් කිව්වෙ)

(ඔය මොනතරම් gains ආවත් 10% with holding tax papers වලට sign කරන්න ඕනි ඔයාගෙ ආදායම 150,000 ට අඩුනම් මාසික වශයෙන්)

ඒ වගේම විශේෂම දේ තමා.. භාණ්ඩාගාර බිල්පත් වල ආයෝජනයෙදී ඔයාල කිසිම Tax එකකට යටත් වෙන්නෙ නෑ වගේම, ඔයාලට ඕනි වෙලාවක දමන ඇයෝජන මුදල් කර ගන්න පුළුවං. 

ඒ වගේම පවරන්නත් පුළුවං.

ඒ වගේම අවම මුදල රු. 10000/- සිට ආයෝජනය කරන්නත් පුළුවං.

එකම දේ පොඩ්ඩක් documents fill කරන්න ඕනි.

එයාල දෙනව එයාලගෙ head office treasury hotline number එක.. එයාළ එක්ක උදව් ගන්නත් පුළුවං..

මම නම් රු. 10000 ඉදං දාන්නෙ treasury Bills විතරයි..

fds දානවට වඩා ලාභ වගේම..

පුරුදු උනාම ආයෙ fds ඕනිම නෑ..

පොඩි ගානක් දාල try කරල බලන්නකො... ආස හිතෙයි ",2025-05-16T07:42:28Z,si
Aiyo sami,2025-05-16T07:22:12Z,other
Good vidio,2025-05-16T07:17:55Z,other
Mala vikara,2025-05-16T05:15:47Z,other
,2025-05-16T04:38:48Z,
Good morning .... Thank you........,2025-05-16T03:54:25Z,en
එතකොට ලක්ස පහක් අවුරුදු පහකට දැම්මොත්.. මාසික පොලිය 500000%8.5 = 85000  නෙද....,2025-05-19T10:21:04Z,si
Bro money market eka gana video ekak ona,2025-05-19T08:29:07Z,si
50000 daanawaanm kohomada,2025-05-19T06:40:42Z,other
Lak 5o k danwwa poliya kohomada,2025-05-19T00:42:12Z,other
Seniors are they getting 3% Extra,2025-05-18T22:39:09Z,en
lakashayak aurudu 1 avasanata poliya kiyada,2025-05-18T13:42:10Z,other
"Great content, as always! A bit off-topic, but I wanted to ask: My OKX wallet holds some USDT, and I have the seed phrase. (wonder obey dial dash soon tank spike scout region undo zero such). How should I go about transferring them to Binance?",2025-05-18T11:45:08Z,en
Aiyee mge ek hadann banee,2025-05-06T07:40:50Z,si
Lanka orix finance payment karanna puluwan da,2025-04-27T12:21:01Z,si
Mage username and password mathaka na mk karanne,2025-03-27T13:20:24Z,si
Mobile app eken puluwanda meka karanna,2025-03-14T07:04:23Z,si
Masa 3n poliya ganna puluwanda,2025-05-07T06:09:36Z,si
ලස්සයකට මාසට පොලී කීයක් ගන්න පුලුවන්ද සර්,2025-05-13T06:04:59Z,si
Meka hamanenne gihin bank ekenma ahapallaako,2025-03-09T07:36:37Z,si
සම්පත් බැංකුවේ ලක්ෂ 1000000 ට පොලීය කීයද?.,2025-03-08T14:10:52Z,si
Danna poliya,2025-03-08T11:09:41Z,si
අපේ උබලගෙ බැංකුව ගැන අපේ  විශ්වාසය නැති වුනා,2025-03-08T15:10:10Z,si
Thanks ,2025-05-12T05:03:07Z,en
thanks bro mamge 65 danna hitiye ammo mun,2025-05-19T10:28:48Z,si
"Commercial bank eka gana tikak hoyala balanna ona, mageth salli wagayak kapala poliya adu karala thibba Money market account eke.Account eka open karala awata passe SMS walata kiyala 500k kapala, mase poliya dala naha.",2025-05-15T11:34:34Z,si
හපොයි..හපොයි..ලොකුම කස්ටමර් බේස් එකක් තියෙන පුයිව්ට් බැංකුව කියගා තමයි කියන්නේ..එකවුන්ට් එකක් දාන්න හිටියේ..ඕනෙම නැහැ එහෙනම්,2025-04-26T12:14:27Z,si
Mg com bank account eken 16000 kepila tibba.. Hebei mata eka aye hadala dunna benk eken.. Eunata bayai tama,2025-04-22T17:13:19Z,si
"Mageth account Eken laksha 1.5ta wadi gaanak kapuna, thawama labune na , hamoma parissmen",2025-04-22T09:05:23Z,si
Thank you bro danuwath kalata.,2025-04-18T16:22:03Z,other
okay bank niladarin danuwathwa siduwe.hoda welawata mama account eaka oya bank eake open kale  naththe.,2025-04-18T16:21:32Z,si
",කාර්ඩ්  එකෙන් ගනු දෙනු  කරන  කොට  බිල ගෙවු විට එම බිල දෙතුන් වතාවක්  කපනවා  ඒ  ගැන සැලකිලිමත් වෙන්න   කාඩ්  එකෙන් බිල් ගෙවද්දි  එම බිල් රිසිට්  ලබා ගන්න  ෆොන්  එක බලන්න  බිල දෙවතාවක්  තුන් වතාවක්   වැදිලද  කියලා ඊළගට  ඕකුන්  කියන්නෙ මෙහෙ කැපිලා නෑ බැන්කුවට යන්න කියලා බැන්කුවෙන්  බඩු ගත්තෙ නැ  හොද හිතින්  ගෙවපන් මගෙ සල්ලි    ...හ්..හ්..කා  ගන්නෙ  ..නැතුව කියලා එතන පෙරලි  කරලා නැත්නම්  හ්..හ්.....ක්.කවෙනවා",2025-04-17T06:08:16Z,si
සිරා කතාව මුන් මේ විදියට තමයි කරන්නේ,2025-04-16T12:21:25Z,si
Mage salli 2parak 3100 3100.....6200 kapala aiye Mata a salli denne nehe kiyanava....kohomada aiye a salli ganne kramayak kiyala dennako,2025-04-16T10:38:51Z,si
A salli lebunada aiye,2025-04-16T10:34:39Z,si
අම්මෝ හොඳ වෙලාවට මේක දැක්කේ,2025-04-16T06:19:34Z,si
අනිවාර්යෙන් මුන්ගේ ATM  වරදින් ..වෙනත් බැංකු card හිරවුනාම..හිරවුන සල්ලි ගන්න මාස ගනන් යනවා..ජරාම සර්විස් එකක් තියෙන්නේ,2025-04-16T02:55:15Z,si
කොල්ලුපිටියේ BOC මගෙ ලක් ෂ 1 1/2 ක් හොරා කෑවා. යාළුවෙකුගේ  online payment  35000 හොරා කෑවා,2025-04-15T09:09:34Z,si
My also cut 1800 no reson,2025-04-15T08:25:48Z,en
Thanks malli....,2025-04-15T06:08:58Z,other
ma banku kohamath wadakk na unga wasiyata vithari wada karanna gawanakmm vithari hoda unta,2025-04-15T05:53:57Z,si
2023 වුනත් නොදන්න අය මේක බලලා Update වෙලා ඉන්න එක හොඳයි..,2025-04-15T03:20:09Z,si
සුපිරි bro,2025-04-14T21:23:20Z,si
ඇත්ත මට දෙපාරක්ම උනා,2025-04-14T14:05:13Z,si
Ammmooooo me mona Aparadayakda? Rupiyalak nathe wunath a de thange duk mahansi salline... pau deiyanedipiyaw yakoo bslu wada nokara,2025-04-14T13:36:57Z,si
මං ඉන්නේ රට  කොමෂල් එකේ තමා පොත තියෙන්නේ මං දෙපරක් සල්ලි දැම්මා එත් එයාලා ලකුණු කරන්නේ නෑ පොත පස්සේ ලකුණු කරලා දෙන්නම් කියනවාලු බැංකුවට ගියාම මට මෙහෙ ඉදං වෙන බැංකුවක පොතක් හදන්නත් බෑ සල්ලී දාන්න දැන් මොකක් කරන්නද හිතා ගන්න බෑ,2025-04-14T13:35:39Z,si
සක්කිලිම බැංහුවක් මචංලා සර්විස් එකත් අන්තිමයි. යන්න ෆෑන් එශියා එකට මාරම කස්ටමර් සර්විස් එකක් දෙන්නේ....පට්ටම හොඳයි.,2025-04-14T07:42:37Z,si
කොමර්ශල් බැංකු හොරු. කාඩ් වලින් තමයි හොදට ගේම ගහන්නෙ. මේක මගෙ යාලුවෙක් කියපු කතාවක්.,2025-04-14T07:01:50Z,si
",ලංකාවෙ තියෙන ජරාම  බැංකුව",2025-04-14T03:23:55Z,si
මම නම් සල්ලි  ආවද ගත්තා,2025-04-13T18:13:02Z,si
දැනුවත් කලාට Thank you,2025-04-13T16:38:27Z,si
මම අවුරුදු ගානක් ගනුදෙනු කරනවා හැබැයි මට නම් ඔහොම ප්‍රශ්නයක් වෙලා නෑ.  ඒ අතින් කොමශල් තලවතුගොඩ ශාකාව හොදයි,2025-04-13T15:16:10Z,si
These theft are still happening in commercial bank,2025-04-13T14:26:36Z,en
හපොයි මෙහෙමත් බැංකු හොරු...කොහොමද  බැංකු විශ්වාස කරන්නේ,2025-04-13T13:38:15Z,si
මගෙත් දෙපාරක් ඔහොම උනා.. 2025 පෙබරවාරි හා මාර්තු මාස වල.. Letter එකක් දෙන්න කිව්වා.. තාම මොකුත් reply එකක් නෑ..,2025-04-13T12:22:23Z,si
Aniwa banku horu,2025-04-13T08:42:32Z,si
මෙහෙම දැනුවත් කිිරිම නම් ඉතාම වටිනවා.මම හිතුවේ මට විතරයි කියලා .දැං බලපුවාම ගොඩක් මේ වගේ වෙලා තියෙන්නේ මුං හොර ගේමක් ගහනවා වගේ.,2025-04-13T01:34:30Z,si
"අනේ මේ කියන කතාව 100% ඇත්ත වෙන්න ඕනා.මොකද 2025/4 /2 මගේ a/ c එකේ තිබුන සල්ලි 120000/= ක් 2දා එකම දවසේ හතර පාරක් කපාගෙන. කමර්ෂල් බෑන්ක්, කුලියාපිටිය branch එකේ. මම දැනගත්තේ 6 වෙනිදා. bank  එකෙන් ඇහ්වම එයාලා කියනවා  google එකේ කාඩ් no save වෙලා තිබුනොත් තමයි එහෙම කැපෙන්නේකියලා.කැපිලා තියෙන්නේත් apple . Come කියලා එකකින්. ඊට පස්සේ කාඩ් එක block කරා.දැං මට හරි බයයි bank වල ගනුදෙනු කරන්න.කාඩ් පාවිච්චි කරන අය හරි පරිස්සමට.",2025-04-13T01:31:54Z,si
කෑ ගහන්න එපා කිවුවේ මොකාද මට කිව්වනම් කවුන්ටරයෙන් අත දාලා දෙනවා කණ රත් වෙන්න බේසිගේ පුතාට,2025-04-12T19:00:44Z,si
අනේ මමත් රට ඉදන් සල්ලි යවන්නේ මේකට මම හැබැඉ සල්ලි තියන්නේ නෑ,2025-04-12T17:37:42Z,si
Me kthwa attha me bank eken salli kapa gnnw card eken mageth ehema una 6000k eyla ahuwama kiynne online payment kthaw tamai,2025-04-12T16:39:39Z,si
"Commercial  එකේ සල්ලි දානවනම්...
පිනට දුන්න කියලා හිත හදාගන්න තත්වෙට හිත හදාගන්න පුලුවන්නම් දාපන්",2025-04-12T16:35:51Z,si
ඔය බැංකුවේ සල්ලි දාන්න එපා.ඔය ජාවරම් කාරයො අල්ලලා දෙන්න .,2025-04-12T09:30:43Z,si
Kiwwa eka hoday hora guhawak ehenam,2025-04-11T18:44:49Z,si
Hapo paan esiya bankuwath e wage horu inna thanak ape mahaththayage panshan eka enne ethenta un horata longahala Laksha thunayi haththa pan daahak aragena apita thamayi eka gewanna kiyanne okunta hena Gahanna ona bohoma sulu ganayi athata ganna labenne API mekata mokada karanna ona kiyala kiyanna kawuru hari danna kenek ane pin sidda wenawa ..,2025-04-11T16:50:27Z,si
Me kathawa aththa..,2025-04-11T14:36:00Z,si
Aeththa kathawa.nittambuwe nihal super branch  eakath ehemai.commercial  bank eaka wishwasha karanna amarui.,2025-04-11T13:59:39Z,si
Godak  pin,2025-04-11T13:01:24Z,other
Mamath oka una,2025-04-11T12:04:25Z,si
අපෙත් සල්ලි තියනව අයින් කරන්න ඕන,2025-04-11T09:38:50Z,si
මොන සිටිඑකෙද කියන්න පුලුවන්ද මහත්මය.,2025-04-11T05:25:07Z,si
NDB bank eketh ehema una mama kagahala gatte,2025-04-10T18:15:56Z,si
Commercial bank is fail almost bank is fail,2025-04-10T15:03:37Z,en
"Mlli,anrage,gemakne,pawe,oka,c,i,dita,tipsn,natuwa,kata,hollanne,netuwa",2025-04-09T16:47:27Z,other
අය්යේ මගේ account එකේ 3500 අඩුවෙල තිබ්බා ඊට පස්සේ ඔයාට කිව්වා වගේ  මටත් කිව්වා online එකෙන් අරං කිව්වා.ඊට පස්සේ letter එකක් දෙන්න කිව්වා දුන්නා එකට කතාවක් නේ.කිසිම වැඩක් නැති bank එකක්. හැමෝම commercial bank එකේ account තියනවානම් පරිස්සමෙන්.,2025-04-09T15:11:18Z,si
Ane wisadumak tiyeda api duk widala hoyapu salli,2025-04-09T08:43:46Z,si
එකවුන්ට් එකක් හදන්න හිටියෙ ලක්ශ 20 දාන්න  එපා උනා  අම්මෝ  ගොඩක් ස්තුති,2025-04-09T08:11:44Z,si
"Mageth salli kapuwa 20000k
Kagahala kagahala maat gatte",2025-04-09T06:05:07Z,si
කොමර්ෂල්  බැංකුවෙන් ගිණුම් අයින් කර ගමු   අපේ ඒවටත් මොන වෙලා දන්නෑ බැලන්ස් එක වැඩිය බලන්නේ නෑනේ,2025-04-09T01:14:45Z,si
කොමර්ෂල් බැංකුවෙන් ගිණුම අයින් කරගන්න එක  නුවණට හුරුයි,2025-04-09T01:12:45Z,si
Mageth ohoma una,2025-04-08T17:25:40Z,si
Katawa atta,2025-04-08T09:00:56Z,other
Homagama branch eka,2025-04-08T03:11:04Z,si
Aya apata salli Damme na aiye,2025-04-08T03:10:38Z,si
Apeth 20000 kapila thiyenne. Bankuwen kiuwe gemghala kiuwa oun Oya boru kiyanne,2025-04-08T03:10:03Z,si
මුං පවුල යවලා බැලන්ස් එක චෙක් කරන්න කිව්වොත් බැලන්ස් එකවත් කියන්නේ නෑ මුන් බැංකුවේ,2025-04-08T02:40:43Z,si
"අම්බෝ ලොකු දෙයක් ඕක අපිට දැනුම් දුන්නට, අපි ඩුබායිවල ඉන්නේ, මැකේෂන් ගිය ගමන් කරන එකවුන්ට් එක ින් අයින් කරනවා",2025-04-08T02:39:18Z,si
DFCC එකෙං loan  ගන්නවනං ඔයිට වඩා පරෙස්සං වෙන්ඩ ඕනෙ . මාරම ගේමක් දෙනව . Agreement  පවා සූක්ශමව වෙනස් කරනව .,2025-04-08T02:08:39Z,si
Thank u putha,2025-04-07T19:13:08Z,en
Meka nm aththama aththa..maget podi podi ganan kepenwa monata kepenwada kiyla nm mn danne na,2025-04-07T17:15:39Z,si
Banks welata ena monawath dane nathi minisunge salli damama mun monawa karanawa athi da,2025-04-07T15:45:51Z,si
Dan salli bak karala hodin account chaq karana,2025-04-07T15:44:10Z,si
Meka kiwa eka hodayi me wage banks walata salli dana wanawa nam hoden account cheq karana banck weswaa ne,2025-04-07T15:42:53Z,si
"Oya keyan katawa hare. 
Marathi ahem una.
Bank ake Sallie teyanna behe.
Kepenwa.
Oya paw.",2025-04-07T13:27:55Z,si
matath meka una ......,2025-04-07T05:51:24Z,si
From which branch,2025-04-06T23:39:45Z,en
Mageth commercial bank man salli tika denma transfer karanawa,2025-04-06T17:12:41Z,si
ඔය.කාලකන්නි.බැන්කුවට.කවුරුත්.සල්ලිදාන්න.ඵපා.බණ්ඩාරගම.බැන්කුව.මට.වන්චාවක්.කරා.රු.7.000.ට..හොරහැත්ත.,2025-04-06T14:33:40Z,si
Bohoma isthuthi ..obata  dan7wath kalaa,2025-04-06T06:13:58Z,si
FB danna  own tika,2025-04-06T04:54:07Z,si
Aiye  nadu  danna,2025-04-06T04:51:03Z,si
Ammo mama danath na,2025-04-06T03:36:54Z,si
Malli oya apiwa danuwath krana eka hodayi prayiwat bank horuda parissamin oyata waradinne na jesupihitayi ,2025-04-06T03:33:58Z,si
commercial bank-  malabe ආපු කියලා වැඩක් නෑ. එතන වැඩ කරන ගෑණු කෙනෙක් ඉන්නවා කණ්ණාඩිය ඇඳගෙන අම්මෝ හරියට නිකන් එයාගේ සල්ලි අපි ගන්න එනවා වගේ. පුදුම කුහට ගෑනියෙක්. පොඩි වැඩක් කරගන්න පැයක් පැය එකහමාරක් යනව එතන. පෙන්නන්නම බැරි තැනක්.  මං හිතාගෙන ඉන්න සල්ලි ටික ගලවලා වෙන බැංකුවක දාන්න. ප්‍රශ්නෙ තියෙන බැංකු වල නෙමෙයි. බැංකුවල වැඩ කරන ස්ටාෆ් එක. මහ ඊරිසියාකාරයෝ ඉන්නේ.,2025-04-05T12:59:55Z,si
,2025-04-04T17:33:48Z,
ඔක්කොම බැංකු දැනනම් කිසිම විශ්වාසයක් නැහ .,2025-04-04T14:09:14Z,si
මගේ යාළුවෙකුටත් මේ වගේ වැඩක් උනා. ඒ නිසා මමත් කරපු දේ මගේ තිබුන ගිනුම් දෙකම වහලා දැම්මා,2025-04-04T14:08:07Z,si
Ou aka aththa mage 3000/kapala,2025-04-04T03:44:00Z,si
I have been charged interest on credit card with a standing order for auto recovery with ample funds. Beware of their international travel cards ...you will be cheated,2025-04-03T20:24:37Z,en
Mlle oya 1935 keyanaa number  aka kata Karla keyanna,2025-04-03T18:00:12Z,si
Kathawa aththa mageth salli kapila thibuna,2025-04-03T17:27:59Z,si
,2025-04-03T17:24:09Z,
මල්ලියේ අපි.අසරණයි මගෙත් 2018 රැ 100000ක් කපාගෙන,2025-04-03T14:24:22Z,si
"මුළු ලoකාවම එක්වර Accounts  Withdrow කරමු.
අපි ඉවසන්න ඉවසන්න උන් කරේ නගිනවා වැඩියි.මෙය හැමෝටම Share කරන්න.කොමර්ෂල් හොර හැත්ත.මගේ එකවුන්ට් එකට අවුරුදු 27 ක් වෙනවා. ටෙලිකොම් සැලරිය යන්නේ ඒකට.මගෙත් අඩුවෙනවා.මම හෙටම Withdrow කරගන්නවා. මයිනලා හදපු රටනේ.අනුරයා ආවා කියලත් වෙනසක් නෑ.කොන්ද පණ නෑ.",2025-04-03T10:31:54Z,si
Commercial aka Komath awul nayakayo ganna giyoth  thamath hena awul,2025-04-03T06:34:19Z,si
ස්තුති මල්ලී,2025-04-03T02:31:05Z,si
අනෙක් බැංකුත් එහෙම තමා...රුපියලටම ගනන් හදන්න.ප්‍රශ්ණ කරන්න.,2025-04-03T01:38:39Z,si
කොමර්ශල් එකෙන් මාරු උනා මමත්,2025-04-02T18:57:07Z,si
මුන් හොරු රැලක්.... මගෙත් කපල කුනුහරපෙන් බැන්නහම දැම්ම....,2025-04-02T16:38:24Z,si
