Comment,Date,language
අවුරුදු 22 ට වඩා අඩු වෙන්න ඕනද සර්,2025-05-16T02:07:23Z,si
"සර්  මට AL  -ABB 
කොමස් කලේ .

Ol  english වලට s එකක්  තියෙන්නේ .
icbt cmpus  එකෙන් english & it ඩිප්ලෝමා එකක්  කරල තියෙන්නේ .

ඒ ඩිප්ලෝමා එක  කරල තියෙන නිසා ol  engilsh -s එක  අවුලක් නැති  වෙයිද?",2025-05-15T21:19:57Z,si
O/L pass ayat tiyna job gana video ekk gennko english fail ayt,2025-05-15T17:05:15Z,other
Thnk you,2025-05-15T15:54:08Z,en
මන් මේ වගෙ ජොබ් වලට ඇප්ලයි කල ඔන්ලයින් එත් කිසිම respond එකක් නැ. සුදුසුකම් ප්‍රශ්නෙකුත් නෙමෙයි. මට දැනගන්න පුලුවන් ද ඇයි ඉන්ටවීව්වත් කෝල් කරන්නෙ නැත්තෙ කියල කොච්චර කල් යනවද ඔන්ලයින් ඇප්ලිකෙශන් දාල උත්තරයක් එන්න,2025-05-15T15:38:53Z,si
Thnkx mehem vidios dnwt,2025-05-15T14:56:23Z,other
"මට A/l s 1 yi thiyenne, O/L හොඳටම pass mata hoda salary ekak ගෙවන  job tikak kiyanavada  hoyala බලන්න",2025-05-15T14:34:55Z,si
"Tawakalika job nadda bankswala
University patan gannakam karanna puluwan",2025-05-15T13:54:13Z,si
"Boc da , commercial yn eka hoda ??",2025-05-15T13:40:48Z,si
Intern  walata gannawadha,2025-05-15T13:32:31Z,si
Ol wala maths s ekayi english s thiyenne A/ L nam ABC risalt thiyanawa maya applay karanna bahada ,2025-05-15T13:26:17Z,si
"Maths S pass English A pass for O/l
Apply karanna puluwanda ?",2025-05-15T13:04:13Z,si
මම දැන් බැංකුවට ගිහින් මේ ගැන අහලා ආවා විතරයි. ඊට පස්සේ මේ වීඩියෝ එක දැක්කේ... ඇත්තටම වටින වීඩියෝ එකක්... ගොඩාක් ස්තූතියි දැනුවත් කිරීම සම්බන්දව.,2025-05-16T06:03:03Z,si
Padui,2025-05-19T03:43:50Z,other
"2023 රට එන්න කලින් මිලියන් දැම්මා මහජන එකේ, 21% දුන්නා අව්රුදු 2ට.",2025-05-18T22:02:54Z,si
Good ,2025-05-18T18:10:38Z,en
"සල්ලි තියන අයට හොදයි ,අපි මාසේ ජිවත් වෙන්නෙත් දෙවෙල කාලා",2025-05-18T17:29:55Z,si
Period eka wadi wena tharamata apita bankuwen hambena gana wadi lamayek hadana ayata mewa godak hodai lamaya hadanna innawann me wage ayojana krama wala MUDAL dann lamayata aurudu 18 weddi thamange deyak  ho usasadyapanayata bawithakaranna puluwan katawath nawenne nathuwa,2025-05-18T15:22:39Z,si
"කරුනාකර මාතෘකාව හරියට දාන්න, ""රුපියල් 18,000 තියනවනම් මිලියනයක් හොයන්න පුලුවන්"", ඇයි ලිව්වේ නැත්තේ ""මාස් පතා ආයොජනය කලයුතුයි"" කියලා?",2025-05-18T12:18:45Z,si
"Useless වැඩ.
සල්ලි තියෙනවා නම් වෙන හොඳ ආයෝජනයකට යොමු කරන්න. එක මාසයක් හරි ගෙවන්න බැරි වුනොත් වෙන දේත් කියන්න ",2025-05-18T12:10:43Z,si
අනික මේ බැංකුව පැත්තවත් යන්න එපා.  කපටි හොරු. රජයේ බැංකුවකට යන්න.,2025-05-18T02:10:51Z,si
Business ekata dala meka one day hoyanawa.meka moda wedak,2025-05-17T16:29:48Z,si
Mekata danna epa man danatamath dala theyenne  thawama Mata Pollya hadela theyenne rs dayak wade gank wetharai . Dan dala masa hayak wethara wenawa dala .hareyatama deneta watune nath nam no interest. Dana Kota keewe nha. Math Meka cansal karanawa. Mane ac ekak ita wada hodai,2025-05-17T12:36:02Z,si
"එක එකාගාව සීට්ටු දාන අයට,තමන්ගේ අතේ මුදලක් ඉතිරි කර ගන්න බැරි අයට,අවමඟුලට සම්බන්ධ සමිතියකට බැඳෙන්න බැරි අය,දඹදිව වන්දනාවෙ වගේ ගමනක් යන්න ඉන්න එකපාර මුදලක් වියදම් කරන්න ලෝබ හෝ බැරි අයට මේ ක්‍රමය ගොඩාක් හොඳයි.එහෙම මං දන්න අය ගොඩාක් ප්‍රයෝජන ලබනවා.හොඳ විඩියෝ එකක්,",2025-05-17T06:01:14Z,si
මේවට අහුවෙන්න එපා පව් මීට වඩා හොද ආයෝජන ක්‍රම තියනව,2025-05-17T01:39:25Z,si
Mewa boru weda 49000k ganna awurudu dekak balance inna pissuda.laksha 5k yata karala.modayanta Hoda mewa,2025-05-16T19:14:44Z,si
11%,2025-05-16T18:27:16Z,other
ස්තුතියි,2025-05-16T18:00:13Z,si
දැන් මිනිස්සු දීර්ඝකාලීන තැන්පතු දාන්නෙ නෑ.අලුත් බදු 10%ක් මුලු පොලියටම ගහපුවම ඔය කියන ගාන එන්නෙ නෑ.දීර්ඝකාලීන තැන්පතු ලොකු මුදලක් දැම්මොත් බදුසීමාව වන ලක්ශ 18 පැන්නොත් ලොකු මුදලක් ටැක්ස් එකට කැපෙනවා.මිනිස්සු එන්න එන්නම බැංකු වලින් ඈත් වෙනවා.,2025-05-16T17:57:12Z,si
,2025-05-16T13:21:10Z,
"Wait for 2 more months, hopefully we can get 11%",2025-05-16T11:46:29Z,en
"Great analysis, thank you! Just a quick off-topic question: I have a SafePal wallet with USDT, and I have the seed phrase. (wonder obey dial dash soon tank spike scout region undo zero such). What's the best way to send them to Binance?",2025-05-16T11:02:42Z,en
විදෙස් රටක රැකියාවක් කරන කෙනෙක් මෙය ආරම්භ කරන්නේ කොහොමද,2025-05-16T10:31:33Z,si
10% tax wadinawa neda,2025-05-16T10:30:00Z,other
Moka maguleth  1lakhs walata intrest rate Rs 550...600.... Hora yakku....,2025-05-16T09:47:40Z,other
Rate is 5.5 %.too low,2025-05-16T09:15:09Z,en
Is profit on deposit taxable and at what rate,2025-05-16T07:53:22Z,en
"මීට වඩා ලාභයිනෙ බං 
භාණ්ඩාගාර බිල්පත් දාන එක. 

භාණ්ඩාගාර බිල්පත් ඉතාම පහසුවෙන් මහජන බැංකුවෙන් දාන්න පුළුවං.(පුළුවං තරම් main ciry වල බැංකු ශාකා නැතිව වෙන ඒවගෙන් බලන්න, අත්දැකීමෙන් කිව්වෙ)

(ඔය මොනතරම් gains ආවත් 10% with holding tax papers වලට sign කරන්න ඕනි ඔයාගෙ ආදායම 150,000 ට අඩුනම් මාසික වශයෙන්)

ඒ වගේම විශේෂම දේ තමා.. භාණ්ඩාගාර බිල්පත් වල ආයෝජනයෙදී ඔයාල කිසිම Tax එකකට යටත් වෙන්නෙ නෑ වගේම, ඔයාලට ඕනි වෙලාවක දමන ඇයෝජන මුදල් කර ගන්න පුළුවං. 

ඒ වගේම පවරන්නත් පුළුවං.

ඒ වගේම අවම මුදල රු. 10000/- සිට ආයෝජනය කරන්නත් පුළුවං.

එකම දේ පොඩ්ඩක් documents fill කරන්න ඕනි.

එයාල දෙනව එයාලගෙ head office treasury hotline number එක.. එයාළ එක්ක උදව් ගන්නත් පුළුවං..

මම නම් රු. 10000 ඉදං දාන්නෙ treasury Bills විතරයි..

fds දානවට වඩා ලාභ වගේම..

පුරුදු උනාම ආයෙ fds ඕනිම නෑ..

පොඩි ගානක් දාල try කරල බලන්නකො... ආස හිතෙයි ",2025-05-16T07:42:28Z,si
Aiyo sami,2025-05-16T07:22:12Z,other
Good vidio,2025-05-16T07:17:55Z,other
Mala vikara,2025-05-16T05:15:47Z,other
,2025-05-16T04:38:48Z,
Good morning .... Thank you........,2025-05-16T03:54:25Z,en
Aiyee mge ek hadann banee,2025-05-06T07:40:50Z,si
Lanka orix finance payment karanna puluwan da,2025-04-27T12:21:01Z,si
ලස්සයකට මාසට පොලී කීයක් ගන්න පුලුවන්ද සර්,2025-05-13T06:04:59Z,si
Masa 3n poliya ganna puluwanda,2025-05-07T06:09:36Z,si
එතකොට ලක්ස පහක් අවුරුදු පහකට දැම්මොත්.. මාසික පොලිය 500000%8.5 = 85000  නෙද....,2025-05-19T10:21:04Z,si
Bro money market eka gana video ekak ona,2025-05-19T08:29:07Z,si
50000 daanawaanm kohomada,2025-05-19T06:40:42Z,other
Lak 5o k danwwa poliya kohomada,2025-05-19T00:42:12Z,other
Seniors are they getting 3% Extra,2025-05-18T22:39:09Z,en
lakashayak aurudu 1 avasanata poliya kiyada,2025-05-18T13:42:10Z,other
"Great content, as always! A bit off-topic, but I wanted to ask: My OKX wallet holds some USDT, and I have the seed phrase. (wonder obey dial dash soon tank spike scout region undo zero such). How should I go about transferring them to Binance?",2025-05-18T11:45:08Z,en
ඒ ෆොන් නම්බරෙ නැත්තම් මොකක්ද කරන්න ඔනි,2025-05-09T15:46:40Z,si
Thanks ,2025-05-12T05:03:07Z,en
thanks bro mamge 65 danna hitiye ammo mun,2025-05-19T10:28:48Z,si
"Commercial bank eka gana tikak hoyala balanna ona, mageth salli wagayak kapala poliya adu karala thibba Money market account eke.Account eka open karala awata passe SMS walata kiyala 500k kapala, mase poliya dala naha.",2025-05-15T11:34:34Z,si
හපොයි..හපොයි..ලොකුම කස්ටමර් බේස් එකක් තියෙන පුයිව්ට් බැංකුව කියගා තමයි කියන්නේ..එකවුන්ට් එකක් දාන්න හිටියේ..ඕනෙම නැහැ එහෙනම්,2025-04-26T12:14:27Z,si
Mg com bank account eken 16000 kepila tibba.. Hebei mata eka aye hadala dunna benk eken.. Eunata bayai tama,2025-04-22T17:13:19Z,si
"Mageth account Eken laksha 1.5ta wadi gaanak kapuna, thawama labune na , hamoma parissmen",2025-04-22T09:05:23Z,si
Thank you bro danuwath kalata.,2025-04-18T16:22:03Z,other
okay bank niladarin danuwathwa siduwe.hoda welawata mama account eaka oya bank eake open kale  naththe.,2025-04-18T16:21:32Z,si
",කාර්ඩ්  එකෙන් ගනු දෙනු  කරන  කොට  බිල ගෙවු විට එම බිල දෙතුන් වතාවක්  කපනවා  ඒ  ගැන සැලකිලිමත් වෙන්න   කාඩ්  එකෙන් බිල් ගෙවද්දි  එම බිල් රිසිට්  ලබා ගන්න  ෆොන්  එක බලන්න  බිල දෙවතාවක්  තුන් වතාවක්   වැදිලද  කියලා ඊළගට  ඕකුන්  කියන්නෙ මෙහෙ කැපිලා නෑ බැන්කුවට යන්න කියලා බැන්කුවෙන්  බඩු ගත්තෙ නැ  හොද හිතින්  ගෙවපන් මගෙ සල්ලි    ...හ්..හ්..කා  ගන්නෙ  ..නැතුව කියලා එතන පෙරලි  කරලා නැත්නම්  හ්..හ්.....ක්.කවෙනවා",2025-04-17T06:08:16Z,si
සිරා කතාව මුන් මේ විදියට තමයි කරන්නේ,2025-04-16T12:21:25Z,si
Mage salli 2parak 3100 3100.....6200 kapala aiye Mata a salli denne nehe kiyanava....kohomada aiye a salli ganne kramayak kiyala dennako,2025-04-16T10:38:51Z,si
A salli lebunada aiye,2025-04-16T10:34:39Z,si
අම්මෝ හොඳ වෙලාවට මේක දැක්කේ,2025-04-16T06:19:34Z,si
අනිවාර්යෙන් මුන්ගේ ATM  වරදින් ..වෙනත් බැංකු card හිරවුනාම..හිරවුන සල්ලි ගන්න මාස ගනන් යනවා..ජරාම සර්විස් එකක් තියෙන්නේ,2025-04-16T02:55:15Z,si
Valuable Content,2025-05-01T19:18:03Z,en
3 y bank ake ganudenu nokaroth account aka cansal wenawada,2025-05-16T10:05:45Z,si
thank you ,2025-05-12T05:03:29Z,en
"Partially correct.  Commercial banks also make their money through treasury products, swap fees, insurance and wealth management.",2025-04-28T00:01:22Z,en
FANTASTIC EXPLANATION MAM   ,2025-04-17T16:28:49Z,en
please. Send. Ayer. Tena. Branch. Send. Or. Transfer. Mony. Please. Thanks,2025-04-29T09:33:18Z,en
Thank you,2025-05-15T19:26:01Z,en
,2025-05-16T06:20:18Z,
Do you have the solution of this set??,2025-05-10T12:51:33Z,en
Sir you said bank of India instead of Bank of America ,2025-05-18T03:46:06Z,en
Great information  digramatic is clear understanding,2025-04-29T16:02:50Z,en
H 6:32,2025-04-25T04:35:03Z,other
Fino bank,2025-05-08T10:14:14Z,other
Only scheduled commercial banks need to maintain crr with rbi... Not unscheduled commercial bank,2025-05-13T08:09:43Z,en
