Comment,Date,language
Sir යොමු අංකය kohomda Hoya ganne,2025-05-16T13:29:37Z,si
Sir mn 2 nd shy exam karann inne me aurudde. Eka karana gaman meka dammata aulak wennedda sir. Pls reply sir,2025-05-16T12:50:22Z,si
Treaning eka newasikada,2025-05-16T11:44:02Z,si
Invalid activation code kyl watenne ai,2025-05-16T11:15:25Z,en
Sir apply karana hemotm exam eka karann puluwnd,2025-05-16T09:42:27Z,si
අපිට exam.ලියන්න.පුලුවන් වෙයිද කියල දැනගන්න කොහොමද,2025-05-16T05:50:12Z,si
"Sir mt O/l frist shy english S 
second shy eke C thiyenne apply karanna puluwan da..",2025-05-15T10:21:24Z,si
Undergraduate kenekta mekata apply karanna puluwanda sir,2025-05-15T08:11:39Z,si
"Sir, bank traning gihillanm nh ... eka interview ekedi lakunu adu wenna balapaida",2025-05-15T08:10:07Z,si
sir ENGLISH valata vithri S thiyenne eka gataluvak veida,2025-05-14T14:04:21Z,si
"Sir mata O/l english s ,maths A A/l pass charated business level complete mata apply karata wadak nathi weida",2025-05-13T17:46:42Z,si
Privat bank ekkata me mase giyoth .mata mekata yanna eken onama witaka iwath wenna puluwan weyda sir.sales paththe job ekakin.,2025-05-13T17:11:11Z,si
Sir apita kalin shy eke result walin apply karanna baida,2025-05-13T09:09:33Z,si
"Mage O/l 
A-3 B-2 C-3 S-1 , A/l  S-2 commerce kare ekak fail ,mata apply karanna puluwanda",2025-05-12T17:47:50Z,si
මම ousl computer engineering digree එකක් කරන්න හිතන් ඉන්නෙ.. මම මේකට apply කරන්නද එපාද.. මාව select උනොත් මට job එකත් එක්ක digree එක කරන්න අමාරුයි වගේ හිතුනොත් මට අයින් වෙන්න බෑ නේද..,2025-05-12T17:02:36Z,si
Sir mata o/l valata english S but a/l valata C thiyanava apply karanna puluwandha anith hemadheama thiyanawa,2025-05-12T16:26:13Z,si
Lanka banku walata wasikili na neda kama kanna tea bonna thanak na neda atm card matchine thiyena than wala siqrity na neda siqrity eke eka ekka katha karanawa neda banku wala manager sammana gatththe monawatada,2025-05-12T12:41:49Z,si
"Sir mt june 3 idn ynn job ekk hmbuna staff assistant grade III
salary  32 000 

people s Leasing & finance company eke
Mn finance company  cashier experience tinw 8 months

Dn ara job ekata staff assistant grade III People leasing ekt  enn kiwa wd krnn




Sir mekt apply krn ek hodaid ara job ekt yn gmn meken select unoth boc ekt kiynn baid 6 month wli enn puluwn kiyla danum dethakid

Ntnm ara job ek confrim nisa em nogihin inn bhne ek hoda nhne mgin e jobek dl ynnt hoda nhne aduma masa 6k idla hri 


Boc ekt ynn bri weid",2025-05-12T03:42:34Z,si
Wayasa30kalanam  hari  meka  asadaranai  lamainta,2025-05-12T02:37:52Z,si
Sir Aurudu 2n passe aniwaren stira kranawada? Nattan performance balalada aaka kranne,2025-05-12T00:18:38Z,si
University studentslata මේකට apply කරන එක අව්ලක් නැද්ද sir,2025-05-11T17:42:33Z,si
awrudu   30karanna,2025-05-11T13:12:35Z,si
"contents kyn then,ek subject ekk witrd pennann puluwna",2025-05-11T13:03:55Z,si
"ol and al results apply krddi,add subject dunnt kisim wensk penne nadd?anith subjects kohomd?add krnne",2025-05-11T13:03:20Z,si
සර් මේකට apply කරාට පස්සේ තරග විබහගෙට සූදානම් වෙන්න කාලය කොච්චර හම්බ වෙනවද,2025-05-11T07:48:51Z,si
24 A/l campus ynn balaporoththuwen inne. Mekt apply krnn epd.okkom sudusukm thiyenw,2025-05-11T06:54:20Z,si
Mt 24i masa 6k wenwa wayasa apply krnn puluwnda,2025-05-11T06:25:39Z,si
Ol index number mathk natuwa apply karann ba ne,2025-05-11T05:29:47Z,other
Activation link eka thawamath awe nh.dn winadi 20k withara,2025-05-11T05:19:00Z,si
Mt me june wlt age 25i mt mekt apply krnn barid,2025-05-11T05:17:41Z,si
"Anith okkom A, B, C, mths withrk S🥺ehm bhd ",2025-05-11T04:25:46Z,en
Sir Apply karanna video ekak dhanna ko  sir pls,2025-05-11T04:17:42Z,si
Apply karana video ekk danna puluwanda ikamamata,2025-05-11T04:13:29Z,si
Mek register wena widiya gana video ekk karannk,2025-05-11T04:13:08Z,other
"Iyaaaa
Mata Maths C English S  thiyanawa",2025-05-11T04:12:39Z,si
Can you post a video how to apply and what are the mandatory fields to fill?,2025-05-11T04:12:04Z,en
Ane sir ikmant fill kran widiyt vedio ekak gennko ,2025-05-11T04:11:24Z,si
Apply krn vdh dennko,2025-05-11T03:36:57Z,other
Apply krn widh video ekk dnnko ,2025-05-11T03:00:14Z,other
Application eka penn nhne site eke,2025-05-11T02:55:03Z,si
Mekata appaly krpu kenk innwd.applycation ek penn na ne,2025-05-11T02:50:42Z,si
Apply krnn bane,2025-05-11T02:40:36Z,si
"Sir 1st shy English S, 2nd shy B apply krata wadak nathi weida anith qualifications okkoma thinawa",2025-05-11T02:32:24Z,si
Elaga awurudde mama campus yddi meken ain wenna plwan neda sir,2025-05-11T01:48:32Z,si
Elaga awurudde mama campus yddi meken ain wenna plwan neda sir,2025-05-11T01:40:11Z,si
ඇප්ලයි කරන්න පුලුවන් ලු. ඒත් ඉන්ටව් එකේදි අයින් කරනවා. දෙවනි පාර කරනවනම් ඒත් o/l විශයන් ඔක්කොම කරල සම්මාන ඕන,2025-05-11T01:06:20Z,si
Thaama apply krnn bh ned,2025-05-11T01:03:45Z,si
"Mata qualifications okkoma thiyenwa 
Al maths kle.
Bank wlata online apply kra
Eeth kisima reply ekk nh",2025-05-11T00:49:35Z,si
Sir meke application eka kawada wage daid thwm dala nane.... eka demmahama denuwath kirrimak krrn ok da obathumata ... video ekak harahama,2025-05-10T20:29:53Z,si
"මට ඔක්කොම කොලිෆිකෙශන් ටික තිනවා..දැන් english බාවිතයක් නැති නිසා මට බයයි..අනික මෙකෙ english pepper එකකුත් තිනවා නෙ.මට o/l english C
Mths B
Sinhala B
A/l වලටත් ABC thinne commerce walin",2025-05-10T19:46:48Z,si
"සර්,

O/l ගනිතය , ඉංග්‍රීසි  පලවෙනිපාර s . දෙවනි පාර කරල B. ඒත් සර් මේ නෝට් එකේ මොකක්ද මේ එක් වරකදී කියල , කියල තියෙන්නෙ. Fb එකේ පෝස්ට් එකක් දාලා ඇහුවම ඒකෙ කියන්නෙ o/l පලවෙනි පාරින්ම ගනන් ඉංග්‍රීසි සිංහල ඇතුලුව අඩුම c6 ක් ඕන කියලනෙ.  කාන්ඩවිශයන් හැර පලවෙනි පාරෙන්ම විශයන් හයකට අඩුම C ඕන කියලනෙ මේ කියන්නෙ. අනේ තේරෙන්නෑ.  ඒ කොටස පැහැදිලි ණෑ",2025-05-10T19:34:59Z,si
"Me qualifications okkoma thibath english wlta S ekak thiyene 
Ehma unama apply krta wdak na neda sir",2025-05-10T19:29:58Z,si
Sir o/l english B thiyenne 2nd shy .1 shy english s thiyenne ethkota apply karanna puluwan da,2025-05-10T19:23:38Z,si
Ane mn issra idanm asai bank ekak weda karanna.. eth kochhra apply karth kawdawth chance ekak hambela nehe.  Puluwannm apita apply karana heti video ekak denwada.. ethakota me exam walat face karanna cls tiyenwda. Ane rply ekak dennko,2025-05-10T18:37:41Z,si
සර් මේ හරහා BOC head office එකට යන්න බැරිද,2025-05-10T17:42:46Z,si
"Sir 4th year undergraduate puluwanda? English c, maths s nam chance ekak thiyenawada sir? 2000.05.24n passe ayata puluwanda",2025-05-10T17:38:51Z,si
Sir me job ekt ghn CA articles cover krnn berida,2025-05-10T17:28:58Z,si
"Sir o/l  english s thiyenne 
Me para aphu liwa . Eth apply krnn results awith nahne. S eka thiyagen apply kroth exam eka lynn wth enne nadd",2025-05-10T17:07:18Z,si
Apply video danko sir,2025-05-10T17:03:55Z,other
Sir koi kale wge  wenwd me exam tiyala interview tiyala bank wlta ganniddi? ilaga awurudde campus yanna inna kenekuta mekt gihilla wadak nadda?,2025-05-10T17:01:44Z,si
ලංකා බැංකුවේ සහ මහ බැංකුවේ වැටුප ගොඩක් ලගින් යනවද මහ බැංකුව ට වඩා පොඩි ප්‍රමාණයක් නේද අඩු,2025-05-10T16:53:33Z,si
Mata24i masa3 k wenawa ethakota  barid,2025-05-10T16:47:08Z,si
Al walata english f thibboth apply karanna baida,2025-05-10T16:26:25Z,si
Sir whatsappa group ekkuth hadanna ko please ,2025-05-10T16:14:06Z,si
Sir me sambandawa clz thiyei nm poddak visthr labadenn puluwnd,2025-05-10T16:04:22Z,si
මට ගනන් A ඉන්ග්ලිශ් W සින්හල B  බැරි වෙයිද,2025-05-10T15:51:07Z,si
"Mata 1st shy
Maths kale CSS thiynwa

Eth komd apply krnne",2025-05-10T15:37:41Z,si
Sir mata 2025/02/03 wenakota aurudu 24 labanawa..mata apply karanna barida,2025-05-10T15:28:21Z,si
Sir banking interwiew vladi mona vge dewald ahnne kiyl vedio ekk krnn puluvnd,2025-05-10T15:22:38Z,si
Thankyou sir..,2025-05-10T15:19:02Z,en
Sir eka district ekakin keedenek withara gannawada,2025-05-10T15:09:29Z,si
"Sir,Are these instructions in Tamil?",2025-05-10T15:09:20Z,en
සර් whatsapp chanel එකක  link එකක් නැද්ද telegram නැතුව,2025-05-10T15:08:39Z,si
සර් අයදුම් කරන විදිහ open උනාම අයදුම් කරන විදිහත් video එකක් ගේන්න.,2025-05-10T15:07:51Z,si
"mokdd me staff assistant කියන්නෙ.. පියන්ද , ලිපිකරුද",2025-05-10T15:07:36Z,si
Sir scond shy english c tiynne eka awlk nadda .mt first shy eke english s tiyenne. Meke ek wrkadi kiyla dala tiyn nisa awlk weida .,2025-05-10T15:07:09Z,si
"Sir, තරග ව්බාගෙ වෙනුවෙන් සර් clz කරනවද.
Exam එකට face කරන්න අපි redy වෙන්නෙ කොහොමද",2025-05-10T14:58:22Z,si
Ehalata yanna thiyenna ona sudusukam monvda,2025-05-10T14:52:38Z,ta
"මේ කිව්ව සුදුසුකම් ඔක්කොම තියනවා,බලන හැම හොඳ vacancy එකකින්ම  English නිසා හැමදාම ප්‍රතික්ෂේප වෙනවා  මට  2shy S ekak thiyenne",2025-05-10T14:49:45Z,si
Sir O/l english S anith subject hodayi nm puluwn weida,2025-05-10T14:49:42Z,si
Aurudu 24i masayak thiyena ayata apply krnn berida ,2025-05-10T14:48:38Z,si
Sir Anith okkoma qualifications tiyenw English S tiyenne apply karanna bariweid,2025-05-10T14:37:06Z,si
O/L first shy english s 2nd shy c thiyena ayata apply karana puluwanda,2025-05-10T14:22:59Z,si
First shy Maths English S thiyena second shy C barida,2025-05-10T14:15:41Z,si
Campus yanakn mekata ynn barid,2025-05-10T14:12:30Z,si
"Sir, degree holder+5 yrs corporate experience + CA Business level completed  (without articles)kenekta ,PLC company ekaka senior executive job ekak labunothin (articles cover karana) but previous job eka wage 50% salary adu nm me job eka, best solution eka mokkda?",2025-05-10T14:03:57Z,si
,2025-05-10T13:32:39Z,
kohmd mekata apply krnne,2025-05-10T13:32:37Z,si
really ,2025-05-10T13:08:41Z,en
"Thank you sir
Sir me vacancy ek all islanda",2025-05-10T13:05:56Z,en
"Sir meke interview ekedi computer course, English course valata lakunu denavada
Eva nathinm reject veida",2025-05-10T13:01:58Z,si
Meka all island da..,2025-05-10T12:58:55Z,si
සර් මේකෙ සේවය ස්ථීර කරාට පසුව වැටුප කීයද,2025-05-10T12:56:53Z,si
Thnk uu very much,2025-05-10T12:50:09Z,en
Invalid activation code kiyl enawane,2025-05-24T15:03:46Z,si
"මේක හැම අවුරුද්දේම එන එකක්ද
නැත්ම් මේ අවුරුදු ගාණකට පස්සෙද අවේ",2025-05-23T17:39:06Z,si
මේකත් හරියට මෙයාලගේ B app එක වගේ ..අනේ මන්දා හරියට software එකක් හදපන්කො..,2025-05-23T03:27:09Z,si
Qualifications type ekata O/l vithara da danna puluwan,2025-05-23T03:17:06Z,si
Mekata salli badinna one nedda.online apply karanna vithara d thiyenne.danna kenek kiyanawa d,2025-05-22T14:11:09Z,si
Mata apply karanna bane podi aulak eka kohomada hada ganne,2025-05-21T14:48:47Z,si
Signup wenna ba ne,2025-05-21T06:04:30Z,ta
PGIM එකේ වැඩ සහයක වේකන්සි එකේ එක්සෑම් ඇවිත් . එක්සෑම් පාස් පේපර් එකක් දාන්නකෝ ප්ලීස් ..,2025-05-20T08:06:13Z,si
Interview english walinda yannee,2025-05-20T06:00:22Z,si
Application ek fill kala successfully kiyl nm watuna submit kiyl ekak nm nh... kohomd bala gnne apply und kiyl,2025-05-19T06:56:39Z,si
Qualifications fill kraddi year eka dann thanak neh ne,2025-05-19T06:38:44Z,si
Member login eka fill krddi email ek daala mulin daapu passward ekt dmma..passward incorrect kiyala wetenawne,2025-05-19T05:52:14Z,si
,2025-05-18T13:56:41Z,
"Examination district ek dnn එන්නෑනෙ,,,,
ඒකට මොකද කරන්න ඕන",2025-05-18T12:34:30Z,si
Mage eke exm year ek display une nhh ne,2025-05-18T11:59:07Z,si
Phone eken apply wen naa nee,2025-05-18T02:21:06Z,en
අයදුම්පතේ යොමු අංකය තියා ගන්න කියනව නේද.. ඒකියන්නෙ මොන අංකය ගැනද.. දන්න කෙනෙක් කියන්නකෝ,2025-05-17T11:23:33Z,si
"Sir මහජන බැංකුව /ලංකා බැංකුව /Rdb බැංකුව /nsb බැංකුව me bank වල tranine assistant කෙනෙකුට ස්තීර වුනාම 
ලැබෙන වැටුප එක සාමානද නැත්නම් වෙනස් වෙනවද දන්න කෙනෙක් reply karanavda",2025-05-17T10:22:35Z,si
Apply karama reference number ekak enawada,2025-05-17T04:59:49Z,si
"sir, payment ekak krnnth thiynawada . e kohomada karanne plz kiyl denna e gana poddak",2025-05-17T03:37:33Z,si
2024 A/L liwwa ayata barida....Ape GIT Results thama awith na ne,2025-05-16T14:11:45Z,si
Ane sir man mekata apply kara.passe thami dekke application eke acadamic year eka 2025 kiyala thiyenne.index number ekkwath save welath ne please help me .ekata aya apply karanna beri weida mata log wennath be aya,2025-05-16T14:11:03Z,si
Ol english s ekk thibboth apply krla wedak nh neda ,2025-05-16T11:04:47Z,si
Sir..al 3rd shy wlin prshnyk na nd..mm bio science kre.1st shy fail(2S).2nd shy CSS.3rd eketh CSS .Z core wdi 3rd eke hind dmme 3rd shy results eka.1st shy ekenm pss wenn oni kiyl ekk na nd.,2025-05-16T05:05:43Z,si
Qualifications fill karama save wenne nahane error massage ekak enw  You havent fulfilled the required grade of mendatory subjects kiyala enw,2025-05-16T02:34:22Z,si
Ane Qualification add krnn bane eka subject ekk withri add krnn puluwn ekata mokkd karnne sir.,2025-05-15T17:57:51Z,si
Ayye plz reply mm 2000 12 weni mase mta dann brida kiyll puluwand kiyannko ,2025-05-15T15:44:28Z,si
අනෙ අහන්නකො අර ඩිටෙල්ස් ඉල්ලන්නෙ එවා ඔයාගෙ විඩිඔ එකෙ වැඩියෙන් තියෙනවනෙ මට එන්නෙ ටිකයි හොදද අවසානෙට අර භාශාව තියෙන්නෙ කැමති එක තොරන්න එවා තියනවා ඉට පස්සෙ   සම්මුක පරික්ශනෙ තියන්න අහන දිස්ත්‍රික්කය එන් නෑ නේ,2025-05-15T14:40:55Z,si
මේ කියන්නෙ කා.කා.ස.ද,2025-05-15T14:07:52Z,si
O/l English second  shy eke tibunot case d?,2025-05-15T13:41:37Z,en
,2025-05-15T13:39:28Z,
Online register unama email ekata ena link eka click karana invalid acctivate code kiyla enna ai. Plz help,2025-05-15T11:32:27Z,si
Phone eken apply krnn barida,2025-05-15T10:47:48Z,si
ඇප්ලයි උනාද නැද්ද කියලා බලන්න විදියක් නැද්ද,2025-05-15T08:42:55Z,si
ඇප්ල්‍යි  උනාද් නැද්ද කියලා බලාග්න්න විදියක් නැද්ද හරියටම,2025-05-15T05:33:37Z,si
2000 අයට apply කරන්න බැ නේද?? ,2025-05-15T04:57:16Z,si
Art b3 danna puluwan weida,2025-05-15T01:48:05Z,si
Mata exam year eka dhann thanak awe na ne,2025-05-14T19:39:29Z,si
Sir mn phone ekn apply kle tw province ekt home town ek dl tiyenne mw select wenne nathi weid,2025-05-14T18:41:02Z,en
"Application eke Qualification wala OL walata subject 5 i mn select kare waradila ita passe add qualification dunahama eka save una dn eka wenas karnna baha 
mokda karnne ekata?  
new select karath etika wenas wen na ",2025-05-14T18:00:52Z,si
AL maths BCS ynn puluwn weyd,2025-05-14T15:20:49Z,si
Thank you ,2025-05-14T13:31:06Z,en
Thank you,2025-05-22T09:03:44Z,en
Username eka gnne komd,2025-05-19T06:45:33Z,si
ඔය පශ්ණ ටික අමතකයි,2025-04-12T12:45:27Z,si
B app1 gmail chang karanne කොහොමද,2025-04-01T05:00:25Z,si
Huawei 4n ekata  gann barida app eka,2025-03-26T09:46:51Z,si
App eka open wenne natthe ei,2025-03-08T06:46:33Z,si
Gmail eke neni username ekak..anika password ekak enneth neni,2025-01-18T12:31:55Z,si
music eka nethuwa danna voice madi ehenawa,2025-01-18T06:16:57Z,si
Thanks ,2025-01-16T14:03:53Z,en
Msg ena numbere wenas karanne kohomada??,2024-12-24T11:33:33Z,si
14+ debit card ekkn puluwand,2024-12-20T16:54:12Z,si
,2024-12-19T05:58:35Z,
"Mine says, ""it is inactive""
Anyone know what to do here?",2024-12-10T13:11:15Z,en
Paswerd eka enne nene,2024-11-08T14:42:18Z,si
Mona huttk da me kiynae paka.aiyo hutta boc nm apiriyai ah,2024-11-02T10:19:59Z,other
Ponnayo boru danna epa,2024-10-13T07:06:03Z,si
Thope pake app wada na,2024-10-10T09:15:30Z,en
Mongol muta,2024-10-01T13:45:12Z,other
කොහොමද name එකයි password එකයි ගන්නෙ.,2024-09-27T09:03:57Z,si
Murazik Mill,2024-09-03T19:31:28Z,other
Me app aka dev krpu ponn pkyl meka ela krla. Logg venn ba user lock venv...gon ponn app ekk,2024-09-01T11:40:16Z,si
App eke phone no eka wenas karanna puluwanda apitama. Mage sim eka cancle wela. Man lankawe newei inne dan. A nisa bank ekata yanna widiyakuth na,2024-08-21T11:58:44Z,si
එකකට රිප්ලයි කරලා තියෙනවද බලන්න කිසිම වගකීමක් ගන්නේ නැති කාලකනනි ආයතනයක්,2024-08-15T21:06:47Z,si
එකෙන්ම ගූ ඇප් එකක් මේක.මාර ගේමක් දෙන්න ඕන සමහර වෙලාවට open කරගන්න.දැකලා නෑ මේ වගේ කරදරකාර ඇප් එකක් හදිසියකට දෙයක් කරගන්න පැය ගානකට කලින් ලොග් වෙන්න පටන් ගන්න ඕන.ලංකාවට ආපු ගමන් කරන්නේ මේක close කරලා වෙනත් බැංකුවකට මාරැ වෙන එක,2024-08-15T21:05:50Z,si
ඕක වෙලාවකට වැඩ නැනෙ එපා වෙනවා ,2024-08-10T07:56:48Z,si
Bank of China very good,2024-07-16T02:54:42Z,en
,2024-07-09T05:33:09Z,
Pw eka tiyenavaa .user name eka na nee.apu e-mail eke,2024-06-20T12:15:19Z,si
මට  බැහැ  නේ හදන්න  අනෙ  මට ත් කියලා දෙන්න  හදන්න  ව්දිහ  මම  ඉන්න  කුවේට්  වල ,2024-06-13T05:00:09Z,si
"Mana japan vala inne, mata me app eka hadaganta oni. Komada karaganne",2024-06-09T17:15:34Z,si
Lon,2024-05-24T13:57:20Z,other
Email ekt passwaord ekk awith nene,2024-05-16T18:22:36Z,other
Mata imel ekata ena eka awe nane,2024-05-07T10:55:36Z,si
කොහොමද යූසර් නේම් ගහන්නැතුව ඊමේල් එකෙන් ගන්නෙ 🤔,2024-04-29T05:06:58Z,si
LKR  කොහොමද  USD වලට  මාරු කරන්නේ ?,2024-04-23T06:38:25Z,si
Mata me  app  eka hadaganna one hama masema wena Kata Hari Salli yawanne,2024-03-23T05:04:59Z,si
Ekawunt ekata Salli yawala stain  iwarayak haeasa masikawa  ecawunt 2dalli  Danna mage assan'a  awawada man rata inne,2024-03-23T05:03:56Z,si
Mage ecawunt  eka hadaganna  ba eka welawakata Pasward  eka   waradii kiyanawa  Pasward eka bankuwata dela  ekawunt no I'd no dunnoth eyalata  mage ekawunt  hadala  send karanna bariweida,2024-03-23T05:02:30Z,si
Mage email eke enne nh ne userneme ek,2024-03-01T04:03:10Z,si
App eka locked wela.unlocked karaganne kohomada.,2024-02-20T02:05:55Z,si
Thanks ,2024-02-17T15:13:51Z,en
මගෙ ජීවිතේට පාවිච්චි කරපු ජරාම app එක මේක 🤮,2024-02-12T17:00:55Z,si
,2024-02-12T11:16:41Z,
I didn’t get the user ID by an email.  Just had an email mentioning that I have activated. How to get my User ID,2024-02-11T21:05:18Z,en
Mona mgulk hri password ghuwamath invalid watenwa,2024-02-01T12:34:13Z,en
අඩෝ දැන් ලන්කා බැන්කුවෙන් දෙන්නේ කාඩ් එක විතරයි . පොත වෙනුවට තමා ඔන්ලයින් ගිණුමක් හදලා දෙන්නේ මටත් අද හදලා දුන්නා පහසුයි හැබැයි වැඩේ,2023-12-29T11:22:19Z,si
Phone දෙකක් මගින් එකම account ekata log wenna පුළුවන්ද,2023-12-15T18:34:43Z,si
මටත් මේක හදාගන්න අමාරුයි,2023-11-29T09:21:01Z,si
Online statement ekak ganne kohomada,2023-11-24T01:33:20Z,si
Aiye email ekt kohomd Genna ganne user name ekh,2023-11-02T06:46:02Z,ta
Yako log wanna Kali app eka hadanna kiyala deepan,2023-10-18T16:52:40Z,si
Thanks,2023-10-07T08:31:01Z,en
Erro ekak enne ai,2023-09-26T11:11:59Z,si
Aiye passavord ekt akuru kiyk ghnna oned,2023-09-22T07:15:33Z,other
Usename ekai password ekai ennena.,2023-09-11T02:08:10Z,si
මේ ඇප් එකේ තියෙන email එක වෙනස් කරන විදිය කියනවද,2023-09-10T13:19:28Z,si
me rejisterr wenna bank ekata yannama onida,2023-09-06T07:40:11Z,si
Me mona magulakda,2023-08-31T01:47:36Z,other
Hama welwema hira wenw wadk karanakota,2023-08-01T12:06:39Z,si
app eke log wechch account save krla thynna baid,2023-07-20T05:30:54Z,si
රට. ඉන්න. අපි. කොහොමද. හදන්නේ. අපිට. බැරි ද,2023-07-20T04:07:16Z,si
Username password annane,2023-07-05T11:40:08Z,ta
B app aka use kranawara apen gastuwak aya karanawada,2023-06-28T13:52:45Z,si
Boc ake b app aka use karanwata apen mudal kapa gannawada,2023-06-28T13:47:07Z,si
Mage boc parana account akak thiyenawa. Mama qatar inne mage parana mobile number akai Gmail akai den nehe... Mm kohomada app aka hadaganne,2023-06-19T12:14:43Z,si
User ID lock wela hotline cl kala eth harigiye ne,2023-06-11T13:17:02Z,si
Password amthak u wita mokd krnne,2023-05-26T04:58:48Z,si
මගෙ Gmail එකට username ඇවිත් නැ මන් මොකක්ද කරන්න ඕන,2023-05-02T04:18:36Z,si
Onima vidiyo ekak pehedili ne,2023-05-01T21:03:20Z,si
Palaveniyata Dana paskod eka mokakda,2023-05-01T21:02:33Z,si
B app eken heta ynna dapu reload ekak mata aye cancel krnna brida?,2023-04-24T05:02:21Z,si
,2023-04-17T12:05:05Z,
customer complain එකකටවත්  ප්‍රතිචාර දක්වන්න නැති ආයතනයක්,2023-04-12T01:18:17Z,si
Uninstall krl intall karala parana u id ekai pw ekai ghl log wenna puluwnda,2023-03-08T13:29:46Z,si
ලංකාවේ හැමදේම එකයි තුක්... ලොග් වෙන්න 60 පැයක් යනව... ඉන්ටර්නෙට් කනෙක්ෂන්  හොදට තියනව.. ඒ උනාට කැරකිලා නැතිවෙනව,2023-02-22T03:50:00Z,si
ohoma ekak awe nane,2023-02-02T14:41:59Z,si
"මං හැදුවා,, ඉමේල් එකට යුසර් නේම් එක එවල නැ,,, පෝන් එකට පාස්ව(ර්)ඩ් එක එවල,,,",2023-02-01T09:53:40Z,si
ehema msg ekk awe nane,2023-01-30T15:47:50Z,other
මේ ඇප් එකට  ලොග් ඉන් වෙන සැරයක් ගානේ යූසර්නේම් පාස්වර්ඩ් දෙන්න ඕනනේ...ඒකට fingerfint එකක් වගේ ලේසි ලොක් එකක් නැද්ද සැරින් සැරේ යූසර් නේම් පාස්වරඩ් දෙන්න ගියාම එපා වෙනවා...,2023-01-21T10:58:19Z,si
Ane mata bene hada ganna nem password ekai anith ekai hada ganna therenne,2023-01-20T13:12:51Z,si
Phone ekata massege ekak enna apita gedaradima hadaganna barida,2023-01-04T04:36:07Z,si
Online new account ekak open karagane kohomada ..,2022-12-29T10:35:28Z,si
3:14,2022-12-29T10:31:17Z,other
පැහැදිලි නෑ වීඩියෝ එක ස්පීඩ් වැඩි. පාස්වර්ඩ් user name ගන්න විදිය කියන්න.  පරණ එක ඉවත් කර අලුතින් එකක් හදාගන්නේ කොහොමද පිළිතුරක් දෙන්න ස්තූතියි. බලන්නකෝ දාපු වීඩියෝ එකට පිරිස දාල අහල තියෙන ප්‍රශ්න ගොඩ. ඒවට උත්තරත් නෑ මිනිස්සු අසරණ වෙනව. ඒවත් පැහැදිලි ව කරන්න වීඩියෝ එක.. Good luck,2022-12-28T13:38:57Z,si
EMAIL එකක් එන්නේ නෑ නේ,2022-12-22T10:55:10Z,si
Man  inne  කුවේට්   mata  me  app ekata  log  wenna  ba,2022-11-17T05:29:46Z,si
"Password change karala log unma security questions walata answer klma errors kiyl env ne , solution ekk ndda",2022-11-02T05:07:13Z,en
I didn’t get the user id via email but I got the password via sms. What should I do ?,2022-10-31T01:59:50Z,en
Meke security questions fill karama error ekk enawane. Answer is not as per policy kiyala. Ehema enne ai? Mokakda krnna one?,2022-09-28T10:12:22Z,si
Email එක ඩිලිට් වෙලා අයෙ ගන්න බැරිද,2022-09-26T13:13:15Z,si
"User name ,pasword  erro ekn kynvne",2022-09-15T14:39:34Z,other
