Comment,Aspect,Date,brand,trigger_keywords,model_score,lexicon_score,final_score
කෝ අනේ gold button එක..🤔🤔🤨,Digital Banking Experience,2021-02-19T16:53:31Z,Hatton National Bank,['HNB'],0.8060200214385986,0.0,0.564214015007019
bank wala labagena athi rate kohomada dannako,Transactions and Payments,2025-05-11T14:20:13Z,Hatton National Bank,['HNB'],0.5664452910423279,0.0,0.3965117037296295
මගේ HNB ගිණුමක් තියෙනවා කොහොමද තැන්පතුවක් දාගන්නෙ.  මම ඉන්නෙ පිටරට,Transactions and Payments,2025-05-09T13:59:52Z,Hatton National Bank,['HNB'],0.6827518343925476,0.0,0.47792628407478327
ඉඩම් උකස් පොලී අනුපාතය කීයද  hnb,Transactions and Payments,2025-05-01T14:23:54Z,Hatton National Bank,['HNB'],0.48549747467041016,0.0,0.33984823226928706
විශ්‍රාමිකයන්ට සාදාරන පොලියක් ලබා දෙන්න,Loans and Credit Services,2025-01-29T04:41:19Z,Hatton National Bank,['HNB'],0.483916699886322,0.0,0.3387416899204254
"මේවා වැඩකට ඇති පොලි නොවේ.විශ්‍රාමිකයින් ට අඩු ගානේ 11%,12% වත් දෙන බැංකුව ක් ගැන දැනුවත් කරන්න. එහෙම නැතිනම් භාන්ඩාගාර බිල් පත් වල විශ්වාසයක් ඇත්ව මුදල් ආයෝජනය කල හැකි ක්‍රමයක් කියා දෙන්න.මේවා හැමදාම කියන බයිලානේ.ස්තුති .",Transactions and Payments,2025-01-22T09:28:03Z,Hatton National Bank,['HNB'],0.13138319551944733,1.0,0.3919682368636131
රට ඉන්න කෙනෙක්ට ගොඩක් ස්තූතියි දැනුවත් කිරිමට කොහොමද ගිණුමක් ඕපන් කරන්නෙ,Transactions and Payments,2025-01-19T14:19:45Z,Hatton National Bank,['HNB'],0.4723975956439972,0.0,0.330678316950798
 ලැබෙන පොලි අනුපාතය ගණනය කරලා තියෙන්නේ ඔයා බදු මුදල් අයින් කරලද?,Transactions and Payments,2025-01-19T09:59:57Z,Hatton National Bank,['HNB'],0.7620835900306702,1.0,0.8334585130214691
Pass එක මුලිම්ම ඉල්ලන්නෙ අපෙ කාඩ් එකෙ අංක 6 ද,Digital Banking Experience,2025-02-24T03:44:05Z,Hatton National Bank,['HNB'],0.6379921436309814,0.0,0.446594500541687
Money market ginum kramaya tiyenne  privet banku wala vitaraida.,Transactions and Payments,2024-08-17T01:47:21Z,Hatton National Bank,['HNB'],0.3047894835472107,1.0,0.5133526384830475
ලක්ශ 60 ක් දැම්මොත්  අවුරුද්දට කොච්චර පොලියක් හැදෙනවද,Transactions and Payments,2024-07-13T08:28:25Z,Hatton National Bank,['HNB'],0.7797654867172241,0.0,0.5458358407020568
Money market අවදානම්,Trust and Security,2024-07-09T10:41:28Z,Hatton National Bank,['HNB'],0.25063714385032654,1.0,0.4754460006952286
මාස තුනකට ලක්ෂ 4 ක්  දැන්මොත්  කොහොමද පොළිය,Transactions and Payments,2024-06-25T14:26:13Z,Hatton National Bank,['HNB'],0.7398266196250916,0.0,0.517878633737564
bank eka watunoth salli walata mokada wenne,Transactions and Payments,2024-05-08T08:33:33Z,Hatton National Bank,['HNB'],0.6916815638542175,0.0,0.4841770946979522
account එක create කරද්දි දීපු number එක නෙවෙයිනෙ මං දැන් use කරන්නේ. ඉතින් code එක යන්නේ පරණ number එකට.ඒ sim එකවත් මං ළඟ නෑ. මොකද කරන්නේ ඒකට.,Digital Banking Experience,2025-05-02T11:00:31Z,Hatton National Bank,['HNB'],0.7813629508018494,0.0,0.5469540655612946
අයියා අපි සල්ලි යවපු රිසිට් එක වගේ එක බලන්නේ කොහොම ද..? ඒක මට යවන්න බැරි උනා ඒක ආයේත් ගන්නේ කොහොම ද,Transactions and Payments,2025-01-14T06:29:39Z,Hatton National Bank,['HNB'],0.6237539649009705,0.0,0.4366277754306793
Fund transfer  වල pay to එකේ account name වලට දාන්න ඕන  account  වර්ගයේ නමද account එක අයිතිකරුගේ නමද,Digital Banking Experience,2024-12-05T14:30:34Z,Hatton National Bank,['HNB'],0.8481791615486145,0.0,0.5937254130840302
18 සම්පූර්ණ වුනාට පස්සේ බැංකු පොත මගේ නමට හැදුවා ඒ සල්ලි ස්ථීර තැන්පත් දැම්මා අවුරුද්දක්..ඒ ඉතුරු සල්ලි පොතේ තියෙන්නේ එතකොට අයියේ මට කාඩ් එකකුත් දුන්නා දැන් ඒ කාඩ් ඩකෙන් මුදල් හුවමාරු කරගන්න සහා ඒ කාඩ්ඩක ගැන පොඩ්ඩක් කියන්න පුලුවන් ද දැනගන්න ....එතකොට ඒකට වැටෙන පොලිය එහෙම බලන්නේ කොහොමද   HNB බෑන්ක් ඇප් එකෙන්....,Digital Banking Experience,2024-11-19T03:37:40Z,Hatton National Bank,['HNB'],0.8490225076675415,0.0,0.594315755367279
අයියේ මගේ පාස්කෝඩ් එක  රිනියු කරන්න ඉල්ලුවා මම අලුත් පාස්කෝඩ් එකක් දුන්නට මැසේජ් එකක් එනවා encryption value expected කියලා එකක් එනවා එහෙම එන්නේ ඇයි අයියේ,Digital Banking Experience,2024-05-20T15:05:59Z,Hatton National Bank,['HNB'],0.6689642071723938,0.0,0.4682749450206756
On line bank statement ekak ganna puluwanda?,Digital Banking Experience,2024-05-20T00:30:48Z,Hatton National Bank,['HNB'],0.8541187047958374,0.0,0.5978830933570861
Ez cash topup karanna baa needa,Digital Banking Experience,2024-04-27T12:57:07Z,Hatton National Bank,['HNB'],0.7556247115135193,0.0,0.5289372980594634
Bank account number eke 15 digits thiyenw.. app eka 12 digits.. ethkot mk,Digital Banking Experience,2024-03-20T03:36:01Z,Hatton National Bank,['HNB'],0.7818416953086853,0.0,0.5472891867160796
වැඩිම  ගාණ කීයක් ද,Transactions and Payments,2024-02-22T10:59:47Z,Hatton National Bank,['HNB'],0.6197463274002075,0.0,0.43382242918014524
Ayye hnb visa debit card eka online payment karanna hadaganne kohomada ,Digital Banking Experience,2024-02-12T06:40:10Z,Hatton National Bank,['HNB'],0.7250698208808899,0.0,0.5075488746166229
Mage account eka block kiyl watenawane,Digital Banking Experience,2023-12-05T00:16:35Z,Hatton National Bank,['HNB'],0.7392132878303528,0.0,0.5174493014812469
Debit card number kiyana ekata mokakkda denne,Digital Banking Experience,2023-11-05T12:18:04Z,Hatton National Bank,['HNB'],0.7864177227020264,0.0,0.5504924058914185
ඇප් එක හාදාගන්න බැනෙ,Digital Banking Experience,2023-11-01T15:19:55Z,Hatton National Bank,['HNB'],0.8741432428359985,0.0,0.611900269985199
අයියෙ බ්‍රාන්ච් නේම් එකයි නමයි බලා ගන්නෙ කොමද,Digital Banking Experience,2023-10-30T10:32:24Z,Hatton National Bank,['HNB'],0.7902567982673645,0.0,0.5531797587871551
"Account preference kiyala, View and transact option eka on wenne nh",Digital Banking Experience,2023-10-01T06:31:03Z,Hatton National Bank,['HNB'],0.899613618850708,0.0,0.6297295331954955
Fund transfer ekt yanna banemsg ekak enwne ynn bane,Transactions and Payments,2023-09-28T14:19:42Z,Hatton National Bank,['HNB'],0.2170049548149109,1.0,0.4519034683704376
අවුරුද්දකට කීයක් chage කරනවද  online banking වලට බැංකුවෙන්.,Digital Banking Experience,2023-09-11T15:44:07Z,Hatton National Bank,['HNB'],0.7867496609687805,0.0,0.5507247626781463
Bank message phone ekata enne naththe ai?,Customer Support,2023-08-30T04:20:05Z,Hatton National Bank,['HNB'],0.4847565293312073,1.0,0.6393295705318451
Pepals bank aken withdraw karanakota amathara 00 gahanna onay the??,Transactions and Payments,2025-04-30T16:44:37Z,Hatton National Bank,['HNB'],0.4691501259803772,1.0,0.628405088186264
Sampath card එකකින් සල්ලි ගන්න හැටි කියන්නකො plz,Digital Banking Experience,2025-03-20T13:05:51Z,Hatton National Bank,['HNB'],0.7390852570533752,0.0,0.5173596799373626
කාඩ් එක නැතුව සල්ලි ගන්න පුලුවන්ද් atm එකෙන්,Transactions and Payments,2025-03-17T16:21:31Z,Hatton National Bank,['HNB'],0.7788615226745605,1.0,0.8452030658721923
ඇයි ඔය ඔක්කොම කරාට පස්සෙ අනවසර ගනදෙනුවකි කියලා වැටෙන්නෙ ,Transactions and Payments,2024-10-21T03:41:18Z,Hatton National Bank,['HNB'],0.689446747303009,0.0,0.4826127231121063
Sampatha  bank aken ganna wedeyha keyala danna.,Digital Banking Experience,2024-07-13T15:33:04Z,Hatton National Bank,['HNB'],0.8054339289665222,0.0,0.5638037502765655
අයියෙ විදේශ බැන්කුවක කෙනෙක්ට ලන්කාවෙ බැන්කුවලින් මුදන් transer කරන්න බෑද ... laxmi sunrice කියලා bank එක්කට සල්ලි transer කරන්න හැදුවා ඒත් ඒකෙ වැටෙනවනෙ එ ගිනුම් අන්ක සමග ගනුදෙනු කරන්න බැ කියලා 🤔,Transactions and Payments,2024-06-22T15:26:12Z,Hatton National Bank,['HNB'],0.093486487865448,1.0,0.36544054150581357
Hnb  කාඩ් එකකින්  වෙනත් බැංකු Atm එකකින් සල්ලි ගන්න විදිහ කියලා දෙන්නකෝ,Transactions and Payments,2024-03-28T06:10:43Z,Hatton National Bank,['HNB'],0.7087789177894592,1.0,0.7961452424526214
අයියෙ  වෙන බැන්කු වලින් පුළුවන්ද     වෙන ගිනුමකට සල්ලි දාන්න,Loans and Credit Services,2024-03-06T17:04:11Z,Hatton National Bank,['HNB'],0.42743054032325745,0.0,0.2992013782262802
Debit card එකෙන් ඉන්ධනහලකට සහ සාප්පුවකට ගිහිං ගෙවීම් කරන විදිහ සම්බන්ධව video එකක් කරන්ඩකො මිත්‍රයා. ග්‍රාමිය ජනතාවට තාම මේ දේවල් ගැන අවබෝධය අඩුයි.,Transactions and Payments,2024-01-06T11:16:19Z,Hatton National Bank,['HNB'],0.7370168566703796,1.0,0.8159117996692657
ග්‍රාමීය බැංකුව සල්ලි ගන්න විදිය,Others,2023-11-24T06:55:45Z,Hatton National Bank,['HNB'],0.30785125494003296,0.0,0.21549587845802307
Aiye NSB ATM card eke salli ganna widiha kiyala dennko,Transactions and Payments,2023-11-23T06:32:35Z,Hatton National Bank,['HNB'],0.34786438941955566,1.0,0.543505072593689
Card eke pin number eka wenas karanna puluwan da,Digital Banking Experience,2023-11-22T18:39:47Z,Hatton National Bank,['HNB'],0.8634368181228638,0.0,0.6044057726860046
Ayya credi card ekk online shopinng krna vidht hadaganna hti kiynna ko kohomd kiyala ikmnt,Digital Banking Experience,2023-11-21T09:46:49Z,Hatton National Bank,['HNB'],0.7589980959892273,0.0,0.5312986671924591
ATM කාඩ් එක සල්ලි කැපෙන වද,Transactions and Payments,2023-11-16T03:27:46Z,Hatton National Bank,['HNB'],0.7868403196334839,1.0,0.8507882237434388
බැංකුවේ පොත ATM කාඩ් එක ආරබ කරන්නේ කොහොමද,Transactions and Payments,2023-11-16T03:26:23Z,Hatton National Bank,['HNB'],0.6997455954551697,1.0,0.7898219168186187
අයියේ බැංකු පොත ATM කාඩ් එකකට හරවන්නේ කොහොමද හරවන කොට පුරවන්න  තියෙන ෆෝම් මොනවද ඒගැන වීඩීයෝ එකක් ඕනේ ,Transactions and Payments,2023-11-09T03:51:10Z,Hatton National Bank,['HNB'],0.7714152932167053,1.0,0.8399907052516937
"Math lagadi gaththa hnb card ekak, anik banks walata wada lesi",Digital Banking Experience,2023-11-05T20:38:11Z,Hatton National Bank,['HNB'],0.4214368164539337,0.0,0.2950057715177536
"Bhaiya mera v BA me selection ho gya h mere kuch doubts h..

Kya Hostel sb ko milega

Ager mujhe Additional subject change Karana h to ho jaaega
Hostel ke Fees kya hogi...",Others,2022-10-13T05:04:20Z,Hatton National Bank,['HNB'],0.32429254055023193,0.0,0.22700477838516234
ඕකෙ ටික මාස හයක් විතර use කරන්න බැරි උනා.සල්ලිත් 0 යි තිබුනෙ.ඊයේ මම Rs 400ක් යාලුවෙක්ට කියල මගෙ Bank එකට transfer කරගත්තා.දැන් මට ඒකෙන් මගෙ පෝන් එකට reload වත් මුකුත් කරන්න බෑ..-400යි කිය පෙන්නන්නෙ.රින නිසාද.මේක ආය හදාගන්නෙ කොහොමද,Transactions and Payments,2024-09-01T05:32:19Z,Hatton National Bank,['HNB'],0.48992788791656494,1.0,0.6429495215415955
Meke salli transfer karana limit ekak thiyenawada ?? Laksha 2kata wada transfer karanna bari da?,Transactions and Payments,2024-02-28T02:21:35Z,Hatton National Bank,['HNB'],0.4514002203941345,1.0,0.6159801542758941
Hnb හොදයි ලබ්බට කෝටු ගහන්න සල්ලි දාගන්න බලන්න යූටුබ් චැනල් එකටම යන්න උනානේ එදකින්,Digital Banking Experience,2023-12-26T06:45:35Z,Hatton National Bank,['HNB'],0.6039238572120667,0.0,0.4227467000484466
Bro bank eka select karaddi branch name eke denna widihak pennanne nadda boc dala kadawata kiyala wage denna.,Trust and Security,2023-08-10T11:19:27Z,Hatton National Bank,['HNB'],0.5963410139083862,0.0,0.41743870973587033
Mn dawas dekekete kalin hnb debit card ekak hada gatta eken online payment keraddi transaction failed kiyela watenewane,Digital Banking Experience,2023-06-25T10:41:12Z,Hatton National Bank,['HNB'],0.7298258543014526,0.0,0.5108780980110168
HNB Credit card ekakin unath me app ekta register wenna puluwanda,Digital Banking Experience,2022-07-28T07:04:52Z,Hatton National Bank,['HNB'],0.806178092956543,0.0,0.56432466506958
Fund transfer interbase එකට යන්න බැ නේ මොකද්ද notice එකක් එනවා ඒකට මොකුත් කරන්න බැරිද?,Digital Banking Experience,2022-07-09T05:05:14Z,Hatton National Bank,['HNB'],0.8707135319709778,0.0,0.6094994723796844
Mata hnb bank eken e-statment ekak avilla   mage  mail ekata mokakda e ekata mokada karanna one.,Transactions and Payments,2022-06-02T05:40:33Z,Hatton National Bank,['HNB'],0.22110918164253235,1.0,0.4547764271497726
Mn kalin use karapu 4n eka maru krddi ekn mn digital banking app ek uninstall kra dn me 4n ek hdnna amruyne mkda krnne ekta???,Digital Banking Experience,2022-03-26T16:55:40Z,Hatton National Bank,['HNB'],0.7907733917236328,1.0,0.853541374206543
අනේ මන්ද බන් පොඩ්ඩක් හිමීට පැහැදිලිව කියහන්කො සල්ලි ට්‍රාන්ස්වර් කරද්දී අර ෆිල් කරන්නෙ කොහොමද කියලා.,Transactions and Payments,2022-02-17T18:03:40Z,Hatton National Bank,['HNB'],0.8196888566017151,0.0,0.5737821996212005
