Comment,Aspect,Date,model_score,lexicon_score,final_score
Solo niyamai... ez cash app eke thiyenawa ape wallet ekata QR ekak.. e wage Solo wallet ekata salli ganna puluwam wenna QR ekak denawanan hondai..,Digital Banking Experience,2021-02-25T17:03:30Z,0.6231916546821594,0.5,0.5862341582775116
මමත් use කරනවා. පට්ට ලේසි. (Example-SLT Bill එකේ QR එක scan කරාම ගානත් auto වැටෙනවා. Finger print එක දෙන්න විතරයි තියෙන්නෙ. ),Digital Banking Experience,2021-02-22T15:03:12Z,0.6907685995101929,0.0,0.483538019657135
ලංකා qr ස්කෑන් කරලම ඕකෙන්  pay කරතහකිද,Transactions and Payments,2021-02-22T01:58:05Z,0.8116084337234497,1.0,0.8681259036064148
වෙන bankවල trance and bill paymentවල දී feeඑකක් add වෙනවා ද,Transactions and Payments,2021-02-22T01:08:36Z,0.4945998191833496,1.0,0.6462198734283446
seller kenek kohomada meka araganne? online payment gateway 1k ganna bari insta walin wage business karana or podiyata website ekak hadala  business karana ayata meka eyalage business ekata use karanna bari da?,Digital Banking Experience,2021-02-21T05:42:34Z,0.7359626293182373,0.0,0.515173840522766
bank to bank pay karanna pluwanda,Transactions and Payments,2021-02-21T04:28:29Z,0.37562891840934753,1.0,0.5629402428865433
Bank transfer karanna beridha?,Digital Banking Experience,2021-02-20T09:25:56Z,0.8839304447174072,0.0,0.618751311302185
ගූ bank එකක් hnb කියන්නෙ,Trust and Security,2021-02-20T07:20:32Z,0.47809135913848877,0.0,0.3346639513969421
වෙන bank ekkt diposhit krnn..පුලුවන් ද..,Transactions and Payments,2021-02-20T03:07:06Z,0.6312605142593384,0.0,0.44188235998153685
HNB account එකක් නැතුව වෙන bank account  එකක්  ඕකට ඇඩ් කරලා payment කරාම එයාලා අපේ account eken ගානක් කපා ගනීද.,Transactions and Payments,2021-02-20T02:55:08Z,0.3034095764160156,1.0,0.5123867034912108
ඕකෙන්ම bank account ekaka හදාගන්න පුළුවන් ද,Digital Banking Experience,2021-02-20T01:37:19Z,0.878199577331543,0.0,0.61473970413208
පුලුවන් අය මට subscribe 500ක් ගන්න උදව් කරන්න මමත් අවංකවම උදව් කරනවා,Others,2021-02-20T01:15:39Z,0.15343643724918365,0.0,0.10740550607442856
පුලුවන් අය මට subscribe 500ක් ගන්න උදව් කරන්න මමත් අවංකවම උදව් කරනවා,Others,2021-02-20T01:15:32Z,0.15343643724918365,0.0,0.10740550607442856
පුලුවන් අය මට subscribe 500ක් ගන්න උදව් කරන්න මමත් අවංකවම උදව් කරනවා,Others,2021-02-20T01:15:26Z,0.15343643724918365,0.0,0.10740550607442856
Samsung Note 20 ultra එක හැදුවද? Chanux bro,Digital Banking Experience,2021-02-19T18:23:42Z,0.7318756580352783,0.0,0.5123129606246948
Aiye onama bank account ekak add karanna puluwanda,Digital Banking Experience,2021-02-19T18:09:32Z,0.7797512412071228,0.0,0.545825868844986
ඔකෙන් පුලුවන්ද රීලොඩ් දගන්නත්,Transactions and Payments,2021-02-19T17:45:58Z,0.7775365114212036,0.0,0.5442755579948425
Bank transfer karanna option ekak nene app eke. Eka thamai aula.,Digital Banking Experience,2021-02-19T17:40:23Z,0.8779367804527283,0.0,0.6145557463169098
කෝ අනේ gold button එක..🤔🤔🤨,Digital Banking Experience,2021-02-19T16:53:31Z,0.8060200214385986,0.0,0.564214015007019
Bro debit card pin  no yenga irikida,Digital Banking Experience,2021-12-10T10:24:48Z,0.817512035369873,0.0,0.5722584247589111
Bro money transfer pannurathu purila adhula yaruku pay pannuravangata account details ah kodukanum,Transactions and Payments,2021-08-29T14:33:19Z,0.36736243963241577,1.0,0.557153707742691
Bro transactions delete Panalama bro?,Customer Support,2021-07-13T12:05:44Z,0.5821819305419922,0.0,0.4075273513793945
Bro eppadi online la Bill pay panniradhunu video poduggala edhula,Digital Banking Experience,2021-07-06T15:26:54Z,0.7697840929031372,0.0,0.538848865032196
Utility payments kku extra fees irukka bro,Digital Banking Experience,2021-06-04T06:48:06Z,0.7487973570823669,0.0,0.5241581499576569
Online banking use panradhukki charges eppidi bro,Digital Banking Experience,2021-05-31T02:16:34Z,0.8380281925201416,0.0,0.5866197347640991
Bro intha app use panni vara bank account akkalukku money annuppalaamaa bro,Digital Banking Experience,2021-05-30T15:07:21Z,0.7797658443450928,0.0,0.5458360910415649
com bank patthi vidieo podunka bro,Digital Banking Experience,2021-05-27T13:16:37Z,0.7319959402084351,0.0,0.5123971581459045
Bro airtel time based pakkege irukka,Customer Support,2021-05-23T04:24:04Z,0.8327029347419739,0.0,0.5828920543193816
Com bank online banking patri Oru video poadunga bro,Digital Banking Experience,2021-05-22T16:03:24Z,0.8562541604042053,0.0,0.5993779122829437
"Credit card epdi edukura bro plz bro tell me
EMI la epdi product vankuran plz",Digital Banking Experience,2021-05-22T15:33:12Z,0.83527672290802,0.0,0.584693706035614
Ez cash topup karanna baa needa,Digital Banking Experience,2024-04-27T12:57:07Z,0.7556247115135193,0.0,0.5289372980594634
Bank account number eke 15 digits thiyenw.. app eka 12 digits.. ethkot mk,Digital Banking Experience,2024-03-20T03:36:01Z,0.7818416953086853,0.0,0.5472891867160796
වැඩිම  ගාණ කීයක් ද,Transactions and Payments,2024-02-22T10:59:47Z,0.6197463274002075,0.0,0.43382242918014524
Ayye hnb visa debit card eka online payment karanna hadaganne kohomada ,Digital Banking Experience,2024-02-12T06:40:10Z,0.7250698208808899,0.0,0.5075488746166229
Mage account eka block kiyl watenawane,Digital Banking Experience,2023-12-05T00:16:35Z,0.7392132878303528,0.0,0.5174493014812469
Debit card number kiyana ekata mokakkda denne,Digital Banking Experience,2023-11-05T12:18:04Z,0.7864177227020264,0.0,0.5504924058914185
ඇප් එක හාදාගන්න බැනෙ,Digital Banking Experience,2023-11-01T15:19:55Z,0.8741432428359985,0.0,0.611900269985199
අයියෙ බ්‍රාන්ච් නේම් එකයි නමයි බලා ගන්නෙ කොමද,Digital Banking Experience,2023-10-30T10:32:24Z,0.7902567982673645,0.0,0.5531797587871551
"Account preference kiyala, View and transact option eka on wenne nh",Digital Banking Experience,2023-10-01T06:31:03Z,0.899613618850708,0.0,0.6297295331954955
Fund transfer ekt yanna banemsg ekak enwne ynn bane,Transactions and Payments,2023-09-28T14:19:42Z,0.2170049548149109,1.0,0.4519034683704376
අවුරුද්දකට කීයක් chage කරනවද  online banking වලට බැංකුවෙන්.,Digital Banking Experience,2023-09-11T15:44:07Z,0.7867496609687805,0.0,0.5507247626781463
Bank message phone ekata enne naththe ai?,Customer Support,2023-08-30T04:20:05Z,0.4847565293312073,1.0,0.6393295705318451
Hnb  කාඩ් එකකින්  වෙනත් බැංකු Atm එකකින් සල්ලි ගන්න විදිහ කියලා දෙන්නකෝ,Transactions and Payments,2024-03-28T06:10:43Z,0.7087789177894592,1.0,0.7961452424526214
අයියෙ  වෙන බැන්කු වලින් පුළුවන්ද     වෙන ගිනුමකට සල්ලි දාන්න,Loans and Credit Services,2024-03-06T17:04:11Z,0.42743054032325745,0.0,0.2992013782262802
Debit card එකෙන් ඉන්ධනහලකට සහ සාප්පුවකට ගිහිං ගෙවීම් කරන විදිහ සම්බන්ධව video එකක් කරන්ඩකො මිත්‍රයා. ග්‍රාමිය ජනතාවට තාම මේ දේවල් ගැන අවබෝධය අඩුයි.,Transactions and Payments,2024-01-06T11:16:19Z,0.7370168566703796,1.0,0.8159117996692657
ග්‍රාමීය බැංකුව සල්ලි ගන්න විදිය,Others,2023-11-24T06:55:45Z,0.30785125494003296,0.0,0.21549587845802307
Aiye NSB ATM card eke salli ganna widiha kiyala dennko,Transactions and Payments,2023-11-23T06:32:35Z,0.34786438941955566,1.0,0.543505072593689
Card eke pin number eka wenas karanna puluwan da,Digital Banking Experience,2023-11-22T18:39:47Z,0.8634368181228638,0.0,0.6044057726860046
ATM කාඩ් එක සල්ලි කැපෙන වද,Transactions and Payments,2023-11-16T03:27:46Z,0.7868403196334839,1.0,0.8507882237434388
බැංකුවේ පොත ATM කාඩ් එක ආරබ කරන්නේ කොහොමද,Transactions and Payments,2023-11-16T03:26:23Z,0.6997455954551697,1.0,0.7898219168186187
අයියේ බැංකු පොත ATM කාඩ් එකකට හරවන්නේ කොහොමද හරවන කොට පුරවන්න  තියෙන ෆෝම් මොනවද ඒගැන වීඩීයෝ එකක් ඕනේ ,Transactions and Payments,2023-11-09T03:51:10Z,0.7714152932167053,1.0,0.8399907052516937
"Math lagadi gaththa hnb card ekak, anik banks walata wada lesi",Digital Banking Experience,2023-11-05T20:38:11Z,0.4214368164539337,0.0,0.2950057715177536
Meke salli transfer karana limit ekak thiyenawada ?? Laksha 2kata wada transfer karanna bari da?,Transactions and Payments,2024-02-28T02:21:35Z,0.4514002203941345,1.0,0.6159801542758941
Hnb හොදයි ලබ්බට කෝටු ගහන්න සල්ලි දාගන්න බලන්න යූටුබ් චැනල් එකටම යන්න උනානේ එදකින්,Digital Banking Experience,2023-12-26T06:45:35Z,0.6039238572120667,0.0,0.4227467000484466
Bro bank eka select karaddi branch name eke denna widihak pennanne nadda boc dala kadawata kiyala wage denna.,Trust and Security,2023-08-10T11:19:27Z,0.5963410139083862,0.0,0.41743870973587033
Mn dawas dekekete kalin hnb debit card ekak hada gatta eken online payment keraddi transaction failed kiyela watenewane,Digital Banking Experience,2023-06-25T10:41:12Z,0.7298258543014526,0.0,0.5108780980110168
HNB Credit card ekakin unath me app ekta register wenna puluwanda,Digital Banking Experience,2022-07-28T07:04:52Z,0.806178092956543,0.0,0.56432466506958
Fund transfer interbase එකට යන්න බැ නේ මොකද්ද notice එකක් එනවා ඒකට මොකුත් කරන්න බැරිද?,Digital Banking Experience,2022-07-09T05:05:14Z,0.8707135319709778,0.0,0.6094994723796844
Mata hnb bank eken e-statment ekak avilla   mage  mail ekata mokakda e ekata mokada karanna one.,Transactions and Payments,2022-06-02T05:40:33Z,0.22110918164253235,1.0,0.4547764271497726
Mn kalin use karapu 4n eka maru krddi ekn mn digital banking app ek uninstall kra dn me 4n ek hdnna amruyne mkda krnne ekta???,Digital Banking Experience,2022-03-26T16:55:40Z,0.7907733917236328,1.0,0.853541374206543
අනේ මන්ද බන් පොඩ්ඩක් හිමීට පැහැදිලිව කියහන්කො සල්ලි ට්‍රාන්ස්වර් කරද්දී අර ෆිල් කරන්නෙ කොහොමද කියලා.,Transactions and Payments,2022-02-17T18:03:40Z,0.8196888566017151,0.0,0.5737821996212005
අපි වෙන account  එකකට සල්ලි ට්‍රාන්සර් කලාම අපිට මුකුත් massage එකක්  එන්නෙ නැද්ද ? ඒ යවපු කෙනාට යවන්න ?,Transactions and Payments,2021-11-08T09:39:46Z,0.6834151148796082,0.0,0.4783905804157257
HNB එකේ debit card එක ඇක්ටිවේට් කරගන්න විදිහ කියලා දෙන්නකො කවුරු හරි.මට ATM  use කරන්න ඕනෙ නෑ  online payment විතරයි.ඒත් ඇක්ටිව් කරන්න ATM එකකට දාන්න ඕනෙ නේද?,Transactions and Payments,2021-10-25T12:27:11Z,0.3075302839279175,1.0,0.5152711987495422
