Comment,Aspect,Date,model_score,lexicon_score,final_score
සියළුම  සුදුසුකම් තියෙනවා.මගේ පුතාට වයස තමා ගැටළු. මෙය හරිම අසාධාරණයි,Loans and Credit Services,2025-05-18T15:48:18Z,0.164885014295578,1.0,0.4154195100069046
බැංකු වල ඒව ඔක්කොම එක පාර gazzet කරලා. අධ්‍යාපන සුදුසුකම් සේරම තිබිලත් වයස 25 හින්දා apply කරන්න බෑ. මේක හරිම අසදරණයි. ,Loans and Credit Services,2025-05-18T10:16:45Z,0.19447356462478638,1.0,0.43613149523735045
හරිම අසාධාරණයි. වයස මටිටම 26 වත් කරන්න .,Loans and Credit Services,2025-05-17T18:51:06Z,0.21510808169841766,1.0,0.45057565718889236
Cinamon හොටෙල්    එකෙ   train   කරලද ගන්නෙ,Digital Banking Experience,2025-05-17T11:36:37Z,0.6486102342605591,0.0,0.45402716398239135
එක සැරයක් sampath bank එකේ exam කරපු කෙනෙකුට ආය apply කරන්න බැරිද,Digital Banking Experience,2025-05-17T10:42:59Z,0.5310035943984985,0.0,0.37170251607894894
මට සප්100 ක් ගන්න උදවු කරන්න පුලුවන්ද,Transactions and Payments,2025-05-17T06:29:43Z,0.6751736402511597,0.0,0.47262154817581176
"Sir boc ekt apply krnn plwn  24  ho ita adu kiyala tyenne 
Mata 24  i masa 7 k wenawa itim apply krnn beid",Others,2025-05-16T17:07:54Z,0.2305379956960678,0.0,0.16137659698724746
සර් degree කරන කෙනෙක් මෙවට apply කරලා ගියොත් degree ලැබුනට පස්සෙ ඒ හරහා උසස් වීම් යන්න පුලුවන් ද,Others,2025-05-16T16:55:09Z,0.36891135573387146,0.0,0.25823794901371
සුදුසුකම් තිබුනත් මොකද  මේ වයස  අඩුම 27 පහළ  හරි ගන්න ඕනෑ වයස 26 කෝස් සේරම  කරලා digre එක menegermant ඒත්  චාන්ස්  එකක්  නැද්ද,Loans and Credit Services,2025-05-16T16:37:18Z,0.5802783966064453,0.0,0.4061948776245117
Peon job එකක් හොයාගන්න විදිහක් නැද්ද ?,Others,2025-05-16T16:28:41Z,0.31720584630966187,0.0,0.2220440924167633
අයියේ ikman එකේ තියන bank job vecancy බොරු එවා නේද,Others,2025-05-16T16:12:36Z,0.24140074849128723,0.0,0.16898052394390106
Maga bank account eka laksa daka marak hiyenawa dan ekata poliya kiyak athida man salli demma pothata 2021k,Digital Banking Experience,2024-09-15T13:54:46Z,0.7155677676200867,0.0,0.5008974373340607
ලක්ෂ 1350000 කට මාසය අවසන් වන විට පොලිය කීයද,Transactions and Payments,2024-08-26T11:31:33Z,0.7304902076721191,0.0,0.5113431453704834
"Saving account tiyeddi 
Online money market account ekak open karala ekata trafer karanna පුළුවන් da",Digital Banking Experience,2024-06-27T11:44:31Z,0.7713303565979004,0.0,0.5399312496185302
ලකශ 10 ට දවසට කීයක් ලැබෙනවද 7% පොලියට,Transactions and Payments,2024-06-24T11:15:11Z,0.77065110206604,0.0,0.539455771446228
Poliya savings account ekata yawanna puluwanda,Digital Banking Experience,2024-06-20T04:21:20Z,0.6049124002456665,0.0,0.4234386801719665
Mama money market account ake open kare 5/18. Dan one month iwari tama poliya watila na.natnam poliya watenna mase antimateda ?,Digital Banking Experience,2024-06-19T16:54:21Z,0.7710028886795044,0.0,0.539702022075653
Normal saving account ekak tiyenawa eka tiyeddi oka hadanna puluwanda,Digital Banking Experience,2024-06-14T02:21:29Z,0.7502384185791016,0.0,0.525166893005371
ලක්ෂ 10 ට  මාස 3ට කියක් ෙදනවද,Transactions and Payments,2024-06-12T10:55:44Z,0.7397981286048889,0.0,0.5178586900234222
ලක්ස 5 ඩිපොසිට් කරොත් මාසෙට ගන්න පුළුවන් පොලිය කියද සම්පත් බෑන්ක් එකේ,Transactions and Payments,2024-06-12T06:32:25Z,0.7648422122001648,0.0,0.5353895485401153
"100,000k fix krnn puluwanda...poliya vitrak masikawa gann puluwanda..",Transactions and Payments,2025-05-09T03:36:19Z,0.7063385844230652,0.0,0.4944370090961456
දන්න එකෙක් බැංකුවල සල්ලි දාන්න එපා,Others,2025-05-08T03:43:00Z,0.2813797891139984,0.0,0.19696585237979888
ඉදිරියේදි රේට් අඩුවෙයි ද?,Transactions and Payments,2025-05-07T13:10:08Z,0.5344682931900024,0.0,0.3741278052330017
ලස්සයකට මාසට පොලී කීයක් ගන්න පුලුවන්ද සර්,Transactions and Payments,2025-05-13T06:04:59Z,0.7430597543716431,0.0,0.5201418280601501
සම්පත් බැංකුවේ ලක්ෂ 1000000 ට පොලීය කීයද?.,Transactions and Payments,2025-03-08T14:10:52Z,0.6327943205833435,0.0,0.4429560244083404
"ලක්ෂ 5,mahset,පොලිය කියන්න f.d",Transactions and Payments,2025-03-04T00:04:39Z,0.7061845660209656,0.0,0.49432919621467586
බැංකු දෙකේම මේ ගනන් වලට මාසෙකට කියක් ලැබෙයිද,Transactions and Payments,2025-03-01T16:48:27Z,0.5293057560920715,0.0,0.37051402926445004
100000/= මාසිකව  පොලිය කීයක් වෙයිද,Transactions and Payments,2025-03-01T14:55:21Z,0.7460150122642517,0.0,0.5222105085849762
ලක්ෂ යක්  දැම්මෙත් මාසිකව  පොලිය කියද,Transactions and Payments,2025-03-01T12:56:44Z,0.7558727860450745,0.0,0.5291109502315521
ලක්ෂයක් දැම්මොත් මාසෙට කීයද,Transactions and Payments,2025-03-01T09:57:07Z,0.7375743389129639,0.0,0.5163020372390746
ලක්ෂ 50 ට මාසෙට පොලිය කියද,Transactions and Payments,2025-03-01T05:26:04Z,0.7430641651153564,0.0,0.5201449155807495
ලක්ෂ 10 ට මාසිකව පොලිය කියක්ඩ්ඩ,Transactions and Payments,2025-02-28T11:13:25Z,0.7398205399513245,0.0,0.5178743779659271
ලක්ෂ 40ක 50ක මුදලක් තැන්පත් කරන්න  හොදම විදිහි සදහන් කරන්න මම විදෙස් ගත ඉන්නේ,Transactions and Payments,2025-02-28T08:56:50Z,0.6083796620368958,0.0,0.425865763425827
ලක්ශ පහකට මාසිකව කීයක් ලැබෙයිද,Transactions and Payments,2025-02-28T02:20:44Z,0.770428478717804,0.0,0.5392999351024628
කැල්කුලේට් කරන හැටි කියා දෙන්නකො,Others,2025-02-27T17:36:50Z,0.6512253284454346,0.0,0.4558577299118042
ලක්ෂ 7ක් කමාසල් බැංකුවෙ දැමිමාම මාසෙකට පොලිය කීයද.,Transactions and Payments,2025-02-27T14:37:24Z,0.6327857375144958,0.0,0.4429500162601471
රැ ලක්ස පහක් සමිපත් බැංකුවෙි තැන්පත් කලොත් මාසෙකට පොලිය මුදල කියක් ලැබෙනවද?,Transactions and Payments,2025-02-27T08:51:06Z,0.7828087210655212,0.0,0.5479661047458648
මට විස්තර  දැන ගන්න කෝහොමද,Others,2025-02-27T06:31:51Z,0.5103839635848999,0.0,0.3572687745094299
මට ලංකාවෙ කොමෙන්ෂල් එකේ කවුන්ට් එකක් තියෙනවා තියෙනවා. මං ඒකට කොහොමද එහෙම කරන්නේ දැන් මම රට්නේ,Digital Banking Experience,2025-02-27T05:36:24Z,0.48233726620674133,0.0,0.3376360863447189
NDB  Wealth   එකේ  money  market  account  එකේ  පොලිය  8.1% යි.,Transactions and Payments,2025-02-27T05:10:41Z,0.7268547415733337,1.0,0.8087983191013335
සම්පත් බැංකුවේ ලක්ෂ පහක් දැම්මොත් මාසෙකට පොලිය කීයක් ගන්න පුළුවන්ද,Transactions and Payments,2025-02-26T16:55:44Z,0.6443724632263184,0.0,0.4510607242584228
ලක්ෂයක් දෙම්මොත් මාසෙට පොලිය කියද පිළිතුරක් දෙන්න මල්ලි ,Transactions and Payments,2025-02-26T14:38:52Z,0.7013674974441528,0.0,0.49095724821090697
Loan against fd එකක් ගන්න හොඳම බැංකුව මොකද්ද ? පොලිය පරතරය අඩුම?,Loans and Credit Services,2025-04-25T08:53:56Z,0.43318578600883484,1.0,0.6032300502061844
ලංකා බැංකුවට වඩා පොලිය වැඩි යි,Others,2025-04-20T01:11:55Z,0.19974501430988312,0.0,0.13982151001691817
ටැක්ස් එක කැපෙනවාද,Digital Banking Experience,2025-04-07T11:57:04Z,0.7756035923957825,0.0,0.5429225146770477
වයස 60 කෙනේක්ට fixed ඩානවානමි කියඩ,Loans and Credit Services,2025-04-01T06:19:47Z,0.5686790347099304,0.0,0.39807532429695125
අවුරුදු පහකට දාලා මාසිකව පොලිය ගන්න බැරිද,Transactions and Payments,2025-03-30T21:16:09Z,0.7240157127380371,0.0,0.506810998916626
සම්පත් බැන්කුවේ අවුරැදු දහයකට ඉස්තීර තැන්පතුවක් දාන්න බැරිද,Transactions and Payments,2025-03-30T09:45:08Z,0.7316958904266357,0.0,0.512187123298645
ජ්‍යෙෂිඨ පූරවැසි තැන්පතු පොලිය වෙනස් වෙලාද කියන්නකෝ,Transactions and Payments,2025-03-30T08:31:38Z,0.7820525169372559,0.0,0.547436761856079
සම්පත් බැංකුවේ ස්ථාවර තැන්පතු සඳහා දැන් online ක්‍රමයට ණය ලබා ගන්න බැරි ඇයි,Loans and Credit Services,2025-03-30T08:08:02Z,0.5850095748901367,1.0,0.7095067024230957
අයියේ මට පොඩි ගැටළුවක් වුණා සල්ලි deposit කරන් කොට...,Transactions and Payments,2025-03-09T17:52:21Z,0.290083110332489,1.0,0.5030581772327423
Aiye ara bank number eka illanne e salli tika transer karana kenageda 🤔,Digital Banking Experience,2024-10-29T14:25:48Z,0.82496178150177,0.0,0.5774732470512389
Boc atm cad වල රහස් අංකය cad එකෙම තිනවා නෙද,Digital Banking Experience,2024-07-20T09:38:39Z,0.8436834812164307,0.0,0.5905784368515015
වෙනත් බැංකුවක cdm එකකින් සල්ලි දාන්න බැරිද,Transactions and Payments,2024-07-17T01:34:46Z,0.5165761709213257,0.0,0.361603319644928
සම්පත් බැන්කුවෙ සල්ලි ගන්නෙ කොමද,Loans and Credit Services,2024-04-21T20:11:04Z,0.49330568313598633,0.0,0.3453139781951904
sampath bank cheque deposit machine ganath video ekak karanna puluwan da,Digital Banking Experience,2023-12-30T07:20:28Z,0.7741206288337708,0.0,0.5418844401836395
"වෙන කාගේ හරි ID නම්බර් එකක් දෙන්න බැරිද?අපේම එක ඕනද,අමතකයි වගේනම් හදිස්සියේවත්,එහෙම කලොත් අව්ල්ද",Digital Banking Experience,2023-11-24T06:09:01Z,0.8523414134979248,0.0,0.5966389894485473
දාන්න පුලුවන් අවම ගාන කීයද,Transactions and Payments,2023-06-28T14:48:34Z,0.6214146614074707,0.0,0.43499026298522947
sampath CDM මශින් එකෙන් boc එකවුන්ට් එකකට සල්ලි Deposit කරන්න පුලුවන්ද,Transactions and Payments,2023-04-04T09:20:32Z,0.7309350371360779,1.0,0.8116545259952546
"වෙන බැන්කු වලින් සම්පත් බැංකුවට සල්ලි එවන්න පුලුවන් ද?
Kiyannako plz🥺",Loans and Credit Services,2023-03-17T07:45:51Z,0.4084020256996155,0.0,0.2858814179897308
ඔතන telephone no eka Id nomber එකයි දාන්න ඔනේ අපි මුදල් දාන ගිනුමේ කෙනාගේ Details ද අයියේ නැත්තන්,Digital Banking Experience,2023-03-03T23:04:12Z,0.7367379665374756,0.0,0.5157165765762329
Card pin eka koheda thiyenne card eke,Digital Banking Experience,2023-01-08T13:35:09Z,0.8315660357475281,0.0,0.5820962250232696
bank number eka thiyena kenage da id eka danna on,Digital Banking Experience,2022-12-12T15:13:37Z,0.8375144004821777,0.0,0.5862600803375244
ඔය බෑන්ක් එකෙන් වෙන් බෑන්ක් account එකකට සල්ලි යවන්න පුලුවන්ද,Transactions and Payments,2022-11-02T15:28:17Z,0.5300467014312744,0.0,0.37103269100189207
මේ ගණුදෙනුව කරාට පස්සේ අනිවාර්යයෙන් මෙක බැංකු පොතේ ලකුණු කරගන්න ඕනෙද 🤔,Others,2022-09-19T07:26:18Z,0.5688228607177734,0.0,0.3981760025024414
යොමු අංකය කියන්නෙ මොකක්ද,Customer Support,2022-07-31T13:29:28Z,0.6537122130393982,0.0,0.4575985491275787
මෙ අයියෙ bank කාඩ් එකෙ අයිති කාරයාගෙ id nambar එකද ගහන්න ඔන,Digital Banking Experience,2022-07-08T19:22:02Z,0.6733099222183228,0.0,0.4713169455528259
වෙන කෙනෙක්ගෙ sampath bank account ekakata salli දානකොටත් මේ විදියටම නේද,Digital Banking Experience,2022-07-05T06:46:40Z,0.6887307167053223,0.0,0.4821115016937256
වෙන කෙනෙකුට සල්ලි දානව නම් lD/mobile number කාගෙ එකද දාන්නෙ,Digital Banking Experience,2022-07-03T18:19:10Z,0.6639087200164795,0.0,0.4647361040115356
අම්මො  එකසල්ලි ටික ගිල්ල නෙ🥵,Others,2022-04-13T01:05:18Z,0.4988558888435364,0.0,0.34919912219047544
"මට කියන්න පුළුවන්ද රැ ලක්ශ 20 ක් වගේ මුදලක් fixed deposit එකක් දානවා නම් හොද පොලියක් ගන්න  කොහොමද කරන්න ඔනේ 
කොච්චර වගේ ගන්න පුළුවන්ද",Transactions and Payments,2025-02-04T22:07:25Z,0.7950363159179688,1.0,0.8565254211425781
ස්තාවර තැන්පත් කිරීමක් ලබා ගැනීමට ගන්නා වේලාව ගැන සොයාබැලීම ගනුදෙනුකරුවන්ට පහසුවක් වේවි,Transactions and Payments,2024-11-22T08:40:25Z,0.6417457461357117,1.0,0.7492220222949981
මට මුදල් යවන්න තිබ්බෙ ප්‍රයිවට් ලිමිටඩ් එකවුන්ට් එකට .ඒකට සල්ලි යවන්න බෑ කිවුවා .මම මොක්ක ද කරන්නෙ,Transactions and Payments,2024-12-07T13:16:58Z,0.6257511973381042,1.0,0.7380258381366729
"Mage eke transfer krna yakota from account kiyna eka touch krama
Mage account eka penan nane. E nisa salli transfer krna bene",Transactions and Payments,2024-11-04T14:49:18Z,0.2702559530735016,1.0,0.4891791671514511
Meke boc bank eka na neda🤔,Digital Banking Experience,2024-07-15T07:29:47Z,0.45125386118888855,0.0,0.31587770283222194
සම්පත් USD account එකකින්  RS account එකකට සල්ලි දාද්දි Amount එක  USD වලින්ද දාන්න ඕනේ නැත්තන්  RS වලින්ද  plz rly,Transactions and Payments,2024-07-14T02:04:37Z,0.808971643447876,0.0,0.5662801504135131
Transfer karaddi wena bank ekakata kiyak fee ekak aya karanawada rs30kda,Transactions and Payments,2024-05-28T02:06:06Z,0.331559419631958,1.0,0.5320915937423706
ගලේවෙල සම්පත් බැංකුවේ  දුර කථන අංකය දෙන්න පුළුවන් ද,Others,2025-03-18T13:19:35Z,0.5720917582511902,0.0,0.4004642307758331
මේ staff assistant  කියන්නේ කාර්යාල සහකරුද,Others,2024-05-29T16:02:31Z,0.32137006521224976,0.0,0.2249590456485748
Bank eken password ekak denne nadda,Digital Banking Experience,2024-09-07T06:46:54Z,0.7941484451293945,1.0,0.8559039115905762
මට frist shy එකේ english walata S...third shy එකෙන් තමයි මේකට apply කරන්න හැදුවේ....හැබැයි 3rd shy එකේදි english ලිව්වේ නෑ...මට o/l english වලට A ekak තියෙනවා...එහෙම apply karann puluwand mekata...3rd shy eke english nathuwa first shy eke english walin aulk nadd demmata,Others,2025-05-22T13:39:20Z,0.1951873004436493,0.0,0.1366311103105545
"සර් තාම ඇප්ලයි කරන්න පුළුවන්ද, මං HNDA කරන කෙනෙක්. ඒක ප්‍රශ්නයක් නෑ නේද",Digital Banking Experience,2025-05-21T11:02:00Z,0.8209071755409241,0.0,0.5746350228786468
කවද වෙනකන් apply කරන්න පුලුවන් ද,Digital Banking Experience,2025-05-12T04:16:45Z,0.4821447432041168,0.0,0.33750132024288176
"මට Ol english වලට B තියේ Al result B3 Arts, Z 1.0930 ඒත් මට Al english F   ඒලෙවල් කාලෙ english භාවිතා උනේම නැති නිසා දැන් මතක නැනෙ..ඇප්ලයි කරල අවුලක් වෙයිද",Digital Banking Experience,2025-05-11T13:42:38Z,0.7553244829177856,0.0,0.5287271380424499
Degree තියන අයටත් වයස බලපානවද බැංකු වලට ඇප්ලයී කරන්න ,Digital Banking Experience,2025-05-11T09:51:51Z,0.723138689994812,0.0,0.5061970829963683
"Boc , Sampath Bank දෙකේම මේ job එකට apply කරොත් ප්‍රශ්නයක් නැ නේද",Others,2025-05-11T06:56:41Z,0.36249488592147827,0.0,0.2537464201450348
Ol ගණන්  C engish S  al inglish S   al rank eka 194  මට apply කරන්න පුළුවන් ද,Others,2025-05-10T13:39:09Z,0.11895812302827835,0.0,0.08327068611979484
Dewani share O/laps berida apply karanna,Others,2025-05-07T09:27:26Z,0.06518065929412842,0.0,0.04562646150588989
පුහුනුවෙන් පස්සෙ ස්ථිර පත්විම් දෙනවද,Loans and Credit Services,2025-05-06T11:39:18Z,0.5206866264343262,0.0,0.3644806385040283
23 වයස බැරිද,Others,2025-05-06T09:25:13Z,0.5709574818611145,0.0,0.3996702373027801
