Comment,Aspect,Date,brand,trigger_keywords,model_score,lexicon_score,final_score
මම දැන් බැංකුවට ගිහින් මේ ගැන අහලා ආවා විතරයි. ඊට පස්සේ මේ වීඩියෝ එක දැක්කේ... ඇත්තටම වටින වීඩියෝ එකක්... ගොඩාක් ස්තූතියි දැනුවත් කිරීම සම්බන්දව.,Others,2025-05-16T06:03:03Z,Commercial Bank,['commercial bank'],0.3870021104812622,0.0,0.2709014773368835
"2023 රට එන්න කලින් මිලියන් දැම්මා මහජන එකේ, 21% දුන්නා අව්රුදු 2ට.",Loans and Credit Services,2025-05-18T22:02:54Z,Commercial Bank,['commercial bank'],0.4560003876686096,0.0,0.3192002713680267
"සල්ලි තියන අයට හොදයි ,අපි මාසේ ජිවත් වෙන්නෙත් දෙවෙල කාලා",Transactions and Payments,2025-05-18T17:29:55Z,Commercial Bank,['commercial bank'],0.473844051361084,0.0,0.3316908359527588
"කරුනාකර මාතෘකාව හරියට දාන්න, ""රුපියල් 18,000 තියනවනම් මිලියනයක් හොයන්න පුලුවන්"", ඇයි ලිව්වේ නැත්තේ ""මාස් පතා ආයොජනය කලයුතුයි"" කියලා?",Transactions and Payments,2025-05-18T12:18:45Z,Commercial Bank,['commercial bank'],0.6003528833389282,0.0,0.42024701833724976
"Useless වැඩ.
සල්ලි තියෙනවා නම් වෙන හොඳ ආයෝජනයකට යොමු කරන්න. එක මාසයක් හරි ගෙවන්න බැරි වුනොත් වෙන දේත් කියන්න ",Others,2025-05-18T12:10:43Z,Commercial Bank,['commercial bank'],0.07942748814821243,0.0,0.0555992417037487
අනික මේ බැංකුව පැත්තවත් යන්න එපා.  කපටි හොරු. රජයේ බැංකුවකට යන්න.,Trust and Security,2025-05-18T02:10:51Z,Commercial Bank,['commercial bank'],0.6106825470924377,0.0,0.4274777829647064
"එක එකාගාව සීට්ටු දාන අයට,තමන්ගේ අතේ මුදලක් ඉතිරි කර ගන්න බැරි අයට,අවමඟුලට සම්බන්ධ සමිතියකට බැඳෙන්න බැරි අය,දඹදිව වන්දනාවෙ වගේ ගමනක් යන්න ඉන්න එකපාර මුදලක් වියදම් කරන්න ලෝබ හෝ බැරි අයට මේ ක්‍රමය ගොඩාක් හොඳයි.එහෙම මං දන්න අය ගොඩාක් ප්‍රයෝජන ලබනවා.හොඳ විඩියෝ එකක්,",Trust and Security,2025-05-17T06:01:14Z,Commercial Bank,['commercial bank'],0.48185279965400696,0.0,0.3372969597578048
මේවට අහුවෙන්න එපා පව් මීට වඩා හොද ආයෝජන ක්‍රම තියනව,Others,2025-05-17T01:39:25Z,Commercial Bank,['commercial bank'],0.21978875994682312,0.0,0.15385213196277617
දැන් මිනිස්සු දීර්ඝකාලීන තැන්පතු දාන්නෙ නෑ.අලුත් බදු 10%ක් මුලු පොලියටම ගහපුවම ඔය කියන ගාන එන්නෙ නෑ.දීර්ඝකාලීන තැන්පතු ලොකු මුදලක් දැම්මොත් බදුසීමාව වන ලක්ශ 18 පැන්නොත් ලොකු මුදලක් ටැක්ස් එකට කැපෙනවා.මිනිස්සු එන්න එන්නම බැංකු වලින් ඈත් වෙනවා.,Others,2025-05-16T17:57:12Z,Commercial Bank,['commercial bank'],0.053719617426395416,0.0,0.03760373219847679
විදෙස් රටක රැකියාවක් කරන කෙනෙක් මෙය ආරම්භ කරන්නේ කොහොමද,Others,2025-05-16T10:31:33Z,Commercial Bank,['commercial bank'],0.3909972012042999,0.0,0.2736980408430099
"මීට වඩා ලාභයිනෙ බං 
භාණ්ඩාගාර බිල්පත් දාන එක. 

භාණ්ඩාගාර බිල්පත් ඉතාම පහසුවෙන් මහජන බැංකුවෙන් දාන්න පුළුවං.(පුළුවං තරම් main ciry වල බැංකු ශාකා නැතිව වෙන ඒවගෙන් බලන්න, අත්දැකීමෙන් කිව්වෙ)

(ඔය මොනතරම් gains ආවත් 10% with holding tax papers වලට sign කරන්න ඕනි ඔයාගෙ ආදායම 150,000 ට අඩුනම් මාසික වශයෙන්)

ඒ වගේම විශේෂම දේ තමා.. භාණ්ඩාගාර බිල්පත් වල ආයෝජනයෙදී ඔයාල කිසිම Tax එකකට යටත් වෙන්නෙ නෑ වගේම, ඔයාලට ඕනි වෙලාවක දමන ඇයෝජන මුදල් කර ගන්න පුළුවං. 

ඒ වගේම පවරන්නත් පුළුවං.

ඒ වගේම අවම මුදල රු. 10000/- සිට ආයෝජනය කරන්නත් පුළුවං.

එකම දේ පොඩ්ඩක් documents fill කරන්න ඕනි.

එයාල දෙනව එයාලගෙ head office treasury hotline number එක.. එයාළ එක්ක උදව් ගන්නත් පුළුවං..

මම නම් රු. 10000 ඉදං දාන්නෙ treasury Bills විතරයි..

fds දානවට වඩා ලාභ වගේම..

පුරුදු උනාම ආයෙ fds ඕනිම නෑ..

පොඩි ගානක් දාල try කරල බලන්නකො... ආස හිතෙයි ",Transactions and Payments,2025-05-16T07:42:28Z,Commercial Bank,['commercial bank'],0.26626887917518616,1.0,0.4863882154226303
Lanka orix finance payment karanna puluwan da,Transactions and Payments,2025-04-27T12:21:01Z,Commercial Bank,['commercial bank'],0.11207184940576553,1.0,0.37845029458403584
ලස්සයකට මාසට පොලී කීයක් ගන්න පුලුවන්ද සර්,Transactions and Payments,2025-05-13T06:04:59Z,Commercial Bank,['commercial bank'],0.7430597543716431,0.0,0.5201418280601501
එතකොට ලක්ස පහක් අවුරුදු පහකට දැම්මොත්.. මාසික පොලිය 500000%8.5 = 85000  නෙද....,Transactions and Payments,2025-05-19T10:21:04Z,Commercial Bank,['commercial bank'],0.7636529803276062,0.0,0.5345570862293243
ඒ ෆොන් නම්බරෙ නැත්තම් මොකක්ද කරන්න ඔනි,Digital Banking Experience,2025-05-09T15:46:40Z,Commercial Bank,['commercial bank'],0.8039439916610718,0.0,0.5627607941627502
"Commercial bank eka gana tikak hoyala balanna ona, mageth salli wagayak kapala poliya adu karala thibba Money market account eke.Account eka open karala awata passe SMS walata kiyala 500k kapala, mase poliya dala naha.",Trust and Security,2025-05-15T11:34:34Z,Commercial Bank,['commercial bank'],0.5551255941390991,0.0,0.38858791589736935
හපොයි..හපොයි..ලොකුම කස්ටමර් බේස් එකක් තියෙන පුයිව්ට් බැංකුව කියගා තමයි කියන්නේ..එකවුන්ට් එකක් දාන්න හිටියේ..ඕනෙම නැහැ එහෙනම්,Trust and Security,2025-04-26T12:14:27Z,Commercial Bank,['commercial bank'],0.6961377263069153,0.0,0.4872964084148407
Mg com bank account eken 16000 kepila tibba.. Hebei mata eka aye hadala dunna benk eken.. Eunata bayai tama,Digital Banking Experience,2025-04-22T17:13:19Z,Commercial Bank,['commercial bank'],0.5000767707824707,0.0,0.35005373954772945
okay bank niladarin danuwathwa siduwe.hoda welawata mama account eaka oya bank eake open kale  naththe.,Digital Banking Experience,2025-04-18T16:21:32Z,Commercial Bank,['commercial bank'],0.5793614387512207,0.0,0.40555300712585446
",කාර්ඩ්  එකෙන් ගනු දෙනු  කරන  කොට  බිල ගෙවු විට එම බිල දෙතුන් වතාවක්  කපනවා  ඒ  ගැන සැලකිලිමත් වෙන්න   කාඩ්  එකෙන් බිල් ගෙවද්දි  එම බිල් රිසිට්  ලබා ගන්න  ෆොන්  එක බලන්න  බිල දෙවතාවක්  තුන් වතාවක්   වැදිලද  කියලා ඊළගට  ඕකුන්  කියන්නෙ මෙහෙ කැපිලා නෑ බැන්කුවට යන්න කියලා බැන්කුවෙන්  බඩු ගත්තෙ නැ  හොද හිතින්  ගෙවපන් මගෙ සල්ලි    ...හ්..හ්..කා  ගන්නෙ  ..නැතුව කියලා එතන පෙරලි  කරලා නැත්නම්  හ්..හ්.....ක්.කවෙනවා",Trust and Security,2025-04-17T06:08:16Z,Commercial Bank,['commercial bank'],0.8259434700012207,0.0,0.5781604290008544
Mage salli 2parak 3100 3100.....6200 kapala aiye Mata a salli denne nehe kiyanava....kohomada aiye a salli ganne kramayak kiyala dennako,Others,2025-04-16T10:38:51Z,Commercial Bank,['commercial bank'],0.05285552516579628,0.0,0.03699886761605739
අනිවාර්යෙන් මුන්ගේ ATM  වරදින් ..වෙනත් බැංකු card හිරවුනාම..හිරවුන සල්ලි ගන්න මාස ගනන් යනවා..ජරාම සර්විස් එකක් තියෙන්නේ,Trust and Security,2025-04-16T02:55:15Z,Commercial Bank,['commercial bank'],0.8230360150337219,0.0,0.5761252105236053
3 y bank ake ganudenu nokaroth account aka cansal wenawada,Digital Banking Experience,2025-05-16T10:05:45Z,Commercial Bank,['commercial bank'],0.7991587519645691,0.0,0.5594111263751983
