video_id,title,description,url,likes,views,comment_count,published_at,hashtags,keyword_hits
52TB6BDiw0c,"SAMPATH BANK ADJUDGED AS ""THE BEST BANK IN SRI LANKA""  BY EUROMONEY MAGAZINE!","SAMPATH BANK ADJUDGED AS ""THE BEST BANK IN SRI LANKA"" FOR THE SECOND CONSECUTIVE YEAR BY PRESTIGIOUS EUROMONEY MAGAZINE!

This title is awarded only upon ensuring that an array of stringent criteria set by EUROMONEY have been met and adhered to. EUROMONEY magazine, considered one of the world’s most prestigious business and finance magazines is read world over by leading financial and banking professionals.
This award is an impetus to us, to further improve and enhance our state-of-the-art banking services, to serve you with banking services par excellence today, tomorrow and into the future.",https://www.youtube.com/watch?v=52TB6BDiw0c,10,1260,N/A,2014-07-28T09:37:21Z,,1
FLeOtZyWC34,The Sampath Bank American Express Ultramiles Platinum Credit Card Launch - Card Unveiling,"The Sampath Bank American Express Ultramiles Platinum Credit Card Launch - Card Unveiling was held at Holiday Inn Resort, Kandooma Island, Maldives, on 15th November 2014.",https://www.youtube.com/watch?v=FLeOtZyWC34,12,1077,0,2014-12-08T05:30:53Z,,1
ZEigCV4EnDI,Sampath Bank Latest Fixed Deposit Interest Rates 2025,"Sampath Bank latest FD Rates 2025

You can check the latest with Sampath Bank website:
https://www.sampath.lk/personal-banking/term-deposit-accounts/regular-deposits/Fixed-Deposits?category=personal_banking

#sampathbankfixeddepositrates #fixeddeposit #InterestRates #SampathBank",https://www.youtube.com/watch?v=ZEigCV4EnDI,57,4694,30,2025-03-30T05:33:17Z,"#sampathbankfixeddepositrates, #fixeddeposit, #InterestRates, #SampathBank",1
e34wnTeaDFA,Sampath Bank- 25 Years, ,https://www.youtube.com/watch?v=e34wnTeaDFA,10,3816,0,2012-10-16T11:00:53Z,,1
r3sDUCXMaCQ,Shashi Kandambi Jassim DGM Corporate Banking Sampath Bank,Gold Award Winner Banking & Finance Category at the Top 50 Professional & Career Women Awards 2017,https://www.youtube.com/watch?v=r3sDUCXMaCQ,5,536,0,2018-06-14T05:36:30Z,,1
bD2qCide2m8,24 - how to diposit money on Sampath Bank CDM,,https://www.youtube.com/watch?v=bD2qCide2m8,1331,68952,149,2022-02-09T00:30:30Z,,1
kcJSLAzUiM0,අලුත් වුණ ස්ථාවර තැන්පතු අනුපාත | Updated Sampath bank FD rates Sinhala | #bank #fixeddepositb #2024,"About This video
How to FD deposit on  sampth wishwa online banking. if you follow this video you can do it.

You do not need to be a Sampath Bank account holder to enjoy high interest rates and earn an additional income on your fixed deposit. A minimum deposit of Rs. 25,000/- is all what you need to open a fixed deposit account. If you are a Sampath Bank account holder, then the interest earned, whether monthly or annually, can be automatically transferred to your Current or Savings account according to your wishes. if you want to more details please follow this video.
I think this video is so important for you
Watch it.
Thanks you.

#SampathVishwa
#onlinebanking 
#sampathbank
#deposit 
#bankingsolutions 
#bank 
💵💵💵💵💵
🇱🇰🇱🇰🇱🇰🇱🇰🇱🇰
#HelpmateTv
👍👍👍👍👍👍👍👍👍

Follow us

Facebook
Blogger
WhatsApp",https://www.youtube.com/watch?v=kcJSLAzUiM0,188,13424,7,2024-03-03T18:16:40Z,"#SampathVishwa, #onlinebanking, #sampathbank, #deposit, #bankingsolutions, #bank, #HelpmateTv",1
F0-R9Bs5wFo,Best Fixed Deposit Rates for 01 Year Period | BOC | NSB | Sampath Bank,"How to Avoid from 10% Withholding Tax | WHT
https://youtu.be/Ow9oumtjHzI?si=MwSHjdjMU9NhtdRc

Sampath Bank Fixed deposit rates:
https://www.sampath.lk/personal-banking/term-deposit-accounts/regular-deposits/Fixed-Deposits?category=personal_banking

Commercial Bank Fixed deposit rates:
https://www.combank.lk/personal-banking/term-deposits/fixed-deposits
People's Bank Fixed deposit rates:
https://www.peoplesbank.lk/interest-rates/
HNB Fixed Deposit Rates:
https://www.hnb.net/fixed-deposits-interest-rates
NSB Fixed Deposit rates:
https://www.nsb.lk/rates-tarriffs/rupee-deposit-rates/
BOC Fixed deposit rates:
https://www.boc.lk/rates-tariff#rupee-deposit-rates


#FixefDepositRates #SampathBank #CommercialBank #BOCBank #NSBBank #People'sBank #HNBBank",https://www.youtube.com/watch?v=F0-R9Bs5wFo,52,3919,12,2025-04-15T02:00:11Z,"#rupee-deposit-rates, #FixefDepositRates, #SampathBank, #CommercialBank, #BOCBank, #NSBBank, #People'sBank, #HNBBank",1
VVYv01wZRMM,An inspiration for the year with Sampath Bank calendar for 2019.,"An inspiration for the year with Sampath Bank calendar for 2019.

Some things may grow old or out of style but can be evolved into something useful and special...what will yours be this year?",https://www.youtube.com/watch?v=VVYv01wZRMM,3,335,N/A,2019-01-03T10:52:10Z,,1
k2Dbc1OfhDA,Sampath Bank Children's day 2023,"Client | Sampath Bank 
Creative agency | Triad Sri Lanka
Director | Shenal Gunasekera 
DOP | Layan Colambage 
Line Producer | Sumedha Hewage 
Focus pulla |  Yasas Sri Aththanayaka 
Camera Assistants | Chamal H Wickramasinghe , Ranil Wasantha
Gaffer | Suresh, Abi Sriyadi 
Make Up | Shalitha Gunawardana 
Art | Asitha Devapriya 
Costume | Ashani Fernando
Story Board | Anjula Sathish 
Equipment | Epic 84
Production Assistant | Mindika Pathinayaka 
Editor | Tharindu Kariyawasam 
Colorist | Ananda Bandara 
GFX | Dasun Sudheera Jayasinghe 
Creative Writer | Shenal Gunasekara 
Art Director | Damitha Pathirage 
Client Servicing | Sachini Sumanarathne
Agency Producer | Chulle Rajapaksha

#Sampathbank #TriadSriLanka #layancolambage",https://www.youtube.com/watch?v=k2Dbc1OfhDA,3,174,0,2023-10-01T03:33:17Z,"#Sampathbank, #TriadSriLanka, #layancolambage",1
4VRNfhQ7wlY,Legal Officer | Sampath Bank,"Jobs Sri Lanka 2023|Trainee  Staff Assistant | Sampath Bank | Rakiyalk  | 2023 |Sri Lanka | Sampath Bank Legal Officer

#job2023 #IT  #customer    #staff  #care  #banking #bank #sampathbank   #rakiya #customercare #executive #call #legal #officer #legalofficer",https://www.youtube.com/watch?v=4VRNfhQ7wlY,7,230,0,2023-11-24T06:30:01Z,"#job2023, #IT, #customer, #staff, #care, #banking, #bank, #sampathbank, #rakiya, #customercare, #executive, #call, #legal, #officer, #legalofficer",1
BVlsWVpws8U,Sampath Bank - We Present Your Future,"With nearly 3 decades of innovative products, transformative services and unmatched dedication, Sampath Bank is proud to be one of the most trusted banks in Sri Lanka. 
This is what makes us unique: a culmination of great people and innovative ideas.",https://www.youtube.com/watch?v=BVlsWVpws8U,24,1563,N/A,2021-06-06T14:37:50Z,,1
QaoAGrKQCWM,#sampathvishwa|sampath bank online money transfer|sampath bank mobile app|sampath vishwa app login,"#sampathvishwa #sampathbank #banktrasfermoneyapps #onlinebanking #onlinepayment #sinhala #YESU

If you like My Channel:🤗

Like 👍 
Share ✔
Comment 📝

SUBSCRIBE for more videos Also click on🔔notification

Thanks for watching...!",https://www.youtube.com/watch?v=QaoAGrKQCWM,367,28072,22,2024-05-16T03:05:46Z,"#sampathvishwa, #sampathbank, #banktrasfermoneyapps, #onlinebanking, #onlinepayment, #sinhala, #YESU",1
bxyAzt3JB7s,Sampath Bank- ICT, ,https://www.youtube.com/watch?v=bxyAzt3JB7s,1,730,0,2012-10-16T11:42:25Z,,1
1tJ7EROGGZg,#sampath bank 🏦 sms game,,https://www.youtube.com/watch?v=1tJ7EROGGZg,1,51,0,2024-10-01T17:57:20Z,,1
je_RYqRiREc,Sampath Bank Women Day 2024,"Sampath Bank – Women’s  Day 2025
We are proud to have been the event management partner for "" Sampath Bank – Women’s  Day 2025"", held on 6th March 2025 at Waters Edge - Sri Lanka. 
Organized by Sampath Bank, this event was a celebration of innovation, resilience, and the remarkable contributions of women in entrepreneurship. It was an honor for Vibrant Events to bring this inspiring gathering to life with seamless event management and creative execution! 

#EmpowerHer #WomenEntrepreneurs #SampathBank #VibrantEvents #exceedingexpectations #officialeventpartner #event #WatersEdge #WomenInBusiness #womensday2025 #womensdaycelebration #Ladies1st",https://www.youtube.com/watch?v=je_RYqRiREc,2,119,0,2025-04-09T04:16:59Z,"#EmpowerHer, #WomenEntrepreneurs, #SampathBank, #VibrantEvents, #exceedingexpectations, #officialeventpartner, #event, #WatersEdge, #WomenInBusiness, #womensday2025, #womensdaycelebration, #Ladies1st",1
_IambH9h_no,Sampath bank housing Loan || හීන හැබෑ කරන සම්පත් බැංකුව,"ඔයාගේ ප්‍රශ්න මේකට යොමු කරන්න
https://chat.whatsapp.com/Dol6fKtPfuMEH5CWYgjklL


Quality Power Bank එකක් මිලදී ගන්න 👇👇
https://wa.me/message/ZXTJAYB36IFNO1


ලෝන් calculation එක කරන විදිහ
https://youtu.be/MR1A3MTva1I?si=-YXMPILRqirl-f_",https://www.youtube.com/watch?v=_IambH9h_no,18,1374,1,2025-02-08T11:00:43Z,,1
nEeMpb_uCBQ,Sampath Bank Ladies First TVC,"Client: Sampath Bank
Brand: ""Ladies First""
Agency: DentsuGrants 
Production House: MUSE
Producer: Sudari Krishanthi Gunasekara for MUSE
Director: Hiroshan Waduge
DOP: Palitha Perera 
Asst Director : Chaminda Perera
Production Mgr: Hemakumara Priyadarshana
Hair and Makeup: Narada Thotagamuwa 
Art Director : Chari Wickramathilaka
Costume: Roshan Indrajith
Editor: Kavinda Jude Mudalige
Colourist: Chamitha Lakmal Welikanna
Agency Team: JD, Rilla Kamil and Dentsu Team  
Best Team: Tharaka Ranwala, Lasitha Rajinda Suraweera, Amadini Chathurika, Pujitha Rajapaksa",https://www.youtube.com/watch?v=nEeMpb_uCBQ,3,157,0,2022-03-09T08:29:05Z,,1
K1AC1zmKihU,Trainee  Staff Assistant | Sampath Bank #shorts,"Jobs Sri Lanka 2023|Trainee  Staff Assistant | Sampath Bank | Rakiyalk  | 2023 |Sri Lanka | Sampath Bank |පුහුණු කාර්ය මණ්ඩල සහකාර |සා.පෙළ හා උ.පෙළ තිබීම ප්‍රමාණවත්

For application
https://www.sampath.lk/careers?page_name=Vacancies

#job2023 #IT  #trainee   #staff  #asisstant #banking #bank #sampathbank   #rakiya #edp #technologies",https://www.youtube.com/watch?v=K1AC1zmKihU,3,105,2,2023-11-01T08:44:35Z,"#job2023, #IT, #trainee, #staff, #asisstant, #banking, #bank, #sampathbank, #rakiya, #edp, #technologies",1
XfK7nwYDgxs,Sampath Bank ATM Card Activate,,https://www.youtube.com/watch?v=XfK7nwYDgxs,22,450,2,2024-02-14T15:44:34Z,,1
Ty7qDC74ejU,Sampath Bank Junior Executive For Year 2023,"WEB SITE - https://jobvacanciesinsl.blogspot.com/
TELEGRAM CHANNEL -https://t.me/JobVacanciesInSriLanka
FACEBOOK GROUP -https://www.facebook.com/groups/2860995267534034/
FACEBOOK - https://www.facebook.com/JOBVACANCIESINSRILANKA1/
EMAIL - jobvacanciesinsl@gmail.com


#රැකියාඇබෑර්තු #jobvacancy #new_jobs
#SriLanka #bankvacancy #jobs #job_vacancies_in_sri_lanka",https://www.youtube.com/watch?v=Ty7qDC74ejU,50,2513,0,2023-02-04T15:28:51Z,"#රැකියාඇබෑර්තු, #jobvacancy, #new_jobs, #SriLanka, #bankvacancy, #jobs, #job_vacancies_in_sri_lanka",1
Tn0aI_V-ADo,Sampath Bank Fixed Deposit Interest Rates 2025,"Sampath Bank latest FD Rates 2025

You can check the latest with Sampath Bank website:
https://www.sampath.lk/personal-banking/term-deposit-accounts/regular-deposits/Fixed-Deposits?category=personal_banking

#sampathbankfixeddepositrates #fixeddeposit #InterestRates #SampathBank",https://www.youtube.com/watch?v=Tn0aI_V-ADo,19,1363,10,2025-05-04T03:09:53Z,"#sampathbankfixeddepositrates, #fixeddeposit, #InterestRates, #SampathBank",1
klKuOeDtJF4,🇱🇰Trainee Staff Assistant | Sampath Bank | Sri Lanka | Sinhala | 2025,"🏦 Trainee Bank Assistant Vacancies – Sampath Bank Sri Lanka 🇱🇰 | Apply Now!

📢 Start Your Banking Career Today! Sampath Bank, one of Sri Lanka’s leading private banks, is now accepting applications for Trainee Bank Assistant positions. If you are below 23 years and have 3 simple passes in the G.C.E. A/L exam, don’t miss this golden opportunity to join the banking industry.

📌 Job Details:
✅ Position: Trainee Bank Assistant
✅ Bank: Sampath Bank PLC
✅ Age Limit: Under 23 years
✅ Minimum Qualification: 3 simple passes in G.C.E. A/L
✅ Job Type: Full-Time Banking Trainee
✅ Location: Islandwide (Sri Lanka)

🌟 Why Join Sampath Bank?
✔️ One of the most reputed banks in Sri Lanka
✔️ Excellent training and career growth opportunities
✔️ Attractive salary and employee benefits
✔️ Ideal for school leavers and freshers

📅 Apply Today!
🖥️ Visit the Sampath Bank Careers page or watch the full video for application guidelines, eligibility, and pro tips.
LINK : https://www.sampath.lk/careers?page_name=Vacancies

🎥 Don’t forget to Like, Share, and Subscribe for more latest job vacancies in Sri Lanka!

📢 Join the Conversation:
Connect with us on social media for more tips and updates:

🔔Face book page link :- https://www.facebook.com/profile.php?id=100076366988755
🔔whatsapp channel link :- https://whatsapp.com/channel/0029VaCXqayHAdNSSupVc70M

👍 Don't Forget to Like, Share, and Subscribe for More Valuable Content!

🌟 Welcome to IQ School - IQ ඉස්කෝලේ | Your Guide to Job Opportunities and Professional Courses!

👉 Are you a job seeker looking for the latest job vacancies and tips on how to apply? Or perhaps you're interested in discovering professional courses to boost your qualifications? You've come to the right place! On this channel, we provide comprehensive information and guidance to help you navigate the job market and enhance your career prospects.

📋 What We Offer:

🔍 Job Vacancies: Stay updated with the latest job openings across various sectors in Sri Lanka and internationally. Learn about the application process, eligibility criteria, and important deadlines.
🎓 Professional Courses: Discover a wide range of professional courses that can help you acquire the necessary skills and qualifications to succeed in your career.
📈 Career Advice: Get expert tips on resume writing, interview preparation, and career development to improve your chances of landing your dream job.
🌐 Job Market Insights: Stay informed about current trends and opportunities in the job market to make well-informed career decisions.

🚀 Stay Connected:
Subscribe to our channel and hit the notification bell to never miss an update. Join our community of job seekers and career enthusiasts to share experiences, ask questions, and support each other.",https://www.youtube.com/watch?v=klKuOeDtJF4,263,13770,48,2025-05-05T13:30:42Z,,1
