video_id,title,description,url,likes,views,comment_count,published_at,hashtags,keyword_hits
dtQz3LcdocI,Make the most of your salary with HNB SalarySMART!,"Make the most of your salary with HNB SalarySMART! Enjoy up to 3 times your net salary as an overdraft or personal loan, exclusive interest rates, and a high-interest savings account with unlimited withdrawals. Route your salary through HNB and experience banking designed to give you more - because making you happy makes us happy!

Visit https://bit.ly/HNBSalarySmart to know more.

#HNBSalarySMART #SmartBanking #HNB",https://www.youtube.com/watch?v=dtQz3LcdocI,50,434092,N/A,2025-03-05T11:23:57Z,"#HNBSalarySMART, #SmartBanking, #HNB",1
jAlcG4cA2r4,How to Online Money Transfer Using HNB Digital Banking | HNB Digital Banking App Money Transfer,"About This video.
How to transfer money to anybank from HNB  Onlinebanking App? 
HNB Digital Bank App.
________________________________________________

⭕ Hashtags :-
#hnb
#onlinebanking 
#hnbbank 
 #bank
#internationalbanking 
#BankingAbroad 
#FinancialServices 
#fdratesinsrilanka2024
#fdratesinsrilanka
________________
💵💵💵💵💵💵💵💵
🇱🇰🇱🇰🇱🇰🇱🇰🇱🇰🇱🇰🇱🇰
📱📱📱📱
 ________________________________________________

HelpMate Tv,  tech, how to study technology,  HelpMate, HelpMate gossip, good videos, HelpMate, TV,  SL channel, SL HelpMate Tv
________________________________________________
I think this video is so important for you.
Watch it.
Thanks you.
________________________________________________
Follow me
Helpmate TV  Facebook :-profile.php?id=61554549097398&mibextid=9R9pXO
Helpmate TV Blogger :-
Helpmate TV Instagram :-helpmatetvigshid=OGQ5ZDc2ODk2ZA
Helpmate TV Tiktok :- @helpmmnjcw4?_t=8iATrDGjpZ9&_r=1
Helpmate TV WhatApp :- 0029Va5EmTJ3QxS0cumcPR1

________________________________________________

⭕ Copyright Disclaimer -
Video is for Educational purposes only. Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for 'Fair Use' for purposes such as criticism, comment, news reporting, teaching, scholarship, and research, Fair use is a permitted by copyright statute that might otherwise be infringing, Non-profit, educational or personal use tip the balance in favour of fair use.",https://www.youtube.com/watch?v=jAlcG4cA2r4,55,2747,13,2024-10-05T02:30:21Z,"#hnb, #onlinebanking, #hnbbank, #bank, #internationalbanking, #BankingAbroad, #FinancialServices, #fdratesinsrilanka2024, #fdratesinsrilanka",1
MG3MzF5OrOU,HNB SalarySMART සමඟ ඔබගේ වැටුප උපරිම කරගන්න!,"HNB SalarySMART සමඟ ඔබගේ වැටුප උපරිම කරගන්න! 
ඔබගේ වැටුපට වඩා 3 ගුණයක් වැටුප් අත්තිකාරම් හෝ පුද්ගලික ණයක් ලෙස ලබා ගන්න මෙන්ම, විශේෂිත පොලී අනුපාත, සහ සීමා රහිත ආපසු ගැනීම් සමඟ ඉහළ පොලී අනුපාතයක් ඇති ඉතිරි කිරීමේ ගිණුමක වාසි ලබාගන්න.
ඔබගේ වැටුප HNB SalarySMARTවෙත මාරු කර අසම සම බැංකු සේවාවක් අත්විඳින්න.
ඔබේ සතුට අපේ සතුටයි!

වැඩි විස්තර සඳහා https://bit.ly/HNBSalarySmart වෙත පිවිසෙන්න.

#HNBSalarySMART #SmartBanking #HNB",https://www.youtube.com/watch?v=MG3MzF5OrOU,86,636589,N/A,2025-03-05T11:24:00Z,"#HNBSalarySMART, #SmartBanking, #HNB",1
AHeglXCQcAQ,Here's how you can send money through HNB Cash to Mobile from any HNB ATM without a hassle!,"Here's how you can send money through HNB Cash to Mobile from any HNB ATM without a hassle! 

Download the HNB Digital Banking App now:

📲Android Play store: https://bit.ly/3JRMyJh


📲Apple App store: https://apple.co/3tJnGxG",https://www.youtube.com/watch?v=AHeglXCQcAQ,729,25042,N/A,2022-07-18T10:52:29Z,,1
zavffZSboJM,HNB money transfer online | HNB mobile banking app money transfer | HNB digital banking app |  #hnb,"HNB money transfer online | HNB mobile banking app money transfer | HNB digital banking app |  #hnb 

#sinhala #online_money_transfer",https://www.youtube.com/watch?v=zavffZSboJM,106,3595,11,2024-11-24T09:29:25Z,"#hnb, #sinhala, #online_money_transfer",1
-gq9QcAGey0,"𝗦𝗲𝗹𝗳 𝗥𝗲𝗴𝗶𝘀𝘁𝗲𝗿 with your HNB Debit Card the fast, safe & secure way using HNB Digital Banking App!","Evolve now! 
𝗦𝗲𝗹𝗳 𝗥𝗲𝗴𝗶𝘀𝘁𝗲𝗿 with your HNB Debit Card the fast, safe and secure way using the HNB Digital Banking App! Upgrade now to experience the evolution of Digital Banking. Visit https://bit.ly/3zOBQhW to download the HNB Digital Banking App today!
#HNB #HNBDigitalBankingApp #EvolveNow #evolving",https://www.youtube.com/watch?v=-gq9QcAGey0,208,25897,N/A,2021-06-28T07:21:14Z,"#HNB, #HNBDigitalBankingApp, #EvolveNow, #evolving",1
SwxDoRw40NA,"Ready, set, build! Get your Home Loan from HNB!","Ready, set, build! Get your Home Loan from HNB! Enjoy a repayment period of up to 25 years and pay only the interest for up to 5 years!
Visit https://bit.ly/3hfsAMY or call 0112 462 462 to get started now!
#HNB #HNBHomeLoans",https://www.youtube.com/watch?v=SwxDoRw40NA,3,147214,N/A,2021-06-01T06:35:42Z,"#HNB, #HNBHomeLoans",1
eFwXDqcCKl0,🇱🇰 HNB bank fixed deposit interest rates vs money market account | new fd rates in sri lanka 2024,"HNB Bank fixed deposit interest rates vs money market account interest rates, what is the best method to earn interest from banks in sri lanka 2024....

hnb bank give 7% interest rate for money market account and you can get more than 8 interest for fixed deposits 1 month to 5 years..

BOC Bank fixed deposit rates 🇱🇰👇 වීඩියෝව 
 
  https://youtu.be/k9FdQnR2cQ0 👈 බලන්න

_____

#fixeddeposit #moneymarketaccount #hnbbank #fdratesinsrilanka2024 #fixeddepositratesinsrilanka 

Thanks all🌷",https://www.youtube.com/watch?v=eFwXDqcCKl0,58,5205,10,2024-07-08T13:42:14Z,"#fixeddeposit, #moneymarketaccount, #hnbbank, #fdratesinsrilanka2024, #fixeddepositratesinsrilanka",1
gSw4EeU8XrM,Missed Call Alert service by HNB,,https://www.youtube.com/watch?v=gSw4EeU8XrM,50,10957,1,2020-04-04T10:21:22Z,,1
9aOIm7krHuE,"Using an HNB ATM with the ""Default"" option, in Sri Lanka",,https://www.youtube.com/watch?v=9aOIm7krHuE,368,17118,3,2023-05-01T09:42:40Z,,1
UO7vUMkcGO8,Here's how you can withdraw money received through HNB Cash to Mobile!,"Here's how you can withdraw money received through HNB Cash to Mobile from any HNB ATM without a bank account or card! 

Download the HNB Digital Banking App now:

📲Android Play store: https://bit.ly/3JRMyJh


📲Apple App store: https://apple.co/3tJnGxG",https://www.youtube.com/watch?v=UO7vUMkcGO8,621,23129,N/A,2022-07-18T11:05:28Z,,1
cdY5v-iusNA,How to Use HNB Digital Banking app| Digital Banking Sri Lanka| Tamil| Travel Tech Hari,"How to Use  HNB Digital Banking app| Digital Banking Sri Lanka  Online Banking Sri lanka

One man tamil link................
https://www.youtube.com/channel/UC7GPDZEdy4GOH_Xf_pbQM5w


Best Browser
https://youtu.be/UwPyRj34tvc

Don't update your Phone
https://youtu.be/LI0u4MBH_3s

How to download Whatsapp status
https://youtu.be/y8OkGWjntK4

Telegram is best app 2019
https://youtu.be/8twoX-4ulhI

Tik Tok Master plan 2020
https://youtu.be/lrrmeR0pJBg

ஆபாச வீடியோ பார்த்து மாட்டிக் கொள்ள வேண்டாம்.
https://youtu.be/VdhOVCpH45w

How to recover WhatsApp deleted photos
https://youtu.be/kkHouBKUwxg

Income Facebook ,whatsapp
https://youtu.be/AxrNw-jF8tI

Top 3 youtuber in tamil..
https://youtu.be/_y6a-9pMoTs

For more videos please subscribe to my YouTube channel....❤️😍🙏

https://www.facebook.com/hariprashanth1114/
https://www.instagram.com/travel_tech_hari_2019/
Contect : hsharishri1426@gmail.com
For more videos please subscribe my Youtube

DISCLAIMER: This Channel DOES NOT Promote or encourage Any illegal activities , all contents provided by This Channel is meant for EDUCATIONAL PURPOSE only .

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, 
teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal
 use tips the balance in favor of fair use.",https://www.youtube.com/watch?v=cdY5v-iusNA,1188,48891,163,2021-05-22T15:30:17Z,,1
3Mro1xS_xls,HNB Fixed Deposit Rate | 2024,"HNB Fixed Deposit Rate | 2024


#fixed_deposit
#hnb",https://www.youtube.com/watch?v=3Mro1xS_xls,13,2407,10,2024-04-28T10:28:25Z,"#fixed_deposit, #hnb",1
e1HnhGh3tqU,HNB AVURUDU SWING at Havelock City Mall #HNB #happyisnow #hnbcreditcards@HavelockCity Mall#dcevents,,https://www.youtube.com/watch?v=e1HnhGh3tqU,25,867,0,2024-09-02T07:39:43Z,,1
fbDARJ-AiNc,How to Use Hnb Digital Banking App | Online Banking Sri Lanka | sinhala,"#HNBOnlineBanking #DigitalBankingSriLanka #HNBAppTutorial #OnlineBankingGuide #SinhalaTutorial #bank #online #onlinebank #channel #boc #sinhala #nsb #register #hnbbank #transfer #sinhala 


🔵 Are you looking for a comprehensive guide on using the HNB Digital Banking App for convenient online banking in Sri Lanka? Look no further! In this detailed tutorial video in Sinhala, we walk you through the entire process, from downloading the app to making transactions and payments, all from the comfort of your device.

🔵 Our step-by-step instructions will help you get started with HNB Digital Banking App easily. Learn how to register your account, log in securely, explore the app's features, and discover how to perform tasks like checking #transfer  your account balance, viewing transaction history, transferring funds, and paying bills seamlessly.

🔵 Worried about security? We've got you covered! Discover how to set up robust security measures, including strong passwords, PINs, and biometric authentication, ensuring your financial information remains safe.

🔵 Whether you're new to online banking or looking to maximize your HNB Digital Banking App experience, this tutorial is designed for you. Follow along and gain the confidence to manage your finances conveniently and efficiently, right at your fingertips.

🔵 Don't miss out on the convenience and flexibility of modern banking. Watch our tutorial now and unlock the power of HNB Digital Banking App. Like, share, and subscribe for more helpful guides!

#HNBOnlineBanking #DigitalBankingSriLanka #HNBAppTutorial #OnlineBankingGuide #SinhalaTutorial",https://www.youtube.com/watch?v=fbDARJ-AiNc,292,17634,127,2023-08-17T04:47:50Z,"#HNBOnlineBanking, #DigitalBankingSriLanka, #HNBAppTutorial, #OnlineBankingGuide, #SinhalaTutorial, #bank, #online, #onlinebank, #channel, #boc, #sinhala, #nsb, #register, #hnbbank, #transfer, #sinhala, #transfer, #HNBOnlineBanking, #DigitalBankingSriLanka, #HNBAppTutorial, #OnlineBankingGuide, #SinhalaTutorial",1
gS2OWXNWq-w,ඉතුරු කරන සිඟිත්තන්ට තෑගි ගොඩක් එක්ක HNB Giftober ආයෙත් ඇවිත්!,"ඔබ ආසම තෑගි ගන්න රුපියල් 100,000 ක් දක්වා වවුචර් ද ඇතුළුව, ඔබේ සිඟිති ගිණුම එක්ක වැඩි වැඩියෙන් ඉතුරු කරන තරමට තෑගි දිනන්න පුළුවන්.
වැඩි විස්තර දැනගන්න පිවිසෙන්න https://bit.ly/3E5Neut හෝ අමතන්න 0112 462 462",https://www.youtube.com/watch?v=gS2OWXNWq-w,8,201037,N/A,2022-10-14T09:02:14Z,,1
touJpag8oCs,How to withdraw money easily from HNB ATM | HNB ATM එකෙන් සල්ලි ගන්නෙ මෙහෙමයි,"පැය 24 පුරාම ක්‍රියාත්මක වන හැටන් නැෂනල් බැංකුවේ ATM යන්ත්‍රයෙන් ඉතා නිවැරදිව සහ පහසුවෙන් මුදල් ලබාගැනීමේ ක්‍රමවේදය මෙම වීඩියෝවෙන් විස්තර කරනු ලබයි.
බැංකුවේ පෝලිම් වල රැඳී නොසිට දවසේ ඕනෑම වේලාවක ඉතාමත් ඉක්මනින් මුදල් ලබා ගැනීමට හැකි වීම නිසා මෙම HNB ATM යන්ත්‍රය භාවිතයට බොහෝ දෙනා පෙළඹේ.

එමෙන්ම VISA ලකුණ සහිත ඕනෑම ATM කාඩ් පතක් මෙම යන්ත්‍රයට ඇතුළත් කර මුදල් ලබා ගත හැකිවීම තවත් වාසියකි.

දිනකට ලබාගත හැකි උපරිම මුදල රුපියල් ලක්ෂ දෙකක් වීම සහ සෑම මුදල් ලබාගැනීමකදී ම රුපියල් 5 ක සේවා ගාස්තුවක් අය වීම අවාසියක් ලෙස හඳුන්වා දිය හැකිය.

ඔබ HNB ATM යන්ත්‍රය භාවිතා කිරීමේදී ඇතිවුණු අත්දැකීම්, කමෙන්ට් තීරයේ සඳහන් කරන මෙන් ඉල්ලමි ස්තුතියි.

#gandaramaster #Nammadaal
#HNB
#hnb",https://www.youtube.com/watch?v=touJpag8oCs,401,15019,61,2023-11-05T18:30:08Z,"#gandaramaster, #Nammadaal, #HNB, #hnb",1
CcIVn7Ki2Pc,"Simpler Than, The Simplest - HNB Digital Banking","එක Click එකකින් Files ගොඩක් Transfer  කරගන්න පුළුවන් වෙන තරමටම Life එක හරිම Simple!

හැබැයි HNB Digital Banking App එකෙන් Funds Transfer කරන එකයි Bills ගෙවන එකයි දැන් ඊටත් වඩා Simple කියලා දන්නවද?
ඔයාගේ ජිවිතේ Simple කරන්න HNB Digital Banking දැන්  Simpleම දේටත් වඩා Simple !

#HNB #SimplerthantheSimplest",https://www.youtube.com/watch?v=CcIVn7Ki2Pc,1,308777,N/A,2024-10-23T06:58:40Z,"#HNB, #SimplerthantheSimplest",1
eYPBhOeHcDk,Hemawati Nandan Bahuguna Garhwal University | Chauras Campus #shorts #hnbgu #hnbgarhwal #hnb #viral,"Hnngu university
#hnbgu 
#hnbg
#uttrakhand
#srinagar
#short #shortvideo

#hemawatinandanbahugunagarhwaluniversity
#hnbgu #garhwaluniversity 
#chaurascampus
#documentaryhnbgarhwal
#youtubeshorts 
#horticulture 
#trending 
#uttrakhand 
#srinagar
#srinagargarhwal
#viralvideo",https://www.youtube.com/watch?v=eYPBhOeHcDk,1996,62680,362,2022-08-09T05:30:42Z,"#hnbgu, #hnbg, #uttrakhand, #srinagar, #short, #shortvideo, #hemawatinandanbahugunagarhwaluniversity, #hnbgu, #garhwaluniversity, #chaurascampus, #documentaryhnbgarhwal, #youtubeshorts, #horticulture, #trending, #uttrakhand, #srinagar, #srinagargarhwal, #viralvideo",1
TU5Y1M1T_K4,HNB Bank ATM Machine இல் இருந்து எவ்வாறு பணத்தினை மீளப்பெறுவது? | HNB ATM Withdraw @KokulTechTamil,"#kokultech #HNB #HattonNationalBank #HNBATMMoneyWithdrawal #HNBATMWithdrawal #SriLankaATMWithdrawal #HowToWithdrawMoneyFromHNB #HNBMoneyWithdrawal #SriLankaATMUse #HowToUseSriLankanATM #HowToUseSriLankanATM #HowToWithdrawMoneyFromHNBATM

If you like this video,
Don't forget to Subscribe...

About This Channel
1. Tech News
2. App Reviews
3. Technology Tips & Tricks
4. Online Earnings...

Disclaimer : This channel does not promote or encourage any illegal activities, all contents provided by this channel.

Copyright disclaimer under section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, teaching, scholarship and research. Fair use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use Tips the balance in favor of fair use.

Telegram Group Link : https://t.me/KokulTechOfficial

WhatsApp Group Link 01 : https://chat.whatsapp.com/HU0R0od6Sug0miq41ZsPRg

WhatsApp Group Link 02 : https://chat.whatsapp.com/FSTiGCMAPCpL8yZR77QnTX",https://www.youtube.com/watch?v=TU5Y1M1T_K4,363,12589,18,2023-05-25T16:10:33Z,"#kokultech, #HNB, #HattonNationalBank, #HNBATMMoneyWithdrawal, #HNBATMWithdrawal, #SriLankaATMWithdrawal, #HowToWithdrawMoneyFromHNB, #HNBMoneyWithdrawal, #SriLankaATMUse, #HowToUseSriLankanATM, #HowToUseSriLankanATM, #HowToWithdrawMoneyFromHNBATM",1
ZBeGXFOtTFA,HNB Bank CDM Machine இல் எவ்வாறு பணத்தினை வைப்புச்செய்வது? | HNB CDM Cash Deposit  @KokulTechTamil,"#kokultech #HNB #HattonNationalBank #HNBCDMMoneyDeposit #HNBATMDeposit #SriLankaATMMoneyDeposit #HowToDepositMoneyFromHNB #HNBMoneyDeposit #SriLankaCDMUse #HowToUseSriLankanCDM #HowToUseSriLankanHNBCDM #HowToDepositMoneyFromHNBATM

If you like this video,
Don't forget to Subscribe...

About This Channel
1. Tech News
2. App Reviews
3. Technology Tips & Tricks
4. Online Earnings...

Disclaimer : This channel does not promote or encourage any illegal activities, all contents provided by this channel.

Copyright disclaimer under section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, teaching, scholarship and research. Fair use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use Tips the balance in favor of fair use.

Telegram Group Link : https://t.me/KokulTechOfficial

WhatsApp Group Link 01 : https://chat.whatsapp.com/HU0R0od6Sug0miq41ZsPRg

WhatsApp Group Link 02 : https://chat.whatsapp.com/FSTiGCMAPCpL8yZR77QnTX",https://www.youtube.com/watch?v=ZBeGXFOtTFA,411,12744,20,2023-06-19T16:12:59Z,"#kokultech, #HNB, #HattonNationalBank, #HNBCDMMoneyDeposit, #HNBATMDeposit, #SriLankaATMMoneyDeposit, #HowToDepositMoneyFromHNB, #HNBMoneyDeposit, #SriLankaCDMUse, #HowToUseSriLankanCDM, #HowToUseSriLankanHNBCDM, #HowToDepositMoneyFromHNBATM",1
PIlv5OQRhTc,How to online money transfer using HNB application | online money transfer on HNB app to other bank,"#SLTrackBoy #SL _Track_boy #onlene_money_tranfer #hnbapp_sinhala

how to money transfer  using internet .that is  very simple.an also ,one method is bank transfer ,so HNB bank is give us this feature, so we can money transfer  to other bank  and relod. 

hnb bank to other bank
hnb mobile recharge







#hnb
#online_banking 
#how_to_transfer_money 
#sinhala
#hnb banking 
#how to work hnb
#digital banking 

hnb bank,how to,online banking,sinhala,hnb digital banking,digital banking app,how to work digital banking,hnb srilanka,hnb sinhala,money transfer,how to transfer money hnb,online money transfer,hnb bank online money transfer,campus money transfer,digital banking,digital app hnb,hnb online banking,hnb mobile banking app,hnb digital banking app sinhala,hnb digital banking app,chanux bro,money transfer bank to bank,sri lanka,hnb bank sri lanka,hnb",https://www.youtube.com/watch?v=PIlv5OQRhTc,1089,62685,85,2021-10-22T17:42:27Z,"#SLTrackBoy, #SL, #onlene_money_tranfer, #hnbapp_sinhala, #hnb, #online_banking, #how_to_transfer_money, #sinhala, #hnb, #how, #digital",1
