Comment,Aspect,Date
Mage laksa vssakata arala ahunata passe mama bankuwata katakarala  hoyala baluwa  kadakamamalaga mama danata inne italiye,,2025-03-29T15:59:14Z
අම්මෝ ,,2025-03-29T15:19:01Z
Mama FD ekak Dala hoda mattuwak una,,2025-03-29T13:50:39Z
Mama FD ekak Dala hoda mattuwak una,,2025-03-29T13:48:22Z
Oke inne Maha baka pandithayo...un hithagena inne porawal kiyala,,2025-03-29T13:47:12Z
Commercial kiyanne jarama bankuwak...,,2025-03-29T13:45:00Z
Matah Kela welada danne Neha  mallita pin 6:23,,2025-03-29T13:32:22Z
Mageth ohoma. Una. 5400k. Adu una.,,2025-03-29T11:03:43Z
Meyalage atm card eka denneth athatamai kisima seftyk ne.hnb nm letter eke denne.matath den nm sekai.bayai.,,2025-03-28T05:53:53Z
දන්න එකෙක් යන්න එපා,,2025-03-28T05:39:13Z
මගෙත් එහෙම උනා.මුන් පට්ටම හොරු,,2025-03-28T05:38:14Z
Ape kenekutathe meka una,,2025-03-28T04:18:33Z
Ap000 ai mekata danna apa,,2025-03-28T04:18:11Z
මටත් මේ විදිහම වුනා,,2025-03-27T18:17:41Z
Rate minissu danuwah karata thanks,,2025-03-27T17:05:23Z
Puduma horuRata tama kiyapu eka hoday,,2025-03-27T17:04:32Z
Ape salli tikath ara ganna ona,,2025-03-27T17:03:41Z
Danjwath karata thanks,,2025-03-27T17:02:56Z
Meka danuwath karata thanks,,2025-03-27T17:01:14Z
Aye nana mr bankuwa palathe yanne naha,,2025-03-27T16:57:51Z
"එක තමයි ඔවා නියාමනය කරන්න ඔන ,,,,",,2025-03-27T11:05:49Z
Mun thani wanchawa maget atm aken salli demma nombar weraduna passe aka hadanna geya  mun mawa godak rasthiyadu kala wetharai kalama kanne,,2025-03-27T06:58:00Z
Tambi ohomamai malli,,2025-03-27T06:02:59Z
Mage ekath close karanna ona,,2025-03-26T09:20:47Z
බොහොම ස්තුතියි. ඔබට.,,2025-03-26T06:32:36Z
"ඔක්කොම kalakanni බැංකු ekai 
Hora ballo 
Okunta hena ගහන්න onne
Mahabanku kalakanni tika nidida",,2025-03-26T05:54:17Z
Ane mta ikmnin pilithurak denna commercial atm akk pin number waradila mn 4salyak gahuwa dannthiwa.dn pahuwadath gihin bluwa wadi wara ganna nak bavitha kara ath kiyana mage account akk newei.aithikraya rata inne.ane aka lock kralada,,2024-12-07T17:05:28Z
Ane thnq man godak igena gaththath atm eken  salli ganna vidhiha mata vayasaka manussayek thamai kiyala dhunne . Adha mata me ken godak prayojana una thnq,,2023-11-28T06:32:42Z
"Mreta wada hondai salli miriskudu dala kanawa...
Govt.fail....",,2025-02-19T15:37:23Z
බොහොම ස්තුතියි,,2025-02-17T02:35:27Z
Mn ben ekata dila thiyena mobile no eka dan weda karanne. Mn inne rata mata app ekata log wenna be. Pz hel me.,,2025-05-22T17:21:47Z
Mage app eka lock vela,,2025-03-20T15:03:49Z
User name ekai pw ekai amthakainam aye hdanna berida,,2024-11-22T13:12:19Z
Ane mage app aka det una aya hadaganna bene,,2024-08-31T13:34:39Z
Mata anthimata password aka dena thenata awa athanadi Error akak awa akata mokada karanne,,2024-08-09T16:23:32Z
Man korea inne awata passe bankuwata dila thiyena sim eka block unane..kohomada karanne ethakota mail ekak add karaganna barida,,2024-01-29T12:22:48Z
Aiyya mata password eka hadanna tharanne naha podak password ekak udha haraneta hadha pannako,,2023-06-19T14:17:14Z
Mekan apita onama kenakta salli yawanna puluwanda.,,2023-05-14T07:54:45Z
phone number wenuwata gmail eka denna bada,,2023-03-13T00:35:15Z
Mage pasward eka amathakai hadanna beida,,2023-03-07T13:53:58Z
Foon nambare benkuvata dila nethnam rejister venna berida,,2023-03-04T21:02:59Z
Thank you ayye,,2022-09-08T13:03:26Z
aiye meken cad eke iyena balance eka balannath puluwanda,,2022-08-12T14:35:27Z
Anthima step eken yanna bane aiya,,2022-06-29T12:03:24Z
ACC no ekata enna oni mokakda,,2022-06-11T08:15:15Z
Ayye password aka ganne නෑනේ,,2022-06-04T03:49:31Z
Account nomber kianne mona ankayada,,2022-05-12T14:13:08Z
Mage digital app 1ke log venna bene mata aka aktiv karala denna,,2022-05-02T11:01:08Z
register una sim eka nathinam meka karanna barida,,2022-04-30T09:00:25Z
Ayye mekata rejister vela meka use karath natath service charge ekk gannoda ,,2022-01-18T08:28:45Z
Commercial eken gewanna barida dn alibaba ekata,,2021-10-29T08:39:33Z
Commercial eke limit eka ain karala neda aiye dan thiyenne.?,,2021-10-27T21:18:21Z
Ebakachu  etem mazagati  falige naber   yichala  ene yalewot yesaw hagar now  etem  balabte ganow,,2024-09-22T15:38:48Z
Ek rat phele ye dekh ke pass honeka ghamnd hai,,2024-03-13T16:42:28Z
Ye bhai ziada tar rata rataya batate han jo apni samajh k tehat batate han but hota wrong h,,2023-04-26T15:38:38Z
