Comment,Aspect,Date
මොන සිටිඑකෙද කියන්න පුලුවන්ද මහත්මය.,,2025-04-11T05:25:07Z
Ane wisadumak tiyeda api duk widala hoyapu salli,,2025-04-09T08:43:46Z
"Mageth salli kapuwa 20000k
Kagahala kagahala maat gatte",,2025-04-09T06:05:07Z
Homagama branch eka,,2025-04-08T03:11:04Z
Aya apata salli Damme na aiye,,2025-04-08T03:10:38Z
Meka nm aththama aththa..maget podi podi ganan kepenwa monata kepenwada kiyla nm mn danne na,,2025-04-07T17:15:39Z
Dan salli bak karala hodin account chaq karana,,2025-04-07T15:44:10Z
"Oya keyan katawa hare. 
Marathi ahem una.
Bank ake Sallie teyanna behe.
Kepenwa.
Oya paw.",,2025-04-07T13:27:55Z
matath meka una ......,,2025-04-07T05:51:24Z
FB danna  own tika,,2025-04-06T04:54:07Z
Aiye  nadu  danna,,2025-04-06T04:51:03Z
Malli oya apiwa danuwath krana eka hodayi prayiwat bank horuda parissamin oyata waradinne na jesupihitayi ,,2025-04-06T03:33:58Z
Kathawa aththa mageth salli kapila thibuna,,2025-04-03T17:27:59Z
Commercial aka Komath awul nayakayo ganna giyoth  thamath hena awul,,2025-04-03T06:34:19Z
ස්තුති මල්ලී,,2025-04-03T02:31:05Z
මේ  වට  යන්න  ඒපා,,2025-04-02T08:37:35Z
Ammoo malli den harima bayaine mee weda walata apith one dala thiyenne salli denma apahu  aran wena ahekata wath danna one,,2025-04-01T17:03:36Z
Ampitiya Sumanarathana himi channel eka balanna a himitath oya wage deyak wela  a wena bankuwakin,,2025-03-31T07:38:15Z
මටත්   ඒ දේ  උනා  මුන්  ඕන  කමින්  කපනවා  ඕක්‌ කෝ ම  එකතු  වෙලා  මේකෙන්  අයි න්  වෙන්න  ඕන ,,2025-03-31T00:51:03Z
මේ කතාව සීයට සීයක්ම ඇත්ත මොකද මටත් මෙහෙම වුණා,,2025-03-30T18:48:06Z
Mage account ekat me satiyema close karanawa,,2025-03-30T12:12:20Z
මටත් එහෙම දෙයක් වුනා,,2025-03-30T06:26:59Z
ඇත්ත මටත් පොතක් තිබිලා මම කැන්සල් කරා,,2025-03-29T19:59:21Z
අම්මෝ ,,2025-03-29T15:19:01Z
Mama FD ekak Dala hoda mattuwak una,,2025-03-29T13:50:39Z
Mama FD ekak Dala hoda mattuwak una,,2025-03-29T13:48:22Z
Matah Kela welada danne Neha  mallita pin 6:23,,2025-03-29T13:32:22Z
Meyalage atm card eka denneth athatamai kisima seftyk ne.hnb nm letter eke denne.matath den nm sekai.bayai.,,2025-03-28T05:53:53Z
දන්න එකෙක් යන්න එපා,,2025-03-28T05:39:13Z
මගෙත් එහෙම උනා.මුන් පට්ටම හොරු,,2025-03-28T05:38:14Z
Ape kenekutathe meka una,,2025-03-28T04:18:33Z
Ap000 ai mekata danna apa,,2025-03-28T04:18:11Z
මටත් මේ විදිහම වුනා,,2025-03-27T18:17:41Z
Puduma horuRata tama kiyapu eka hoday,,2025-03-27T17:04:32Z
Ape salli tikath ara ganna ona,,2025-03-27T17:03:41Z
Meka danuwath karata thanks,,2025-03-27T17:01:14Z
"එක තමයි ඔවා නියාමනය කරන්න ඔන ,,,,",,2025-03-27T11:05:49Z
Mun thani wanchawa maget atm aken salli demma nombar weraduna passe aka hadanna geya  mun mawa godak rasthiyadu kala wetharai kalama kanne,,2025-03-27T06:58:00Z
Mage ekath close karanna ona,,2025-03-26T09:20:47Z
බොහොම ස්තුතියි. ඔබට.,,2025-03-26T06:32:36Z
"ඔක්කොම kalakanni බැංකු ekai 
Hora ballo 
Okunta hena ගහන්න onne
Mahabanku kalakanni tika nidida",,2025-03-26T05:54:17Z
Link eka dannako,,2025-03-06T14:02:00Z
Meka viswasa karanna puluwanda ada kale hatiyata kohomada acaun namda denne,,2024-11-26T10:31:28Z
Thanks meka aththatama watina vidio ekak mage 4n ekata combank app eka ganna denne ne ithin mn hoy hoya unne komada thiyana gaana bala ganna kiyala,,2024-11-01T06:36:54Z
Meka register unm sallj kpnwd,,2024-10-12T11:13:57Z
Whatsapp ekata save karanne namber ekak nane,,2024-10-01T03:16:55Z
Godak watina video ekak.thank you akki.,,2024-06-01T14:38:20Z
ස්තුතියි ,,2024-03-04T21:58:18Z
Tnx hoda vidiyo ekak akke,,2023-11-27T01:27:23Z
link eka evannako,,2023-11-20T17:01:16Z
සුපිරි video ekak අක්කා ....,,2023-08-10T14:46:17Z
1xbet 1 app aeka sport nadda,,2023-06-20T16:29:52Z
Transer karanna barida,,2023-06-10T05:06:16Z
"Mreta wada hondai salli miriskudu dala kanawa...
Govt.fail....",,2025-02-19T15:37:23Z
බොහොම ස්තුතියි,,2025-02-17T02:35:27Z
Mn ben ekata dila thiyena mobile no eka dan weda karanne. Mn inne rata mata app ekata log wenna be. Pz hel me.,,2025-05-22T17:21:47Z
Mage app eka lock vela,,2025-03-20T15:03:49Z
User name ekai pw ekai amthakainam aye hdanna berida,,2024-11-22T13:12:19Z
Mata anthimata password aka dena thenata awa athanadi Error akak awa akata mokada karanne,,2024-08-09T16:23:32Z
Man korea inne awata passe bankuwata dila thiyena sim eka block unane..kohomada karanne ethakota mail ekak add karaganna barida,,2024-01-29T12:22:48Z
Aiyya mata password eka hadanna tharanne naha podak password ekak udha haraneta hadha pannako,,2023-06-19T14:17:14Z
Mekan apita onama kenakta salli yawanna puluwanda.,,2023-05-14T07:54:45Z
phone number wenuwata gmail eka denna bada,,2023-03-13T00:35:15Z
Mage pasward eka amathakai hadanna beida,,2023-03-07T13:53:58Z
aiye meken cad eke iyena balance eka balannath puluwanda,,2022-08-12T14:35:27Z
Anthima step eken yanna bane aiya,,2022-06-29T12:03:24Z
ACC no ekata enna oni mokakda,,2022-06-11T08:15:15Z
Ayye password aka ganne නෑනේ,,2022-06-04T03:49:31Z
Mage digital app 1ke log venna bene mata aka aktiv karala denna,,2022-05-02T11:01:08Z
register una sim eka nathinam meka karanna barida,,2022-04-30T09:00:25Z
Ayye mekata rejister vela meka use karath natath service charge ekk gannoda ,,2022-01-18T08:28:45Z
Commercial eken gewanna barida dn alibaba ekata,,2021-10-29T08:39:33Z
Commercial eke limit eka ain karala neda aiye dan thiyenne.?,,2021-10-27T21:18:21Z
Ada weddith me rates thiyenawa da,,2024-12-18T10:50:33Z
Laksa dekak stheera thanpath danna  barida?,,2024-11-30T00:04:10Z
ඔයාගෙ විස්තර කිරීම පැහැදිලියි .,,2024-10-29T02:55:56Z
Com digital app eken kohomada FD ekak danne?,,2024-10-21T09:29:37Z
Oka dannawa hutto,,2024-10-20T12:18:59Z
Dan danna puluvnda,,2025-04-30T06:25:10Z
Aiye meka permanentda.. man danata boc eke trainee wena kenek maasa 6kata thama gaththe.. man hithan inne ibsl course eka karala september exam karanna... commercial bank eken select wela training unata passe permanent da?,,2025-04-27T15:49:02Z
"Aiye Google form ek fill krnn witrd tiyenne
Naththn CV ekakuth upload krnn oned
Please kiyannko",,2025-04-20T04:29:13Z
"Thank you aiyee.
ඉස්සරහට තවත් මේ වගෙ එව දාන්න",,2025-03-30T07:01:42Z
ජර්මන් ටෙක් එකට full time කට්ටිය ගන්නවද,,2025-03-25T11:57:10Z
Ek rat phele ye dekh ke pass honeka ghamnd hai,,2024-03-13T16:42:28Z
