Comment,Aspect,Date,brand,trigger_keywords
Mobile app eken puluwanda meka karanna,,2025-03-14T07:04:23Z,Commercial Bank,['commercial bank']
Masa 3n poliya ganna puluwanda,,2025-05-07T06:09:36Z,Commercial Bank,['commercial bank']
Meka hamanenne gihin bank ekenma ahapallaako,,2025-03-09T07:36:37Z,Commercial Bank,['commercial bank']
Danna poliya,,2025-03-08T11:09:41Z,Commercial Bank,['commercial bank']
thanks bro mamge 65 danna hitiye ammo mun,,2025-05-19T10:28:48Z,Commercial Bank,['commercial bank']
"Mageth account Eken laksha 1.5ta wadi gaanak kapuna, thawama labune na , hamoma parissmen",,2025-04-22T09:05:23Z,Commercial Bank,['commercial bank']
සිරා කතාව මුන් මේ විදියට තමයි කරන්නේ,,2025-04-16T12:21:25Z,Commercial Bank,['commercial bank']
A salli lebunada aiye,,2025-04-16T10:34:39Z,Commercial Bank,['commercial bank']
අම්මෝ හොඳ වෙලාවට මේක දැක්කේ,,2025-04-16T06:19:34Z,Commercial Bank,['commercial bank']
2023 වුනත් නොදන්න අය මේක බලලා Update වෙලා ඉන්න එක හොඳයි..,,2025-04-15T03:20:09Z,Commercial Bank,['commercial bank']
සුපිරි bro,,2025-04-14T21:23:20Z,Commercial Bank,['commercial bank']
ඇත්ත මට දෙපාරක්ම උනා,,2025-04-14T14:05:13Z,Commercial Bank,['commercial bank']
Ammmooooo me mona Aparadayakda? Rupiyalak nathe wunath a de thange duk mahansi salline... pau deiyanedipiyaw yakoo bslu wada nokara,,2025-04-14T13:36:57Z,Commercial Bank,['commercial bank']
Aniwa banku horu,,2025-04-13T08:42:32Z,Commercial Bank,['commercial bank']
මෙහෙම දැනුවත් කිිරිම නම් ඉතාම වටිනවා.මම හිතුවේ මට විතරයි කියලා .දැං බලපුවාම ගොඩක් මේ වගේ වෙලා තියෙන්නේ මුං හොර ගේමක් ගහනවා වගේ.,,2025-04-13T01:34:30Z,Commercial Bank,['commercial bank']
Kiwwa eka hoday hora guhawak ehenam,,2025-04-11T18:44:49Z,Commercial Bank,['commercial bank']
Hapo paan esiya bankuwath e wage horu inna thanak ape mahaththayage panshan eka enne ethenta un horata longahala Laksha thunayi haththa pan daahak aragena apita thamayi eka gewanna kiyanne okunta hena Gahanna ona bohoma sulu ganayi athata ganna labenne API mekata mokada karanna ona kiyala kiyanna kawuru hari danna kenek ane pin sidda wenawa ..,,2025-04-11T16:50:27Z,Commercial Bank,['commercial bank']
Me kathawa aththa..,,2025-04-11T14:36:00Z,Commercial Bank,['commercial bank']
Mamath oka una,,2025-04-11T12:04:25Z,Commercial Bank,['commercial bank']
මොන සිටිඑකෙද කියන්න පුලුවන්ද මහත්මය.,,2025-04-11T05:25:07Z,Commercial Bank,['commercial bank']
NDB bank eketh ehema una mama kagahala gatte,,2025-04-10T18:15:56Z,Commercial Bank,['commercial bank']
Ane wisadumak tiyeda api duk widala hoyapu salli,,2025-04-09T08:43:46Z,Commercial Bank,['commercial bank']
"Mageth salli kapuwa 20000k
Kagahala kagahala maat gatte",,2025-04-09T06:05:07Z,Commercial Bank,['commercial bank']
Mageth ohoma una,,2025-04-08T17:25:40Z,Commercial Bank,['commercial bank']
Homagama branch eka,,2025-04-08T03:11:04Z,Commercial Bank,['commercial bank']
Aya apata salli Damme na aiye,,2025-04-08T03:10:38Z,Commercial Bank,['commercial bank']
Meka nm aththama aththa..maget podi podi ganan kepenwa monata kepenwada kiyla nm mn danne na,,2025-04-07T17:15:39Z,Commercial Bank,['commercial bank']
Dan salli bak karala hodin account chaq karana,,2025-04-07T15:44:10Z,Commercial Bank,['commercial bank']
"Oya keyan katawa hare. 
Marathi ahem una.
Bank ake Sallie teyanna behe.
Kepenwa.
Oya paw.",,2025-04-07T13:27:55Z,Commercial Bank,['commercial bank']
matath meka una ......,,2025-04-07T05:51:24Z,Commercial Bank,['commercial bank']
Bohoma isthuthi ..obata  dan7wath kalaa,,2025-04-06T06:13:58Z,Commercial Bank,['commercial bank']
FB danna  own tika,,2025-04-06T04:54:07Z,Commercial Bank,['commercial bank']
Aiye  nadu  danna,,2025-04-06T04:51:03Z,Commercial Bank,['commercial bank']
Ammo mama danath na,,2025-04-06T03:36:54Z,Commercial Bank,['commercial bank']
Malli oya apiwa danuwath krana eka hodayi prayiwat bank horuda parissamin oyata waradinne na jesupihitayi ,,2025-04-06T03:33:58Z,Commercial Bank,['commercial bank']
Ou aka aththa mage 3000/kapala,,2025-04-04T03:44:00Z,Commercial Bank,['commercial bank']
Mlle oya 1935 keyanaa number  aka kata Karla keyanna,,2025-04-03T18:00:12Z,Commercial Bank,['commercial bank']
Kathawa aththa mageth salli kapila thibuna,,2025-04-03T17:27:59Z,Commercial Bank,['commercial bank']
Commercial aka Komath awul nayakayo ganna giyoth  thamath hena awul,,2025-04-03T06:34:19Z,Commercial Bank,['commercial bank']
ස්තුති මල්ලී,,2025-04-03T02:31:05Z,Commercial Bank,['commercial bank']
මේ  වට  යන්න  ඒපා,,2025-04-02T08:37:35Z,Commercial Bank,['commercial bank']
Maget ginum wahala dnwa tx,,2025-04-02T02:57:06Z,Commercial Bank,['commercial bank']
Ammoo malli den harima bayaine mee weda walata apith one dala thiyenne salli denma apahu  aran wena ahekata wath danna one,,2025-04-01T17:03:36Z,Commercial Bank,['commercial bank']
Ampitiya Sumanarathana himi channel eka balanna a himitath oya wage deyak wela  a wena bankuwakin,,2025-03-31T07:38:15Z,Commercial Bank,['commercial bank']
මටත්   ඒ දේ  උනා  මුන්  ඕන  කමින්  කපනවා  ඕක්‌ කෝ ම  එකතු  වෙලා  මේකෙන්  අයි න්  වෙන්න  ඕන ,,2025-03-31T00:51:03Z,Commercial Bank,['commercial bank']
මේ කතාව සීයට සීයක්ම ඇත්ත මොකද මටත් මෙහෙම වුණා,,2025-03-30T18:48:06Z,Commercial Bank,['commercial bank']
Mamath cancell karanawa.. bayai,,2025-03-30T17:12:17Z,Commercial Bank,['commercial bank']
Mage account ekat me satiyema close karanawa,,2025-03-30T12:12:20Z,Commercial Bank,['commercial bank']
මටත් එහෙම දෙයක් වුනා,,2025-03-30T06:26:59Z,Commercial Bank,['commercial bank']
ඇත්ත මටත් පොතක් තිබිලා මම කැන්සල් කරා,,2025-03-29T19:59:21Z,Commercial Bank,['commercial bank']
Mage laksa vssakata arala ahunata passe mama bankuwata katakarala  hoyala baluwa  kadakamamalaga mama danata inne italiye,,2025-03-29T15:59:14Z,Commercial Bank,['commercial bank']
අම්මෝ ,,2025-03-29T15:19:01Z,Commercial Bank,['commercial bank']
Mama FD ekak Dala hoda mattuwak una,,2025-03-29T13:50:39Z,Commercial Bank,['commercial bank']
Mama FD ekak Dala hoda mattuwak una,,2025-03-29T13:48:22Z,Commercial Bank,['commercial bank']
Oke inne Maha baka pandithayo...un hithagena inne porawal kiyala,,2025-03-29T13:47:12Z,Commercial Bank,['commercial bank']
Commercial kiyanne jarama bankuwak...,,2025-03-29T13:45:00Z,Commercial Bank,['commercial bank']
Matah Kela welada danne Neha  mallita pin 6:23,,2025-03-29T13:32:22Z,Commercial Bank,['commercial bank']
Mageth ohoma. Una. 5400k. Adu una.,,2025-03-29T11:03:43Z,Commercial Bank,['commercial bank']
Meyalage atm card eka denneth athatamai kisima seftyk ne.hnb nm letter eke denne.matath den nm sekai.bayai.,,2025-03-28T05:53:53Z,Commercial Bank,['commercial bank']
දන්න එකෙක් යන්න එපා,,2025-03-28T05:39:13Z,Commercial Bank,['commercial bank']
මගෙත් එහෙම උනා.මුන් පට්ටම හොරු,,2025-03-28T05:38:14Z,Commercial Bank,['commercial bank']
Ape kenekutathe meka una,,2025-03-28T04:18:33Z,Commercial Bank,['commercial bank']
Ap000 ai mekata danna apa,,2025-03-28T04:18:11Z,Commercial Bank,['commercial bank']
මටත් මේ විදිහම වුනා,,2025-03-27T18:17:41Z,Commercial Bank,['commercial bank']
Rate minissu danuwah karata thanks,,2025-03-27T17:05:23Z,Commercial Bank,['commercial bank']
Puduma horuRata tama kiyapu eka hoday,,2025-03-27T17:04:32Z,Commercial Bank,['commercial bank']
Ape salli tikath ara ganna ona,,2025-03-27T17:03:41Z,Commercial Bank,['commercial bank']
Danjwath karata thanks,,2025-03-27T17:02:56Z,Commercial Bank,['commercial bank']
Meka danuwath karata thanks,,2025-03-27T17:01:14Z,Commercial Bank,['commercial bank']
Aye nana mr bankuwa palathe yanne naha,,2025-03-27T16:57:51Z,Commercial Bank,['commercial bank']
"එක තමයි ඔවා නියාමනය කරන්න ඔන ,,,,",,2025-03-27T11:05:49Z,Commercial Bank,['commercial bank']
Patta nondiya me bankuwata ha ake weda karana niladari ha sewakayanta…,,2025-03-27T08:36:34Z,Commercial Bank,['commercial bank']
Mun thani wanchawa maget atm aken salli demma nombar weraduna passe aka hadanna geya  mun mawa godak rasthiyadu kala wetharai kalama kanne,,2025-03-27T06:58:00Z,Commercial Bank,['commercial bank']
Tambi ohomamai malli,,2025-03-27T06:02:59Z,Commercial Bank,['commercial bank']
Mage ekath close karanna ona,,2025-03-26T09:20:47Z,Commercial Bank,['commercial bank']
Mn ben ekata dila thiyena mobile no eka dan weda karanne. Mn inne rata mata app ekata log wenna be. Pz hel me.,,2025-05-22T17:21:47Z,Commercial Bank,['commercial bank']
Mage app eka lock vela,,2025-03-20T15:03:49Z,Commercial Bank,['commercial bank']
