Comment,Aspect,Date
Access cord eka kohomada ganne,,2021-02-03T17:59:39Z
Teliphone no eka unvalid kiyalane enne mona no dunnth ehmai enne.,,2021-01-22T12:55:11Z
"Phone nu. Eka wenasnan kohomada karanne,acc. Eka open krddi dipu nu. Eka wenasnan,",,2020-12-28T14:02:45Z
Fees kapenawada..?,,2020-12-19T09:51:28Z
Kun chapter paddna pass vaiyelaa video banauna paryo,,2025-05-23T10:18:19Z
6.75%,,2024-08-03T18:14:04Z
කොයි තරම් කලයක් තියන්න ඔනේද,,2024-06-19T08:55:06Z
Ethakota apita apahu dapu salli okkoma withdraw karaganna puluvan kamak thiyenavada,,2024-02-07T12:44:16Z
Promo`SM ,,2023-10-10T02:49:05Z
Sampath  එකේ නැද්ද ඕක,,2023-09-04T07:59:18Z
YOU CUT DOWN THE CREATORS TREES TO MAKE YOUR FAKE MONEY THEN HAVE THE AUDACITY TO THINK THAT YOU RULE THE WORLD  DELUSIONAL IS WHAT YOU ARE ..ASE HEKA AMEN RA AHO MOORE NATION GRAND RISING KARMA REST IN PEACE 🪦,,2025-01-25T18:02:28Z
Magath ehemai,,2023-10-24T04:28:09Z
Excellent,,2023-01-16T15:35:49Z
GL SL  ,,2023-01-16T14:56:11Z
Niyamai aiya,,2023-01-16T10:28:25Z
1st comment,,2023-01-16T10:27:55Z
Valuable Content,,2025-05-01T19:18:03Z
🥲 eccara amaru nah ne,,2025-03-18T02:48:44Z
Ane thnq man godak igena gaththath atm eken  salli ganna vidhiha mata vayasaka manussayek thamai kiyala dhunne . Adha mata me ken godak prayojana una thnq,,2023-11-28T06:32:42Z
"super kokul
weldone",,2020-02-13T17:28:42Z
""" හිතල තිබ්බෙ නෑ මල්ලී, ඌ මැරුනද? "" පොලීසියට පුලුවන්ද මේ විදිහට පාරෙ අය අහිංසකයොන්ට වෙඩිතියන්න - https://youtu.be/KFnO5DfBv_E",,2024-01-19T02:37:15Z
thanks bro mamge 65 danna hitiye ammo mun,,2025-05-19T10:28:48Z
"Mageth account Eken laksha 1.5ta wadi gaanak kapuna, thawama labune na , hamoma parissmen",,2025-04-22T09:05:23Z
Thank you bro danuwath kalata.,,2025-04-18T16:22:03Z
සිරා කතාව මුන් මේ විදියට තමයි කරන්නේ,,2025-04-16T12:21:25Z
A salli lebunada aiye,,2025-04-16T10:34:39Z
අම්මෝ හොඳ වෙලාවට මේක දැක්කේ,,2025-04-16T06:19:34Z
Thanks malli....,,2025-04-15T06:08:58Z
2023 වුනත් නොදන්න අය මේක බලලා Update වෙලා ඉන්න එක හොඳයි..,,2025-04-15T03:20:09Z
සුපිරි bro,,2025-04-14T21:23:20Z
ඇත්ත මට දෙපාරක්ම උනා,,2025-04-14T14:05:13Z
Ammmooooo me mona Aparadayakda? Rupiyalak nathe wunath a de thange duk mahansi salline... pau deiyanedipiyaw yakoo bslu wada nokara,,2025-04-14T13:36:57Z
Aniwa banku horu,,2025-04-13T08:42:32Z
මෙහෙම දැනුවත් කිිරිම නම් ඉතාම වටිනවා.මම හිතුවේ මට විතරයි කියලා .දැං බලපුවාම ගොඩක් මේ වගේ වෙලා තියෙන්නේ මුං හොර ගේමක් ගහනවා වගේ.,,2025-04-13T01:34:30Z
Kiwwa eka hoday hora guhawak ehenam,,2025-04-11T18:44:49Z
Hapo paan esiya bankuwath e wage horu inna thanak ape mahaththayage panshan eka enne ethenta un horata longahala Laksha thunayi haththa pan daahak aragena apita thamayi eka gewanna kiyanne okunta hena Gahanna ona bohoma sulu ganayi athata ganna labenne API mekata mokada karanna ona kiyala kiyanna kawuru hari danna kenek ane pin sidda wenawa ..,,2025-04-11T16:50:27Z
Me kathawa aththa..,,2025-04-11T14:36:00Z
Godak  pin,,2025-04-11T13:01:24Z
Mamath oka una,,2025-04-11T12:04:25Z
මොන සිටිඑකෙද කියන්න පුලුවන්ද මහත්මය.,,2025-04-11T05:25:07Z
NDB bank eketh ehema una mama kagahala gatte,,2025-04-10T18:15:56Z
"Mlli,anrage,gemakne,pawe,oka,c,i,dita,tipsn,natuwa,kata,hollanne,netuwa",,2025-04-09T16:47:27Z
Ane wisadumak tiyeda api duk widala hoyapu salli,,2025-04-09T08:43:46Z
"Mageth salli kapuwa 20000k
Kagahala kagahala maat gatte",,2025-04-09T06:05:07Z
Mageth ohoma una,,2025-04-08T17:25:40Z
Katawa atta,,2025-04-08T09:00:56Z
Homagama branch eka,,2025-04-08T03:11:04Z
Aya apata salli Damme na aiye,,2025-04-08T03:10:38Z
Meka nm aththama aththa..maget podi podi ganan kepenwa monata kepenwada kiyla nm mn danne na,,2025-04-07T17:15:39Z
Dan salli bak karala hodin account chaq karana,,2025-04-07T15:44:10Z
"Oya keyan katawa hare. 
Marathi ahem una.
Bank ake Sallie teyanna behe.
Kepenwa.
Oya paw.",,2025-04-07T13:27:55Z
matath meka una ......,,2025-04-07T05:51:24Z
Bohoma isthuthi ..obata  dan7wath kalaa,,2025-04-06T06:13:58Z
FB danna  own tika,,2025-04-06T04:54:07Z
Aiye  nadu  danna,,2025-04-06T04:51:03Z
Ammo mama danath na,,2025-04-06T03:36:54Z
Malli oya apiwa danuwath krana eka hodayi prayiwat bank horuda parissamin oyata waradinne na jesupihitayi ,,2025-04-06T03:33:58Z
Ou aka aththa mage 3000/kapala,,2025-04-04T03:44:00Z
Kathawa aththa mageth salli kapila thibuna,,2025-04-03T17:27:59Z
Commercial aka Komath awul nayakayo ganna giyoth  thamath hena awul,,2025-04-03T06:34:19Z
ස්තුති මල්ලී,,2025-04-03T02:31:05Z
Magath 21000k.kapila.tibba  atta maka..,,2025-04-02T09:53:58Z
මේ  වට  යන්න  ඒපා,,2025-04-02T08:37:35Z
Maget ginum wahala dnwa tx,,2025-04-02T02:57:06Z
Ammoo malli den harima bayaine mee weda walata apith one dala thiyenne salli denma apahu  aran wena ahekata wath danna one,,2025-04-01T17:03:36Z
Good luck,,2025-04-01T10:18:12Z
Ampitiya Sumanarathana himi channel eka balanna a himitath oya wage deyak wela  a wena bankuwakin,,2025-03-31T07:38:15Z
මටත්   ඒ දේ  උනා  මුන්  ඕන  කමින්  කපනවා  ඕක්‌ කෝ ම  එකතු  වෙලා  මේකෙන්  අයි න්  වෙන්න  ඕන ,,2025-03-31T00:51:03Z
මේ කතාව සීයට සීයක්ම ඇත්ත මොකද මටත් මෙහෙම වුණා,,2025-03-30T18:48:06Z
Mamath cancell karanawa.. bayai,,2025-03-30T17:12:17Z
Mage account ekat me satiyema close karanawa,,2025-03-30T12:12:20Z
මටත් එහෙම දෙයක් වුනා,,2025-03-30T06:26:59Z
ඇත්ත මටත් පොතක් තිබිලා මම කැන්සල් කරා,,2025-03-29T19:59:21Z
Mage laksa vssakata arala ahunata passe mama bankuwata katakarala  hoyala baluwa  kadakamamalaga mama danata inne italiye,,2025-03-29T15:59:14Z
අම්මෝ ,,2025-03-29T15:19:01Z
Mama FD ekak Dala hoda mattuwak una,,2025-03-29T13:50:39Z
Mama FD ekak Dala hoda mattuwak una,,2025-03-29T13:48:22Z
Oke inne Maha baka pandithayo...un hithagena inne porawal kiyala,,2025-03-29T13:47:12Z
Commercial kiyanne jarama bankuwak...,,2025-03-29T13:45:00Z
Matah Kela welada danne Neha  mallita pin 6:23,,2025-03-29T13:32:22Z
Mageth ohoma. Una. 5400k. Adu una.,,2025-03-29T11:03:43Z
Rajaye ewai ohoma ne,,2025-03-29T09:05:02Z
Mu wage gonek ,,2025-03-29T08:33:36Z
mee too 15000,,2025-03-28T11:44:39Z
Meyalage atm card eka denneth athatamai kisima seftyk ne.hnb nm letter eke denne.matath den nm sekai.bayai.,,2025-03-28T05:53:53Z
දන්න එකෙක් යන්න එපා,,2025-03-28T05:39:13Z
මගෙත් එහෙම උනා.මුන් පට්ටම හොරු,,2025-03-28T05:38:14Z
Ape kenekutathe meka una,,2025-03-28T04:18:33Z
Ap000 ai mekata danna apa,,2025-03-28T04:18:11Z
Komarsal benk horu,,2025-03-28T04:13:32Z
Nadu dapan machan,,2025-03-27T20:13:08Z
මටත් මේ විදිහම වුනා,,2025-03-27T18:17:41Z
Rate minissu danuwah karata thanks,,2025-03-27T17:05:23Z
Puduma horuRata tama kiyapu eka hoday,,2025-03-27T17:04:32Z
Ape salli tikath ara ganna ona,,2025-03-27T17:03:41Z
Danjwath karata thanks,,2025-03-27T17:02:56Z
Mewa harima kathay,,2025-03-27T17:02:11Z
Meka danuwath karata thanks,,2025-03-27T17:01:14Z
Aye nana mr bankuwa palathe yanne naha,,2025-03-27T16:57:51Z
Pachcha gahapu porakuth hitiya   bank ekea wedata aran .,,2025-03-27T12:40:31Z
"එක තමයි ඔවා නියාමනය කරන්න ඔන ,,,,",,2025-03-27T11:05:49Z
Patta nondiya me bankuwata ha ake weda karana niladari ha sewakayanta…,,2025-03-27T08:36:34Z
Mun thani wanchawa maget atm aken salli demma nombar weraduna passe aka hadanna geya  mun mawa godak rasthiyadu kala wetharai kalama kanne,,2025-03-27T06:58:00Z
Tambi ohomamai malli,,2025-03-27T06:02:59Z
Munta.gahnna.ona.para.ballo,,2025-03-26T17:33:50Z
Mage ekath close karanna ona,,2025-03-26T09:20:47Z
බොහොම ස්තුතියි. ඔබට.,,2025-03-26T06:32:36Z
"ඔක්කොම kalakanni බැංකු ekai 
Hora ballo 
Okunta hena ගහන්න onne
Mahabanku kalakanni tika nidida",,2025-03-26T05:54:17Z
10000000 aurudu 5kata dammoth maseta poliya kiyad,,2025-05-09T13:46:38Z
Yes.,,2025-04-25T07:12:20Z
Nane,,2025-05-06T15:37:52Z
Link eka dannako,,2025-03-06T14:02:00Z
Dan  wada  karane  nadda,,2025-02-17T06:42:14Z
Meka viswasa karanna puluwanda ada kale hatiyata kohomada acaun namda denne,,2024-11-26T10:31:28Z
Thanks meka aththatama watina vidio ekak mage 4n ekata combank app eka ganna denne ne ithin mn hoy hoya unne komada thiyana gaana bala ganna kiyala,,2024-11-01T06:36:54Z
Meka register unm sallj kpnwd,,2024-10-12T11:13:57Z
Whatsapp ekata save karanne namber ekak nane,,2024-10-01T03:16:55Z
Thnkssss,,2024-09-08T13:50:50Z
Hi,,2024-07-06T16:11:15Z
Godak watina video ekak.thank you akki.,,2024-06-01T14:38:20Z
hi,,2024-04-26T06:04:59Z
ස්තුතියි ,,2024-03-04T21:58:18Z
Tnx ,,2024-01-26T06:28:28Z
Tnx hoda vidiyo ekak akke,,2023-11-27T01:27:23Z
link eka evannako,,2023-11-20T17:01:16Z
සුපිරි video ekak අක්කා ....,,2023-08-10T14:46:17Z
1xbet 1 app aeka sport nadda,,2023-06-20T16:29:52Z
Transer karanna barida,,2023-06-10T05:06:16Z
"Mreta wada hondai salli miriskudu dala kanawa...
Govt.fail....",,2025-02-19T15:37:23Z
Nodokin...,,2025-02-19T00:51:26Z
බොහොම ස්තුතියි,,2025-02-17T02:35:27Z
WäN,,2025-03-12T01:00:14Z
Bunks,,2024-07-03T08:29:59Z
very handsome,,2024-05-26T19:06:55Z
Tq,,2024-02-07T13:25:49Z
Excellent man!,,2023-01-26T10:33:23Z
Brilliant,,2022-10-11T05:07:56Z
Very Cool Video Bro..........,,2021-06-05T08:20:35Z
"Great breakdown Kenji, cheers",,2021-03-28T03:36:12Z
Keep it up! Great video again,,2021-03-27T16:51:25Z
Mn ben ekata dila thiyena mobile no eka dan weda karanne. Mn inne rata mata app ekata log wenna be. Pz hel me.,,2025-05-22T17:21:47Z
Mage app eka lock vela,,2025-03-20T15:03:49Z
User name ekai pw ekai amthakainam aye hdanna berida,,2024-11-22T13:12:19Z
.tnc.,,2024-11-19T08:54:18Z
Mata anthimata password aka dena thenata awa athanadi Error akak awa akata mokada karanne,,2024-08-09T16:23:32Z
Oke ar acc number ekt ghnne kmthi ekkd,,2024-06-12T21:56:47Z
Man korea inne awata passe bankuwata dila thiyena sim eka block unane..kohomada karanne ethakota mail ekak add karaganna barida,,2024-01-29T12:22:48Z
Aiyya mata password eka hadanna tharanne naha podak password ekak udha haraneta hadha pannako,,2023-06-19T14:17:14Z
Code eke ave na. resend kera eth ave naha,,2023-06-11T09:06:31Z
Mekan apita onama kenakta salli yawanna puluwanda.,,2023-05-14T07:54:45Z
phone number wenuwata gmail eka denna bada,,2023-03-13T00:35:15Z
Mage pasward eka amathakai hadanna beida,,2023-03-07T13:53:58Z
Thank you ayye,,2022-09-08T13:03:26Z
aiye meken cad eke iyena balance eka balannath puluwanda,,2022-08-12T14:35:27Z
Anthima step eken yanna bane aiya,,2022-06-29T12:03:24Z
ACC no ekata enna oni mokakda,,2022-06-11T08:15:15Z
Ayye password aka ganne නෑනේ,,2022-06-04T03:49:31Z
Plzz help me,,2022-05-12T14:13:20Z
Mage digital app 1ke log venna bene mata aka aktiv karala denna,,2022-05-02T11:01:08Z
register una sim eka nathinam meka karanna barida,,2022-04-30T09:00:25Z
Honda pehedili kirimak,,2022-02-16T04:57:09Z
Ayye mekata rejister vela meka use karath natath service charge ekk gannoda ,,2022-01-18T08:28:45Z
supper ,,2021-11-10T10:47:14Z
Commercial eken gewanna barida dn alibaba ekata,,2021-10-29T08:39:33Z
Commercial eke limit eka ain karala neda aiye dan thiyenne.?,,2021-10-27T21:18:21Z
Laksha 5 k danaeanam kiyada,,2025-01-11T03:27:35Z
Ada weddith me rates thiyenawa da,,2024-12-18T10:50:33Z
Laksa dekak stheera thanpath danna  barida?,,2024-11-30T00:04:10Z
%5 nadda kapenawa.neda,,2024-11-14T17:29:14Z
ඔයාගෙ විස්තර කිරීම පැහැදිලියි .,,2024-10-29T02:55:56Z
Kotiyakata dina100 polee kiyada?,,2024-10-24T20:33:48Z
500000k dina 100 k dammit maset kiyda,,2024-10-21T14:40:58Z
Com digital app eken kohomada FD ekak danne?,,2024-10-21T09:29:37Z
Lasha 50 ta dina 300 kiyada let me know plese,,2024-10-20T13:12:38Z
Oka dannawa hutto,,2024-10-20T12:18:59Z
Online danne kohomada,,2024-10-20T06:35:44Z
Ok,,2024-10-20T05:56:55Z
Nice vid!,,2025-01-26T00:21:37Z
100 notes available???,,2023-11-16T06:50:37Z
nice,,2021-04-26T08:37:09Z
Thanku sir,,2020-12-04T13:31:48Z
Super,,2020-08-18T14:25:33Z
Superb voice,,2020-02-02T15:44:43Z
Superb vidoe,,2018-12-19T05:23:25Z
Nice video,,2018-06-16T14:22:34Z
Nice,,2017-08-16T06:02:27Z
so slow,,2017-07-05T12:17:49Z
very good,,2016-11-18T00:43:47Z
nice video,,2016-07-04T09:18:23Z
Mam you are so cute 🥰🥺🥰,,2025-01-14T07:26:19Z
"Good morning mam 
Nenu me prati program chustuntanu",,2024-11-22T02:17:02Z
Excellent maam,,2024-10-16T02:15:14Z
Kal exam hai,,2024-06-21T07:46:15Z
Maam  iske aage ke topics,,2024-06-21T07:46:05Z
ነጌ ስራ አለ,,2025-03-30T18:48:30Z
ዛሬየኢሮዮምንዛሪለማወቅ?,,2025-01-27T06:51:45Z
endet kewec mactelalf enden,,2024-10-14T13:08:06Z
Ebakachu  etem mazagati  falige naber   yichala  ene yalewot yesaw hagar now  etem  balabte ganow,,2024-09-22T15:38:48Z
5birr,,2024-05-12T16:11:44Z
Mnaynet new mikefetew,,2024-04-29T06:11:27Z
Best,,2024-04-13T08:24:14Z
Good,,2024-02-15T08:24:45Z
Fastest,,2024-02-04T08:31:00Z
My 1st Favorite Bank CBE,,2024-02-04T08:29:01Z
Good,,2024-02-04T08:28:49Z
My favo,,2024-02-04T08:27:26Z
It is good,,2024-02-04T08:22:42Z
Nice,,2024-02-04T08:21:21Z
Best best,,2024-01-27T10:31:44Z
Good ,,2024-01-27T10:30:34Z
Nice!,,2024-01-19T10:32:59Z
አሪፍ ነው ቀጥሉበት,,2024-01-11T10:47:43Z
May hawala,,2023-12-07T23:57:38Z
Ya hawala enformeshen,,2023-12-07T23:56:57Z
Fayida,,2023-12-02T20:16:16Z
kitta ho,,2024-12-18T17:17:14Z
Dan danna puluvnda,,2025-04-30T06:25:10Z
Aiye meka permanentda.. man danata boc eke trainee wena kenek maasa 6kata thama gaththe.. man hithan inne ibsl course eka karala september exam karanna... commercial bank eken select wela training unata passe permanent da?,,2025-04-27T15:49:02Z
English diploma ekk thibbama barid ,,2025-04-25T16:56:35Z
"Aiye Google form ek fill krnn witrd tiyenne
Naththn CV ekakuth upload krnn oned
Please kiyannko",,2025-04-20T04:29:13Z
