Comment,Aspect,Date
මෙහෙම දැනුවත් කිිරිම නම් ඉතාම වටිනවා.මම හිතුවේ මට විතරයි කියලා .දැං බලපුවාම ගොඩක් මේ වගේ වෙලා තියෙන්නේ මුං හොර ගේමක් ගහනවා වගේ.,,2025-04-13T01:34:30Z
Kiwwa eka hoday hora guhawak ehenam,,2025-04-11T18:44:49Z
මොන සිටිඑකෙද කියන්න පුලුවන්ද මහත්මය.,,2025-04-11T05:25:07Z
Ane wisadumak tiyeda api duk widala hoyapu salli,,2025-04-09T08:43:46Z
"Mageth salli kapuwa 20000k
Kagahala kagahala maat gatte",,2025-04-09T06:05:07Z
Homagama branch eka,,2025-04-08T03:11:04Z
Aya apata salli Damme na aiye,,2025-04-08T03:10:38Z
Meka nm aththama aththa..maget podi podi ganan kepenwa monata kepenwada kiyla nm mn danne na,,2025-04-07T17:15:39Z
Dan salli bak karala hodin account chaq karana,,2025-04-07T15:44:10Z
matath meka una ......,,2025-04-07T05:51:24Z
Malli oya apiwa danuwath krana eka hodayi prayiwat bank horuda parissamin oyata waradinne na jesupihitayi ,,2025-04-06T03:33:58Z
Kathawa aththa mageth salli kapila thibuna,,2025-04-03T17:27:59Z
ස්තුති මල්ලී,,2025-04-03T02:31:05Z
මේ  වට  යන්න  ඒපා,,2025-04-02T08:37:35Z
මටත්   ඒ දේ  උනා  මුන්  ඕන  කමින්  කපනවා  ඕක්‌ කෝ ම  එකතු  වෙලා  මේකෙන්  අයි න්  වෙන්න  ඕන ,,2025-03-31T00:51:03Z
මේ කතාව සීයට සීයක්ම ඇත්ත මොකද මටත් මෙහෙම වුණා,,2025-03-30T18:48:06Z
Mage account ekat me satiyema close karanawa,,2025-03-30T12:12:20Z
මටත් එහෙම දෙයක් වුනා,,2025-03-30T06:26:59Z
ඇත්ත මටත් පොතක් තිබිලා මම කැන්සල් කරා,,2025-03-29T19:59:21Z
අම්මෝ ,,2025-03-29T15:19:01Z
Mama FD ekak Dala hoda mattuwak una,,2025-03-29T13:50:39Z
Mama FD ekak Dala hoda mattuwak una,,2025-03-29T13:48:22Z
Matah Kela welada danne Neha  mallita pin 6:23,,2025-03-29T13:32:22Z
Meyalage atm card eka denneth athatamai kisima seftyk ne.hnb nm letter eke denne.matath den nm sekai.bayai.,,2025-03-28T05:53:53Z
දන්න එකෙක් යන්න එපා,,2025-03-28T05:39:13Z
මගෙත් එහෙම උනා.මුන් පට්ටම හොරු,,2025-03-28T05:38:14Z
Ape kenekutathe meka una,,2025-03-28T04:18:33Z
මටත් මේ විදිහම වුනා,,2025-03-27T18:17:41Z
Puduma horuRata tama kiyapu eka hoday,,2025-03-27T17:04:32Z
Meka danuwath karata thanks,,2025-03-27T17:01:14Z
"එක තමයි ඔවා නියාමනය කරන්න ඔන ,,,,",,2025-03-27T11:05:49Z
බොහොම ස්තුතියි. ඔබට.,,2025-03-26T06:32:36Z
"ඔක්කොම kalakanni බැංකු ekai 
Hora ballo 
Okunta hena ගහන්න onne
Mahabanku kalakanni tika nidida",,2025-03-26T05:54:17Z
"Mreta wada hondai salli miriskudu dala kanawa...
Govt.fail....",,2025-02-19T15:37:23Z
බොහොම ස්තුතියි,,2025-02-17T02:35:27Z
Mage app eka lock vela,,2025-03-20T15:03:49Z
Mata anthimata password aka dena thenata awa athanadi Error akak awa akata mokada karanne,,2024-08-09T16:23:32Z
Ayye password aka ganne නෑනේ,,2022-06-04T03:49:31Z
Ayye mekata rejister vela meka use karath natath service charge ekk gannoda ,,2022-01-18T08:28:45Z
Commercial eke limit eka ain karala neda aiye dan thiyenne.?,,2021-10-27T21:18:21Z
143,,2024-06-27T15:38:50Z
Ek rat phele ye dekh ke pass honeka ghamnd hai,,2024-03-13T16:42:28Z
🤔🤔,,2024-12-23T11:01:48Z
